"Day","Date","League","Type","Deafening.Essence.of.Anger","Deafening.Essence.of.Anguish","Deafening.Essence.of.Contempt","Deafening.Essence.of.Doubt","Deafening.Essence.of.Dread","Deafening.Essence.of.Envy","Deafening.Essence.of.Fear","Deafening.Essence.of.Greed","Deafening.Essence.of.Hatred","Deafening.Essence.of.Loathing","Deafening.Essence.of.Misery","Deafening.Essence.of.Rage","Deafening.Essence.of.Scorn","Deafening.Essence.of.Sorrow","Deafening.Essence.of.Spite","Deafening.Essence.of.Suffering","Deafening.Essence.of.Torment","Deafening.Essence.of.Woe","Deafening.Essence.of.Wrath","Deafening.Essence.of.Zeal","Essence.of.Delirium","Essence.of.Horror","Essence.of.Hysteria","Essence.of.Insanity","Muttering.Essence.of.Anger","Muttering.Essence.of.Contempt","Muttering.Essence.of.Fear","Muttering.Essence.of.Greed","Muttering.Essence.of.Hatred","Muttering.Essence.of.Sorrow","Muttering.Essence.of.Torment","Muttering.Essence.of.Woe","Remnant.of.Corruption","Screaming.Essence.of.Anger","Screaming.Essence.of.Anguish","Screaming.Essence.of.Contempt","Screaming.Essence.of.Doubt","Screaming.Essence.of.Dread","Screaming.Essence.of.Envy","Screaming.Essence.of.Fear","Screaming.Essence.of.Greed","Screaming.Essence.of.Hatred","Screaming.Essence.of.Loathing","Screaming.Essence.of.Misery","Screaming.Essence.of.Rage","Screaming.Essence.of.Scorn","Screaming.Essence.of.Sorrow","Screaming.Essence.of.Spite","Screaming.Essence.of.Suffering","Screaming.Essence.of.Torment","Screaming.Essence.of.Woe","Screaming.Essence.of.Wrath","Screaming.Essence.of.Zeal","Shrieking.Essence.of.Anger","Shrieking.Essence.of.Anguish","Shrieking.Essence.of.Contempt","Shrieking.Essence.of.Doubt","Shrieking.Essence.of.Dread","Shrieking.Essence.of.Envy","Shrieking.Essence.of.Fear","Shrieking.Essence.of.Greed","Shrieking.Essence.of.Hatred","Shrieking.Essence.of.Loathing","Shrieking.Essence.of.Misery","Shrieking.Essence.of.Rage","Shrieking.Essence.of.Scorn","Shrieking.Essence.of.Sorrow","Shrieking.Essence.of.Spite","Shrieking.Essence.of.Suffering","Shrieking.Essence.of.Torment","Shrieking.Essence.of.Woe","Shrieking.Essence.of.Wrath","Shrieking.Essence.of.Zeal","Wailing.Essence.of.Anger","Wailing.Essence.of.Anguish","Wailing.Essence.of.Contempt","Wailing.Essence.of.Doubt","Wailing.Essence.of.Fear","Wailing.Essence.of.Greed","Wailing.Essence.of.Hatred","Wailing.Essence.of.Loathing","Wailing.Essence.of.Rage","Wailing.Essence.of.Sorrow","Wailing.Essence.of.Spite","Wailing.Essence.of.Suffering","Wailing.Essence.of.Torment","Wailing.Essence.of.Woe","Wailing.Essence.of.Wrath","Wailing.Essence.of.Zeal","Weeping.Essence.of.Anger","Weeping.Essence.of.Contempt","Weeping.Essence.of.Doubt","Weeping.Essence.of.Fear","Weeping.Essence.of.Greed","Weeping.Essence.of.Hatred","Weeping.Essence.of.Rage","Weeping.Essence.of.Sorrow","Weeping.Essence.of.Suffering","Weeping.Essence.of.Torment","Weeping.Essence.of.Woe","Weeping.Essence.of.Wrath","Whispering.Essence.of.Contempt","Whispering.Essence.of.Greed","Whispering.Essence.of.Hatred","Whispering.Essence.of.Woe"
22,"2017-12-29","Abyss","Essence",19.59158,2.72719,25.15526,5.34526,5.06825,9,6.94579,18.29123,5.06877,12.87982,6.16439,5.94386,14.82807,3.02018,11.83404,3.00877,7.68474,6.01053,12.09842,14.93737,19.60596,36.81912,15.28211,24.16421,0.4414,0.4414,0.4414,0.4414,0.4414,0.4414,0.4414,0.4414,4.58193,2.54386,0.4414,2.17842,0.4414,0.4414,0.87175,0.73474,1.90193,0.76281,0.79982,0.4414,0.48439,1,0.4414,0.61421,0.4414,0.87561,0.58561,0.9993,1.19281,7.89754,0.99526,7.0993,1.66825,1.96123,2.24509,1.99789,5.91877,2,2.89632,1.10544,2.92035,4.76316,1,3.00772,0.9993,3,2,4.96439,5.39456,0.72439,0.4414,0.49105,0.4414,0.4414,0.45281,0.4414,0.4414,0.4414,0.4414,0.4414,0.4414,0.4414,0.4414,0.4414,0.55474,0.4414,0.4414,0.4414,0.4414,0.4414,0.4414,0.4414,0.4414,0.4414,0.4414,0.4414,0.4414,0.4414,0.4414,0.4414,0.4414
23,"2017-12-30","Abyss","Essence",20.2007,3,24.18754,5.67895,5,9.83667,6.26649,18.08667,4.98877,13.5593,5.99509,5.93263,14.36912,3,13.21912,2.98632,7.35596,6.12491,12.65053,14.96105,19.7807,42.74281,15.01877,25.33351,0.44789,0.45,0.44877,0.45,0.43702,0.45,0.45,0.45,4.38579,2.47509,0.45,1.52123,0.45,0.45,0.58491,0.74491,1.90842,0.85053,0.64877,0.45,0.45,1,0.45,0.62561,0.45,0.6607,0.45,0.98947,0.99632,7.66456,0.97456,6.84,1.27263,1.98982,2,1.99947,5.96667,1.99877,2.97772,1.98456,2.70667,4.55193,1,2.90281,1,2.89667,1.98842,5.20123,4.97667,0.7986,0.45,0.45,0.45,0.45,0.45,0.45,0.44789,0.45,0.44947,0.45,0.44702,0.45,0.45,0.44965,0.45,0.45,0.45,0.45,0.45,0.45,0.44982,0.45,0.45,0.45,0.45,0.4493,0.45,0.45,0.44439,0.45,0.4414
24,"2017-12-31","Abyss","Essence",19.9293,3,23.01509,5.08456,4.99439,9.68667,6.98947,16.74491,4.98789,14.30474,5.75825,6.77333,13.73316,2.88789,12.41947,2.63702,7.82456,6.71035,13.9686,15.36053,18.63526,42.32404,14.92947,26.45754,0.44754,0.42877,0.44737,0.41632,0.44754,0.44754,0.44544,0.44526,4.68737,2.85789,0.44754,1.96825,0.44754,0.44754,0.76842,0.72912,1.90456,0.85596,0.69544,0.51807,0.4914,1.03386,0.44754,0.71175,0.44754,0.83211,0.4493,0.99719,1.08544,7.26421,1,6.70965,1.69263,2,2.00053,2,6,2,3,1.98263,2.92754,3.99561,1,3.4814,1,3.03035,2,5.63263,4.94509,0.74263,0.44754,0.44754,0.44754,0.44754,0.44754,0.44754,0.44754,0.44754,0.44754,0.44614,0.44754,0.44754,0.44754,0.44754,0.44754,0.44754,0.44754,0.44754,0.44684,0.44702,0.44754,0.44754,0.44754,0.44754,0.44754,0.44754,0.44754,0.44754,0.42982,0.44754,0.44053
25,"2018-01-01","Abyss","Essence",19.6469,2.99931,22.70448,4.27828,4.12,9.18414,7.09672,16.81172,4.98966,14.83345,5.01172,6.38862,12.99776,2.08638,12.47966,2.80966,7.86379,6.02897,11.96552,15.53328,17.91534,43.31103,14.4669,26.1281,0.44569,0.42845,0.44569,0.4281,0.4381,0.44569,0.44517,0.44569,4.72793,2.99828,0.44569,1.91448,0.44569,0.44569,0.75759,0.69759,1.72034,0.77121,0.80276,0.44828,0.48914,0.98276,0.44569,0.75172,0.44569,0.81103,0.54638,0.99069,1.00328,6.5781,1,6.71345,1.32534,2,1.99759,2,5.97793,1.99862,2.99448,1.62828,3,3.69948,1,3.53897,1,3.40621,2,5.19845,4.98793,0.45172,0.44569,0.44569,0.44569,0.44569,0.44569,0.44569,0.44569,0.44569,0.44569,0.44569,0.44569,0.44569,0.44569,0.44569,0.44569,0.44569,0.44569,0.44569,0.44448,0.44517,0.43414,0.44569,0.44569,0.44569,0.44103,0.44569,0.44569,0.44569,0.4331,0.44569,0.44431
26,"2018-01-02","Abyss","Essence",18.94018,2.99298,22.20035,5.12053,4,8.91088,6.92982,17.68053,5,14.92228,5,6.86281,12.75316,2.53912,12.87053,2.60632,7.44491,5.91754,10.95228,15.32404,16.16281,43.38491,14.93404,26.64281,0.43842,0.43842,0.43842,0.43842,0.43842,0.43842,0.43842,0.43842,4.28298,2.72614,0.43842,1.65298,0.43842,0.43842,0.88281,0.6414,1.70439,0.8307,0.78491,0.43842,0.4793,0.9986,0.43842,0.80947,0.43842,0.87684,0.53649,0.97702,0.99947,6.97193,1,6.75982,1.81579,2,2,2,6.04298,2,2.99544,1.44632,2.98877,3.29895,1,3.23544,1,3.84912,1.99351,5.14158,4.98228,0.57386,0.43842,0.47351,0.43842,0.43842,0.43842,0.42596,0.43842,0.43842,0.43842,0.43842,0.43842,0.43842,0.43842,0.43544,0.43842,0.43842,0.43842,0.43842,0.43649,0.43842,0.43456,0.43842,0.43842,0.43614,0.43842,0.43842,0.43842,0.43842,0.40439,0.43789,0.43842
27,"2018-01-03","Abyss","Essence",18.99069,3,22.9019,5.99086,3.94397,7.94707,6.98397,17.57845,4.99672,14.24776,6.56552,6.05724,13.02121,2.00948,13.03948,2.40707,7.38414,5.99638,13.16603,16.32552,15.08224,48.09,15.54086,28.24345,0.43017,0.43017,0.43017,0.43017,0.43017,0.43017,0.43017,0.43017,4.29621,3.03948,0.43017,1.68931,0.43017,0.43017,0.80879,0.79776,1.49052,0.85621,0.85345,0.43017,0.43017,0.99,0.43017,0.81155,0.43017,0.86552,0.43552,0.96276,1.14259,7.57172,0.98776,6.02034,1.85379,1.89552,2,1.97034,5.98086,1.95983,3,1.845,2.75948,3.025,1,3.34983,0.99741,3.87241,1.93759,5.20879,4.61845,0.69034,0.43017,0.43017,0.43017,0.43017,0.43017,0.43017,0.43017,0.43017,0.43017,0.43017,0.43017,0.43017,0.43017,0.43017,0.43017,0.42983,0.40793,0.43017,0.43017,0.43017,0.43017,0.43017,0.42931,0.43017,0.41621,0.43017,0.43017,0.43017,0.43017,0.43017,0.43017
28,"2018-01-04","Abyss","Essence",19.16321,3,22.89089,5.29161,3.31125,8.60339,6.67589,16.56607,5,14.4675,6,5.94161,13.97679,2,12.15393,2.00143,7.36089,5.91946,14.39232,16.59268,15.49321,47.26446,15.28554,29.17161,0.43232,0.43232,0.43232,0.43143,0.43232,0.43232,0.43232,0.43232,4.435,2.47982,0.43232,1.75196,0.43232,0.43232,0.72143,0.77429,1.49,0.69018,0.63964,0.45482,0.43286,1.07357,0.43232,0.7475,0.43232,0.77089,0.43232,0.95,1.27518,6.79804,0.98554,6.94875,1.52482,2,2.51625,1.95732,5.79929,1.98125,2.98214,1.99625,2.86375,3.16893,1,3.53196,0.97857,3.5725,1.61696,5,4.95804,0.69196,0.43232,0.43339,0.43232,0.43232,0.43143,0.43232,0.43232,0.43232,0.43232,0.43232,0.43232,0.43232,0.43232,0.43232,0.43232,0.43232,0.43232,0.43232,0.43232,0.42893,0.43232,0.43232,0.43232,0.43232,0.41875,0.43125,0.43232,0.43232,0.43232,0.43232,0.43232
29,"2018-01-05","Abyss","Essence",18.99429,3,24.00232,5,3,8.98911,6.76107,16.74786,5,14.89571,5.99946,5.59339,13.565,2,9.43679,2.03482,7.38982,5.80661,13.98411,15.42786,16.00411,46.83589,15.64304,30.69161,0.43446,0.44018,0.44018,0.43661,0.44018,0.44018,0.44018,0.44018,4.76286,2.4275,0.44018,1.80625,0.44018,0.44018,0.69875,0.83286,1.68982,0.44018,0.63643,0.44018,0.44018,0.97571,0.44018,0.60857,0.44018,0.87286,0.44018,0.93232,1.13286,7.32804,0.89714,6.97536,1.36661,1.93339,2.33018,1.99393,5.41786,1.92393,2.95536,1.83768,2.50196,3.45714,0.97857,3.79321,0.99625,3.78536,1.665,5.45589,4.77018,0.49875,0.43929,0.46482,0.44018,0.44018,0.44018,0.44018,0.44018,0.44018,0.44018,0.44018,0.44018,0.44018,0.44018,0.44018,0.44018,0.44018,0.44018,0.43946,0.43964,0.42696,0.44018,0.43464,0.43821,0.44018,0.43982,0.43357,0.44018,0.44018,0.44018,0.44018,0.44018
30,"2018-01-06","Abyss","Essence",19.46389,3,24.57833,5,3.54926,9.02,6.865,15.3587,5,14.81907,6,6.795,13.30481,2,9.69222,2,7.07315,5.99296,14.94815,15.29481,15.90556,43.79426,15.46667,32.20537,0.44926,0.44741,0.44759,0.44926,0.44926,0.44926,0.44926,0.44926,4.5337,2.40222,0.44926,1.81574,0.44926,0.44926,0.89944,0.87926,1.41204,0.44926,0.61593,0.46167,0.44926,0.92611,0.44926,0.44926,0.44926,0.74426,0.50019,0.99315,0.98963,7.89296,0.95241,6.95556,1.34778,1.84,2.45241,1.99426,5.08407,1.91315,2.82519,1.67815,2.25315,3.415,0.99963,2.66056,0.89963,2.95926,1.66741,5.65222,4.83796,0.56037,0.44926,0.44926,0.44926,0.44889,0.44926,0.44926,0.44926,0.42296,0.44926,0.44926,0.44926,0.44926,0.44926,0.44926,0.44926,0.44926,0.44815,0.44926,0.44926,0.44926,0.44926,0.44815,0.44926,0.44926,0.44926,0.44926,0.44667,0.44926,0.44926,0.44926,0.44926
31,"2018-01-07","Abyss","Essence",19.47164,2.95891,22.22927,4.55927,4,9.41291,6.37727,15.19309,4.66545,14.83855,6.01855,6.64273,13.78273,1.99745,9.99582,2,6.21364,5.99909,16.292,15.04036,14.90818,44.70218,14.99018,32.31982,0.44673,0.44618,0.43218,0.44018,0.44,0.44927,0.45,0.44364,4.72436,2.50073,0.45,1.95618,0.45,0.45,0.95618,0.88709,1.64055,0.45,0.53164,0.46364,0.45,0.96709,0.45,0.57545,0.45,0.85691,0.45,0.99509,1.06127,7.25782,0.966,6.98455,1.18818,1.99927,2.99382,2,5.26782,1.908,3,1.508,2.31945,3.10509,0.99982,3.53018,0.97891,2.78527,1.85745,5.66909,4.85436,0.78345,0.45,0.49673,0.45,0.44982,0.45,0.45,0.45,0.45,0.45,0.45,0.44909,0.45,0.45,0.45,0.45,0.45,0.44455,0.44982,0.45,0.45,0.44473,0.42127,0.45,0.45,0.45,0.45,0.45,0.44345,0.45,0.45,0.45
32,"2018-01-08","Abyss","Essence",18.7066,2.87151,21.37774,4.01792,4,9,5.55981,13.83717,4.02075,16.53245,5.67642,7.07642,13.80547,1.97283,10.45962,2,5.54,5.99472,16.92906,14.42943,15.23283,46.03245,15.16943,35.65585,0.43679,0.44283,0.42377,0.42321,0.42736,0.43981,0.44283,0.43453,4.60113,2.43358,0.44283,1.93094,0.44283,0.44283,0.98113,0.87792,1.20396,0.44283,0.58698,0.44283,0.44283,0.98302,0.44283,0.71623,0.44283,0.7834,0.44283,0.99491,1,6.95585,0.94566,6.6183,1,1.98472,2.88906,1.93906,4.99208,1.97057,2.98226,1.50698,2.21377,3.01208,1,3.87113,0.99434,2.38906,1.73623,5.7334,5,0.55472,0.44283,0.49679,0.44283,0.44189,0.44283,0.44283,0.44283,0.44283,0.44283,0.44283,0.44283,0.44283,0.43962,0.44283,0.44283,0.44283,0.44283,0.44283,0.44283,0.43491,0.44208,0.43057,0.44283,0.44283,0.44283,0.44283,0.44283,0.43396,0.44283,0.44283,0.44283
33,"2018-01-09","Abyss","Essence",18.02679,2.4034,23.99774,3.87755,4,8.96906,5.79245,14.48283,4.20717,15.68208,4.92491,6.66585,13.32038,2,10.22642,2,5.88811,5.77358,16.37774,14.07151,15.28547,48.04547,15.48868,41.71472,0.40887,0.43472,0.43472,0.36226,0.25019,0.43245,0.43472,0.43019,4.79264,2.68019,0.43472,1.82245,0.43472,0.43472,0.89434,0.73792,1.32038,0.43472,0.50811,0.42679,0.43472,1.00019,0.43434,0.59113,0.43472,0.58472,0.43943,0.98717,1.00604,7.96151,0.85811,6.84491,1,1.99679,2.18151,1.94075,5.08528,1.95113,2.73925,1.01,2.93736,3.25528,1,3.60472,0.93377,3,1.91358,5.86604,4.99358,0.72981,0.43472,0.43472,0.43472,0.43472,0.43472,0.43472,0.43472,0.42981,0.43377,0.43472,0.43472,0.41283,0.43472,0.43472,0.43472,0.43038,0.43302,0.43377,0.43396,0.43094,0.43434,0.43189,0.43358,0.43472,0.43453,0.43472,0.42415,0.32113,0.42283,0.43472,0.43321
34,"2018-01-10","Abyss","Essence",17.71018,2,24.11782,3.98255,3.99982,8.90982,5.05327,13.74218,4.72673,14.15582,4.98618,6.67618,13.23945,1.99527,9.30382,2,5.83673,5.32127,15.63255,13.84091,14.89473,47.16745,16.538,41.97382,0.37418,0.41218,0.426,0.39945,0.242,0.42218,0.42273,0.40164,4.65964,2.91273,0.426,1.70891,0.426,0.426,0.86145,0.66327,1.14418,0.43891,0.51382,0.426,0.42618,1,0.426,0.58309,0.426,0.86164,0.426,0.99345,0.99273,7.95527,0.99291,6.99855,1,1.94,2.70691,1.996,5.37055,2,2.14655,1.51055,2.98218,3.03382,0.99727,3.03727,0.96564,3,1.99982,5.86145,5,0.93745,0.426,0.474,0.426,0.424,0.426,0.426,0.426,0.42509,0.426,0.426,0.426,0.426,0.426,0.426,0.426,0.426,0.42582,0.426,0.426,0.426,0.426,0.426,0.42473,0.426,0.426,0.426,0.426,0.38945,0.42564,0.426,0.42545
35,"2018-01-11","Abyss","Essence",19.82389,2,24.18056,4.38352,3.99111,8.31852,5.00278,13.8663,4.77685,14.93852,5,5.83463,13.59722,1.9963,9.87407,2,6.15333,5.31352,17.47833,13.84593,15.67648,50.00148,15.59185,42.50796,0.24648,0.3987,0.4213,0.41926,0.27463,0.39944,0.42037,0.36444,4.585,1.8713,0.42259,1.97889,0.4213,0.4213,0.8213,0.77296,1.32259,0.42167,0.44148,0.4213,0.4213,1.02185,0.4213,0.59852,0.42019,0.89315,0.4213,1,1,8.16593,0.93759,6.97278,0.99981,1.92056,2.92111,2,5.52093,1.78574,2.65815,1.50537,2.99852,3.855,0.9987,3,1,2.99907,2,5.18352,4.78444,0.84741,0.4213,0.59833,0.4213,0.42074,0.4213,0.4213,0.4213,0.4213,0.4213,0.4213,0.4213,0.4213,0.4213,0.4213,0.4213,0.4187,0.42093,0.4213,0.40963,0.42111,0.42037,0.41722,0.42074,0.4213,0.4213,0.4213,0.41056,0.41074,0.4213,0.4213,0.34648
36,"2018-01-12","Abyss","Essence",19.81352,2.09222,24.20167,4.93426,4,7.98944,5,13.54019,4.98463,14.89481,4.99148,5.94444,13.69556,2,9.16463,2,6.09574,5.94259,17.9013,13.81056,17.6613,50.24,16.14981,46.63463,0.28315,0.29407,0.4063,0.40574,0.39667,0.38667,0.42,0.29556,4.62722,2.02593,0.42111,1.89093,0.42111,0.42111,0.86833,0.77611,1.155,0.46667,0.66407,0.42167,0.42111,1,0.42167,0.43222,0.42111,0.8313,0.55907,0.99981,1,8.23593,0.99296,6.98759,0.99833,1.99148,2.98907,1.91667,5.08167,1.89833,2.98241,1.46333,2.99574,3.96444,1,2.99944,0.99241,2.97481,1.99167,5.84926,4.16407,0.48111,0.42111,0.48759,0.42111,0.41889,0.42111,0.42111,0.42111,0.42111,0.42111,0.42111,0.42093,0.42111,0.42111,0.42111,0.42111,0.42111,0.40963,0.42111,0.42056,0.41926,0.41889,0.41889,0.42111,0.42111,0.42111,0.42111,0.41907,0.34296,0.42093,0.42111,0.35519
37,"2018-01-13","Abyss","Essence",20.5186,2,22.0934,4.9928,4,8.2624,4.699,13.9634,4.9928,13.228,4.3638,6.3262,14.7644,2,9.2842,2,6.1416,6.9324,17.9624,14.0144,16.207,52.0602,18.0138,50.0614,0.3694,0.4168,0.4168,0.4118,0.4192,0.4192,0.418,0.4086,4.5882,2.5148,0.421,1.9684,0.4338,0.4192,0.8856,0.7346,1.4202,0.4192,0.4928,0.4216,0.4206,1.048,0.4362,0.586,0.442,0.8628,0.4412,0.9734,1,7.3492,0.9998,6.7374,1,2,3,1.987,4.99,2,2.9972,1.2458,2.9042,4,1,3.1452,0.9902,2.9902,1.9982,6.1272,4.4,0.4622,0.4192,0.5764,0.4192,0.4176,0.4192,0.4192,0.4192,0.4176,0.4192,0.4192,0.4188,0.4178,0.4192,0.4192,0.4192,0.4192,0.4114,0.4192,0.4164,0.4204,0.415,0.4192,0.4192,0.4192,0.4192,0.4192,0.4192,0.395,0.4192,0.4192,0.3882
38,"2018-01-14","Abyss","Essence",20.4562,2.0088,21.914,4.1932,4,8.8504,4.5354,14.0638,4.878,13.9566,4.1276,6.0032,14.7102,2,9.8346,2,6.9978,6.9512,17.2332,14.018,15.825,49.9934,17.7012,49.4148,0.4102,0.4098,0.4098,0.4102,0.4102,0.4102,0.4098,0.4102,4.4522,2.747,0.4206,1.8536,0.4102,0.4102,0.9588,0.7744,1.5682,0.4166,0.6614,0.4102,0.4102,1,0.4176,0.4428,0.4398,0.8462,0.4102,1.002,0.9972,7.815,0.9986,6.3978,1,2,3,2,4.9766,1.9916,2.9952,1.3002,3,3.646,1,3.3772,0.954,2.995,1.9998,5.7232,4.173,0.4368,0.4268,0.4548,0.4102,0.4054,0.4102,0.4068,0.4068,0.4036,0.4102,0.4102,0.4108,0.4052,0.4102,0.4088,0.4102,0.4138,0.4144,0.4132,0.4106,0.447,0.4092,0.4088,0.4102,0.4102,0.4194,0.4118,0.4102,0.4102,0.4102,0.4088,0.41
39,"2018-01-15","Abyss","Essence",19.34723,1.92128,23.60404,3.17,3.95085,8.99404,4.98596,14.30809,5,13.47149,4.9266,6,14.06426,2.10681,9.84298,2,7.00553,5.56362,16.66851,14.2334,15.5666,47.79766,17.55043,46.16553,0.40426,0.39021,0.40426,0.40149,0.40426,0.39915,0.40362,0.40426,4.50766,2.34489,0.40638,1.74043,0.40426,0.40426,0.83362,0.72489,1.22298,0.42511,0.42128,0.40766,0.40426,1,0.40426,0.41277,0.40426,0.95574,0.40426,0.99511,0.98745,7.65638,0.96255,6.9134,1,1.97468,3,2,5,1.99915,2.99787,1.33574,2.9166,4,0.99957,3.97766,0.98106,3,1.96936,5.82574,4,0.46021,0.40426,0.4366,0.40426,0.40426,0.40426,0.40426,0.40426,0.4,0.40426,0.40426,0.38553,0.40043,0.40489,0.40426,0.40426,0.40426,0.39468,0.40638,0.39404,0.40426,0.39298,0.4017,0.40234,0.40298,0.39851,0.40383,0.40255,0.40426,0.40426,0.40021,0.40426
40,"2018-01-16","Abyss","Essence",19.58231,2,23.65788,2.96712,4,9,4.93942,14.36173,5,14.20596,5.00423,5.92962,14.30808,2.09019,9.95192,2,6.98173,4.98385,15.73846,14.2375,15.49173,47.77192,19.24962,45.76288,0.39173,0.36308,0.39327,0.36192,0.39327,0.39327,0.39327,0.39327,4.35942,2.20558,0.405,1.79558,0.39327,0.39327,0.88942,0.61,1.06058,0.39327,0.555,0.39712,0.39327,1,0.41173,0.45096,0.39327,0.98212,0.39346,0.96365,0.99981,7.01192,0.91481,6.42058,1,1.99077,2.99962,2,4.9925,1.99558,2.98019,1.51615,3,3.99865,1,3.96692,0.99288,3,1.99827,6.11058,4.34692,0.405,0.39404,0.39327,0.38231,0.38115,0.38385,0.38731,0.39327,0.34788,0.39135,0.39269,0.36212,0.38346,0.38077,0.39404,0.39519,0.385,0.36865,0.38077,0.35712,0.39327,0.38615,0.38731,0.39981,0.37712,0.39327,0.37058,0.37192,0.39327,0.3925,0.28269,0.38788
41,"2018-01-17","Abyss","Essence",19.93275,2,22.83902,2.96392,4,9.00549,4.69549,14.19235,4.9598,15.40353,5,5.99569,14,2.15843,9.88176,1.80588,6.40412,5.02608,14.60176,14.53255,15.56392,44.76118,20.03275,47.26961,0.38941,0.38078,0.39,0.38882,0.37255,0.39,0.39,0.39,4.6051,2.90882,0.39,1.78451,0.39,0.42157,0.99922,0.48784,1.07392,0.40824,0.42784,0.42157,0.44,1,0.4051,0.43314,0.39039,0.97824,0.39,0.84824,1,7.1598,0.79392,6.02294,1,1.78627,3,2,4.94118,1.90824,3,1.31804,3,3.98137,1,3.9951,0.97627,3,2,5.74059,4.76137,0.50176,0.41196,0.39,0.37804,0.37431,0.39,0.38902,0.39,0.36804,0.38941,0.39,0.38784,0.38902,0.38961,0.40235,0.39,0.38961,0.37275,0.33294,0.36706,0.39,0.37961,0.3802,0.4249,0.39275,0.38863,0.39,0.39,0.39,0.39,0.33961,0.37216
42,"2018-01-18","Abyss","Essence",19.98152,1.99804,20.67761,2.95391,3.98565,9.14196,5,13.65761,4.34413,15.55978,4.85935,5.65761,13.8437,2.20587,9.98022,1.81804,7,4.95261,13.25304,14.6337,15.01261,44.25674,20.29891,48.38435,0.38891,0.38913,0.38913,0.38913,0.38913,0.38913,0.38913,0.38913,4.39,2.89978,0.40848,1.79717,0.38913,0.41109,0.93174,0.67239,1.08609,0.39196,0.44152,0.39022,0.38913,0.99978,0.39522,0.78391,0.4187,0.635,0.3937,0.96891,1,7.00522,0.99652,5.49739,1,1.97913,3,2,4.95261,2,3,1.0013,3.15826,3.32478,1,3.96543,0.8463,3,1.99957,5.96348,4.08674,0.8237,0.38913,0.38913,0.38891,0.38913,0.38913,0.3837,0.38913,0.38913,0.38913,0.38826,0.36326,0.42217,0.38913,0.39435,0.38913,0.39087,0.38913,0.38783,0.38913,0.3887,0.38913,0.38913,0.39109,0.3887,0.38913,0.38913,0.39717,0.38913,0.38913,0.32217,0.37935
43,"2018-01-19","Abyss","Essence",19.74635,2,19.9425,2.66519,3.78096,9.00904,5,13.92231,4.92038,15.99288,4.99231,5.88904,14.16288,2,10.00096,2,7.68788,5.25865,12.78635,14.25788,15.29981,43.25923,19.70288,43.37,0.37827,0.37827,0.38135,0.37827,0.37769,0.37827,0.37827,0.37827,4.61308,2.24365,0.38846,1.74846,0.39269,0.37827,0.94635,0.63846,1.45365,0.37885,0.76269,0.38808,0.37962,1,0.37865,0.97423,0.44019,0.92481,0.37827,0.92558,1,7.56442,1,5.54135,1,1.87173,3,1.94231,4.57135,1.995,3.89481,1.61538,3.03365,3.97019,1,3.77596,0.94615,3,2,5.69365,4.00115,0.76846,0.37827,0.37827,0.35404,0.375,0.37808,0.37808,0.37808,0.37827,0.37788,0.37692,0.32962,0.37808,0.37096,0.37827,0.37827,0.38596,0.38808,0.37577,0.35558,0.37731,0.35519,0.35115,0.38654,0.37827,0.3725,0.37231,0.39808,0.37827,0.37827,0.36692,0.36442
44,"2018-01-20","Abyss","Essence",19.15057,2,18.97755,2.04132,3.28434,9.73811,4.98981,13.65887,4.6083,15.87943,4.60075,5.79434,15.02208,2.00132,10.12642,1.94245,6.91566,5.01057,11.70623,13.65075,15.15075,41.89906,18.83755,41.79019,0.37057,0.37057,0.37057,0.37,0.36491,0.37057,0.37057,0.37057,4.25604,2.73849,0.37057,1.9083,0.41698,0.4083,0.92019,0.51189,1.23094,0.37057,0.64132,0.39189,0.37774,0.98679,0.37057,0.57887,0.37925,0.7217,0.40566,0.82075,1,7.39245,1,5.69094,1,1.93642,2.74075,1.80453,4.80075,1.99868,3.68849,1.11472,2.77245,3.92453,0.99868,3.72528,0.99019,2.97623,1.99679,5.33377,4.04698,0.37057,0.36642,0.36962,0.35113,0.3883,0.37038,0.36868,0.36774,0.3634,0.34774,0.37057,0.3117,0.37321,0.34132,0.36283,0.36491,0.36943,0.36283,0.36302,0.36792,0.42811,0.31887,0.32113,0.37,0.36774,0.36491,0.33057,0.3417,0.37057,0.37038,0.31887,0.37019
45,"2018-01-21","Abyss","Essence",17.94135,2,16.60615,2.10077,3.02058,9.78615,4.90058,12.55654,4.21904,13.80846,4,5.01538,14.42596,2,9.16,1.99827,6.82962,5.08788,9.55962,12.89212,14.94,40.53596,17.59519,41.16731,0.36096,0.36058,0.34904,0.32269,0.32077,0.34596,0.33712,0.36077,4.45769,2.35,0.39096,1.61308,0.37019,0.37212,0.63404,0.42923,1.43558,0.38308,0.42308,0.44481,0.38154,1,0.36135,0.36288,0.36154,0.58154,0.38558,0.79115,0.9975,6.41385,0.99654,5.41308,0.99942,1.93788,2.95962,1.53077,4.43385,1.98462,3.19231,1,2.95519,3.92923,0.98788,3.15596,0.99385,2.71212,1.93808,5.36269,3.69442,0.43615,0.34558,0.35288,0.33173,0.34462,0.36096,0.27635,0.34385,0.33442,0.34923,0.36019,0.30885,0.30173,0.34846,0.35615,0.36096,0.33519,0.365,0.35519,0.3125,0.33423,0.305,0.31904,0.34423,0.32,0.3475,0.30192,0.3625,0.31288,0.31231,0.26346,0.34077
