"Day","Date","League","Type","Apprentice.Cartographer.s.Sextant","Armourer.s.Scrap","Blacksmith.s.Whetstone","Blessed.Orb","Blessing.of.Chayula","Blessing.of.Esh","Blessing.of.Tul","Blessing.of.Uul.Netol","Blessing.of.Xoph","Cartographer.s.Chisel","Chromatic.Orb","Divine.Orb","Exalted.Orb","Gemcutter.s.Prism","Glassblower.s.Bauble","Jeweller.s.Orb","Journeyman.Cartographer.s.Sextant","Master.Cartographer.s.Sextant","Mirror.of.Kalandra","Offering.to.the.Goddess","Orb.of.Alchemy","Orb.of.Alteration","Orb.of.Annulment","Orb.of.Augmentation","Orb.of.Chance","Orb.of.Fusing","Orb.of.Regret","Orb.of.Scouring","Orb.of.Transmutation","Portal.Scroll","Regal.Orb","Scroll.of.Wisdom","Silver.Coin","Vaal.Orb","Ancient.Orb","Annulment.Shard","Engineer.s.Orb","Exalted.Shard","Harbinger.s.Orb","Mirror.Shard","Orb.of.Binding","Orb.of.Horizons","Perandus.Coin","Stacked.Deck","Timeless.Karui.Emblem","Timeworn.Reliquary.Key","Apprentice.Cartographer.s.Seal","Journeyman.Cartographer.s.Seal","Master.Cartographer.s.Seal","Ancient.Reliquary.Key","Eternal.Orb","Abrasive.Catalyst","Awakened.Sextant","Awakener.s.Orb","Crusader.s.Exalted.Orb","Fertile.Catalyst","Hunter.s.Exalted.Orb","Imbued.Catalyst","Intrinsic.Catalyst","Prime.Sextant","Prismatic.Catalyst","Redeemer.s.Exalted.Orb","Simple.Sextant","Tempering.Catalyst","Turbulent.Catalyst","Warlord.s.Exalted.Orb"
46,"2018-01-22","Abyss HC","Currency",2.33735,0.01861,0.02387,0.39997,449.91761,5.04823,3,14.77131,2,0.30632,0.06829,9,30,0.63423,0.14215,0.09805,4.49634,4.98475,4078.72368,4.63782,0.26549,0.08909,9.96956,0.03297,0.11564,0.40007,0.55524,0.47332,0.02274,0.02273,1.37584,0.00771,0.22151,0.35068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,"2018-01-23","Abyss HC","Currency",2.30813,0.01783,0.02365,0.39757,452.05662,5,3,14.98371,2,0.31041,0.06826,9.06841,30,0.62643,0.13811,0.09948,4.49889,4.97906,4325.93254,4.05843,0.265,0.08914,9.9808,0.03237,0.1189,0.40239,0.58353,0.47,0.02246,0.02348,1.3352,0.00761,0.22222,0.35484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,"2018-01-24","Abyss HC","Currency",2.10935,0.01748,0.02332,0.38694,477.40265,5,3,15,2,0.30628,0.06891,9.09442,30.0026,0.64414,0.13096,0.09948,4.47563,4.89375,4496.16518,4,0.25717,0.08893,9.96068,0.03268,0.12001,0.40261,0.56604,0.45462,0.02285,0.02404,1.38079,0.00756,0.22148,0.35774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,"2018-01-25","Abyss HC","Currency",2.1095,0.01777,0.02322,0.37218,485.37892,4.96388,3,15.27578,2,0.30757,0.06621,9.31382,30.781,0.66593,0.12749,0.09941,4.28091,4.70789,4566.55823,4,0.25447,0.08836,9.90675,0.03132,0.12061,0.40865,0.56791,0.45087,0.02248,0.02415,1.39591,0.00799,0.20833,0.35426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"2018-01-26","Abyss HC","Currency",2.03396,0.01788,0.02377,0.34975,483.40959,5,2.99055,18.18554,2,0.3125,0.0624,9.49621,30.95438,0.66667,0.13483,0.09899,4.0491,4.98534,4591.66234,4,0.25584,0.0899,9.91805,0.03009,0.1208,0.41641,0.50418,0.44147,0.02239,0.02426,1.32505,0.00832,0.20632,0.33721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,"2018-01-27","Abyss HC","Currency",2,0.01892,0.02453,0.35272,475.36768,5,2.63012,18,2,0.31353,0.06345,9.80706,31,0.66911,0.13682,0.09977,4.09595,5,57067.66154,4,0.26244,0.09002,9.82952,0.03276,0.12364,0.41568,0.54482,0.44732,0.02269,0.02439,1.40477,0.00842,0.2031,0.35219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,"2018-01-28","Abyss HC","Currency",2,0.01983,0.02473,0.36043,459.51901,5,2.96423,18.66947,2,0.31369,0.06248,9.71785,30.96676,0.71086,0.13991,0.09997,4,5,44087.50572,4,0.25701,0.0888,9.66415,0.03333,0.12292,0.41439,0.54032,0.4682,0.02354,0.02439,1.38492,0.01048,0.2003,0.36487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,"2018-01-29","Abyss HC","Currency",2,0.01977,0.02477,0.33843,449.5179,4.77444,2.99334,19.02767,2,0.31629,0.06231,9.81219,31,0.72442,0.13521,0.09999,4,4.99654,5697.44905,4,0.2565,0.08634,9,0.03333,0.11829,0.4035,0.53291,0.47037,0.02323,0.02444,1.40729,0.01011,0.2,0.36386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,"2018-01-30","Abyss HC","Currency",2,0.01984,0.02465,0.33639,434.29046,3.89902,3,20.3825,2,0.31137,0.06142,9.96891,31,0.73666,0.12911,0.1,4,4.99933,125921.93858,4,0.24308,0.08402,9,0.03287,0.11635,0.40187,0.54645,0.4727,0.02253,0.02254,1.4,0.01013,0.19925,0.36631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,"2018-01-31","Abyss HC","Currency",2,0.01969,0.02455,0.33954,431.03251,4.82108,2.99679,23.3685,2,0.31025,0.06088,9.94092,31.65768,0.69452,0.12512,0.1,4,4.85943,6056.45684,3.97686,0.2366,0.08562,9,0.03334,0.11624,0.41475,0.51384,0.49604,0.02221,0.02168,1.4,0.00996,0.19663,0.37285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,"2018-02-01","Abyss HC","Currency",2,0.01848,0.02454,0.33884,451.04892,5,3,23.37902,1.96236,0.31175,0.06002,9.86359,32.84716,0.69113,0.12504,0.09999,4,5,6781.66215,3.98754,0.23521,0.08368,9.30728,0.02927,0.11727,0.41262,0.50208,0.4992,0.02069,0.02109,1.4,0.00938,0.19675,0.39688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,"2018-02-02","Abyss HC","Currency",2,0.01965,0.02488,0.33333,458.88587,5,3,24.4717,1.97405,0.31094,0.05882,9.98749,34.78399,0.74969,0.12678,0.1,4.05121,5,7064.97091,3.9149,0.22914,0.08178,9.55553,0.02804,0.11679,0.41652,0.5,0.48931,0.02023,0.0186,1.4,0.00913,0.19313,0.39999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,"2018-02-03","Abyss HC","Currency",2,0.01969,0.02498,0.33267,505.37482,4.89062,3,23.83717,1.98918,0.30898,0.05891,9.99784,39.37186,0.76405,0.13439,0.10029,4.10173,4.99523,7756.71638,3.14019,0.22332,0.07858,9.10609,0.02916,0.119,0.41667,0.5,0.47745,0.0212,0.02054,1.4,0.01003,0.18788,0.40252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,"2018-02-04","Abyss HC","Currency",2,0.01989,0.025,0.33188,530.25655,4.89276,3,23.48433,1.98477,0.30998,0.0594,9.73486,39.95783,0.82912,0.13128,0.1018,4.45681,5.00527,7504.29165,3,0.22869,0.07679,9.01416,0.02845,0.11926,0.41667,0.5,0.46668,0.02201,0.02178,1.37854,0.01108,0.18182,0.45973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,"2018-02-05","Abyss HC","Currency",2,0.01978,0.0251,0.33183,542.13458,4.95275,3,23.99038,1.612,0.31254,0.06196,9.65905,40.76862,0.83177,0.14152,0.10471,4.60755,5.3084,7792.91442,3,0.23102,0.0771,9.00547,0.02912,0.11229,0.41666,0.5,0.4618,0.02147,0.02188,1.26549,0.01117,0.1807,0.43546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,"2018-02-06","Abyss HC","Currency",2,0.02214,0.02519,0.33246,574.47856,5,3,23.99519,1.4718,0.32211,0.06249,10,41.90771,0.85488,0.14756,0.11398,4.82674,5.93475,8381.54101,3,0.23298,0.08,9.32393,0.03209,0.11317,0.41641,0.5,0.47602,0.0219,0.02218,1.3931,0.01089,0.18226,0.44744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,"2018-02-07","Abyss HC","Currency",2,0.02209,0.02851,0.32822,590.75559,5,3,24,1.04304,0.32411,0.06229,9.99699,42.5454,0.86791,0.15842,0.11143,4.97964,5.81394,8845.38594,3,0.22729,0.08,9.09561,0.03326,0.11413,0.41667,0.5,0.47614,0.02359,0.02123,1.366,0.01128,0.18749,0.44009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,"2018-02-08","Abyss HC","Currency",2.15355,0.02242,0.02833,0.3329,599.77533,5,3,24,1.98606,0.32344,0.06095,10,43.06,0.93391,0.16024,0.11141,4.99785,5.99903,8666.82843,3,0.23046,0.08055,9,0.03327,0.1117,0.41681,0.5,0.47619,0.02475,0.02001,1.37146,0.00984,0.1922,0.43836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"2018-02-09","Abyss HC","Currency",2.41543,0.02368,0.03005,0.33333,631.47711,4.79264,3,23.99772,2,0.32939,0.06533,10,45.94942,0.92994,0.16517,0.11107,5,5.94516,9819.86461,3,0.22856,0.08123,9,0.03333,0.11115,0.43244,0.5,0.47619,0.0248,0.01998,1.14863,0.00968,0.1883,0.42805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,"2018-02-10","Abyss HC","Currency",2.4927,0.02344,0.0285,0.33333,651.20003,4.03909,2.94426,23.9407,2,0.32866,0.06666,10,48.65175,0.91368,0.16693,0.11111,5,6.60598,9858.01648,3,0.22222,0.08203,8.98872,0.03333,0.11153,0.43095,0.5,0.47872,0.02444,0.01973,1.09533,0.01013,0.19487,0.44673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,"2018-02-11","Abyss HC","Currency",2.49613,0.02347,0.02818,0.33333,577.49224,3.71756,2.84804,22.93839,2,0.3326,0.06667,10.44413,50.53551,0.96173,0.16212,0.11122,5,7,10107.1025,3,0.22222,0.08238,9,0.03331,0.11665,0.44582,0.5,0.49114,0.02466,0.01828,1.24848,0.00978,0.19142,0.43888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,"2018-02-12","Abyss HC","Currency",2.68039,0.02304,0.02889,0.33333,592.07288,3.63381,2.68239,21.99391,2,0.33333,0.06771,11,50.89314,0.97548,0.15959,0.11106,5.30662,7.18574,10178.62759,3,0.22199,0.08266,9,0.03333,0.11681,0.45795,0.5,0.49814,0.02474,0.01542,1.34462,0.01,0.18356,0.44222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"2018-02-13","Abyss HC","Currency",2.89392,0.02377,0.03064,0.36603,569.49158,3.8484,2.44264,20.31487,2,0.33333,0.07098,11,51.04655,0.98145,0.16255,0.11409,7.89733,8.04826,10000,3,0.22222,0.08449,9.14614,0.0367,0.11765,0.48188,0.5,0.49896,0.02487,0.01599,1.36508,0.00999,0.1759,0.43875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,"2018-02-14","Abyss HC","Currency",2.99774,0.02389,0.03053,0.34766,510.37173,4,2.40816,22.17887,2,0.33333,0.07162,11.15372,51.24324,0.98907,0.16667,0.12321,7.24641,8.86316,11280.03146,3,0.22666,0.08573,9.2325,0.03694,0.11836,0.5,0.50064,0.49925,0.025,0.01554,1.38342,0.01,0.17378,0.45054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"2018-02-15","Abyss HC","Currency",3,0.02397,0.03047,0.33848,503.31421,3.59977,2.35086,20.39226,2,0.33333,0.07292,11.90809,51.70403,0.92067,0.15033,0.12495,7.47148,8.99995,11374.88567,3,0.22222,0.0863,9.62517,0.03942,0.11868,0.5,0.52023,0.5,0.025,0.01479,1.28705,0.00982,0.17642,0.43884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,"2018-02-16","Abyss HC","Currency",3,0.02315,0.03008,0.33333,435.87095,4.06725,2.3102,19.81429,2,0.33333,0.07688,11.99163,52.10852,0.90662,0.12844,0.125,7.40886,9,11463.874,3,0.22163,0.08839,10,0.04302,0.11973,0.5,0.55833,0.49641,0.025,0.01568,1.31187,0.00993,0.18061,0.43754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"2018-02-17","Abyss HC","Currency",3,0.02232,0.02832,0.33333,503.65618,4.06525,2.25417,18.99992,2,0.33333,0.07726,12,52.05379,0.97847,0.16038,0.125,7.09222,9,11451.83471,3,0.21532,0.08884,10.05602,0.03537,0.11954,0.5,0.54953,0.48692,0.02499,0.01553,1.39923,0.00963,0.17516,0.48122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,"2018-02-18","Abyss HC","Currency",3,0.02008,0.02491,0.33253,507.58491,3.52154,2.27239,19.61071,2,0.33333,0.08074,12,52.17524,0.89059,0.18124,0.12703,7,8.88732,11301.17587,3,0.20956,0.087,9.40866,0.03404,0.12079,0.5,0.52421,0.4864,0.02564,0.01505,1.40338,0.00938,0.17172,0.4921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,"2018-02-19","Abyss HC","Currency",3,0.02119,0.02517,0.33287,530.49018,3.81633,3.99132,20,2,0.33333,0.0818,11.63783,53.04902,0.90673,0.20542,0.12858,7,8.65566,11060.44967,3,0.20194,0.08444,9.42789,0.03719,0.12294,0.5,0.54315,0.48411,0.02534,0.01548,1.40911,0.01001,0.17448,0.49411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,"2018-02-20","Abyss HC","Currency",2.99935,0.02234,0.025,0.33333,539.71674,3.68844,0,20,2,0.33333,0.08085,10.39129,53.97167,0.98329,0.19668,0.13263,7,8.2298,11873.76835,3,0.19972,0.08333,10.04262,0.04376,0.12214,0.5,0.53557,0.48352,0.02523,0.01567,1.37204,0.01044,0.16891,0.51863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"2018-02-21","Abyss HC","Currency",2.73334,0.02231,0.02508,0.33333,541.54574,3.62041,0,20,2,0.33333,0.07953,10.65459,54.15458,0.98177,0.18899,0.13471,6.96332,8.10651,11880,3,0.20184,0.08671,10.95103,0.04308,0.1235,0.5,0.53073,0.49456,0.02528,0.01552,1.34201,0.00947,0.16605,0.5405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,"2018-02-22","Abyss HC","Currency",2.91913,0.02163,0.02769,0.33333,544.83357,3.66251,0,34.0978,2,0.33333,0.07676,11.39827,54.71502,0.99724,0.18443,0.12781,7,8,0,3,0.19839,0.08514,10.26707,0.049,0.12496,0.5003,0.51582,0.46617,0.02658,0.01547,1.40606,0.00963,0.16383,0.50171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,"2018-02-23","Abyss HC","Currency",2.90359,0.02137,0.02781,0.33324,525.23029,4.54796,0,61.40816,2,0.33214,0.07393,11.21146,55.97346,0.9859,0.17694,0.1245,7,8,11769.6748,3,0.19751,0.08826,10.92636,0.04888,0.12481,0.50049,0.59928,0.48464,0.02859,0.01538,1.45303,0.01044,0.16637,0.51473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"2018-02-24","Abyss HC","Currency",2.94082,0.02049,0.02933,0.33333,515.592,5.7,0,57,5.68734,0.33323,0.07082,10.19328,56,0.99854,0.16919,0.12393,6.99958,7.65346,11760,2.98562,0.19897,0.08947,10.26445,0.06099,0.1263,0.50136,0.61931,0.49131,0.02823,0.01538,1.40886,0.01044,0.16574,0.54528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,"2018-02-25","Abyss HC","Currency",2.72795,0.02032,0.02879,0.33333,538.03356,5.47925,3.09223,57,15,0.32677,0.07198,10.28632,58.70109,1,0.16436,0.12384,6.79837,7.96013,0,2.99139,0.1963,0.08927,15.26539,0.0658,0.12517,0.50323,0.62278,0.49625,0.02857,0.01609,1.34601,0.01035,0.1666,0.53474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,"2018-02-26","Abyss HC","Currency",2.57675,0.01894,0.04758,0.33342,564.07593,4.45714,3.218,58.28571,12.37347,0.30731,0.07076,10.22823,62.12158,1.00304,0.1657,0.1201,6.66762,8.0046,0,3.01402,0.19625,0.09055,17.8595,0.06131,0.11811,0.50057,0.62444,0.50067,0.02596,0.01375,1.40895,0.01005,0.16734,0.50285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"2018-05-04","Bestiary Flashback HC","Currency",0,1,1,0,0,0,0,0,0,0,0.64327,6,0,0,0,1,0,0,0,0,0.5,0.2868,0,1,0.4,0,0,1,0.4,0.2,0,0,0,1,0,0,0,0,0,0,2,0,0.0609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"2018-05-05","Bestiary Flashback HC","Currency",3,0.03024,0.09909,1.19899,0,25.18717,30,22.91837,23,0.29639,0.09842,5,22.79285,1,0.5345,0.11734,6,0,0,3,0.27818,0.06667,3,0.09035,0.30085,0.33333,1,0.5,0.0973,0.06667,2,0.1981,0.25,0.5,5.09259,3,1,1.12528,0,0,1,1.61092,0.01233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"2018-05-06","Bestiary Flashback HC","Currency",1.5,0.03195,0.07361,1,0,22.70606,23.85323,22.54,10.78788,0.24586,0.0715,6,23.02776,1,0.5,0.08313,6,7,0,3,0.16667,0.0522,3,0.08129,0.14872,0.33333,1,0.47146,0.0405,0.05523,2,0.04845,0.23472,0.5,4,1,0.96895,1,0,167.91869,0.5,1,0.00956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"2018-05-07","Bestiary Flashback HC","Currency",1.40259,0.03688,0.06862,1,0,40,41.20612,55,10.78788,0.20066,0.07602,7,25,1,0.5,0.09011,4,5.41682,0,3,0.16667,0.05879,3,0.06667,0.13808,0.33333,0.94672,0.56351,0.0456,0.05,2,0.025,0.2,0.5,4,0.99615,0.81521,1,19.55,175,0.49437,1,0.00937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"2018-05-08","Bestiary Flashback HC","Currency",1.5,0.04307,0.10323,1,444,17.75758,40,0,7.40931,0.25,0.09105,8,27,1,0.54143,0.09517,3,8.08175,0,2,0.17506,0.06613,3,0.05761,0.13206,0.35773,0.90324,0.57606,0.04832,0.03578,2,0.02391,0.20364,0.5,4.24744,0.5,0.73664,1,12.15,189,0.5,1.6437,0.00909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,"2018-05-09","Bestiary Flashback HC","Currency",2,0.04,0.05,1,408.68,22,31.5,60,7,0.33333,0.09091,8,29.30364,1,0.51381,0.1,3.03905,8.23171,0,2,0.16722,0.07692,3,0.04894,0.12328,0.41171,0.75,0.5747,0.04887,0.03414,2,0.02222,0.23199,0.65222,4.87892,0.5,0.5,1,14.26979,200.144,0.5,1.66667,0.00909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,"2018-05-10","Bestiary Flashback HC","Currency",2,0.04,0.05,1,400,14.65897,38.59394,50,5,0.33333,0.1,8.61972,29,1,0.51674,0.11111,3,8.31737,0,2,0.16667,0.08081,3,0.03992,0.12209,0.44601,0.70298,0.58549,0.04329,0.03333,2,0.02222,0.25,0.65625,4,0.5,0.5,1,14,203,0.40562,1,0.00919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,"2018-05-11","Bestiary Flashback HC","Currency",2,0.04,0.05,0.84928,400,13.41,18.08921,50,4,0.33333,0.1087,8,29,1,0.625,0.11104,3.29261,6.44522,6380,2,0.16667,0.08301,3,0.03673,0.12195,0.43535,0.66667,0.51281,0.05066,0.03292,2,0.02222,0.25,0.5,5,0.5,0.5,1,15,203,0.4,1,0.00909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,"2018-05-12","Bestiary Flashback HC","Currency",2,0.04713,0.056,0.81732,407.595,10,22.575,109.24243,4,0.36,0.10907,8.18152,30,1.26449,0.53212,0.1,3.42457,6.85106,6600,2,0.16552,0.08333,3,0.03619,0.12149,0.42688,0.5,0.52727,0.04803,0.02623,2,0.02222,0.25,0.5,5,0.5,0.5,1,14.44576,210,0.39874,1,0.00827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,"2018-05-13","Bestiary Flashback HC","Currency",2,0.04909,0.05683,0.8,407.595,8,24.29897,87.98485,4,0.36814,0.1092,8,30.46839,1.48007,0.51111,0.1,4.1857,6.5875,6704.89855,2,0.16667,0.08333,3,0.0503,0.11905,0.42857,0.5,0.58878,0.04772,0.02693,2,0.02222,0.25,0.5,6,0.5,0.5,1,15,100,0.38327,1,0.00833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"2018-05-14","Bestiary Flashback HC","Currency",2,0.04315,0.06244,0.8,410.7,9.02638,31.951,57.425,4,0.39216,0.10793,8.83707,31.02055,1.8,0.60792,0.10831,4,6,6822.36923,2,0.16558,0.08333,3.22774,0.03702,0.12041,0.43321,0.5,0.55519,0.05356,0.03513,2,0.02042,0.25,0.45455,6,0.5,0.5,1,15.00101,100,0.39283,1,0.00833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,"2018-05-15","Bestiary Flashback HC","Currency",2,0.0539,0.06602,0.80759,400,9.95,17.48387,38.105,4,0.3883,0.10423,9,32.06267,1.59208,0.64662,0.1087,4.2343,6,7014.27692,2,0.16186,0.09074,4,0.03931,0.12002,0.43478,0.5,0.50087,0.06667,0.03642,1.83434,0.01761,0.25,0.41646,6,0.5,0.5,1.5,15.552,100,0.3916,1,0.00819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"2018-05-16","Bestiary Flashback HC","Currency",2,0.06667,0.06667,0.90102,378.56364,9.612,24.27026,50,4,0.36999,0.1,9,35,1,0.64714,0.10359,4,6,7700,2,0.16667,0.08929,4,0.04254,0.11765,0.43478,0.4353,0.5,0.06667,0.03561,2,0.02211,0.22853,0.4,8,0.5,0.5,1.53365,15.58696,100,0.38586,1,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
