"Day","Date","League","Type","A.Call.into.the.Void","A.Firm.Foothold","A.Forest.of.False.Idols","A.Gracious.Master","A.Master.Seeks.Help","A.Prodigious.Hand","A.Regal.Death","A.Valuable.Combination","A.Whispered.Prayer","Abnormal.Effulgence","Against.the.Tide","An.Unseen.Peril","Anarchy.s.End.I","Anarchy.s.End.II","Anarchy.s.End.III","Anarchy.s.End.IV","Ancient.Doom","Baptism.by.Death","Beyond.Sight.I","Beyond.Sight.II","Beyond.Sight.III","Beyond.Sight.IV","Blood.in.the.Eyes","Blood.of.the.Betrayed","Bountiful.Traps","Cleanser.of.Sins","Crushing.Squall","Custodians.of.Silence","Day.of.Sacrifice.I","Day.of.Sacrifice.II","Day.of.Sacrifice.III","Day.of.Sacrifice.IV","Deadly.Rivalry.I","Deadly.Rivalry.II","Deadly.Rivalry.III","Deadly.Rivalry.IV","Deadly.Rivalry.V","Deadly.Twins","Defiled.in.the.Sceptre","Dying.Cry","Echoes.of.Witchcraft","Ending.the.Torment","Erased.from.Memory","Erasmus..Gift","Fallow.At.Last","Fated.Connections","Fear.s.Wide.Reach","Fire.and.Brimstone","Fire.and.Ice","Fire.from.the.Sky","Fire..Wood.and.Stone","Flesh.of.the.Beast","Forceful.Exorcism","From.Death.Springs.Life","From.The.Void","Gilded.Within","Golden.Touch","Graceful.Flames","Heart.of.the.Fire","Heavy.Blows","Hidden.Reinforcements","Hidden.Vaal.Pathways","Holding.the.Bridge","Hunter.s.Lesson","Ice.from.Above","In.the.Grasp.of.Corruption","Kalandra.s.Craft","Lasting.Impressions","Lightning.Falls","Living.Fires","Lost.in.the.Pages","Monstrous.Treasure","Mouth.of.Horrors","Mysterious.Invaders","Nature.s.Resilience","Nemesis.of.Greed","Notched.Flesh","Overflowing.Riches","Path.of.Betrayal","Plague.of.Frogs","Plague.of.Rats","Pleasure.and.Pain","Pools.of.Wealth","Possessed.Foe","Power.Magnified","Rebirth","Reforged.Bonds","Resistant.to.Change","Risen.Blood","Roth.s.Legacy","Severed.Limbs","Smothering.Tendrils","Soil..Worms.and.Blood","Storm.on.the.Horizon","Storm.on.the.Reef","Strong.as.a.Bull","Thaumaturgical.History.I","Thaumaturgical.History.II","Thaumaturgical.History.III","Thaumaturgical.History.IV","The.Alchemist","The.Ambitious.Bandit.I","The.Ambitious.Bandit.II","The.Ambitious.Bandit.III","The.Apex.Predator","The.Beautiful.Guide","The.Beginning.and.the.End","The.Bloody.Flowers.Redux","The.Bowstring.s.Music","The.Brothers.of.Necromancy","The.Brutal.Enforcer","The.Child.of.Lunaris","The.Corrupt","The.Cursed.Choir","The.Dream.Trial","The.Dreamer.s.Dream","The.Eagle.s.Cry","The.Feral.Lord.I","The.Feral.Lord.II","The.Feral.Lord.III","The.Feral.Lord.IV","The.Feral.Lord.V","The.Flayed.Man","The.Flow.of.Energy","The.Forgotten.Garrison","The.Forgotten.Soldiers","The.Fortune.Teller.s.Collection","The.Four.Feral.Exiles","The.God.of.Misfortune","The.Hardened.Armour","The.Hollow.Pledge","The.Hungering.Swarm","The.Invader","The.Jeweller.s.Touch","The.Karui.Rebellion","The.King.s.Path","The.King.and.the.Brambles","The.Lady.in.Black","The.Last.Watch","The.Lost.Maps","The.Lost.Undying","The.Misunderstood.Queen","The.Mysterious.Gift","The.Nest","The.Petrified","The.Plaguemaw.I","The.Plaguemaw.II","The.Plaguemaw.III","The.Plaguemaw.IV","The.Plaguemaw.V","The.Prison.Guard","The.Prison.Key","The.Queen.s.Vaults","The.Scout","The.Servant.s.Heart","The.Sharpened.Blade","The.Silverwood","The.Singular.Spirit","The.Sinner.s.Stone","The.Snuffed.Flame","The.Soulless.Beast","The.Stockkeeper","The.Sword.King.s.Passion","The.Trembling.Earth","The.Twins","The.Unbreathing.Queen.I","The.Unbreathing.Queen.II","The.Unbreathing.Queen.III","The.Unbreathing.Queen.IV","The.Unbreathing.Queen.V","The.Undead.Brutes","The.Undead.Storm","The.Vanguard","The.Walking.Mountain","The.Ward.s.Ward","The.Warmongers.I","The.Warmongers.II","The.Warmongers.III","The.Warmongers.IV","The.Watcher.s.Watcher","The.Wealthy.Exile","Touched.by.the.Wind","Trash.to.Treasure","Twice.Enchanted","Unbearable.Whispers.I","Unbearable.Whispers.II","Unbearable.Whispers.III","Unbearable.Whispers.IV","Unbearable.Whispers.V","Undead.Uprising","Unnatural.Energy","Vaal.Invasion","Vaal.Winds","Visions.of.the.Drowned","Vital.Transformation","Waiting.in.Ambush","Weeping.Death","Wind.and.Thunder","Winter.s.Mournful.Melodies","A.Dishonourable.Death","A.Rift.in.Time","A.Vision.of.Ice.and.Fire","Agony.at.Dusk","Black.Devotion","Blind.Faith","Blinding.Light","Burning.Dread","Cold.Blooded.Fury","Cold.Greed","Crimson.Hues","Dance.of.Steel","Dark.Instincts","Darktongue.s.Shriek","End.of.the.Light","Greed.s.Folly","Last.of.the.Wildmen","Song.of.the.Sekhema","Sun.s.Punishment","The.Dreaded.Rhoa","The.Fall.of.an.Empire","The.Great.Leader.of.the.North","The.Great.Mind.of.the.North","The.Malevolent.Witch","The.Nightmare.Awakens","The.Queen.s.Sacrifice","The.Storm.Spire","Trapped.in.the.Tower","Battle.Hardened","Faith.Exhumed","The.Bishop.s.Legacy","The.Mentor","Ancient.Rivalries.I","Ancient.Rivalries.II","Ancient.Rivalries.III","Ancient.Rivalries.IV","Brothers.in.Arms","Echoes.of.Lost.Love","Echoes.of.Mutation","Storm.on.the.Shore","The.Aesthete.s.Spirit","The.Blacksmith"
66,"2018-05-06","Bestiary","Prophecy",0.44,0.44,0.921,4.8702,0.44,0.37,0.4,0.44,0.44,0.38,0.44,0.44,0.81,2.52,2,3.94,2,0.39,0.44,0.51,3.7,3.8,0.44,0.4,2.82,11.23,0.96,0.39,0.37,0.44,1.01,130.405,0.41,0.63,0.53,2,1.75,0.4,15.7725,0.44,NA,0.44,0.4,1,0,750.16,0.4,5,1,1,0.77,2.41184,0.4,0.41,0.44,0.44,0.38,0.44,0.44,0.37,0.4,1.4302,0,0.4001,1,0.79,0.4,0.4201,0.76,1,2.64,45.7202,0.37,0.4,0.45,0.42631,0.43,0.84,1.4,0.77,1,0.38,4,0.44,0.4,0.40625,1,0.7,0.4,0.39,1,0.37977,0.41031,0.37,0.44,0.4,0.44,1,3,2.41,0.38,0.44,5,3.5,1,1.87,0.44,0.42,4,0.42,0.43,0,0.4301,1,1,2.78,0.44,0.44,1,24,8.0015,22.31,0.44545,0.4,1,0,0.97,0.4201,0.37,0.44,0.38,0.91,0.4301,19,1,154.2,0.44,0.44,0.43,0.4,0.41,1,1,0.46,0.44,0.4,0.42,3,2,19,0.37,0.44,2,0.44,14.6301,0.43,0.41,0.43629,0.32,0.44,0.44,0.37,0.44,0.46071,0.4,0.37,1,3.08,18.69,50.44,0.38612,1.35,0.37,0.39,0.41,1,1,1.7,13.22444,0.44,0.41,0.44,2216.885,5.3502,0.37,0.43,0.91,16.76,23.15844,0.35,1,3.43,21.57713,1,0.63,0.44194,0.44,113.155,0.4088,45.08367,0.44,0.4,0.37,0.43,0.86,0.44,0.4,0.44,0.44,0.38,1,0.43,5.23,0.4,0.44,0.44,0.78,0.44,0.91,0.44,4,4.33192,0.44,0.4,0,0.44,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,"2018-05-07","Bestiary","Prophecy",0.43,0.43,0.62063,5,0.4,0.37,0.39,0.4001,0.43,0.73,0.43,0.43,0.74,2.42,2,4.66333,2,0.39,0.43,0.5,3.7,3.42,0.43,0.39,2.02,10.26107,1,0.43,0.37,0.43,0.99,135.94,0.39,0.61,2,2,1.74,0.3801,16.415,0.43,NA,0.43,0.39,0.88,0,943.88,0.4781,4.2,0.96,1,0.8,3,0.39,0.4,0.43,0.43,0.37,0.43,0.43,0.37,0.39,1.3002,0,0.39,1.0001,0.78,0.38125,0.39,1,3.4,2.45,44.84092,0.37,0.39,0.54,0.4,0.42,0.98,1,0.81,1,0.37,2.2,0.43,0.38,0.4,1,0.69,0.4,0.39,1,0.36,0.41,0.37,0.43,0.39,0.42,1,0,3.4,0.39,0.43,5,3.24,1,2,0.43,0.37409,4,0.42,0.42,0,0.42,1,1,3,0.43,0.38,1,18.74,8.01,25.19,0.43,0.41,1,0,1,0.41,0.37,0.43,0.43,0.86,0.42,19,2,150,0.43,0.43,0.39,0.42,0.4,1,1,0.44,0.43,0.3801,0.41,3,2,18.07,0.34,0.43,2.9201,0.43,8.43306,0.42,0.37,0.42,0.25,0.43,0.43,0.37,0.43,0.88,0.39,0.37,0.98,3,28.06,48.8325,0.37,1.96,0.37,0.39,0.43,0.94,1.4,5,9.69,0.43,0.4,1,2310.98,8,0.37,0.43,0.89,12.45,22.73,0.345,0,3.45,21.4,1,1,0.43,0.43,113.02,0.39,38,0.43,0.39,0.37,0.42081,1,0.43,0.41341,0.43,0.43,0.37,1,0.4,4.72,0.39855,0.43,0.43,0.41,0.43,0.80435,0.43,4.01,4.45,0.43,0.38375,0,0.43,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"2018-05-08","Bestiary","Prophecy",0.41,0.43,0.67,5,0.8601,0.41,0.39,0.39,0.43,0.74,0.43,0.43,1,2.32,0,6.77,2,0.36,0.39,1,3.7,5.59,0.73,0.4,2.1002,10,1.16,0.43,0.36,0.43,1.47,138.565,0.38,0.67,2,2,1.73,0.38,138.465,0.43,NA,0.42,0.39,1,0,896.53125,1,4,0.96,1,18,3,0.38,0.41,0.39,0.43,0.36,0.43,0.43,0.36,0.39,1.88,0,0.36,1,138.465,0.38,0.3901,1,7,2.35,42.2901,0.36,0.39,0.43,0.43,0.37,0.9801,1,1,1,0.36,2.2,0.45,0.36,0.39,1,0.69,0.38,0.39,0.76083,0.36,0.40957,0.36,0.43,0.39,0.42,1,0,3.4,0.39,0.43,5,5,1,2,0.43,0.36,4,0.42,0.41,0,0.43,1,1,3,0.43,0.36,1,20,7.77,24.43,0.72,0.41,0,0,0.98,0.4,0.43,0.43,0.43,0.93,0.42,19.2101,1.89,150,0.43,0.43,0.38477,0.43,0.41,1,0.87,0.43,0.43,0.43,0.41,5.05,2,18.07,0.3,0.43,3,0.43,9.07,0.42071,0.36,0.41,0.204,0.4126,0.43929,0.31,0.44,0.69,0.37,0.36,1,3.25,28.22,48.71,0.36,1.74,0.36,0.41,0.43,0.9,1,5,10.02,0.43,0.4,0.92,2255.29,9.43051,0.36,0.43,1.935,12.45,20.506,0.52,0,3.83,21.31583,0,1,0.4201,0.599,111.74,0.39,37.45,0.43,0.4,0.36,0.43,0.98182,0.43,0.43,0.43,0.43,0.36,1,0.4,6.81,0.41,0.43,0.43,0.44,0.41,0.83,0.43,4.47,4.89794,0.43,0.39,0,0.43,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,"2018-05-09","Bestiary","Prophecy",0.36,0.41,0.58786,5,0.41,0.41,0.38,0.36,0.4,0.8,0.41,0.41,1,2.21,0,18.2,1.44,0.36429,0.33,1,5,5.59,0.66,0.36,2.2551,10,1,0.44,0.35737,0.41,1.3,140.775,0.38,0.66,2,2.7,2.47,0.37,15,0.4,NA,0.39,0.38,1,0,936.827,1,4.1302,1,1,18,3,0.3551,0.38,0.35648,0.45,0.37,0.41,0.36841,0.35455,0.38,1.09041,0,0.36,1,140.56,0.38,0.38,1,7,3.04,43.44,0.35458,0.38,0.41,0.42,0.37,0.99,1.47,1,0.99,0.41,2.2,0.4183,0.36,0.38,1,1,0.38,0.38,0.95,0.37,0.41,0.36,0.4,0.36,0.37389,1,0,3.4,0.38,0.41,5,5,1,2,0.4,0.35448,3.52485,0.41,0.41,0,0.38,1,1,3,0.41,0.36,1,20,7.41,25,0.72,0.38,0,0,1,0.39,0.36,0.41,0.42,0.82,0.41,20,1,150,0.41,0.36,0.36,0.38,0.39,1,0.885,0.4105,0.36389,0.39,0.41,5.065,2,17.2,0.3,0.4,3,0.41,7,0.4,0.40119,0.41,0.19,0.4,0.86,0.38,0.42214,0.63615,0.37,0.36,0.99,3.16,27.8,51.07,0.355,1.3,0.35605,0.41,0.38,1,1,5,10.02,0.36,0.38033,0.86,1407.80667,9,0.39,0.439,2.3,12.45,22.42,0.5,0,3.83,22,0,0.5,0.5,0.65,102.24,0.38,34.1351,0.41,0.41,0.35533,0.41,0.73,0.35545,0.39,0.4,0.41,0.36,0.98,0.36,6.313,0.38,0.41,0.41,0.4,0.39,0.84273,0.36,5,4.83,0.41,0.37,0,0.3652,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"2018-05-10","Bestiary","Prophecy",0.39,0.4,0.53519,5,0.74031,0.7,0.37,0.4,0.39,0.79,0.39,0.41,1,3,0,18.2,2,0.36,0.32,1,1.79,5,0.6,0.38,2.92,9.17,1.02927,0.43,0.33694,0.4,0.72,0,0.91,0.61,2,2.7,4,0.38,14.955,0.38,NA,0.37,0.37,1,0,951.52875,1,5,1,1,18,3,0.34,0.37,0.34,0.86,0.34,0.41,0.36,0.34,0.39,1.00163,0,0.35,1,141.105,0.36764,0.34,1,7,5,43.26041,0.34,0.38,0.4,0.4,0.35,0.76,1.47,1,0.87,0.4,2,0.51,0.36,0.37,1,1,0.36,0.34,1,0.37,0.4,0.34,0.36,0.35,0.4,0,0,3.4,0.38774,0.4,1.64,1.6375,1,2,0.41,0.33732,3.81,0.38,0.39,0,0.38,1,1,3.2301,0.4,0.35,1,19.02,7.82,25,1,0.38,0,0,1.6351,0.37,0.38,0.4,0.61,0.75929,0.4,20,1,150,0.39,0.35,0.36,0.38,0.33,0.94,0.86143,0.43,0.36,0.4,0.41,2,2,16.94,0.34,0.39,2.4502,0.4,7.87,0.38,0.36,0.4,0.37,0.38545,1,0.35,0.47,0.41,0.37,0.37,0.44529,3.08,27.8,55,0.34983,1.11,0.337,0.4,0.36,0.92,1,0,4,0.37,0.39,0.52,2144.1475,10,0.38,0.46,0.97,11.77,22.2,0.5,0,3.83,22,0,0.56,0.47,0.59,99.02692,0.37,36,0.38,0.4,0.34,0.38,0.663,0.34,0.38,0.36,0.4,0.36,0.953,0.37,5.96,0.34,0.4,0.4,0.4,0.37,0.83276,0.34,4.3,6,0.38,0.36,0,0.36,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,"2018-05-11","Bestiary","Prophecy",0.385,0.39,0.69,5,0.63531,0.89,0.37,0.39,0.39,0.74,0.45,0.39,1,3,0,18,2,0.35,0.3,4.1,1.79,5,0.38,0.38,2.1,9,1.19,0.75583,0.32,0.39,0.39,0,0.86,0.61,2,5,4,1,1,0.38,NA,0.39,0.36,1,0,953.60333,0.72,5,1,1.6,2.7,3,0.32,0.37,0.32,0.4,0.33,0.39,0.36,0.34,0.38,1.3751,0,0.34,1,0,0.37,0.34531,1,7,2.35,43.76,0.32,0.37,0.39,0.56,0.33,0.5,5,0.68,0.76,0.39,2,0.65,0.36,0.35,0.83,1,0.33727,0.29,1,0.37,0.39,0.32,0.34,0.53,0.39,0,0,3.4,0.38,0.37904,1.6,1.6075,1,1.66,0.37,0.32,4.04688,0.27,0.39,0,0.37,1,1,3.69551,0.37,0.38,1,16.88,7.56667,24.5,1,0.37,0,0,1,0.37517,0.37,0.39,0.6,0.75,0.39,20,1,150.22393,0.38,0.33,0.37,0.38,0.31,1,0.7651,1,0.36,0.39,0.84,1.1,2,17.43,0.37,0.39,2.84,0.38,7.81,0.37,0.35,0.37,0.36,0.36583,0.63,0.34,0.47,0.64,0.37,0.37,0.41,5.07,20.98,50.5,0.59069,1.55,0.32,0.39,0.37,0.62,1,20,2.87,0.37,0.37,0.51,2067.9575,10,0.38,0.54,0.91,11.77,23.31,0.78,0,10,22,0,0.51,0.38,0.66,99.74,0.37,38,0.33,0.39,0.32,0.72,0.92545,0.33,0.37,0.34,0.39,0.36,1,0.37,5.96,0.33,0.39,0.3763,0.79,0.37,0.86,0.32,5,5.97545,0.35,0.34,0,0.35,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"2018-05-12","Bestiary","Prophecy",1.55,0.38,0.39,5,0.7701,0.55,0.38,0.39,0.38,1,0.45,0.38,1,3,0,18,2,0.34,0.35159,5,1.89,5,0.51,0.32,2,10.88045,1.7725,0.84,0.32,0.38,0.38,0,0.36,0.38,1.1,1.79,4.71,1,1,0.35,NA,0.65,0.38,1,0,939.93,0.72,4.9584,1,1.71333,18,3,0.31,0.37,0.32,0.38,0.32,0.38,0.38,0.36,0.45,1,0,0.38,1,0,0.38,0.38,1,7,2.95,42.67041,0.32,0.38,0.56568,0.94,0.33,0.71,5,0.45031,0.76,0.38,2,0.84,0.38,0.37,0.93,1,0.32,0.28,0.91105,0.38,0.98,0.32,0.33,0.51,0.38,0,0,6.78,0.38,0.38,0.54,1.59,1,2,0.35,0.32,4.39893,0.3069,0.38,0,0.38,1.01,1.2001,4,0.38,0.38,1,17.325,9,119.7,1,0.38,0,0,1,0.39,0.38,0.38,0.6,0.82866,0.38,20,1,146.86,0.36,0.36318,0.39,0.38,0.54,0.4,0.98,1,0.38,0.37,0.82,1.1,2,25.7,0.38,0.75,2.81041,0.39,6.2,0.38,0.35,0.38,0.38,0.38,0.39,0.38,0.49,0.8,0.38,0.38,0.38,5.03,12.71,50.5,0.78268,1.56288,0.32,0.38,0.37,0.64,1,20,2.87,0.34,0.38,0.51,1750.94,10,0.38,0.38,0.86,11.77,25.31,0.76,0,10,21.94896,0,0.61,0.38,0.65,99.8,0.38,31.81,0.36,0.38,0.32,1,0.7,0.34,0.32,0.34,0.38,0.38,1,0.38,26.55,0.36,0.38,0.38,0.82,0.38,0.91364,0.32,5,5.26,0.37,0.34,0,0.35,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,"2018-05-13","Bestiary","Prophecy",1,0.39,0.39,5,0.8,0.37,0.39,1,0.39,0.68,0.47,0.43,1.23,3,0,6.39,2,0.16,0.63,3.2,1.89,4.1,0.53,0.33,2,12.99,2,1.05,0.39,0.39,0.39,3,0.66,0.45,1.1,1.4,10,1,1,0.39,NA,0.25,0.39,1,0,931.605,0.41,5,1,2,18,2.92,0.23,0.37,0.32,0.39,0.32,0.39,0.36,0.34086,0.53,1,0,0.22,1,0,0.4,0.39,1,7,2.95,43.72,0.25,0.3802,0.41,0.38,0.39,0.75,5,1,1,0.39,2,1,0.39,0.31,1,1,0.39,0.27,1,0.39,0.59,0.32,0.34,0.59,0.39,0,0,50,0.39,0.39,0.555,1.58,1,2,0.37,0.32556,4,0.31,0.39,0,0.39,0.96,1,4,0.366,1,1,18.05,9.32,119.13333,1,0.39,20,0,1,0.41,0.39,0.39,0.61,0.89,0.59452,20,1,166.13278,0.39,0.39,0.41,0.39,0.47,0.79,1,1,0.34,0.19,0.95,1,2,17.98,0.39,0.71222,2,0.41,7.36,0.575,0.39,0.39,0.39,0.39,0.4,0.39,0.9,0.8,0.39,0.39,0.419,5.07,20.5,50,0.81,1.66047,0.35,0.40615,0.39,0.8219,1.35,20,2.61,0.39,0.39,0.47,2004.24,12,0.39,0.4,1.86,11.77,25.478,0.78,0,10,22,0,0.62,0.87,1,99.81,0.39,35,0.5,0.39,0.33,0.47,0.7,0.39,0.32,0.39,0.45533,0.39,1,0.39,29,0.39,0.39,0.32,0.82286,0.39,0.96,0.32,5,5,0.39,0.37,0,0.34,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,"2018-05-14","Bestiary","Prophecy",1,0.39,0.41,5,1,0.36,0.39,0.5949,0.39,0.63,0.54071,0.9,1.21778,3,0,6.39,2,0.28,0.63,3.2,2.4,4.47,0.34,0.34,2,13.09,2,1.23,0.39,0.39,0.4,3,0.66,0.45,0.82,1.24,5.19,0.96041,1,0.38,NA,0.24,0.39,1,0,942.415,0.4,7.44,0.93276,1.99,0.42,3,0.26,0.38,0.32,0.39,0.39,0.39,0.36,0.39,0.39,0.9001,0,0.25,0.95538,0,0.39,0.39,1,7,5,40,0.31,0.35,0.39658,0.26,0.39,0.95041,5,0.53041,1,0.39,20,1,0.39,0.31,1,1.21,0.39,0.27,2,0.41,0.59,0.36,0.29,0.59,0.69,2,0,0,0.39,0.39,0.75,1.2,1,2,0.39,0.39,5,0.32,0.39,0,0.37,1,1,4.0002,0.36,0.84,1,17.22,9.32,105.115,1,0.31,20,0,1,0.67152,0.39,0.39,0.61,0.99,0.39,20,1,179.43,0.39,0.39,0.53,0.39,0.39,1,0.97703,1,0.34,0.39,0.95525,1,1.58,28.07,0.39,0.71,2,0.44,7,0.59,0.39,0.39,0.39,0.79,0.39,0.39,0.97,0.78,0.37,0.39,0.44,5.84944,24.2,51.11,0.41,1.93,0.36,0.39,0.39,1,1.35,18.2,4.57,0.4,0.39,0.49,2023.91,12,0.39,0.54,1.47,10.6,22.514,0,0,0,21,0,0.62,1,0.63,98.81,0.39,38.4,0.5,0.39,0.39,0.39,0.81111,0.39,0.31,0.39,0.58,0.39,1,0.39,22.663,0.39,0.39,0.32,2,0.39,1,0.31,5,4,0.39,0.39,0,0.39,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,"2018-05-15","Bestiary","Prophecy",1,0.39,0.52,4.97031,0.8501,0.41,0.39,0.43051,0.39,0.58,0.36,0.88,1.12,3,0,6.39,1,0.28,0.64,3.2,2.4,4.47,0.33,0.34,1.38,10,2,2.35,0.39,0.39,0.4,3,0.66,0.39,0.9,1.24,5.19,0.78,1,0.39,NA,0.26,0.39,1,0,1118.74,0.39,8,1,1.52279,0.42,3.94289,0.22,0.37,0.31,0.39,0.31,0.39,0.36,0.36,0.21,1,0,0.3,0.78,0,0.3,0.38,1.06,0,4.14,40,0.31,0.36,0.46,0.65,0.39,0.8002,5,0.77051,0.95429,0.39,20,0.85,0.39,0.27,1,1.21,0.39,0.29,1.02235,0.31,0.54,0.35,0.19,0.55,0.92,2,0,0,0.39,0.32,0.75,1.39,1,2,0.31,0.39,5,0.28,0.39,0,0.39,1,1,3.62204,0.38,0.41,1.96,22.28,3.13,30,1,0.31,20,0,1,0.42,0.39,0.39,1,1,0.39,20.73083,1,182.42,0.39,0.38,0.41,0.39,0.39,0.65,1,1,0.36,0.39,0.54,17.8625,1.4,18,0.39,0.65,2.2501,0.63021,7,0.42,0.39,0.38,0.39,0.85,0.39,0.39,1,0.58,0.37,0.38,0.65,5.68,20.24,57.16,0.39,1.83167,0.36,0.39,0.4,1,2.4,7.57,3.3,0.39,0.39,0.4,2016.42,10.10071,0.39,0.39,1.22,9,22.24,0,0,0,21.36,0,0.62,0.55,0.51,99.66,0.33,38,0.35,0.39,0.33,0.39,0.546,0.39,0.31,0.32,0.47029,0.39,1,0.38,24.54,0.39,0.39,0.31,2,0.39,0.99,0.31,5,5.7,0.39,0.48,0,0.39,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"2018-05-16","Bestiary","Prophecy",1.43,0.4,0.71,5,0.96,0.4,0.4,0.43,0.4,0.62,0.31,1,1.12,0,3,6.39,1,0.45,0.88,3.2,36.16,4.47,0.37,0.35,1.37122,10,1.31258,0.2,0.4,0.4,0.41,3,0.66,0.4,1.12,1.24,5.19,0.79,1,0.4,NA,0.4,0.4,1,0,1166.1,0.41,10,1,1.1398,0.4775,4,0.3,0.4,0.39,0.4,0.31,0.4,0.4,0.31,0.43067,1,0,0.4,0.8,0,0.4,0.4,1.1,3,3.58,42.21235,0.4,0.4,0.41,0.57,0.4,0.82,0,1,1,0.4,20,0.8201,0.4,0.38,1,1.21,0.4,0.27,1,0.56,0.62,0.4,0.18,0.48,0.94,2,0,0,0.4,0.29,0.76,1.38,1,2,0.36,0.4,4,0.28,0.4,0,0.4,1,1,3.8501,0.4,0.4,2.67,20,9.22,51.7,0.72333,0.31,20,0,1,0.44,0.4,0.4,1,0.78,0.4,22.65813,1,162.92234,0.4,0.75,0.65,0.39,0.4,0.85,1,1,0.41,0.4,0.85,3.7325,1.3,31.07,0.4,0.41917,2.8302,0.43,6.83762,0.43,0.4,0.37,0.4,0.6,0.4,0.4,0.46,0.69,0.41,0.38,0.89,8.18,17.97,51.04,0.4,1.95,0.4,0.4,0.4,1,0,6.54,3.3,0.4,0.4,0.4,2013.13,11,0.4,0.57,0.53,9,20.17,0,0,0,21.93,0,1,0.74,0.51,92.91,0.32,42.05,0.38,0.4,0.33,0.4,0.54,0.5,0.31,0.4,0.55,0.4,1,0.4,20,0.4,0.4,0.31,2,0.4,1,0.31,4.23,5.51,0.4,0.83,0,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,"2018-05-17","Bestiary","Prophecy",0.76,0.42,0.82,5,0.88,0.42,0.42,0.42,0.42,0.7,0.37,1,1.23,0,3,4.8,1.01053,0.85,0.92,2,36.16,8,0.37,0.68,1.16,10,1.47,0.2,0.4,0.42,0.95,3,0.68,0.42,1.12,1.47,5.19,0.92,1,0.42,NA,0.42,0.42,1,0,1440.3,0.43,10,1,1.15,0.62,4,0.35,0.42,0.42,0.43,0.33,0.42,0.42,0.36,0.43,1,0,0.42,0.95,0,0.4,0.37,2,3,3,40,0.42,0.43,0.47,0.65,0.42,0.9,0,1,1.11,0.42,20,0.43,0.42,0.39,1,1.21,0.42,0.42,1.2,0.65118,0.61,0.42,0.28,0.67,1,2,0,0,0.42,0.29,0.87,1.35,1.2,2,0.4,0.42,4,0.41,0.42,0,0.42,1,1,3.27,0.42,0.42,2.69,20,39,48.749,0.74,0.41,12.8,0,1,0.58,0.42,0.42,1,0.86625,0.42,20.46955,1.35,158.99632,0.43109,0.7,0.92,0.42,0.45,0.82,0.93,0.94,0.42,0.42,0.96,1.94,1,30.35,0.42,0.53,2,0.43,7,0.44,0.42,0.41,0.41,0.63,0.42,0.42,0.8,0.67,0.43,0.40238,0.991,22.38,16.58,51.04,0.42,2,0.42,0.42,0.42,1,1.68,7.57,2,0.42,0.6,0.54,2016.42,12,0.42,0.67,0.43,9,22.1,0,0,0,22.23333,0,1,1,0.52,90,0.33,45.69412,0.42,0.43,0.31,0.42,0.99,0.47,0.31,0.41,0.525,0.42,1,0.41,20,0.42,0.42,0.42,2,0.42,1,0.31,5.67,5.47,0.82,0.97,0,0.42,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
