"Day","Date","League","Type","Agony.Collar","Agony.Heart","Agony.Medallion","Andvarius","Angler.s.Plait","Araku.Tiki","Ascent.From.Flesh","Astramentis","Atziri.s.Foible","Auxium","Bated.Breath","Behemoth.Torc","Belt.of.the.Deceiver","Berek.s.Grip","Berek.s.Pass","Berek.s.Respite","Bisco.s.Collar","Bisco.s.Leash","Blackheart","Blood.of.Corruption","Bloodboil","Bloodgrip","Brinerot.Mark","Call.of.the.Brotherhood","Carnage.Heart","Chimeric.Scarab","Choir.of.the.Storm","Cyclopean.Coil","Daresso.s.Salute","Darkness.Enthroned","Death.Rush","Demigod.s.Eye","Demon.Beads","Dire.Collar","Dire.Scarab","Doedre.s.Damning","Doryani.s.Invitation","Dream.Fragments","Dyadian.Dawn","Eagle.Braid","Emberwake","Essence.Worm","Extractor.Mentis","Eye.of.Chayula","Eye.of.Innocence","Eyes.of.the.Greatwolf","Faminebind","Feastbind","Gifts.from.Above","Gloomfang","Headhunter","Heartbound.Loop","Hinekora.s.Sight","Horror.Clasp","Hypnotic.Choker","Hypnotic.Noose","Immortal.Flesh","Impresence","Kaom.s.Sign","Kaom.s.Way","Karui.Charge","Karui.Ward","Kikazaru","Le.Heup.of.All","Lori.s.Lantern","Malachai.s.Artifice","Maligaro.s.Cruelty","Maligaro.s.Restraint","Marylene.s.Fallacy","Meginord.s.Girdle","Ming.s.Heart","Mokou.s.Embrace","Mutewind.Seal","Nemesis.Strap","Ngamahu.s.Sign","Ngamahu.Tiki","Night.s.Hold","Perandus.Blazon","Perandus.Signet","Perseverance","Plague.Noose","Praxis","Presence.of.Chayula","Prismweave","Pyre","Rashkaldor.s.Patience","Redblade.Band","Rigwald.s.Crest","Rigwald.s.Curse","Romira.s.Banquet","Ryslatha.s.Coil","Shaper.s.Seed","Shavronne.s.Revelation","Sibyl.s.Lament","Sidhebreath","Snakepit","Soul.Tether","Soulthirst","Star.of.Wraeclast","Stone.of.Lazhwar","Sunblast","Talisman.of.the.Victor","Tasalio.s.Sign","Tear.of.Purity","Tempest.Torc","The.Anvil","The.Ascetic","The.Aylardex","The.Halcyon","The.Hungry.Loop","The.Ignomon","The.Magnate","The.Pandemonius","The.Pariah","The.Retch","The.Taming","The.Warden.s.Brand","Thief.s.Torment","Timeclasp","Umbilicus.Immortalis","Ungil.s.Harmony","Valako.s.Sign","Valyrium","Ventor.s.Gamble","Victario.s.Acuity","Voice.of.the.Storm","Voideye","Voidheart","Voll.s.Devotion","Warped.Timepiece","Winterheart","Woe.Clasp","Wrath.Locket","Wurm.s.Molt","Xoph.s.Blood","Xoph.s.Heart","Yoke.of.Suffering","Blightwell","First.Piece.of.Time","Gluttony","Mark.of.the.Elder","Mark.of.the.Shaper","Natural.Hierarchy","Second.Piece.of.Time","Stormfire","The.Effigon","The.Flow.Untethered","The.Nomad","The.Tactician","Timetwist","Winterweave","Ahkeli.s.Meadow","Ahkeli.s.Mountain","Ahkeli.s.Valley","Aul.s.Uprising","Coward.s.Chains","Coward.s.Legacy","Demigod.s.Bounty","Hyperboreus","Mark.of.Submission","Perquil.s.Toe","Precursor.s.Emblem","Putembo.s.Meadow","Putembo.s.Mountain","Putembo.s.Valley","Sacrificial.Heart","Solstice.Vigil","String.of.Servitude","The.Primordial.Chain","Uzaza.s.Meadow","Uzaza.s.Mountain","Uzaza.s.Valley","Vivinsect","Zerphi.s.Heart","Badge.of.the.Brotherhood","Circle.of.Anguish","Circle.of.Fear","Circle.of.Guilt","Circle.of.Nostalgia","Circle.of.Regret","Hyrri.s.Truth","Icefang.Orbit","Siegebreaker","Tavukai","The.Jinxed.Juju","Venopuncture","Hallowed.Ground","Astral.Projector","Fury.Valve","Leash.of.Oblation","Mother.s.Embrace","Warrior.s.Legacy","Willowgift"
90,"2019-12-04","Blight","UniqueAccessory",NA,NA,NA,3,0,0.34,15,87.3502,3,2,0.26,NA,0.99,10,3,176.54,12,44.41525,0.81,0,0.5,0.92,1,10,5,NA,39.22,2,4,1,1,0,NA,NA,NA,1,1,1,0.97,NA,1,5.58515,0.48,1,2,0,3,3,4.3801,2,7622.46,0.93505,2,NA,NA,NA,0.53,15,0.57505,49.57,10.26,1,1,6.64,1,1,0.99505,0.62,1,1,1,0.52,1,NA,1,8,0,0.93,5,1,NA,1,109.43,1,1,0.57,1,2,0,1,25,0.26,20,0.54,1,2,2,1,0,0.25,0.25,NA,1,0.25,NA,0.4801,7.8702,0.8601,434.94528,1,0.26,1,523.16556,30,23.44,297.92,0.98,9,0.94,3,0.5,64.64,1,18,1,10.17,1,8,120.22375,1,1,NA,NA,0.50505,298.9503,254.09341,24.44,0,3,1,5,4.60535,0,3,1.83505,27.81,15,56.57,29.44,9.56,12,100,5,16.17,93.09101,4.78,149.47743,NA,3,2,0.26,79.02,40,300.00316,16.55,1,60,0,50,18,55.32,373.71417,4.20061,163.81,115.25,27.63657,50,30,20.33,15.11111,17.468,4.21515,1,5,1,3,NA,NA,NA,NA,NA,NA,NA
91,"2019-12-05","Blight","UniqueAccessory",NA,NA,NA,2,0,0.37,16,85,3,2.0502,0.5,NA,1,10,3,178.24,10,40,0.52,0,0.51,0.8701,2,10,3,NA,39.14364,3,3.12576,1,1,0,NA,NA,NA,1.81,1,1,1,NA,1,5,0.26,1,2.59535,0,3,3,5,2,7456.26768,1,2,NA,NA,NA,0.5,15,0.93,50,10,1,1,10,1,0.91,1,0.51,1,1,1,0.51,1,NA,1,7.27,0,0.97,5,1,NA,1,112.0602,1,1,0.95505,1,2.68,0,1,28.68,0.43,25,0.62,0.7402,2.36,2.59556,1,0,0.26,0.26,NA,1,0.26,NA,0.31,7,0.97,441.38286,1,0.26,0.52505,558.91636,30,21.63,264.85535,1,9,1,3,0.26,65.19,1,15,1,11.58,1,8,108.70706,1,1,NA,NA,0.5,297.92,223.44,25,0,2.75,1,3.2804,4,0,3,1.91,28.07,15,56.97,30,9.83,12,100,5.29,13.53,69.4596,4.92,148.96,NA,3.17,2,0.26,90,40,298.74045,17.04,1,60,0,50,17,55,372.4,5,149.57,117.69,37.31818,50,25,21.52606,19.47556,15.01389,4,1,7.87,1,3,NA,NA,NA,NA,NA,NA,NA
92,"2019-12-06","Blight","UniqueAccessory",NA,NA,NA,2,0,0.26,15.91,90,3,2,0.49,NA,1,10,2,171.92,10,40,0.8103,0,0.51,0.51,2,10,3,NA,38.79,3,3,1,1,0,NA,NA,NA,2,1,1.31,1,NA,1,5.3601,0.26,1,2.63,0,3,3,5,2.62515,7680.54263,1,2,NA,NA,NA,0.51,15,0.54,49.57333,10.36604,0.9702,1,7,1,1,1,0.51,1,1,1,0.85,1,NA,1,5.52,0,0.77515,5,1,NA,1,110,1,1,1,1,3,0,1,28.87009,0.4,25,0.54,1,2,2,1,0,0.31505,0.5,NA,1,0.26,NA,0.26,5.12,0.99,445.59,1,0.25,0.51,520.17071,30,21.87,266.41,1,10,1,3,0.46505,50,1,14,1,13.85583,1,8,68.31,1,1,NA,NA,0.51,297.06,222.76302,24.51,0,2.28,1,4.06525,4.45596,0,3,1.77,27.33,19.22,57.5,30,9.05,11.59,100,5,13.86,140.21,4,148.53,NA,3,2,0.39,90,45,297.06,15,1,60,0,50,15.76687,54,384.253,5.69,149.60476,119.06,30,46.00657,30,20,13.02576,15,4,1,8,1,3.03515,NA,NA,NA,NA,NA,NA,NA
93,"2019-12-07","Blight","UniqueAccessory",NA,NA,NA,1,0,0.26505,15,90,3,3,0.26,NA,1,12.06545,2.56525,177.8,15,41.54,1,0,0.52,0.3602,2,9.88515,3,NA,36.84,3.9102,3,1,1,0,NA,NA,NA,2,1,1,1,NA,1,8.8002,0.31505,1,3,0,2.35,3,5,1.35505,7580.64,1,2,NA,NA,NA,0.53,15,0.95,45,11.55,1,1,7,1,0.98,1,0.52,1,0.78505,1,1,1,NA,1,6.35,0,1,5,1,NA,1,120,1,1,1,1,3,0,1,36.26,0.58,24.36,0.8,1,2,2.16505,1,0,0.51,0.51,NA,1,0.26,NA,0.48,4.52,0.99,445.71268,1,0.27,1,522.7402,30,21.84,249.73343,1,10,1,3,0.3601,40.47,1,12.4901,1,12.68,1,8,84.97,1,1,NA,NA,0.52,297.06,223.26652,20,0,2,1,4,4,0,3,1,25.05,20,55.58322,25,9,9.18,100,5,15,81.10727,4,148.86,NA,3,2,0.51,70.78,45,297.7113,14.9,1,60,0,50,15,50,417.13,6,159.78,130,20,47.82606,35.76,22.3304,18.45,15,4,1,6,1,4,NA,NA,NA,NA,NA,NA,NA
94,"2019-12-08","Blight","UniqueAccessory",NA,NA,NA,1.12,0,0.25,15,90,3,3,0.49,NA,1,14.17,2.98,194.53983,13.07505,45,0.9001,0,0.49,0.49,2,9.95,3.56515,NA,35,3,3.93,1,1,0,NA,NA,NA,2,1,1.75,1,NA,1,9,0.49,1,3,0,2,3,5,1.8101,7698.96,1,2,NA,NA,NA,0.92,17.45,0.5901,49.63,10,0.98,1,7.7501,1,0.7201,1,0.52,1,1,1,0.7601,1,NA,1,6.03,0,1,5.34,1,NA,1,127.11404,1,1,0.99505,1,3,0,1,44.37,0.49,23.99,0.96,0.99,2,2,1,0,0.48,0.49,NA,1,0.25,NA,0.49,5,0.55,451.26,1,0.26,0.54,529.89111,30,23.13,227.24556,0.99,10,0.56505,3.77,0.46,51.17,1,18.88182,1,14.22,1,8,133.44,1,1,NA,NA,0.52,294.74,226.44,20,0,2.33,1,4,4,0,3,1,23.18556,15,55.73,22.47,8.00707,10,128.43,5.99,15,122.18141,4,150.96,NA,4,2,0.52,70,43.25,301.92,14.6,1,58.38515,0,46.39535,10.1,51.09,451.941,6,165.29091,142.90505,30,65.60202,34.38,30,21.71667,15,4.07525,1,5,1,4.41,NA,NA,NA,NA,NA,NA,NA
95,"2019-12-09","Blight","UniqueAccessory",NA,NA,NA,1,0,0.45,15,89.62,3,2.5,0.49,NA,1,15,3,210.80096,13,43.53,0.99505,0,0.7002,0.5701,1.53,10,3,NA,37.81515,2,3,1,1,0,NA,NA,NA,2,1,2,1,NA,1,7.31576,0.49,1,4,0,2.96,2.52,5,2.90596,8185.25253,0.99,2,NA,NA,NA,0.5701,18.3,0.86505,49.5,10,1,1,8,1,0.7101,1,0.9701,1,1,1,0.54,1,NA,1,7,0,1,5,1,NA,1,130,1,1,0.81535,1,3,0,1,43.68,0.49,22.7,0.49,1,3,2,1,0,0.25,0.47,NA,1.21,0.3301,NA,0.49,4,0.96,485.02682,1,0.25,1,574.88172,30,25,265.34303,1,10,0.7401,3.65,0.49,47.99,0.96,11.71717,1,15,1,8,135.52,1,1,NA,NA,0.72505,303.51879,233.83683,24,0,2.93635,1,3,4,0,3,1,29.35316,15,51.04,25,8,9.3,131.54,5,18.12,103.34394,4,161.74176,NA,4.68,2,0.5,70,40,351.65683,13.4,1,60,0,41.31,10,54.12,463.47,5.5401,156.88,138.64848,40,80,31.48,23.99384,20.6203,15,5,1,5,1,5,NA,NA,NA,NA,NA,NA,NA
1,"2016-12-02","Breach","UniqueAccessory",NA,NA,NA,0,NA,0.73125,0,45,0.985,0,1.12,NA,0.955,0,0,0,NA,NA,0.94,0,0.835,0,0,0,1.14429,NA,0,NA,0,NA,0,NA,NA,NA,NA,3.11875,0,0.97,0,NA,0,20,0.95,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,NA,0.85625,0,0,0.99,1,0,0.97,0.93375,NA,0,1,6.718,0,1.20833,0,NA,0,0,0,2.68167,0,0,NA,52.36,0,1.024,2.77778,0,0,0,0,0,NA,1.242,0,26,0.81556,0,NA,0,0,1.35625,3.1,0,0,0.73125,NA,0,0,1,0,NA,0.87625,2.274,0,0,0,0,1,0,0.688,0,0.594,0,0,0,0,0,0,0,0,0,0,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"2016-12-03","Breach","UniqueAccessory",NA,NA,NA,13.14036,NA,0.23088,15,27.36895,0.35246,9.7075,0.64404,NA,0.29316,35.477,0,0,NA,NA,0.3293,4.25,0.24825,9.3495,34.1975,22.0425,0.30719,NA,0,NA,0,NA,20.16857,NA,NA,NA,NA,3.06807,13.19034,0.46351,4.21333,NA,28.3337,9.27263,0.3014,11.36719,0,0,0,0,0,NA,0,0.73625,0,NA,NA,NA,0.40115,NA,0.25211,47.90261,19.27222,0.43228,0.25474,1.61655,0.33,0.30579,NA,0.89455,0.95579,3.92123,3.0512,0.31702,6.08314,NA,0,29.35484,0,0.92228,0,0,NA,1.46702,0,0.40895,1.41088,1.02214,7.41658,0,0,4.41867,NA,1.02421,0,0.90368,0.30719,0,NA,1.79185,0,0.37053,0.66643,0,0,0.29351,NA,1.15679,0,0.73649,11.98929,NA,0.30351,0.47719,0,22.75478,0,0,1.75455,1.72519,0.29807,0,0.30333,0,4.46877,2.1685,0,29.13582,0,136.21,0,1.50132,19.97231,NA,NA,0.54,0,16.69622,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"2016-12-04","Breach","UniqueAccessory",NA,NA,NA,5.34143,NA,0.15393,27.55143,28.09071,0.155,2.85357,0.60179,NA,0.15446,27.32857,10.46235,0,NA,NA,0.2175,39.3983,0.15429,4.25589,8.31625,23.66786,0.15429,NA,97.0483,NA,475,NA,18.01143,NA,NA,NA,NA,4.32821,3.43571,0.175,1.44768,NA,5.81304,8.38357,0.15429,17.65054,0,0,0,0,44.66704,NA,0,0.15429,231.76923,NA,NA,NA,0.15625,NA,0.15429,22.57143,11.27018,0.22589,0.16696,1.7575,0.15429,0.15429,NA,0.61643,0.44911,2.18518,1.05357,0.15429,2.4925,NA,2332.25,22.53981,0,0.48804,73.5744,116.32524,NA,0.94089,0,0.15518,0.98339,0.64411,4.13429,0,43.97143,1.26875,NA,0.94804,0,0.15429,0.16357,0,NA,0.97125,0,0.30964,0.16232,0,114.96182,0.15429,NA,0.96214,38.92825,0.155,2.81839,NA,0.15429,0.15429,0,13.38339,0,0,0.99518,0.96286,0.15429,0,0.15411,0,6.02071,1.33071,140.42,9.27804,17.72727,101.23464,126.44654,1,3.82321,NA,NA,0.16089,101.64941,7.57679,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"2016-12-05","Breach","UniqueAccessory",NA,NA,NA,6.09088,NA,0.18333,12.34351,31.24053,0.18333,1.05561,0.50491,NA,0.18333,24.32842,9.17193,0,NA,NA,0.56386,11.66246,0.18298,3.82825,2.96105,22.14123,0.18333,NA,78.90123,NA,528.40526,NA,11.2993,NA,NA,NA,NA,3.91649,1.76561,0.38702,1,NA,4.23035,6.71053,0.18298,22.66246,310.67455,0,0,0,0,NA,16359.69231,0.18333,142.62088,NA,NA,NA,0.18333,NA,0.18333,14.75895,5.95333,0.21175,0.18368,1.28667,0.18561,0.18333,NA,0.63228,0.20263,1.77491,1,0.18561,1.92386,NA,231.81053,10.74368,0,0.33772,88.63745,69.59754,NA,0.99544,2469.19231,0.18333,0.97333,0.35965,3.70474,0,27.3293,0.99439,NA,0.51754,0,0.18333,0.18439,42.41692,NA,0.97421,166.742,0.46158,0.18474,0,2071.22368,0.18333,NA,0.98105,25.17807,0.20491,2.25667,NA,0.18333,0.18596,252.41391,22.57649,0,481.48909,0.99333,0.99614,0.18333,0,0.18333,0,7.20316,1,0,22.36737,97.81167,123.3893,216.98766,0.9314,3.33421,NA,NA,0.18579,42.15982,11.17877,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"2016-12-06","Breach","UniqueAccessory",NA,NA,NA,8.34963,NA,0.20815,6.33037,38.90685,0.20815,1,0.65611,NA,0.20815,19.81667,4.86463,0,NA,NA,0.86278,9.95722,0.20796,3.5837,2.805,22.41019,0.20815,NA,65.6337,NA,311.45278,NA,11.59111,NA,NA,NA,NA,5.46963,1.21667,0.57648,1,NA,6.03519,9.47093,0.20796,32.69093,0,0,0,0,0,NA,16091.33333,0.20815,47.89796,NA,NA,NA,0.21093,NA,0.20815,10.93148,4.90778,0.25093,0.20815,1.58259,0.20815,0.20815,NA,0.89815,0.20815,2.05796,1,0.21074,1.05037,NA,8.95833,11.96352,0,0.29833,44.52815,54.44574,NA,0.98074,716.35647,0.20815,0.99593,0.21037,1.84222,0,27.38593,0.9987,NA,0.83315,666,0.20759,0.21537,124.875,NA,0.81167,0,0.53426,0.20815,0,1718.41222,0.20815,NA,0.88704,12.73833,0.22444,3.00963,NA,0.20815,0.20815,69.80667,35.9663,0,0,0.98222,0.985,0.20815,0,0.20815,0,10.88889,1.07296,0,40.65389,0,123.98148,166.63889,0.98241,3.02222,NA,NA,0.20815,40.735,21.44815,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,"2016-12-07","Breach","UniqueAccessory",NA,NA,NA,9.52057,NA,0.21434,6.13453,45.56094,0.21434,1,0.60434,NA,0.21434,15.44604,3.24019,0,NA,NA,0.98868,8.0583,0.21113,3.6734,2.14415,21.82491,0.21434,NA,51.22434,NA,297.2,NA,14.65189,NA,NA,NA,NA,5.53547,1.00887,0.94396,0.99981,NA,6.45358,10.28302,0.21434,31.50509,300.65435,0,0,0,55.82872,NA,9931.85513,0.21434,32.62887,NA,NA,NA,0.22264,NA,0.21434,8.32396,3.7417,0.29566,0.21434,1.78057,0.21434,0.21434,NA,0.99321,0.22038,2.09792,0.99887,0.21453,1,NA,4.00245,14.31094,0,0.25566,34.0534,47.92642,NA,0.9983,471.95526,0.21434,0.99,0.21585,1,0,37.78038,0.97868,NA,0.98491,482.23453,0.2134,0.21434,92.55219,NA,0.61019,0,0.55453,0.21434,0,27.94302,0.21434,NA,0.8934,9.61019,0.21566,6.37415,NA,0.21434,0.21434,27.23208,42.22906,0,478.24727,1,0.81943,0.21434,0,0.21434,0,11.80113,1.10623,147.04774,36.74642,401.7418,117.13755,178.73585,0.95755,3.46755,NA,NA,0.21868,40.26094,25.17509,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,"2016-12-08","Breach","UniqueAccessory",NA,NA,NA,8.64661,NA,0.2225,4.11375,44.53214,0.2225,0.99625,0.41679,NA,0.2225,14.36393,3,0,NA,NA,0.98732,7.87375,0.22054,3.40536,1.86411,18.00946,0.2225,NA,42.01821,NA,654.50968,NA,14.35821,NA,NA,NA,NA,4.78696,1,0.91625,0.99732,NA,5.38964,8.90339,0.22214,26.04911,241.89786,0,0,0,57.1025,NA,5950.37143,0.22232,21.86,NA,NA,NA,0.2225,NA,0.2225,7.13089,3.08554,0.31571,0.2225,1.36786,0.2225,0.2225,NA,0.94964,0.22554,1.56821,1,0.22286,0.99982,NA,3.49643,12.82214,0,0.23304,31.44929,37.9125,NA,0.98929,414.79464,0.2225,0.99929,0.2225,1,89.25,33.77946,0.91536,NA,0.9675,260.32661,0.21786,0.22321,118.93786,NA,0.36143,50,0.38411,0.2225,0,5.00786,0.2225,NA,0.90071,8.72589,0.2225,5.67929,NA,0.2225,0.2225,20.85375,42.06464,0,511.776,0.99357,0.99821,0.22179,0,0.22179,0,8.55446,1.38536,177.15463,30.19,950.07589,118.47589,181.86054,0.99,2.63929,NA,NA,0.22268,39.40839,27.10571,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,"2016-12-09","Breach","UniqueAccessory",NA,NA,NA,7.40357,NA,0.22732,2.58893,48.64768,0.22732,1,0.32089,NA,0.22732,17.96214,3,0,NA,NA,0.98911,6.61893,0.22446,3.68821,1.21607,16.38696,0.22732,NA,33.78982,NA,578.38643,NA,14.44929,NA,NA,NA,NA,4.66571,1,0.96411,0.9975,NA,5.21571,7.73518,0.22732,25.16679,279.30411,0,0,0,75.19232,NA,5861.51786,0.22732,16.20893,NA,NA,NA,0.2275,NA,0.22732,6.6225,2.86625,0.35429,0.22732,1.43946,0.22732,0.22732,NA,0.91429,0.22732,1.96,0.99821,0.22732,1,NA,2.29732,11.19857,0,0.25375,24.02036,27.66964,NA,0.97286,354.74214,0.22732,0.99714,0.22732,1,90.462,30.01357,0.93696,NA,0.98304,403.46571,0.22643,0.22732,68.91179,NA,0.26875,46.70375,0.60768,0.22732,0,5.04661,0.22732,NA,0.7925,5.74821,0.22732,5.38821,NA,0.22732,0.22732,14.06714,47.93321,0,0,0.99911,0.98696,0.22625,0,0.22732,0,6.67286,1.37804,319.00511,24.38679,1379.96464,111.15339,294.39179,0.95321,2.15518,NA,NA,0.22732,46.73179,34.14768,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,"2016-12-10","Breach","UniqueAccessory",NA,NA,NA,6.47786,NA,0.23071,2.03036,60.82286,0.23071,0.99964,0.39321,NA,0.23071,14.57911,2.46625,0,NA,NA,0.99268,7.30839,0.2275,2.99375,1,14.92643,0.23071,NA,26.61821,NA,456.10429,NA,11.28786,NA,NA,NA,NA,4.94339,0.99946,0.88804,0.99804,NA,4.48589,7.45054,0.23071,24.77554,230.4925,0,0,0,39.48482,NA,4494.21429,0.23054,15.31518,NA,NA,NA,0.23071,NA,0.23071,5.75179,3.38143,0.37036,0.23071,1.31125,0.23071,0.23071,NA,0.95,0.23071,1.59714,0.99304,0.23071,0.98464,NA,1.68339,9.62125,0,0.24161,22.65768,19.30518,NA,0.99643,288.90804,0.23071,1,0.23071,1,0,28.4525,0.9575,NA,0.99161,540.73125,0.22643,0.23071,66.82714,NA,0.23446,39.46482,0.76054,0.23071,0,3.13232,0.23071,NA,0.79893,5.36214,0.23071,4.97429,NA,0.23071,0.23071,11.29036,46.915,0,559.29267,0.92339,0.80804,0.23054,0,0.23036,64.73765,5.53696,1.30589,625.03171,17.19071,148.97732,113.42161,321.25714,0.9725,1.96125,NA,NA,0.23071,45.03929,36.00607,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,"2016-12-11","Breach","UniqueAccessory",NA,NA,NA,7.076,NA,0.23636,1.85109,66.22636,0.23636,0.95345,0.38,NA,0.23636,11.27709,2.23182,633.88091,NA,NA,0.96964,6.99091,0.22982,2.99164,1.00982,13.88655,0.23636,NA,24.18145,NA,392.05745,NA,6.75764,NA,NA,NA,NA,4.94145,1,0.938,1,NA,4.09691,6.82055,0.23636,24.616,158.34236,0,373.45412,626.14286,31.40818,NA,3772.99564,0.23618,15.21309,NA,NA,NA,0.23636,NA,0.23636,4.75673,3.59764,0.32964,0.23636,1.53836,0.23636,0.23636,NA,0.95727,0.23636,1.55382,0.97455,0.23636,1,NA,1.41436,9.48582,0,0.24655,21.16382,12.96673,NA,0.99745,315.72345,0.23636,1,0.23636,1,0,28.31673,0.89291,NA,0.99436,478.84095,0.23491,0.23636,60.12455,NA,0.254,41.18036,0.632,0.23636,0,2.49109,0.23636,NA,0.74127,4.09673,0.23636,4.68491,NA,0.23636,0.23636,10.09436,42.93745,0,605.56873,0.95036,0.75418,0.23636,0,0.23545,65.108,4.66782,1.20673,410.03418,15.556,89.526,112.36273,335.65455,0.99418,1.84236,NA,NA,0.23636,44.86491,35.242,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"2016-12-12","Breach","UniqueAccessory",NA,NA,NA,8.00709,NA,0.23,1.36545,67.00818,0.23,0.998,0.36891,NA,0.23,9.09582,2,606.82236,NA,NA,0.99873,6.764,0.22836,2.65036,1,15.69655,0.23,NA,26.892,NA,329.37927,NA,6.04327,NA,NA,NA,NA,4.48909,0.99927,0.99745,0.99855,NA,3.83891,6.69145,0.22945,23.16527,121.24982,0,404.39538,599.82873,33.61945,NA,3602.44,0.23,12.04855,NA,NA,NA,0.23,NA,0.23,4.23964,3.19655,0.28527,0.23,1.21891,0.23,0.23,NA,0.97109,0.23,1.19327,0.97018,0.23,1,NA,1.00527,10.06418,0,0.23545,19.846,10.45055,NA,0.99945,340.40691,0.23,0.99964,0.23,1,61.45667,28.11564,0.94109,NA,0.93564,361.07,0.224,0.23,62.85582,NA,0.23,32.10491,0.61745,0.23,0,1,0.23,NA,0.762,2.39782,0.23,5.19018,NA,0.23,0.23,6.41018,40.96345,0,592.61418,0.94655,0.90636,0.22891,692.10068,0.22982,66.64764,3.96873,1.51564,212.57327,19.39873,124.99,111.56564,320.26491,0.98909,1.45745,NA,NA,0.23,51.25509,41.44455,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
