"Date","League","Type","Deafening.Essence.of.Anger","Deafening.Essence.of.Anguish","Deafening.Essence.of.Contempt","Deafening.Essence.of.Doubt","Deafening.Essence.of.Dread","Deafening.Essence.of.Envy","Deafening.Essence.of.Fear","Deafening.Essence.of.Greed","Deafening.Essence.of.Hatred","Deafening.Essence.of.Loathing","Deafening.Essence.of.Misery","Deafening.Essence.of.Rage","Deafening.Essence.of.Scorn","Deafening.Essence.of.Sorrow","Deafening.Essence.of.Spite","Deafening.Essence.of.Suffering","Deafening.Essence.of.Torment","Deafening.Essence.of.Woe","Deafening.Essence.of.Wrath","Deafening.Essence.of.Zeal","Essence.of.Delirium","Essence.of.Horror","Essence.of.Hysteria","Essence.of.Insanity","Muttering.Essence.of.Anger","Muttering.Essence.of.Contempt","Muttering.Essence.of.Fear","Muttering.Essence.of.Greed","Muttering.Essence.of.Hatred","Muttering.Essence.of.Sorrow","Muttering.Essence.of.Torment","Muttering.Essence.of.Woe","Remnant.of.Corruption","Screaming.Essence.of.Anger","Screaming.Essence.of.Anguish","Screaming.Essence.of.Contempt","Screaming.Essence.of.Doubt","Screaming.Essence.of.Dread","Screaming.Essence.of.Envy","Screaming.Essence.of.Fear","Screaming.Essence.of.Greed","Screaming.Essence.of.Hatred","Screaming.Essence.of.Loathing","Screaming.Essence.of.Misery","Screaming.Essence.of.Rage","Screaming.Essence.of.Scorn","Screaming.Essence.of.Sorrow","Screaming.Essence.of.Spite","Screaming.Essence.of.Suffering","Screaming.Essence.of.Torment","Screaming.Essence.of.Woe","Screaming.Essence.of.Wrath","Screaming.Essence.of.Zeal","Shrieking.Essence.of.Anger","Shrieking.Essence.of.Anguish","Shrieking.Essence.of.Contempt","Shrieking.Essence.of.Doubt","Shrieking.Essence.of.Dread","Shrieking.Essence.of.Envy","Shrieking.Essence.of.Fear","Shrieking.Essence.of.Greed","Shrieking.Essence.of.Hatred","Shrieking.Essence.of.Loathing","Shrieking.Essence.of.Misery","Shrieking.Essence.of.Rage","Shrieking.Essence.of.Scorn","Shrieking.Essence.of.Sorrow","Shrieking.Essence.of.Spite","Shrieking.Essence.of.Suffering","Shrieking.Essence.of.Torment","Shrieking.Essence.of.Woe","Shrieking.Essence.of.Wrath","Shrieking.Essence.of.Zeal","Wailing.Essence.of.Anger","Wailing.Essence.of.Anguish","Wailing.Essence.of.Contempt","Wailing.Essence.of.Doubt","Wailing.Essence.of.Fear","Wailing.Essence.of.Greed","Wailing.Essence.of.Hatred","Wailing.Essence.of.Loathing","Wailing.Essence.of.Rage","Wailing.Essence.of.Sorrow","Wailing.Essence.of.Spite","Wailing.Essence.of.Suffering","Wailing.Essence.of.Torment","Wailing.Essence.of.Woe","Wailing.Essence.of.Wrath","Wailing.Essence.of.Zeal","Weeping.Essence.of.Anger","Weeping.Essence.of.Contempt","Weeping.Essence.of.Doubt","Weeping.Essence.of.Fear","Weeping.Essence.of.Greed","Weeping.Essence.of.Hatred","Weeping.Essence.of.Rage","Weeping.Essence.of.Sorrow","Weeping.Essence.of.Suffering","Weeping.Essence.of.Torment","Weeping.Essence.of.Woe","Weeping.Essence.of.Wrath","Whispering.Essence.of.Contempt","Whispering.Essence.of.Greed","Whispering.Essence.of.Hatred","Whispering.Essence.of.Woe","NA."
2016-11-19,"Standard","Essence",67.99217,67.99217,68.15898,67.99217,0,0,54.33492,68.15898,67.99708,136.31797,68.15898,0,0,60.38051,0,67.99217,30,105.38348,67.99217,136.31797,194.20068,127.67475,66.93475,72.92136,2.63898,2.58627,2,2.67898,1.2,2.10797,1.16,2,2,5.05898,4.6,4.72881,4.00847,7.4322,20.24407,5.17288,7.31864,8.11864,6.55932,11.05254,6.07085,7.74576,9.68136,9.60339,5.63559,5.12373,10.50847,4.49322,10.62373,12.72881,8.5,13.34407,8,15,54.07492,24.29407,11.94915,31.72881,26,16.84746,17.36949,11.61017,10,0,6.3,8.71864,38.37017,7.81864,33.81627,2,4.84746,2.5539,2.7,2,5.4339,9.84746,8.23729,2.6,2.54915,9,1.92271,2.6,4.5322,2.30169,4.6,2.2,3,3.1661,3.84746,2.24915,3.1,2.1661,3.11695,3.1,4,4.56441,3,1,1.09949,1.06,1.04983,0
2016-11-20,"Standard","Essence",67.99,67.99,73.73483,67.99,0,0,53.87931,67.99,67.99,135.98,67.99,0,0,60.8,0,67.99,0,105.38,67.99,135.98,199.08534,128.87276,67.05897,75.23603,2.65138,1.09207,2,2.65207,0.72138,2,1.1631,2,2,4.40172,3.96897,5,3,7.48276,19.06552,5.2,8.48448,6.51034,5.38621,11.67586,1.83655,8.17931,8.4,10.2,3.77241,3.50172,19.68966,3.57931,9.82759,13,8.01897,9.47069,6.86207,15,51.60345,25.04914,12.05172,31.24138,24.31034,15.76379,35.01034,11.08621,10.89655,0,6.22414,8.31897,67.99,7.88448,30.58966,2,4.1,1.36328,2.7,2,8.0569,9.06207,4.5,2.38966,2.20172,8.9069,1.08276,2.69828,3.40345,0.87,4.50172,2.2,3,3.15862,3.1,2,3.98448,2,3.98621,3.98448,4,6.07414,3,1,0.67655,1.03241,0.94724,0
2016-11-21,"Standard","Essence",67.99,67.99,71.43521,67.99,0,0,54.51575,67.7063,67.99,76.01,67.98863,0,0,55.72632,0,67.98863,67.98792,104.12055,67.99,128.5837,188.09822,115.70425,67.42877,81.22466,2.68301,0.55808,1.48986,1.68164,0.4937,1.54548,1.16932,2,2,4.46603,3.64781,5.2774,3.00863,7.10603,18.6089,3.92164,8.31904,5.3037,4.09096,9.54548,2.3574,8.06877,8.52466,10.24932,3.13808,3.57836,9.37315,3.37644,8.04438,14.25836,7.52274,9.46082,6.68123,15,30.62548,21.43329,9.12932,31.13178,26.64123,15.44904,33.01329,13.35795,10.62247,0,6.06904,7.88178,59.12986,11.1163,32.95712,2.02548,4.1574,2.01384,2.37507,2.43055,5.75534,9.10247,4.57096,2.3074,2.3074,9,1.1863,2.52658,3.61151,1.28096,3.78589,2.27616,2.24329,3.17534,3.10247,2.01808,2.50205,1.65877,2.65945,2.50205,4,3.72178,3.09863,1.0126,0.43849,0.95726,0.44493,0
2016-11-22,"Standard","Essence",82.30483,67.88567,67.88567,67.88567,67.59167,339.37037,60.50383,64.1195,67.88567,83.27033,67.88567,0,135.74815,15.60533,0,67.88567,65.61917,119.45233,82.30483,75.89383,175.61033,95.168,67.454,79.03917,5.02933,0.667,1.38517,1.08567,0.61283,1.43933,1.34733,2,1.90883,4.67483,4.77817,6.63117,3.15483,7.7565,17.67,3.70317,7.96717,5.45967,6.71233,9.18,3.913,8.97867,8.85533,10.26,4.876,3.87733,9.96,4.3435,8.29967,22.088,10,9.4455,4.52867,13.289,28.84,21.684,9.36467,32.004,28.36567,15.72,18.05383,20.97,9.5175,0,6.89833,9.26933,42.53333,11.01,37.49933,2.4275,4.324,3.1535,3.6135,5.123,3.8975,9.12,5.0715,3.6875,3.6875,10.65533,1.5105,3.45,6.15583,1.981,3.4535,3.22917,1.664,3,3.12,2.22,1.6875,1.6875,1.8975,1.6875,6.17233,3.41917,3,1,0.5175,0.798,0.56033,0
2016-11-23,"Standard","Essence",83.85323,66.88323,67.84113,68.57597,67.84113,339.20565,60.08758,38.86742,67.84113,89.82242,67.72778,0,135.68226,18.02984,0,66.98742,57.01597,118.90903,83.85323,81.64839,135.10355,94.56758,67.23726,81.88661,4.87258,0.69694,1.39952,1.07758,0.76081,1.46742,1.32032,2,1.88032,4.66435,4.74339,6.63742,3.19823,7.66839,17.25516,3.71677,7.73726,5.4379,6.60032,9.01048,3.96677,8.98806,8.83419,10.47097,4.94677,3.83919,9.92258,4.32629,8.71371,22.73387,10,9.52823,4.35694,13.14387,28.41177,21.68065,9.34565,32.08839,29.28935,15.78113,17.90274,20.94032,9.64113,50,7.08548,9.33065,29.82097,11.37581,38.15081,2.40565,4.31097,3.10065,3.64,5.24,3.94581,9.11194,4.93645,3.65548,3.62065,10.6,1.49532,3.45484,5.9771,1.83065,3.45677,3.22274,1,3,3.10194,2.20419,1.7,1.7,1.94581,1.7,6.1,3.42726,3,1,0.52274,0.80242,0.56452,0
2016-11-24,"Standard","Essence",83.67456,67.69684,67.69684,69.15053,67.69684,338.48421,58.4886,36.01579,67.69684,143.38,0,0,135.39368,18.17965,0,67.69684,57.56456,74.46719,83.67456,135.39368,133.71333,88.85316,66.08316,67.69684,4.84386,0.91614,1.42649,1.1093,1.19474,1.49298,1.31772,2,2,4.64,4.74789,6.77,3.23491,7.17316,16.35614,3.71018,7.51982,5.41579,6.60035,9.27088,3.93895,8.84368,8.84,9.61211,4.97,3.87772,10.07421,5.58333,8.55158,22.95982,10,9.55842,4.31158,13.05158,28.22684,19.82211,9.22491,32.12035,30.12825,15.71526,18.05018,20.29632,9.72404,50,7.25386,9.31684,26.39982,11.59754,46.77456,2.39684,4.29,3.02526,3.64,5.24,3.92,9.11965,4.92,3.28947,3.62,10.6,1.49877,3.47,5.86,1.82,3.46719,3.2,1,3,3.1,2.21,1.7,1.7,1.92,1.7,6.1,3.45,3,1,0.63982,0.81,0.59386,0
2016-11-25,"Standard","Essence",83.575,67.61554,73.29357,69.07946,67.61554,289.06089,57.08875,36.12857,64.02929,143.20714,0,0,135.23107,17.97143,0,67.61554,57.6775,74.37839,83.575,135.23107,135.23107,65.9825,64.16393,67.61554,4.06196,1.51768,1.49161,1.16607,2.13054,1.54982,1.31643,2,2,4.65411,4.66429,6.84321,3.14321,7.06,15.57875,3.75375,7.23964,5.4,7.10714,10.42,3.29107,8.37857,8.88286,10.64821,4.995,3.90054,10.94214,9.56321,7.81821,22.12714,10,20.33232,4.25482,12.27232,30.11482,18.22429,10.725,31.98,28.63786,15.53929,16.51125,19.05804,9.60571,47.34821,7.37071,9.00107,22.77696,11.64696,60.88018,1.66589,4.39429,3.12411,3.915,6.05089,4.01054,9.155,5.07696,3.07554,3.72161,11.17732,1.49821,3.55411,5.86,2.05393,3.51821,3.24339,1,3,3.14625,2.26179,1.78679,1.78679,2.01054,1.78679,5.72911,3.48536,3,1,0.86357,0.82357,0.63125,0
2016-11-26,"Standard","Essence",128.89123,67.45057,63.40702,73.20456,67.31667,154.82947,56.09526,36.36947,48.58158,142.57649,0,0,134.63333,18.28842,0,67.31667,57.48544,71.4586,128.89123,134.63333,138.15789,71.00561,60.92684,86.08719,2.63737,1.23544,1.53246,1.28386,2.16386,1.58947,1.32614,2,1.8707,4.66807,4.79421,5.09561,3.10035,7.46772,8.3014,3.93965,7.56614,3.91333,7.5693,10.45316,1.90246,8.50947,6.87825,6.80193,3.99772,3.4593,10.8714,11.98,7.83579,11.42579,10,23.62842,3.24614,12.2,30.08,12.46316,9.27351,32.0193,28.20789,15.52351,16.35088,15,9.84088,15.89053,7.67526,8.09123,23.96982,10.39456,25.92,1.50211,4.4,1.8107,4.29895,7.30316,2.99298,9.23702,5.35351,3.30386,3.90561,12.23,1.56351,3.67333,3.64632,2.48596,2.78316,3.31561,1,3,3.23,2.35702,1.89281,1.89281,2.10368,1.89281,4.99,3.44702,3,1,0.88754,0.85035,0.68491,0
2016-11-27,"Standard","Essence",200.805,0,82.73036,80,66.935,153.95,49.62036,36.40286,45.02375,141.77161,0,0,133.87,18.20786,0,66.935,57.40804,66.935,200.805,133.87,170.55696,83.88411,66.89375,95.70929,1.63518,1.31625,1.48232,1.24875,2.16696,1.55304,0.89321,2,1.77625,4.22571,4.34429,5.72554,3.05571,7.47625,7.29143,3.94679,7.5175,5.25714,6.71429,10.42,1.71304,7.46125,6.23768,18.91554,3.65429,3.285,10.83071,11.98,7.77893,17.90071,10,23.86,2.85286,12.2,30.08,15.16607,9.43554,31.2275,26.47964,15.52036,16.14304,15,9.04018,33.50321,7.70625,9.16643,25.94,13.42429,34.42036,1.345,3.70089,2.29143,1.67179,11.43893,2.87214,9.23,4.53857,1.75571,3.89964,12.23,1.35268,3.6325,4.19786,2.14036,2.61732,2.09268,1,2.34304,3.23,2.35982,0.80696,1.82232,1.04589,1.11857,2.34929,2.41661,1.49946,1,0.90768,0.85393,0.67857,0
2016-11-28,"Standard","Essence",185.08448,17.67667,80.60724,73.05,61.08224,145.33517,34.52293,37.17931,32.47034,132.76431,73.91,4.845,125.56897,16.54121,45.32167,53.83345,53.7181,70.84138,182.51517,126.14172,162.86931,77.15552,65.98603,92.58086,1.21914,1.3681,1.47569,1.25155,2.07897,1.54069,0.73603,1.75483,1.93776,3.15138,3.58052,7.20724,2.88655,6.84534,10.35793,8.42414,6.63172,7.47293,4.67069,11.66707,1.54931,4.83086,5.13931,27.09845,4.07017,2.91741,11.76431,10.34655,7.49431,21.47241,9.1669,22.46345,2.76276,11.41759,44.93707,16.85672,5.69431,28.91897,19.99345,19.89655,13.71207,14.70638,6.90345,33.64086,7.14621,8.35414,25.1769,15.05362,36.52052,1.00259,2.19276,3.26293,1.04293,18.41966,3.03983,11.24241,2.73155,1.51638,3.14,11.47672,0.87534,3.58121,5.70362,1.39155,2.53086,1.9781,1.00879,2.24293,3.05724,2.24897,0.67483,1.78966,0.84931,0.99879,1.85466,1.74466,0.86207,0.93931,0.89983,0.86293,0.64776,0
2016-12-02,"Standard","Essence",10.36474,2.34754,23.87561,4,10,30.07719,4.98263,10.95596,9.54456,7.54947,11.74649,4.98789,20.14596,2,14.08456,1,2,70.08246,4.97544,12.61561,59.28263,39.24491,42.12228,65.9714,0.21526,0.23754,0.3986,0.48316,0.21456,0.21579,0.42333,0.94842,1,1,1,1.18211,0.99404,1,4.98632,0.99333,1,1,1,1.08614,1,1.67684,0.48351,1,0.99842,0.99053,5.41263,1,1,2.99965,1,4.59702,1,2,8.86281,1,1.61509,1.50965,1.99544,3,5.01825,4,0.99474,3.54421,0.99912,1,19.85982,1,1.94526,1,0.9186,1,0.98982,0.59386,0.63333,0.99018,1,1,0.96632,0.57263,0.99474,0.4914,1.53158,0.99895,1,1,0.94298,0.7486,0.48246,0.86895,0.41684,1,0.35649,0.6807,0.51649,1,1,0.2286,0.27386,0.29754,0.90544,0
2016-12-03,"Standard","Essence",10.37456,2,22.5093,4,10.15667,30,5.33053,10.28211,9,7,11.6986,4.88772,20.48228,2,12.10351,1,2,70.15439,4.91368,10.50456,58.73158,36.83088,46.69368,70.1714,0.21772,0.21772,0.44088,0.45702,0.22509,0.21772,0.44474,0.69895,0.98614,1,0.7807,1.00386,0.63877,1,4.8893,1,1,0.98965,1,1.16491,1.00368,1.29754,0.47421,1,0.84386,0.70088,4.89509,1,1,2.89842,1,4.22754,1,2,8.66351,1,2.31684,1.99544,2,3,5.96263,4,0.99684,3.70667,1,1,20,1,2.39526,1,0.97825,1,0.98649,0.72965,0.72807,0.98035,1,0.96088,0.94404,0.70561,0.83544,0.47404,1.70228,1,1,0.95737,0.82544,0.71649,0.45842,0.90404,0.42825,0.98596,0.43404,0.77,0.52895,1,0.99053,0.21772,0.31386,0.3114,0.8393,0
2016-12-04,"Standard","Essence",10.49351,2,20.88789,4,10.87579,30,6.02456,10.14333,9,7.02035,11.72702,4.23561,20.29175,2,11.63053,1,2,70,5,9.99018,58.09614,31.78053,43.72614,65.85684,0.33263,0.21807,0.25088,0.29544,0.21018,0.20982,0.25053,0.33175,0.94263,1,0.96439,1,0.58386,1,4.72351,0.93877,1,0.93982,1,1.24333,1.16228,1,0.4893,1,0.91895,0.66702,4.13509,1,1,3,1,4.59789,1,2,7.47,1,2.84982,1.70596,1.88123,2.96912,8.28719,3.97474,1,3.33649,1,1,20,1,2.84386,1,0.75596,1,1,0.63491,0.97825,0.96579,1,0.79088,0.95088,0.45018,0.47912,0.46684,1.44246,1,0.94807,0.65807,0.41491,0.47649,0.21737,0.27246,0.3193,0.68474,0.31825,0.48684,0.47649,1,0.79474,0.33526,0.34404,0.21316,0.51842,0
2016-12-05,"Standard","Essence",10,2,20.0025,4,11.66196,30,5.03,10,8.75321,7.19286,10.82607,4.02054,20.19393,2,11.37018,1,2,70,4.79571,10.67518,59.21875,33.96446,44.28036,66.35071,0.46161,0.30054,0.38946,0.43179,0.24179,0.21589,0.36446,0.50482,0.9325,1,0.93268,1,0.99304,1,4.84393,0.99054,1,0.98911,1,1.26196,1,1,0.59071,1,0.97357,0.93179,4,1,1,2.98661,1,4.54661,1,2,6.63071,1,2.765,1.44196,1.87446,2.98107,8.77536,3.99411,1,2.09982,1,1,20,1,2.69804,0.99339,0.90125,1,1,0.86714,0.99,0.87196,1,0.95339,0.93786,0.44232,0.46893,0.46893,1,1,0.95464,0.755,0.45536,0.47161,0.31518,0.34643,0.47143,0.79357,0.46893,0.59214,0.53286,1,0.92232,0.39464,0.46893,0.24393,0.52071,0
2016-12-06,"Standard","Essence",10.29439,2.02158,20.1493,4,12.36105,30.02421,5.00351,10,7.85895,7.51123,10.63912,4.04544,19.12895,2,11.29789,1,2,69.84877,4.96632,10.70825,60.04421,30.87351,43.61018,60.41281,0.37684,0.29544,0.39105,0.22333,0.21368,0.21368,0.2686,0.48158,0.9614,1,0.44509,1,1,1,4.22,0.79456,1,1,1,1,1,1,0.45439,1,0.77263,0.63404,4,1,1,3,1,4.29105,1,2,6.39474,1,2.56772,1.66263,2,3,10,3.98667,1,2.16105,1,1,18.44351,1.11,2.32193,0.98456,0.27228,1,0.94684,0.77088,0.62421,0.60544,1,1,0.83754,0.37263,0.47088,0.45947,1,1,0.42386,0.78246,0.40982,0.45632,0.25404,0.31649,0.47596,0.61386,0.41175,0.47,0.51982,1,0.84105,0.43982,0.40649,0.2193,0.46754,0
2016-12-07,"Standard","Essence",11.02089,2,22.755,4,14.52607,30,5.09143,10,7.84643,8,11.1125,4,18.87482,2,11.89893,1,2,68.45268,5,10.41482,67.41411,30.34929,42.18589,55.44089,0.26929,0.23018,0.30839,0.23125,0.21214,0.21214,0.34964,0.38536,0.95821,1,0.44304,1,1,1,4,0.97679,1,1,1,1,1,1,0.44321,1,0.55107,0.68679,3.68036,1,1,2.96393,1,4.665,1,2,6.62589,1,1.995,1.83839,2,3,10,3.44589,1,2.01036,1,1,16.39732,1.65125,2.20179,0.98643,0.25732,1,0.91446,0.94661,0.52696,0.57214,1,1,0.915,0.41179,0.74875,0.50821,1,1,0.43821,0.8675,0.58661,0.46589,0.43696,0.29661,0.36464,0.82964,0.43607,0.45929,0.30143,1,1,0.24661,0.275,0.22964,0.42518,0
2016-12-08,"Standard","Essence",11.11821,2,20,4,13.05768,30.16161,5.19643,10,7.83786,7.99875,10.86268,4,19.86107,2,11.30054,1,2,69.86518,5,11.53179,68.93714,30.31375,44.31732,49.71536,0.2625,0.22286,0.32768,0.23196,0.21804,0.21804,0.29482,0.34518,0.99696,1,0.44839,1,1,1,2.73446,1,1,1,1,1,1.10732,1,0.45232,1,0.46232,0.53393,3.26589,1,1,2.83375,1,4.39125,1,2,7.36768,1.16768,1.64304,1.58571,2,3,9.76875,3.04339,1,2.64643,1,1,15.075,1.18089,2.30643,0.99357,0.33964,0.97661,0.60268,0.87696,0.66554,0.77036,0.99446,1,0.90714,0.78518,0.60125,0.46232,1,0.91911,0.55089,0.62518,0.92661,0.49661,0.36286,0.41375,0.39679,0.91571,0.45518,0.43536,0.47732,0.98946,0.95536,0.24357,0.25357,0.23536,0.34571,0
2016-12-09,"Standard","Essence",10.89589,2.13804,21.65857,4,14.71375,29.89982,5.58946,10,7.75964,7.98339,10.90839,4,19.74393,2,11.77071,1,2,69.29,5,11.83536,73.95393,31.00643,44.93518,44.88304,0.21339,0.21232,0.34107,0.21339,0.21339,0.21339,0.22054,0.25911,1,1,0.46821,1.04768,1,1,2.76518,1,1,1,1,1,1.47232,1.03339,0.60232,1,0.55429,0.74857,3.23196,1,1,2.93464,1,4.77518,1,2.06679,6.63304,1.73732,1.31339,1.81161,2,3,9.67661,3,1,3.3375,1,1,16.56804,1.24536,2.68857,0.92232,0.66571,0.99464,0.76643,0.72857,0.62232,0.67964,0.94143,1,0.90518,0.88714,0.61732,0.95411,1,0.84714,0.45179,0.635,0.94679,0.80071,0.37036,0.82732,0.22196,0.71518,0.43286,0.30482,0.41446,0.85714,0.50732,0.21339,0.21339,0.26179,0.34536,0
2016-12-10,"Standard","Essence",9.80145,2.03127,20.65509,3.92836,15,29.57527,6.35309,10,6.52709,7.52073,11.00345,3.99709,19.20909,2,12.94818,1,1.94127,68.19018,5,9.87436,75.13127,31.30127,46.06836,42.40855,0.21764,0.21709,0.29636,0.22582,0.21891,0.21764,0.23255,0.24418,1,1,0.49364,1,1,1,3.91764,1,1,1,1,1,1.95236,1.474,0.95582,1,0.46655,0.80218,2.30909,1,1,3,1,5,1,2.55273,8.64145,1,1.84891,1.91327,1.98545,2.98582,9.70964,2.96927,1.01291,4.49,1,1,18.69745,1.00218,2.97345,0.84891,0.82236,0.92836,0.84873,0.40836,0.28345,0.45945,0.96564,1,0.92218,0.92164,0.40345,0.95945,1,0.85018,0.44055,0.45945,0.96618,0.76727,0.30545,0.77327,0.27109,0.45945,0.44327,0.29091,0.39527,0.62,0.43618,0.22218,0.22018,0.23836,0.31091,0
2016-12-11,"Standard","Essence",9.70161,2,20.92732,3.89321,15,26.54589,5.31357,10,5.01286,8.33393,10.85554,4.05286,18.94643,2,11.60304,1,1.89214,68.86875,4.94839,8.90911,77.49607,30.85286,47.65107,45.00125,0.22036,0.22018,0.25429,0.22589,0.22071,0.22036,0.24143,0.25018,1,1,0.4475,1,1,1,3.79964,1,1,0.97982,1,1.00964,1.38786,1.00036,0.98339,1,0.51679,0.57357,2.18732,1,1,3,1,4.92,1,2.27661,10.76982,1,1.51089,1.45964,2,3,10,2.99643,1,4.61786,1,1,17.91661,1,3,0.91911,0.77464,0.91,0.75946,0.31196,0.24089,0.45214,0.88214,1,0.52571,0.8625,0.33661,0.97268,1,0.76804,0.44018,0.48125,0.85196,0.71,0.245,0.6525,0.27036,0.455,0.45089,0.28214,0.34804,0.68464,0.42179,0.22411,0.22125,0.22857,0.29554,0
2016-12-12,"Standard","Essence",9.77636,2,22.77273,3.096,14.65018,30.56345,5.53891,10,5.04764,8.75745,10.93709,4.36309,18.12527,2,14.02636,1,1.49782,63.57255,4.52491,9.08655,77.56236,31.35673,47.05527,45,0.23091,0.22364,0.30582,0.23091,0.23091,0.23091,0.23964,0.23582,1,1,0.47273,1,1,1,3.34109,1,1,0.99691,1,1,1.02709,1.04036,1,1,0.82618,0.932,2.39,1,1,3,1,4.43709,1,2.17618,11.44945,1,1.68927,1.62673,2.15727,3,9.78327,3,1,4.78327,1,1,17.71636,1.03364,3,1,0.62618,0.97491,0.73145,0.62709,0.37873,0.44255,0.60109,1,0.58564,0.83818,0.43945,0.936,1,0.86127,0.45764,0.53582,0.42545,0.536,0.40964,0.40545,0.25091,0.444,0.41073,0.32055,0.40018,0.39727,0.406,0.25509,0.23091,0.28164,0.30273,0
2016-12-13,"Standard","Essence",7.93875,2,20.47661,3,13.82161,22.65286,5.26018,10,5,8.19696,11.78054,3.14321,16.13911,2.01482,13.33554,1,1.12196,50.91911,3.54643,8.19929,80.32018,30.745,47.87929,44.94518,0.23536,0.22929,0.25161,0.23536,0.23536,0.23536,0.23732,0.23821,1,1,0.55839,1,1,1,3.83929,1,1,0.99732,1,1,1.18196,1,1,1,0.92196,0.99661,2.35393,1,1,2.97857,1,3.94625,1,2,9.90161,1,1.74857,1.80714,2.48339,3,9.51339,3,1.07,4.74071,1,1,17.05393,1,3,1,0.99214,1,0.76232,0.89661,0.43393,0.45,0.82875,1,1,1,0.62536,1,1,0.71214,0.46893,0.47125,0.3325,0.62464,0.40446,0.315,0.25643,0.42446,0.28554,0.32643,0.41286,0.42589,0.41911,0.23732,0.23536,0.23982,0.28286,0
2016-12-14,"Standard","Essence",8.24982,2,23.24982,3.05127,13.91545,21.48691,4.93891,9.99636,5,8.41291,12,3.392,16.34073,2.48327,13.976,1,1.00473,58.274,4.59509,8.27964,85.51764,32.42,49.34782,44.36509,0.26582,0.29927,0.38927,0.28145,0.25364,0.24964,0.26036,0.29109,1,1,0.84982,1.62727,1,1,3.98327,1,1,1,1,1,1.052,1.00836,1,1,0.99818,1,2.46455,1,1,3,1,3.78236,1,2,9.21909,1.03,2.25109,2,2.31855,3.18509,9.11673,3.00036,1.62382,4.76618,1,1,16.32291,1.824,3,1,1,1,0.95582,0.93964,0.47418,0.44636,0.978,1,0.63364,1,0.77091,1,1,0.92236,0.49073,0.55764,0.72582,0.73836,0.46509,0.566,0.37255,0.44636,0.46182,0.642,0.49527,0.45818,0.64618,0.28309,0.26055,0.27091,0.31927,0
2016-12-15,"Standard","Essence",7.62804,2,24.10143,2.91321,14.09125,28.33018,4.98679,10,5,9.18589,12,3.70732,16.72714,2.40821,14.25857,1,1.69268,60.50018,5,9.36643,83.64607,34.87732,46.98857,41.59589,0.35839,0.41321,0.44071,0.39893,0.33089,0.26339,0.34321,0.39696,1,1,0.95089,2,1,1,3.28732,1,1,1,1,1,1.00036,1,0.99946,1,0.99482,1,1.65714,1,1,3,1,3.68911,1,2,9.72893,1.03768,2.01839,2,2.41036,3.32071,9.07875,3.00232,1.41911,4.87214,1,1,15.50196,1.97107,3.05857,0.99625,0.98804,1,0.89875,1,0.61589,0.46946,0.98696,1,0.70964,0.98036,0.87679,0.93482,0.99982,0.97107,0.52286,0.63161,0.69571,0.74786,0.63125,0.88018,0.44286,0.52679,0.4925,0.73036,0.56857,0.76375,0.93643,0.42321,0.38625,0.30554,0.35929,0
2016-12-16,"Standard","Essence",8.18764,2,24.92036,2.94818,14.40873,28.86255,5.06818,10,5,10.51691,12.99727,4.57545,16.74636,2.25073,14.46764,1.01691,1.70273,60.90255,5.00545,8.76109,83.43291,35.03091,46.85291,40.26727,0.31927,0.394,0.41836,0.32964,0.26673,0.26491,0.32382,0.29982,1,1,0.60764,1.67345,1,1,2.90109,0.99873,0.97036,0.97855,1,0.98982,1.14236,1,0.92491,1,0.90691,0.96345,3.06236,1,1,2.99745,1,2.86309,1,2,7.66745,1.05745,2.28709,1.882,2.65,3.18909,8.68764,2.85545,1,4.63255,1,1,14.166,1.92909,3.27873,0.96164,0.70945,1,0.51873,0.91,0.372,0.44436,0.76473,1,0.52291,0.94691,0.54764,0.52455,1,0.95564,0.526,0.46727,0.39309,0.506,0.43691,0.72836,0.39455,0.47909,0.432,0.70091,0.46509,0.41327,0.89509,0.378,0.39745,0.27364,0.332,0
2016-12-17,"Standard","Essence",9.48571,2,25.83018,3.75839,14.96786,30,5.04732,10,5,8.99911,14.14268,4.99679,15.65536,2.55304,14.92804,1.22232,2,59.95,5,11.17804,82.46071,34.5575,49.01536,39.91054,0.26393,0.28214,0.36268,0.31589,0.26554,0.26554,0.26554,0.33643,1,1,0.44339,1,1,1,1.91821,1,0.87357,0.81696,1,0.95036,1.07732,1,0.88768,1,0.86268,0.76339,2.51554,1,1,3.20554,1,4.17786,1,2,9.055,1.45196,2.70411,1.07946,4.27982,2.97857,7.15893,2.97732,1,4.02607,1,1,12.78036,1.855,3.00929,0.96482,0.80911,0.98607,0.51911,0.85036,0.41393,0.44911,0.89839,0.98518,0.51179,0.67304,0.47089,0.46696,0.99696,0.98821,0.53054,0.41679,0.28446,0.43893,0.33607,0.39036,0.27518,0.45232,0.33339,0.57464,0.45304,0.31125,0.79893,0.27214,0.27464,0.23554,0.3325,0
