"Day","Date","League","Type","Chayula.s.Breachstone","Divine.Vessel","Eber.s.Key","Esh.s.Breachstone","Fragment.of.the.Chimera","Fragment.of.the.Hydra","Fragment.of.the.Minotaur","Fragment.of.the.Phoenix","Inya.s.Key","Mortal.Grief","Mortal.Hope","Mortal.Ignorance","Mortal.Rage","Sacrifice.at.Dawn","Sacrifice.at.Dusk","Sacrifice.at.Midnight","Sacrifice.at.Noon","Splinter.of.Chayula","Splinter.of.Esh","Splinter.of.Tul","Splinter.of.Uul.Netol","Splinter.of.Xoph","Tul.s.Breachstone","Uul.Netol.s.Breachstone","Volkuur.s.Key","Xoph.s.Breachstone","Yriel.s.Key","Chayula.s.Charged.Breachstone","Chayula.s.Enriched.Breachstone","Chayula.s.Pure.Breachstone","Esh.s.Charged.Breachstone","Esh.s.Enriched.Breachstone","Esh.s.Pure.Breachstone","Tul.s.Charged.Breachstone","Tul.s.Enriched.Breachstone","Tul.s.Pure.Breachstone","Uul.Netol.s.Charged.Breachstone","Uul.Netol.s.Enriched.Breachstone","Uul.Netol.s.Pure.Breachstone","Xoph.s.Charged.Breachstone","Xoph.s.Enriched.Breachstone","Xoph.s.Pure.Breachstone","Timeless.Eternal.Emblem","Timeless.Eternal.Empire.Splinter","Timeless.Karui.Splinter","Timeless.Maraketh.Emblem","Timeless.Maraketh.Splinter","Timeless.Templar.Emblem","Timeless.Templar.Splinter","Timeless.Vaal.Emblem","Timeless.Vaal.Splinter","Fragment.of.Constriction","Fragment.of.Emptiness","Fragment.of.Enslavement","Fragment.of.Eradication","Fragment.of.Knowledge","Fragment.of.Purification","Fragment.of.Shape","Fragment.of.Terror"
54,"2018-01-30","Abyss","Fragment",169.54152,1,8.79078,6.99288,18.01207,7.06318,15.42672,16.8398,26.70667,2.96483,45.16239,54.29916,6.51762,1,1,2.62341,1,1.50189,0.07801,0.07358,0.14286,0.16548,7,11.18138,37.69642,13.92168,18.06567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,"2018-01-31","Abyss","Fragment",166.9531,1,9,6.99804,18,7,15.48152,16.45339,27.98353,2.88268,45.13628,59.84847,6.24458,1,1,2.69317,1,1.50521,0.0806,0.07511,0.14286,0.16153,7,11.98337,38.02151,13.89117,19.28534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,"2018-02-01","Abyss","Fragment",167.65125,1,9,6.87482,18,7,15.55161,16.63003,30.8507,2.95727,45.41887,57.97673,6.01923,1,1,2.58057,1,1.5,0.08319,0.0858,0.14286,0.16331,6.95798,11.98489,39.17314,13.41847,19.94542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,"2018-02-02","Abyss","Fragment",169.81449,1,8.89496,6,18.2482,6.98541,15.22389,16.81285,39.98768,2.49996,45.70773,53.69887,5.10232,1,1,2.99391,1,1.5,0.0834,0.08674,0.14286,0.1642,6.73578,11.80335,39.58308,13,19.31296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,"2018-02-03","Abyss","Fragment",170.62318,1,8.67969,6,18.44999,6.97442,15.40838,16.12066,41.12456,2.15015,46.60865,52.05578,5.03285,1,1,3,1,1.5,0.08324,0.08573,0.14286,0.16121,6,11.00615,39.2186,12.89022,18.46595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,"2018-02-04","Abyss","Fragment",170.52536,1,8.92873,5.96626,18.00109,6.44506,15.90221,16.52131,39.98928,2.21594,49.21025,50.8355,5.02451,1,1,3,1,1.54253,0.08234,0.08781,0.14286,0.16142,6,11.25138,38.19376,12.65723,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,"2018-02-05","Abyss","Fragment",170.19002,1,8.99524,5.96031,17.99113,6,15.59045,16,39.99041,2.28341,49.9266,50.03261,5.70806,1,1,3,1,1.50013,0.08468,0.09063,0.14286,0.16328,6.14921,11.39176,38.93773,12.77833,18.99303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,"2018-02-06","Abyss","Fragment",172.84728,1,9,6,18.14051,5.98077,15.79073,16,39.98219,2,50.11852,51.15652,5.59472,1,1,3,1,1.54199,0.08593,0.09055,0.14321,0.16272,6.24779,11.07431,39,13.15869,19.10504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,"2018-02-07","Abyss","Fragment",178.77376,1,8.84611,6,18.68782,5.60731,16,16.49915,40.14743,2,53.53117,50.78256,5.41111,1,1,2.99931,1,1.5028,0.08741,0.09025,0.1427,0.16078,6.71853,11.02769,39.08073,12.87361,19.5677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,"2018-02-08","Abyss","Fragment",179.89868,1,9.00627,6,19.06086,6.44962,16.358,16.59329,40,2.06685,54.20183,52.59517,5.89498,1,1,3,1,1.51032,0.08277,0.09018,0.14266,0.1564,6.98942,11,39.95624,13,19.49606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"2018-02-09","Abyss","Fragment",186.10778,1,9.75703,6.08037,19.27187,6.77441,16.90077,16.07408,39.99669,2.18101,57.8721,54.22576,5.49954,1,1,3,1,1.55719,0.08685,0.09045,0.14286,0.1552,7,11.31359,40.04341,12.98582,19.10883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,"2018-02-10","Abyss","Fragment",186.73259,1,10,6.28206,19.5118,6.43722,16.50251,15.81224,40,2.85365,59.00397,57.04183,6,1,1,2.96725,1,1.75757,0.08696,0.09091,0.14286,0.1509,6.83219,11.87442,43.48217,12.61037,19.4016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,"2018-02-11","Abyss","Fragment",183.68947,1,9.98012,6,19.08781,5.71587,16.26655,16,40,2.02783,60.01488,61.30655,6,1,1,2.99606,1,1.82708,0.08674,0.09048,0.14286,0.15732,6.02388,12,50.58291,12.92109,19.25219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,"2018-02-12","Abyss","Fragment",184.01509,1,9.99491,6,19.16235,5.61466,16,15.94639,40.14976,2.0013,60.10146,62.40117,6,1,1,2.98599,1,1.9101,0.08235,0.0907,0.14286,0.1595,6,12,50.88186,12.87742,19.35036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"2018-02-13","Abyss","Fragment",182.8853,1,9.99191,6,19.89492,5.44442,16,15.66963,40.4582,2.18952,69.7227,60.04886,5.99724,1,1,3,1,1.63378,0.08298,0.09091,0.14286,0.15629,6,12,54.53781,13,19.95111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,"2018-02-14","Abyss","Fragment",181.88678,1,9.43348,6,20,6,15.92917,16.04021,40.64157,2.05503,74.97973,58.64176,5.65893,1,1,2.99952,1,1.51216,0.08272,0.09088,0.14516,0.15914,6,12.05994,54.18868,12.96487,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"2018-02-15","Abyss","Fragment",183.17519,1,9.23429,6,20,6,15.44683,16.65985,40.21666,2,80.90075,60,5,1,1,3,1,1.71325,0.07934,0.09091,0.16068,0.16218,6,12,54.83325,12.3535,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,"2018-02-16","Abyss","Fragment",181.64786,1,9.37231,5.96226,20,5.96991,15.03489,16.42155,40.50723,2.01123,85.0073,60,5,1,1,3,1.00045,1.57323,0.08015,0.0908,0.15904,0.16567,6,12,54.74705,12.7732,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"2018-02-17","Abyss","Fragment",181.90267,1,9.98685,5.99328,20.15587,6,15.70904,16.09231,42.86811,2,85.98442,61.28303,5,1,1,2.97775,1,1.64136,0.08285,0.09018,0.16103,0.16664,6,12,54.22103,12.96677,20.25513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,"2018-02-18","Abyss","Fragment",181.94925,1,10.04845,5.92461,20.8445,6,15.96061,16.73275,44.21221,2,86.85049,63.34922,5,1,1,3,1,1.83572,0.08598,0.09079,0.16437,0.16638,6,12,57.12599,12.88907,21.89649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,"2018-02-19","Abyss","Fragment",181.86741,1,11.26996,5.84088,21.11703,6,16.00404,17,45.89223,2,84.50565,67.51353,5,1,1,3.06749,1,1.73948,0.08727,0.09087,0.15748,0.16465,6,12,57.87435,12.55669,22.14135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,"2018-02-20","Abyss","Fragment",180.83634,1,11.95362,5.38433,22.79379,6,16.03061,17,52.64987,2,90.26269,80.77573,5,1,1,3.14116,1,1.65145,0.08857,0.09091,0.1646,0.16656,6,12,56.87866,12.91595,23.52596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"2018-02-21","Abyss","Fragment",183.32223,1,12.71081,5.76222,22.22735,5.90777,16.29069,17,54.61939,2.00264,90.10432,83.54389,5.33258,1,1,3.42402,1,1.9589,0.08335,0.09078,0.1664,0.16663,5.98743,11.58914,59.06457,12.78484,24.51955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,"2018-02-22","Abyss","Fragment",185.82682,1,13.74811,6,21.89028,5.34416,15.91814,16.19498,54.48243,2.28548,89.60611,85.71874,5.48986,1,1,3.39073,1.14545,1.94864,0.08348,0.09061,0.16667,0.17229,5.98944,11.70517,60.25839,12.88634,26.07812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,"2018-02-23","Abyss","Fragment",188.65252,1,12.85666,6,21.69869,5.01057,15.98113,16,53.79288,2.09417,88.07524,84.10608,5.7953,1,1,3.44915,1,1.89937,0.08323,0.09037,0.16667,0.17605,5.93348,11.62291,59.59817,12.89746,28.27381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"2018-02-24","Abyss","Fragment",189.84114,1,12.31808,6,22,5.04063,15.97465,15.95846,50.34966,2.11267,91.58219,82.80897,5.11569,1,1,4.00999,1,1.82194,0.08314,0.08944,0.16667,0.16995,6,11.46847,58.08637,12.80156,27.50261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,"2018-02-25","Abyss","Fragment",191.69166,1,12.8601,6,22,5.06321,15.94114,15.49922,47.95042,2.48279,91.02251,89.64473,5.00835,1,1,3.96226,1,1.84847,0.08486,0.09075,0.16667,0.16951,6,12.01965,62.90011,12.87047,27.67807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,"2018-02-26","Abyss","Fragment",198.85307,1.66667,12.25748,5.95897,22.40444,5.04296,16.10109,15.91085,47.18326,2.57263,98.06007,91.24016,5.28643,1,1,3.50147,1.00412,1.36681,0.08396,0.0952,0.16799,0.17002,5.99922,11.08956,62.80445,13.13673,27.72172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"2018-05-04","Bestiary Flashback","Fragment",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"2018-05-05","Bestiary Flashback","Fragment",0,1,1.24525,12.65,0,0,0,0,20,3,29.36558,11,2,1,1,4.00247,1,1,0.16586,0.15078,0.51291,0.19796,14.545,30,0,15.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"2018-05-06","Bestiary Flashback","Fragment",92.3724,1,4.00489,9,50,25,16.8702,25,13.80365,2,12.82298,9,2,1,1,4,1,0.96707,0.125,0.11111,0.25,0.125,8.00944,29.1,30.13266,9,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"2018-05-07","Bestiary Flashback","Fragment",117.23904,1,4,8.21354,15,25,16.76673,26.0949,13.8434,2,14,10.9808,5.11953,1,1,4,1,1,0.11111,0.1,0.22222,0.11347,7,30.37574,19.58028,9,43.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"2018-05-08","Bestiary Flashback","Fragment",114.01178,1,3,7,15,17.88293,22.67026,26.01487,13.53464,3,15,14.99612,5,1,1,3,1,1,0.11111,0.09813,0.25,0.11997,7,28.21168,15,10,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,"2018-05-09","Bestiary Flashback","Fragment",135.8069,1,2.56697,7,16.27125,20,20,22.955,14,3,15,15,5,1,1,3.4038,1,1,0.10406,0.0889,0.27366,0.1177,7,23.30022,14.1441,10,22.99417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,"2018-05-10","Bestiary Flashback","Fragment",140,1,4,5,15.18086,19,18,20,15,4,14,14,5,1,1,3.5,1,1.29538,0.09996,0.09085,0.26185,0.12253,5,20,15,10,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,"2018-05-11","Bestiary Flashback","Fragment",148,1,4.91087,5,15.39327,17.75487,17.10501,20,15.56633,4,14.32595,14,5,1,1,3,1,1.08955,0.1,0.09091,0.25,0.125,4,16,15,9,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,"2018-05-12","Bestiary Flashback","Fragment",139,1,5,5,16.19904,17.71904,18,20.6683,15,4,15,14,5,1,1,3,1,1,0.09091,0.08333,0.2,0.11863,4,15,15,8.33416,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,"2018-05-13","Bestiary Flashback","Fragment",130,1,5,5,17,19.05208,16.70601,20.95077,15,4,15.46383,14,5.14817,1,1,3,1,1,0.09091,0.08333,0.2,0.11157,4,13,13.39744,8.70301,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"2018-05-14","Bestiary Flashback","Fragment",112.9536,1,5,5,17.69015,18,16,19,15.00324,4,16,14,6,1,1,3,1,1,0.08333,0.08333,0.2,0.11111,4,11,14,8,18.1303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,"2018-05-15","Bestiary Flashback","Fragment",105.77719,1,5,4.07122,19,17.12949,16,19,16.01944,4,16,15,6.42114,1,1,3,1,1,0.08333,0.08333,0.2,0.1117,5,11,14,9,18.80532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"2018-05-16","Bestiary Flashback","Fragment",105,1,5,4.4239,20,16,16.55424,18.87454,15,5,15,15,7,1,1,3,1,1,0.08333,0.08333,0.2,0.11111,4.91959,11,13.58236,9,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,"2018-05-17","Bestiary Flashback","Fragment",108.54808,1,5,5,20,16,16,18.86398,15.90778,5,16,15,7,1,1,2,1,1,0.08333,0.08333,0.2,0.11111,4.56528,10,14,9,18.89787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"2018-05-18","Bestiary Flashback","Fragment",105,1,5,5,21,16,16.7322,19,18,5,16,17.1168,6.78606,1,1,2,1,1,0.08333,0.08333,0.16667,0.11111,5,10,13.29032,9,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"2018-05-19","Bestiary Flashback","Fragment",108.06456,1,5,5,20,16,17,18,18,5,15,22,10,1,1,2,1,1,0.08333,0.08333,0.16667,0.11111,5,9,13,8.99403,46.8883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,"2018-05-20","Bestiary Flashback","Fragment",107.28065,1,5,5,20,16,16,18,18.40323,5,15,22,15,1,1,2.71277,1,1,0.08333,0.08252,0.16667,0.11111,5,8,13,8,50.22871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,"2018-05-21","Bestiary Flashback","Fragment",110,1,5,5,19,15,15,18,33.42796,5,15,22,15,1,1,3,1,1,0.08333,0.08333,0.16667,0.11111,5,8.06233,13.80512,8,44.64632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,"2018-05-22","Bestiary Flashback","Fragment",110.26136,1,5,5,18.11749,14,14.15558,17,57.7241,5,15.57653,23,15,1,1,2.5,1,1,0.08333,0.08333,0.16667,0.11111,5,8,14.06118,8,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,"2018-05-23","Bestiary Flashback","Fragment",115.15856,1,5,5,17,12,12.0694,16,59,5,18,25.19126,14.7382,1,1,2.90107,1,1,0.08333,0.08333,0.16667,0.11111,5,9,14.36512,8,46.56364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,"2018-05-24","Bestiary Flashback","Fragment",125,1,7.36245,5,17,12,12,16,60,5,19,33.17782,15,1,1,2.5,1,1,0.08333,0.08333,0.16667,0.11111,5,9,19.17073,9,44.57934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,"2018-05-25","Bestiary Flashback","Fragment",146.06202,1,9.04238,5,16,12,13.07966,16,61.61348,5,20.0287,31.61468,15,1,1,2,1,1,0.08333,0.08333,0.16667,0.11111,5,9,20.57855,9,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,"2018-05-26","Bestiary Flashback","Fragment",150,1,12,6,16.21983,13,14,16,64.76667,5,22.55878,32.24031,15,1,1,2.5,1,1,0.08333,0.08333,0.16667,0.12382,5,9,28,9,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"2018-05-27","Bestiary Flashback","Fragment",170,1,12,6,16.84868,13.10444,13.25512,16,64.20993,5,23.94929,31.90838,16,1,1,2.66288,1,1.33333,0.08333,0.08333,0.16667,0.1247,5,9.77855,43.39759,9,44.29254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"2018-05-28","Bestiary Flashback","Fragment",210,1,15,6,17,13,12,16,63.74797,5,24.34389,34.35584,15.86892,1,1,2.79753,1,1.5,0.08333,0.08333,0.16667,0.11111,5,10.32184,43.99512,10,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"2018-03-02","Bestiary","Fragment",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"2018-03-03","Bestiary","Fragment",300,1.28639,8.12098,10.94232,0,0,100,0,18.9592,3.76108,30.93164,11.71713,3.27937,1.0021,1,3.42173,1.00417,0.98561,0.36922,0.73756,0.98022,0.66928,14.75714,31.98302,7.15,36.62598,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"2018-03-04","Bestiary","Fragment",156.76645,1,4.09418,13.38405,40.53161,41.75495,72.64766,36.10684,11.26375,2,15.92278,10.0427,2.1559,1,1,2.97591,1,0.8733,0.24682,0.16668,0.28683,0.20892,13.05251,22.60199,8.15209,25.37897,11.15662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"2018-03-05","Bestiary","Fragment",113.88064,1,2.98416,20.32387,18.1296,24.5507,23.15855,21.05516,6.04268,2,20.67149,17.74386,2.90904,1,1,2.05556,1,0.96916,0.16615,0.15159,0.25663,0.16413,17.71752,25.06944,8.12538,18.47911,15.21968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"2018-03-06","Bestiary","Fragment",124.76511,1,3,22.84969,13.96062,17.74168,20.71029,16.79011,3.30083,2,24.64085,18.89393,3.38796,1,0.98822,2,1,1,0.18704,0.16052,0.25464,0.16667,21.44099,36.78852,8.81418,20.45683,14.60654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,"2018-03-07","Bestiary","Fragment",160.99859,1,3,24.8364,12.97374,17.29387,18.64639,17.92166,3.39091,2,23.39714,16.80716,4,0.9548,0.87069,1.98369,1,1.08781,0.18654,0.16473,0.30125,0.17063,22.66267,38.52957,9.13431,24.18923,14.72315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,"2018-03-08","Bestiary","Fragment",188.7127,1,3,23.23794,13.38237,15.87726,14.82447,17,3.82718,2,24.2147,16.95533,4.63516,0.98194,0.94336,1.99066,1,1.44555,0.18472,0.16535,0.25,0.19944,22.21913,46.87267,11.17505,24.73885,13.07534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
