"Day","Date","League","Type","Anatomical.Knowledge","Ancient.Waystones","Apparitions","Assassin.s.Haste","Atziri.s.Reign","Blood.Sacrifice","Brawn","Brittle.Barrier","Brute.Force.Solution","Careful.Planning","Cheap.Construction","Chill.of.Corruption","Clear.Mind","Coated.Shrapnel","Cold.Steel","Collateral.Damage","Combustibles","Conqueror.s.Efficiency","Conqueror.s.Longevity","Conqueror.s.Potency","Corrupted.Energy","Dead.Reckoning","Efficient.Training","Eldritch.Knowledge","Emperor.s.Cunning","Emperor.s.Mastery","Emperor.s.Might","Emperor.s.Wit","Energised.Armour","Energy.From.Within","Fertile.Mind","Fevered.Mind","Fight.for.Survival","Fireborn","First.Snow","Fluid.Motion","Fortified.Legion","Fragile.Bloom","Fragility","From.Dust","Frozen.Trail","Grand.Spectrum","Growing.Agony","Hair.Trigger","Hazardous.Research","Healthy.Mind","Hidden.Potential","Hotfooted","Hungry.Abyss","Inertia","Inevitability","Inspired.Learning","Intuitive.Leap","Izaro.s.Turmoil","Lioneye.s.Fall","Malicious.Intent","Mantra.of.Flames","Martial.Artistry","Might.and.Influence","Might.in.All.Forms","Mutated.Growth","Omen.on.the.Winds","Overwhelming.Odds","Pacifism","Pitch.Darkness","Poacher.s.Aim","Powerlessness","Primordial.Eminence","Primordial.Harmony","Primordial.Might","Pugilist","Pure.Talent","Rain.of.Splinters","Rapid.Expansion","Reckless.Defence","Ring.of.Blades","Rolling.Flames","Sacrificial.Harvest","Self.Flagellation","Shattered.Chains","Soul.s.Wick","Spire.of.Stone","Spirit.Guards","Spirited.Response","Spreading.Rot","Static.Electricity","Steel.Spirit","Sudden.Ignition","Survival.Instincts","Survival.Secrets","Survival.Skills","The.Anima.Stone","The.Blue.Dream","The.Golden.Rule","The.Green.Dream","The.Green.Nightmare","The.Long.Winter","The.Red.Dream","The.Red.Nightmare","The.Vigil","To.Dust","Unending.Hunger","Unstable.Payload","Vaal.Sentencing","Violent.Dead","Volley.Fire","Warlord.s.Reach","Watcher.s.Eye","Weight.of.Sin","Weight.of.the.Empire","Wildfire","Winter.s.Bounty","Winter.Burial","Might.of.the.Meek","Combat.Focus","Tempered.Flesh","Tempered.Mind","Tempered.Spirit","The.Blue.Nightmare","Transcendent.Flesh","Transcendent.Mind","Transcendent.Spirit","Unnatural.Instinct","Brutal.Restraint","Divide.and.Conquer","Elegant.Hubris","Fortress.Covenant","Glorious.Vanity","Lethal.Pride","Militant.Faith","Quickening.Covenant","Army.of.Bones","Thread.of.Hope"
21,"2017-12-28","Abyss HC","UniqueJewel",4.89579,0.94877,0.23982,0.25088,0.98737,0.23982,0.43772,0.32053,0.98105,0.98333,0.2807,2,2,0.24579,0.75684,0.74912,0.49281,0.32211,0.24035,0.39316,1.13561,4.32123,1.99158,0.38614,13.04421,118.41053,25,64.48018,0.37667,33.87614,0.76807,2.67544,0.93982,2.87246,0.9993,0.73298,0.24105,0.23982,12.44439,0.99649,0.91228,4.98684,0.24333,0.23982,0.47772,0.98035,1.52912,0.23982,1.65737,0.81825,0.44158,64.88105,8.02421,1,28.95158,0.23982,0.97456,0.24509,0.41509,0.78246,0.39544,0.54789,0.67123,0.92807,1.33596,0.68509,0.94333,0.9707,2.96947,74.4086,0.23982,6.90404,0.98491,0.34596,3.38737,0.92596,0.39772,1,1,0.25596,0.97246,0.97368,0.23982,0.55018,0.97877,0.99526,0.24491,0.31298,0.23982,0.23982,0.23386,86.31158,27.89491,0.39667,83.05351,0,6.50614,309.5607,0,0.49772,5.57105,11.05333,0.98035,0.80316,0.79351,0.86754,0.24123,44.7686,0.34667,0.46456,1.23772,0.31298,0.69842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,"2017-12-29","Abyss HC","UniqueJewel",4.68719,0.9986,0.24,0.24825,0.93719,0.24,0.30018,0.36737,0.9986,0.97912,0.25544,2,2,0.24,0.94228,0.92456,0.40105,0.42807,0.24,0.3586,1.17281,4.85386,1.99561,0.3986,11.93228,100.53912,24.87368,60.75772,0.26526,34.9714,0.92982,1.99386,0.90772,2.95754,0.99912,0.68561,0.25596,0.24,12.42807,1,0.96772,5,0.24,0.24,0.28702,0.9993,1.04719,0.24,2,0.47649,0.61298,69.07772,7.86158,1,28.55544,0.24,0.8986,0.26175,0.72474,0.75491,0.44316,0.55561,0.92246,0.91772,0.98895,0.64211,0.9993,1,2.98421,68.48667,0.24,6.41123,0.8786,0.24737,3.00965,0.90737,0.42807,1,0.99737,0.24,0.44789,0.90544,0.24,0.47439,0.94053,0.98281,0.24,0.24772,0.24,0.24,0.24,84.37719,29.98333,0.37912,75.54737,0,6.25526,312.25684,0,0.92649,5.20281,11.7814,0.82456,0.85421,0.59561,0.74421,0.28702,45.2493,0.38386,0.95491,1.2286,0.24579,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,"2017-12-30","Abyss HC","UniqueJewel",5.95368,1,0.25561,0.26193,0.73561,0.24,0.24,0.31912,0.91702,0.99579,0.24491,1.95649,1.98158,0.24123,0.72702,0.91789,0.26737,0.38088,0.24,0.39053,1.02088,4.5886,1.99105,0.39018,15.5714,125.28035,24.10632,51.40965,0.26281,31.85368,0.98509,1.71842,0.99211,2.91175,0.97596,0.40825,0.24158,0.24,11.89947,0.98842,0.99228,4.40018,0.32614,0.24,0.31649,1.00228,1,0.24,1.08842,0.52053,0.78614,66.30772,8.18737,1,30.6093,0.2486,0.90719,0.39561,0.70386,0.73737,0.42088,0.91702,0.84018,0.3986,1.00158,0.55175,0.95702,0.95,2.79561,67.08632,0.24421,6.61351,0.50404,0.33702,3,0.83316,0.59965,1,0.9014,0.24,0.59947,0.99579,0.24,0.37193,0.65649,0.96105,0.24596,0.24246,0.24,0.25807,0.24,79.32912,28.9793,0.40702,68.33158,0,4.77526,307.18421,0,0.91,5.15649,11.26053,0.70842,0.9407,0.80123,0.8,0.24035,50.20298,0.37737,0.97,1.0807,0.3307,0.78632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"2017-12-31","Abyss HC","UniqueJewel",6.34123,1,0.24,0.24,0.85491,0.26684,0.24702,0.32088,0.99842,0.99421,0.24053,1.67965,2,0.24,0.34825,1,0.27386,0.42825,0.24544,0.38965,1.10211,4.40281,1.99842,0.39018,17.26825,130.09719,24.28614,41.06404,0.24,31.04193,0.99211,1.98895,0.90737,2.72158,1,0.45281,0.24,0.24,11.04456,0.9914,0.99982,4.95421,0.32684,0.24,0.26614,5.13,1,0.24,1.08649,0.98789,0.50053,64.04684,9.27053,1,32.96105,0.24,0.93684,0.34754,0.79018,0.55228,0.49281,0.97386,0.9914,0.53842,1.12228,0.67509,1,0.89105,2,66.84965,0.26158,7.33456,0.69561,0.39158,3.62,0.98123,0.38123,1,1,0.24,0.64088,1,0.24,0.25333,0.55018,0.97667,0.24,0.24596,0.24,0.27421,0.24,76.45579,28.02737,0.24,61.57053,0,5.30982,382.72316,0,0.81509,4.96404,11.69088,0.41807,0.87684,0.49737,1,0.24,55.5486,0.39,0.78789,1,0.24,0.98737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"2018-01-01","Abyss HC","UniqueJewel",5.03179,1,0.24,0.23946,0.79964,0.25196,0.24839,0.39018,1,1,0.23946,1.06911,2.02,0.23946,0.23946,0.99286,0.24179,0.39946,0.23946,0.44393,1,4.09982,1.9875,0.38857,15.91018,130.49143,24.74786,55.31107,0.23946,29.91036,0.99321,2,0.99982,2.44018,0.99482,0.70321,0.24571,0.23964,9.61179,0.98857,1,5,0.34857,0.23946,0.27393,5.78625,1,0.23946,1.00304,0.8675,0.54714,64.07518,9.45625,1,39.63411,0.24804,0.99179,0.45107,0.80786,0.42411,0.63339,0.68232,0.98375,0.93125,1.16286,0.47375,1,0.93089,2,68.53018,0.2425,7.58661,0.47018,0.27607,3.34964,0.91143,0.50393,1,1,0.23946,0.62268,1,0.23946,0.32036,0.68161,0.99839,0.2625,0.23946,0.23946,0.365,0.24,79.20429,29.70054,0.23946,75.24339,0,4.52589,531.2925,0,0.81393,5,12.24339,0.39196,0.82607,0.39304,0.98571,0.23946,68.40857,0.40304,0.94268,1,0.23946,0.8175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,"2018-01-02","Abyss HC","UniqueJewel",5.0825,1,0.23804,0.23786,0.44964,0.33982,0.24732,0.38946,1,0.97429,0.29821,1.69911,2,0.23804,0.27304,0.93232,0.25821,0.43071,0.30464,0.56625,1,4.03911,1.33911,0.24714,16.04375,145.585,25.90464,36.38518,0.23857,26.00196,0.99714,2.12304,0.99946,2.85393,0.98982,0.63179,0.32286,0.30018,7.99107,0.98875,0.98679,4.27,0.39304,0.23804,0.32929,4.86393,1,0.23804,0.77339,0.41446,0.41839,68.38554,10,1.84929,51.68339,0.27946,1,0.31143,0.90875,0.45161,0.55929,0.68732,0.92696,0.7775,1.78982,0.44125,0.99196,1,1.99946,69.855,0.23804,8.59875,0.395,0.23804,4.78732,0.98554,0.74357,1,0.99375,0.23875,0.45375,1,0.34,0.25375,0.69732,1,0.34125,0.28214,0.23804,0.23804,0.23804,84.29179,32.51536,0.23804,65.52732,0,3.82786,457.5075,0,0.91661,4.65732,14.72589,0.38946,0.77196,0.52679,0.90964,0.23804,52.62857,0.54268,0.96,1,0.23804,0.87893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,"2018-01-03","Abyss HC","UniqueJewel",5.86768,1,0.23768,0.23768,0.68964,0.37411,0.24393,0.38732,1,0.95893,0.28286,1.50054,2.55571,0.23768,0.37589,0.74625,0.28946,0.33446,0.23768,0.23768,1,4.30893,1.81786,0.23768,15,238.56643,25.08839,31.31214,0.24821,22.995,0.88911,2,0.99429,2.62464,1,0.63107,0.38821,0.23768,7.97321,0.92232,1,4.77911,0.39643,0.23768,0.39036,5.62589,1,0.23768,0.65161,0.38839,0.34036,67.88571,9.56339,2,50.02,0.27643,1,0.30339,1,0.51821,0.42714,0.59679,0.72714,0.71125,1.01375,0.40089,0.97679,0.99446,2,69.23786,0.23768,13.265,0.47357,0.23768,4.67571,0.88232,0.38732,1,0.97982,0.23768,0.27964,1,0.43393,0.26054,0.83982,1,0.26214,0.26464,0.23607,0.23768,0.23768,83.42446,48.43143,0.23768,52.62875,0,3.03679,477.11571,1006.52174,0.95786,3.22625,14.83071,0.38732,0.78929,0.53375,0.92982,0.26179,53.11393,0.40875,0.895,1,0.23768,0.98732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"2018-01-04","Abyss HC","UniqueJewel",5.97055,0.98909,0.23073,0.23527,0.51945,0.38073,0.424,0.38855,0.99945,1,0.23091,1.316,2.55109,0.23073,0.36255,0.59291,0.56055,0.35909,0.23073,0.23073,1,3.13655,1.80418,0.23073,15.97618,240,25,28.206,0.29127,19.78909,0.97745,2,0.95109,2.71818,1,0.45145,0.39018,0.23073,8.12273,1,0.98145,4.11673,0.29655,0.23073,0.26,5.35182,1,0.23073,0.75636,0.54309,0.38436,63.43164,8.54855,2.19436,49.65109,0.30273,1,0.32582,0.97927,0.44709,0.40382,0.51255,0.968,0.87182,1.01527,0.45236,0.99855,0.99545,2,69.19018,0.23073,14.73236,0.57436,0.23073,3.99218,0.89764,0.41473,1,1,0.26455,0.45182,0.91982,0.43382,0.26945,0.67127,1,0.40964,0.23073,0.23073,0.23073,0.23073,79.05455,56.12636,0.25891,50.23727,0,3.73073,399.07364,0,1,4.92,11.84473,0.38855,0.77709,0.61673,0.778,0.23073,51.20909,0.38855,0.46,0.99745,0.23891,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,"2018-01-05","Abyss HC","UniqueJewel",5.02182,0.94327,0.23582,0.30727,0.51036,0.284,0.23727,0.51782,0.954,1,0.23582,1,1.67673,0.23582,0.38582,0.69727,0.24673,0.36055,0.23582,0.24873,1,3.91655,1.49909,0.348,16.58218,241.67873,25.39818,26.79091,0.23582,20.24455,0.87982,2,0.93982,2.37964,0.95364,0.40564,0.36291,0.23582,8.17018,1,0.98345,4.34964,0.27673,0.23582,0.39127,5.99891,1,0.23582,1,0.67945,0.49109,57.85891,9.07418,1.53491,51.96109,0.34673,1,0.28509,0.47236,0.52691,0.40564,0.58055,0.61291,0.94709,1,0.41945,0.98055,0.88455,2,65.18364,0.23582,14.042,0.66782,0.23582,4.27636,0.68145,0.39491,1,0.78345,0.27291,0.68764,0.92055,0.38273,0.32218,0.86255,1,0.42909,0.23582,0.23545,0.23582,0.23582,79.64309,53.92418,0.23582,52.29691,0,3.07164,272.13764,872.40417,1,4.94091,12.02436,0.38545,0.79291,0.76673,0.56291,0.23582,50.57909,0.54491,0.52582,0.99818,0.23582,0.84018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,"2018-01-06","Abyss HC","UniqueJewel",5.08364,0.95527,0.238,0.24636,0.65582,0.238,0.23909,0.59782,0.99964,1,0.238,1.076,1.20309,0.238,0.70673,0.56964,0.238,0.38182,0.238,0.23945,1,3.972,1.174,0.56764,12.87818,231.12473,26.55164,30,0.25709,20.12273,0.79073,1.99,0.99709,2,0.99382,0.66745,0.238,0.238,7.97218,1,0.99218,4.23527,0.238,0.238,0.42582,6.84436,1,0.238,0.99745,0.49255,0.44418,61.98745,9.08327,1,53.08836,0.28436,1,0.23964,0.68636,0.61909,0.528,0.33,0.73836,0.49855,1,0.39782,0.99891,0.99618,2,60.17491,0.238,13.86182,0.97691,0.25309,4.99945,0.938,0.67709,1,0.84473,0.238,0.59127,0.96109,0.32727,0.362,0.81073,1,0.34418,0.22582,0.20309,0.238,0.23509,71.95109,52.30127,0.238,57.32036,0,2.82,238.36655,836.46625,1,3.92655,11.088,0.372,0.77418,0.69309,0.68927,0.238,72.20564,0.62564,0.87018,0.98255,0.238,0.78127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,"2018-01-07","Abyss HC","UniqueJewel",5.43241,0.86981,0.23796,0.23796,0.77963,0.23796,0.27556,0.88519,1,1,0.23796,1,1.77093,0.23796,0.77907,0.71537,0.23796,0.25648,0.23796,0.3013,1,3.97852,1.72259,0.51481,7.97111,218.56981,26.33,30.42222,0.38259,21.09111,0.37315,1.80333,0.90907,2,0.99704,0.57093,0.23796,0.23796,7.73593,1,0.96833,3.80833,0.24111,0.23796,0.65019,6.03556,1,0.23796,0.84722,0.53222,0.47111,63.28056,8.94037,1.12185,49.4137,0.23907,1,0.24796,0.66148,0.68944,0.88315,0.40037,0.94167,0.37704,1,0.25667,1,0.96852,1.94704,60.39944,0.23796,15.30093,0.72204,0.23796,4.99741,0.73185,0.50444,1,0.78296,0.23796,0.28093,0.96352,0.36185,0.32574,0.93833,1,0.27444,0.23796,0.23019,0.23537,0.23796,72.70685,54.91481,0.23796,84.01,0,3.06056,227.23759,790.80296,1,3.91444,11.95185,0.42148,0.80796,0.59778,0.60426,0.24704,72.87241,0.7163,0.98185,0.99519,0.25537,0.94796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,"2018-01-08","Abyss HC","UniqueJewel",5.79574,0.50278,0.23259,0.16648,0.76981,0.23389,0.32722,0.92556,1,0.98667,0.23259,1.05444,1.14,0.23259,0.74333,0.44574,0.23259,0.295,0.2413,0.34241,1,4,2.59519,0.37222,7.72,242.0813,26.08333,31.68537,0.23389,20.12185,0.84185,1.97667,0.86,2.06204,0.99148,0.44815,0.23259,0.23556,7.03444,0.94519,0.99167,3.67722,0.23259,0.23259,0.30704,5.2013,1,0.23259,0.61519,0.44759,0.26648,56.30907,8.53,1.11741,48.68611,0.23259,1,0.24741,0.52574,0.65963,0.84519,0.34685,0.3813,0.4537,1,0.27444,0.99833,0.98963,1.705,60.4363,0.23259,15.35074,0.60167,0.23259,4.27944,0.94111,0.59889,1,0.89722,0.23741,0.37296,1,0.44611,0.23259,0.75,1,0.37056,0.25926,0.23148,0.23259,0.23259,70.63259,52.55093,0.23333,92.07019,0,3.78333,218.51333,785.94963,1,3.96981,10.89574,0.45556,0.90852,0.55407,0.95074,0.23259,60.69759,0.90963,0.76778,0.99593,0.24648,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,"2018-01-09","Abyss HC","UniqueJewel",7.6034,0.45717,0.23038,0.23038,0.7,0.23962,0.23679,0.72075,1,1,0.23038,1.69057,1.49189,0.23038,0.74528,0.55547,0.23981,0.32,0.23038,0.30057,1,3.95113,2.21132,0.3534,7.7,241.04642,25,30.80887,0.23038,20.59717,0.83472,1.9566,0.85566,2.10189,0.98038,0.35698,0.23038,0.23151,6.91,0.94509,0.95,2.0083,0.23038,0.23038,0.35717,5.03,1,0.23038,0.70717,0.27321,0.35585,55.57868,8.64434,1,45.29698,0.23038,1,0.23208,0.68849,0.44849,0.88057,0.40132,0.81887,0.48887,0.95208,0.37585,0.95547,1,1.9517,60.12906,0.23038,16.37019,0.66226,0.23038,4.49585,0.88962,0.28604,1,0.8734,0.37623,0.52755,0.99698,0.38849,0.23038,0.77642,0.73642,0.31925,0.25415,0.23038,0.23038,0.23038,72.36472,68.48472,0.24151,83.29792,0,3.65642,240.83396,0,1,3.97283,10.18094,0.54623,0.74943,0.36094,0.99075,0.23038,67.74698,0.59528,1,0.99981,0.30585,0.95189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"2018-01-10","Abyss HC","UniqueJewel",7.50315,0.45222,0.23,0.23,0.71593,0.23833,0.23,0.46426,0.94296,0.85167,0.23,1.38444,1.5537,0.23,0.7337,0.81593,0.4637,0.29611,0.23,0.32426,1,3.62722,1.58,0.41704,7.7,240,24.77722,26.80852,0.23,22.67241,0.76167,2.02148,0.96685,2.21259,0.99944,0.35,0.23,0.23,6.45574,0.76444,1,2.09926,0.23778,0.23,0.28315,4.57759,1,0.23,0.69,0.42352,0.65926,58.01926,8.39556,1,48.11074,0.23,1,0.26333,0.62296,0.71481,0.95944,0.46481,0.86778,0.55852,0.8737,0.34667,0.93167,1,1.70833,58.74,0.23,16.07704,0.68056,0.23,5,0.82796,0.25093,1,1,0.4163,0.67481,1,0.39648,0.23,0.56148,0.99741,0.32037,0.23,0.23,0.23,0.23,69.08278,66.97926,0.26463,119.73926,0,3.2137,319.51963,0,0.9487,3.96574,9.5587,0.69556,0.69148,0.46685,0.63648,0.23,56.15741,0.32111,0.83907,1,0.35,0.96778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,"2018-01-11","Abyss HC","UniqueJewel",7.72909,0.48036,0.23,0.228,0.75345,0.27436,0.26636,0.45945,0.96127,0.86309,0.26109,1.49545,1.56055,0.23,0.61836,0.808,0.53945,0.33745,0.23,0.32127,1,3.686,2.93418,0.39091,7.92218,236.20873,21.71127,25.77909,0.23036,23.08927,0.87382,2.06109,0.99836,2.10473,1,0.35,0.23,0.23,6.31036,0.92855,1,3.07364,0.23,0.23,0.31564,4.41182,1,0.23,0.71509,0.40709,0.61655,56.66582,9.26218,1,49,0.23,1,0.33836,0.92509,0.77164,0.988,0.35855,0.81327,0.69873,0.90964,0.29491,0.57927,1,1.96145,59.83345,0.25909,16.09018,0.81691,0.22745,5,0.65509,0.23545,1,0.99891,0.32545,0.56509,1,0.34073,0.23,0.67182,1,0.31527,0.23,0.23,0.23,0.22018,69.236,47.76727,0.33964,134.59091,0,2.98873,293.83818,0,0.67436,3.84236,8.16364,0.69255,0.7,0.73473,0.93873,0.23091,77.17855,0.31255,0.69855,1,0.35345,0.71127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,"2018-01-12","Abyss HC","UniqueJewel",8,0.52442,0.23,0.22404,0.76173,0.23,0.34,0.64327,0.9975,1,0.24519,1.66538,1.88865,0.23,0.69154,0.55058,0.52615,0.27096,0.23,0.27173,1,3.47077,2.62731,0.55135,8.17,230.92696,26.53846,27.02,0.23,20.20942,0.7275,2,0.94019,2.00269,0.84038,0.35404,0.23,0.25788,5.77962,0.87712,0.99942,4,0.23596,0.23,0.30769,3.98288,1,0.23,0.73,0.46058,0.76423,59.20058,8.74846,1,49.01769,0.23,0.99769,0.33269,0.82038,0.82423,0.97962,0.52385,0.84442,0.73442,0.91481,0.23,0.44115,1,1.88,59.43654,0.30308,16.64269,0.9625,0.25173,5.73481,0.63712,0.31077,1,0.875,0.28481,0.34981,0.99538,0.38481,0.23,0.57808,1,0.37077,0.24423,0.23,0.23,0.2075,72.35404,43.60038,0.35019,112.26,0,2.78558,263.07365,0,0.70038,3.86942,8.83596,0.69,0.73923,0.61,0.91731,0.23038,75.44135,0.39096,0.58635,0.99962,0.35423,0.78404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,"2018-01-13","Abyss HC","UniqueJewel",7.875,0.4726,0.239,0.2442,0.9832,0.2992,0.2506,0.6638,1,0.9014,0.3092,1.7434,1.9624,0.23,0.6384,0.6924,0.23,0.3812,0.23,0.2938,1.0192,3.9068,1.0188,0.4116,8.6708,230,25.2,27.02,0.23,22.8242,0.623,2,0.9398,2.4794,0.9268,0.6024,0.23,0.3148,6.7052,0.9976,1,4,0.2798,0.23,0.4898,3.3454,1,0.23,0.7922,0.5454,0.3898,59.8554,8,1,49.348,0.2314,1,0.6758,0.715,0.7548,0.8778,0.645,0.9012,0.5984,0.7192,0.4164,0.418,1,1.9764,61.015,0.3186,26.0428,1,0.23,5.6798,0.807,0.4494,1,0.9212,0.343,0.3936,1,0.2766,0.23,0.4732,1,0.59,0.3422,0.2298,0.23,0.23,81.7526,44.7436,0.3612,98.9868,0,2.9684,273.4352,0,0.791,4.1766,10.0542,0.7222,0.8702,0.4044,0.7708,0.2312,77.347,0.585,0.489,0.998,0.4006,0.8958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,"2018-01-14","Abyss HC","UniqueJewel",7.1374,0.4688,0.2776,0.2344,0.8426,0.2684,0.2344,0.6964,0.9976,0.9876,0.2348,1.5862,1.446,0.2652,0.4588,0.6594,0.3036,0.3466,0.2344,0.3658,1.084,3.9946,2.1048,0.375,10.9066,0,25,27.02,0.2354,23.5852,0.9774,1.9374,0.9108,2.9084,0.9968,0.5702,0.2344,0.2374,6.8978,1,0.9422,4,0.2344,0.2344,0.6388,3.5764,1,0.2344,0.8498,0.5042,0.3278,59.9454,8.396,1,60.5454,0.2704,1,0.8264,0.7518,0.946,0.9498,0.5096,0.9746,0.4584,0.75,0.4128,0.957,1,2.9238,67.2766,0.3442,34.7472,0.9984,0.2734,5.0894,0.9364,0.3324,1,0.9976,0.457,0.3782,0.9986,0.3554,0.2476,0.4188,1,0.6998,0.3258,0.2344,0.2332,0.2172,89.875,44.1498,0.3776,98.6284,0,3.006,270.1508,0,0.6,4.7392,10.4594,0.8742,0.9696,0.405,0.8008,0.2344,90.8688,0.3812,0.9768,0.9996,0.389,0.9822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,"2018-01-15","Abyss HC","UniqueJewel",6.95065,0.47217,0.28022,0.23913,0.70261,0.25783,0.32196,0.63739,0.99957,0.99652,0.24522,2,2,0.2663,0.71609,0.63109,0.29283,0.24913,0.23913,0.23913,1,3.97717,1.91957,0.36435,11.52348,235.71429,25,28.42957,0.23913,25.305,0.98565,2,0.82913,2,1,0.35457,0.24457,0.23913,6.72174,0.9613,0.88109,4,0.23913,0.24283,0.27717,2.97826,1,0.23913,0.9613,0.50935,0.52957,58.96739,8.88543,1,64.91565,0.24348,1,0.79413,0.69348,0.96348,1,0.59326,0.64022,0.94717,0.74891,0.37391,0.96543,1,2.99435,69.30217,0.32,36.625,0.97348,0.26022,5,0.67913,0.23913,1,1,0.47217,0.52022,0.92804,0.37239,0.23935,0.45696,1,0.62478,0.24,0.23913,0.20783,0.23261,89.23304,38.28326,0.5663,99.99,0,3,261.79457,503.02778,0.42522,4.56413,10.97848,0.68043,0.97196,0.76196,0.8313,0.23913,85.02457,0.34783,0.98239,0.99957,0.36739,0.96391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,"2018-01-16","Abyss HC","UniqueJewel",6.91808,0.47788,0.24173,0.24173,0.59115,0.24173,0.36077,0.44173,1,1,0.24269,1.75981,1.29308,0.24173,0.87288,0.37481,0.33827,0.29731,0.24904,0.43096,0.85827,3.27519,2.35423,0.36942,11.5,239.48077,25,28.80808,0.29385,23.61942,0.99558,2,0.85865,2.10385,0.99192,0.63442,0.24538,0.24173,6.65346,0.98442,0.98615,4.24885,0.24173,0.28923,0.335,2.98615,1.25731,0.24173,0.97404,0.37365,0.61173,58.38769,9.00885,1,64.56269,0.28058,0.94673,0.48654,0.46442,0.97,1,0.38404,0.97481,0.75981,0.69385,0.37,0.97731,0.99615,2.96212,68.64654,0.24712,33.11308,0.77635,0.25327,5,0.54788,0.24173,1,0.94654,0.65904,0.49192,0.88654,0.30673,0.2625,0.37538,1,0.41558,0.24173,0.24173,0.24173,0.2125,91.14524,34.58731,0.84173,99.73212,570,3.06481,223.88154,547.56383,0.51058,4.71,12.00769,0.72231,0.96269,0.40904,0.93154,0.24173,62.51173,0.46269,0.97731,0.99788,0.34058,0.78923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,"2018-01-17","Abyss HC","UniqueJewel",7,0.497,0.2498,0.2498,0.7358,0.36,0.2514,0.3702,0.9902,0.9972,0.2516,2,1.5468,0.2498,0.9638,0.3746,0.3362,0.3066,0.2594,0.3976,0.8556,3.7702,3,0.367,11.7052,235,25,26.2884,0.3558,24.065,0.9072,1.8532,0.7938,2.7316,0.9996,0.9588,0.285,0.2498,6.825,1,0.9982,4.9984,0.2498,0.3568,0.4774,2.9298,1.0002,0.2498,0.9222,0.381,0.5346,60,10.1362,1,63.6486,0.3388,0.9346,0.367,0.345,0.982,1,0.5008,1,0.5868,0.7534,0.3854,1,0.989,2.7022,72.0218,0.2498,36.2248,0.6676,0.2498,5,0.5736,0.2594,1,0.9812,0.3766,0.6188,0.8026,0.3276,0.2642,0.353,0.9916,0.3802,0.2672,0.2498,0.2498,0.2498,123.77918,29.8756,0.8082,97.9994,559.7186,3,248.9632,846.22167,0.676,4.1108,12.4976,0.7406,0.902,0.44,0.6368,0.3206,73.0418,0.6142,0.7526,1,0.3696,0.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
