"Day","Date","League","Type","Deafening.Essence.of.Anger","Deafening.Essence.of.Anguish","Deafening.Essence.of.Contempt","Deafening.Essence.of.Doubt","Deafening.Essence.of.Dread","Deafening.Essence.of.Envy","Deafening.Essence.of.Fear","Deafening.Essence.of.Greed","Deafening.Essence.of.Hatred","Deafening.Essence.of.Loathing","Deafening.Essence.of.Misery","Deafening.Essence.of.Rage","Deafening.Essence.of.Scorn","Deafening.Essence.of.Sorrow","Deafening.Essence.of.Spite","Deafening.Essence.of.Suffering","Deafening.Essence.of.Torment","Deafening.Essence.of.Woe","Deafening.Essence.of.Wrath","Deafening.Essence.of.Zeal","Essence.of.Delirium","Essence.of.Horror","Essence.of.Hysteria","Essence.of.Insanity","Muttering.Essence.of.Anger","Muttering.Essence.of.Contempt","Muttering.Essence.of.Fear","Muttering.Essence.of.Greed","Muttering.Essence.of.Hatred","Muttering.Essence.of.Sorrow","Muttering.Essence.of.Torment","Muttering.Essence.of.Woe","Remnant.of.Corruption","Screaming.Essence.of.Anger","Screaming.Essence.of.Anguish","Screaming.Essence.of.Contempt","Screaming.Essence.of.Doubt","Screaming.Essence.of.Dread","Screaming.Essence.of.Envy","Screaming.Essence.of.Fear","Screaming.Essence.of.Greed","Screaming.Essence.of.Hatred","Screaming.Essence.of.Loathing","Screaming.Essence.of.Misery","Screaming.Essence.of.Rage","Screaming.Essence.of.Scorn","Screaming.Essence.of.Sorrow","Screaming.Essence.of.Spite","Screaming.Essence.of.Suffering","Screaming.Essence.of.Torment","Screaming.Essence.of.Woe","Screaming.Essence.of.Wrath","Screaming.Essence.of.Zeal","Shrieking.Essence.of.Anger","Shrieking.Essence.of.Anguish","Shrieking.Essence.of.Contempt","Shrieking.Essence.of.Doubt","Shrieking.Essence.of.Dread","Shrieking.Essence.of.Envy","Shrieking.Essence.of.Fear","Shrieking.Essence.of.Greed","Shrieking.Essence.of.Hatred","Shrieking.Essence.of.Loathing","Shrieking.Essence.of.Misery","Shrieking.Essence.of.Rage","Shrieking.Essence.of.Scorn","Shrieking.Essence.of.Sorrow","Shrieking.Essence.of.Spite","Shrieking.Essence.of.Suffering","Shrieking.Essence.of.Torment","Shrieking.Essence.of.Woe","Shrieking.Essence.of.Wrath","Shrieking.Essence.of.Zeal","Wailing.Essence.of.Anger","Wailing.Essence.of.Anguish","Wailing.Essence.of.Contempt","Wailing.Essence.of.Doubt","Wailing.Essence.of.Fear","Wailing.Essence.of.Greed","Wailing.Essence.of.Hatred","Wailing.Essence.of.Loathing","Wailing.Essence.of.Rage","Wailing.Essence.of.Sorrow","Wailing.Essence.of.Spite","Wailing.Essence.of.Suffering","Wailing.Essence.of.Torment","Wailing.Essence.of.Woe","Wailing.Essence.of.Wrath","Wailing.Essence.of.Zeal","Weeping.Essence.of.Anger","Weeping.Essence.of.Contempt","Weeping.Essence.of.Doubt","Weeping.Essence.of.Fear","Weeping.Essence.of.Greed","Weeping.Essence.of.Hatred","Weeping.Essence.of.Rage","Weeping.Essence.of.Sorrow","Weeping.Essence.of.Suffering","Weeping.Essence.of.Torment","Weeping.Essence.of.Woe","Weeping.Essence.of.Wrath","Whispering.Essence.of.Contempt","Whispering.Essence.of.Greed","Whispering.Essence.of.Hatred","Whispering.Essence.of.Woe"
26,"2018-01-02","Abyss HC","Essence",27.38965,9.48105,22.21895,3.90333,7.80088,25.18632,10.38807,27.77544,6.97053,9,19.07018,10.26825,5.69263,4.86421,17.99298,4,2.69333,8,5.96,23.98947,20.32404,27.90474,7.19105,12.19614,0.23825,0.23825,0.25772,0.25088,0.23825,0.35,0.26368,0.29105,2.95088,2.06053,0.9993,1.9793,1,1,1,1,3,1,1,1,0.93649,1.99965,0.93228,0.99842,0.85316,0.92719,1,0.92789,1.17351,4.90158,1,5,2,2,2.80895,2,8.90825,2.12719,3,2,3,3,2,5.02386,1,1,3,2.77053,4,1,0.73175,0.77895,0.31719,0.86614,1,0.77702,0.47965,0.38947,0.52965,0.97333,0.78263,0.47158,1,0.40825,1,0.54439,0.38509,0.38965,0.29,0.54263,0.39105,0.38526,0.31772,0.66439,0.38754,0.37263,0.53632,0.23825,0.26035,0.23825,0.23825
27,"2018-01-03","Abyss HC","Essence",26.8131,9.13517,21.18621,3.2781,7.13741,25.39672,9.82638,28.52276,7,13,19,9.61517,10.91017,5.24103,16.1719,3.98448,3,7.0469,5.49724,22.75,19.9881,29.53034,7.99138,12.81983,0.24345,0.23776,0.28328,0.23776,0.23776,0.3281,0.23948,0.24483,2.70534,2.18552,1,1.67741,0.95862,0.99931,1,0.94207,2.80431,0.92672,1,1,0.92466,1.29276,0.87448,1,0.87914,0.70362,0.99172,0.86724,1,5,1,5,2,2,3,2,9,2,3,2,3.01552,2.9881,2,5.16552,1,1.06621,3,2.38034,3.99293,0.99517,0.49741,0.75793,0.23776,0.625,1,0.73948,0.41069,0.38741,0.52224,0.84448,0.86741,0.4881,0.93362,0.40845,0.94707,0.54845,0.51759,0.39483,0.3631,0.90966,0.39483,0.38741,0.28448,0.53776,0.39414,0.27362,0.38845,0.23776,0.28862,0.23776,0.23776
28,"2018-01-04","Abyss HC","Essence",25.21111,9.15607,20,3.99839,6.02732,25,9.84125,27.86518,6.99804,13,19,9.035,10.35214,4.99089,15.42054,3.21679,3,6.00786,5.01875,18.94339,19.98696,32.03589,8.08518,14.37875,0.31982,0.23071,0.2425,0.24875,0.23071,0.25804,0.23375,0.25821,2.98107,2.03107,0.91214,1.84821,0.8275,1,0.99964,0.94446,2.79607,0.89268,0.99929,1,1,1.11036,1,1,0.95857,0.61643,0.99964,0.99143,1.02339,5.25714,1,5,1.92143,2,3,2.09768,8.96357,2,3,2,3,2.97214,2,5.40214,1,1.85143,2.98589,2.83929,3.88661,0.85143,0.38893,0.74214,0.23071,0.72089,0.99286,0.52107,0.39911,0.38696,0.54946,0.71179,0.8075,0.38643,0.78768,0.34768,0.57339,0.70393,0.56554,0.39625,0.59679,0.79429,0.39768,0.41071,0.3375,0.39768,0.39446,0.245,0.38589,0.23071,0.39071,0.23071,0.24357
29,"2018-01-05","Abyss HC","Essence",16,9.23607,18.96857,4,6,16.92857,9.64982,29.46643,6.27982,10,19,8.9925,11.205,2.45464,16.43411,3,3,6,5.98429,18.31518,19.20464,31.23518,9.41821,14.865,0.27571,0.27339,0.23607,0.23607,0.23607,0.25054,0.23661,0.28946,3,2.90304,0.77661,1.77929,0.84107,1,1,1,2.81143,1,1,1,1,1.23571,1,1,0.95036,0.69125,0.99821,1,1.09696,5.10321,1,5,1.53143,2,2.91804,2,8.32714,2,3,2,3,3,2,5.15911,1,1.69607,2.33786,3,3.44857,0.91732,0.58661,0.99786,0.26839,0.86982,0.97964,0.68125,0.62732,0.40018,0.64911,0.63929,0.88607,0.43321,0.84125,0.41268,0.87143,0.70286,0.49929,0.43179,0.70107,0.71518,0.39286,0.45839,0.35804,0.39125,0.35536,0.28446,0.38625,0.23607,0.38518,0.23607,0.30464
30,"2018-01-06","Abyss HC","Essence",16.35111,8.96852,19.26741,4,5.63907,14.53481,9.46074,30.60741,5.38685,0,18.97741,8.96796,14.28315,2.16019,16.62222,3.04352,3,5.43889,10.46889,19.79185,17.75352,29.19852,9.6687,15.03963,0.26574,0.23796,0.23796,0.23796,0.23796,0.23796,0.2537,0.23926,2.98352,2.6863,0.94722,1.57352,0.71019,0.95519,1,1,2.57278,0.99907,0.99259,1,0.98944,1.45,0.99889,1,0.89167,0.93722,1,0.99852,1.57019,5.99111,1,5,1.12852,1.99833,3,2,8.06963,2,3.00056,2,3.17889,2.86907,2,5.51926,1,1.72037,2,2.3863,4,0.82833,0.49704,0.96574,0.34704,0.75407,0.99222,0.7137,0.73111,0.41833,0.49944,0.90241,0.84463,0.39778,0.88574,0.53815,0.9237,0.40093,0.47185,0.39241,0.47241,0.58907,0.38481,0.475,0.2863,0.39296,0.25,0.26648,0.37963,0.23796,0.27815,0.23796,0.23796
31,"2018-01-07","Abyss HC","Essence",17.45907,8.45333,19.25944,4,4.7263,12.50944,7.73574,28.3087,4.35759,10,15.18278,8.87111,12.29148,3.78648,15.7,3,2.76981,5,12.41611,17.82,16.87907,26.4813,8.85074,13.84296,0.28685,0.23944,0.23796,0.23796,0.23796,0.23796,0.32296,0.27204,2.90796,3.00685,0.77389,1.92926,0.75944,0.78111,0.99926,1,2.72333,0.92426,0.97296,0.99704,0.925,1.34667,0.85944,1,0.47519,0.89204,0.98963,0.90852,1.04704,5.84667,1,5,1,2.22981,2.98852,2,7.94796,2,2.97407,1.97315,3.42111,3.03463,2,5.10648,1,1.99074,2,2.02593,3.94593,0.70685,0.63611,0.66704,0.31463,0.66426,1,0.94667,0.55296,0.63722,0.41833,0.75204,0.77796,0.37796,0.64519,0.68741,0.94981,0.43056,0.49167,0.37481,0.32722,0.5587,0.35963,0.47593,0.34352,0.51796,0.24241,0.27185,0.37796,0.23796,0.30204,0.23796,0.23796
32,"2018-01-08","Abyss HC","Essence",24.98519,7.71278,18.86778,3.77111,4.29685,15,5.49926,29.95185,4,5.86667,14.34574,8.92593,10.41889,4.55352,14.14204,3,2.48907,5.02889,11.37204,10.70444,17.48519,29.14093,8.41556,13.45093,0.285,0.23259,0.23259,0.23259,0.23259,0.23259,0.36241,0.27,2.98574,2.82,0.72648,1.8987,0.80389,0.82593,0.99389,0.99648,2.43833,0.92648,0.97556,0.93407,0.8987,1.85741,0.90593,1,0.52296,0.75537,0.79463,0.86481,1,6,1,5,1,2.96537,3.0113,2,9.03556,2,2.89611,2,2.99963,3.59574,2,4.96519,0.99907,1.99389,2,2.05278,3.01093,0.7237,0.49889,0.53685,0.27185,0.5737,0.99019,0.82296,0.57389,0.65463,0.4163,0.63796,0.46,0.36722,0.27148,0.74278,0.97833,0.53778,0.48889,0.36815,0.23259,0.65037,0.37648,0.49481,0.34074,0.70074,0.34167,0.24574,0.44907,0.23259,0.23259,0.23259,0.23259
33,"2018-01-09","Abyss HC","Essence",23.79,7.1217,16.43472,3.46491,8,15,6.15132,30,4,9.33774,10.5266,9.1766,10,3.12415,11.60736,3,2.85962,5.98642,5.89962,15.42925,18.25906,28.15434,8.81075,13.00962,0.28623,0.28358,0.24,0.29528,0.23038,0.28094,0.29547,0.30547,2.81151,3,0.89962,1.65811,0.92623,0.94434,1,1,2.91113,1,1,1,1,2,0.99358,1,0.71377,0.83151,0.98868,0.83434,1,5.83377,1,5.38472,0.99811,2.99925,3,2.55981,8.48623,2,3.03679,1.98208,3.15925,4,2,5,0.92604,1.30774,2,3,3,0.70943,0.47245,0.81245,0.31075,0.70981,1,0.96264,0.65302,0.62453,0.49736,0.92604,0.5683,0.44226,0.34566,0.93887,1,0.57189,0.4734,0.35453,0.47453,0.68358,0.36453,0.55075,0.34151,0.50981,0.37434,0.27453,0.44698,0.24,0.26019,0.23038,0.23038
34,"2018-01-10","Abyss HC","Essence",22.29127,6.30891,16,3,8,14.78109,8,28.20473,4,9.95527,10.98291,9.022,10,4.45745,10.65218,2.44855,3.01964,6,6.68255,13.952,18.12127,28.04727,8,12.98745,0.29255,0.23,0.31691,0.30055,0.23,0.34145,0.24236,0.32655,2.662,3,0.53964,1.94382,0.71855,0.80055,1,0.99964,2.15582,0.92636,1,1,0.97127,1.97382,0.80564,0.99709,0.70891,0.65691,1,0.994,1.56491,6,1,5.21109,0.92964,2.83745,3,2.05909,8.80527,2,3.87345,2,3.83236,3.97109,2,4.692,0.99673,2,2,3,3.61018,0.63564,0.33273,0.58509,0.35,0.7,1,1,0.44309,0.74945,0.73891,1,0.65364,0.66345,0.35473,0.98709,0.98618,0.83291,0.36455,0.35,0.67345,0.444,0.40036,0.45473,0.51618,0.35782,0.32418,0.36164,0.368,0.23,0.23,0.23,0.23
35,"2018-01-11","Abyss HC","Essence",22.13296,3.70389,16,3,8.12,14.83111,8,25.14963,4,8.82692,11.25611,7.65278,10,5.10352,9.7,2.16778,2.47444,6,10.24815,13.34111,18.34481,29.51889,8.0087,13.46333,0.34185,0.23944,0.46667,0.31296,0.23,0.39185,0.23185,0.30056,2.7313,2.46315,0.54481,1.73963,0.68426,0.99944,1,1,3,1,1,1,0.99889,1.66407,0.84648,1,0.72685,0.73519,1,1,1.93722,5.97,1,5.02889,0.95278,2.17222,2.86037,2.00481,8.5913,2,3.93926,2,3.96648,3.98907,2,4.94667,1,2,2,3,4,0.6437,0.55963,0.80833,0.36815,0.75407,0.99778,1,0.52463,0.75315,0.97667,1,0.68,0.71685,0.52278,1,1,0.95074,0.44352,0.35,0.60426,0.65944,0.56833,0.46222,0.54741,0.34815,0.23463,0.3613,0.35463,0.26741,0.23,0.23,0.23
36,"2018-01-12","Abyss HC","Essence",20.84,2.64056,15.89926,3,8.12,14.53815,8.08796,25.01074,4,0,11.3837,6.63352,9.9663,5.16315,9.58333,2.06296,2.26815,5.93037,9.99481,14,15.09574,29.32,7.90537,14.16611,0.37389,0.27278,0.47259,0.24667,0.23,0.35556,0.23,0.34667,2.88111,2.68426,0.69981,1.64204,0.68648,0.85907,1,0.95667,2.99407,0.94444,1,1,1,1.89481,0.97426,1,0.75222,0.86426,0.97648,1,2,5.79019,1,5.49944,1,2.52,2.96481,2.38685,8.66222,2,3.99778,2,3.07667,3.97593,2,5.00019,1,1.95,1.94815,2.45519,4,0.84426,0.87815,0.6463,0.42037,0.88333,0.98093,0.66907,0.88537,0.89074,0.695,1,0.76833,0.43185,0.8063,0.96648,1,0.77296,0.26778,0.31278,0.37333,0.69037,0.54648,0.39037,0.3437,0.29815,0.23519,0.23963,0.38519,0.2413,0.23,0.23,0.23
37,"2018-01-13","Abyss HC","Essence",19.6304,1.8408,15.817,2.9036,8.0072,11.6928,8.0278,30.79512,3.8762,13,10.7342,6.4008,9.9868,5.6178,8.9736,2.0122,2.4686,5.866,9.266,13.852,14.3824,29.0212,7.8948,15.2076,0.4104,0.2432,0.2774,0.23,0.23,0.284,0.23,0.279,2.471,2.0994,0.6066,1.8722,0.635,0.9356,1,0.8556,2.8508,0.9648,1,0.9614,0.9928,1.5662,0.7898,1,0.7198,0.7526,0.8976,1,1.698,5.419,0.9992,5.9092,1,2.7556,2.9952,2,8.0024,2,3.9896,2,3.4834,3.9722,2,5,1,1.5388,2,2,3.9558,0.9404,0.9784,0.615,0.3314,0.732,1,0.6978,0.8456,0.9634,0.7116,0.9848,0.703,0.3734,0.5474,0.8632,0.992,0.686,0.2622,0.2596,0.331,0.758,0.2716,0.385,0.23,0.3586,0.2598,0.23,0.3468,0.23,0.23,0.23,0.23
38,"2018-01-14","Abyss HC","Essence",20.2332,3.1082,15.8208,2.4496,8.0374,10.8096,8,29.66667,3.0134,14.7838,9.7364,6.0298,10,5.0382,8.3456,2,3.0662,6.7964,9.4854,13.391,14.7352,26.2544,7.551,15.461,0.742,0.2358,0.2482,0.2982,0.2344,0.2352,0.2344,0.2954,2.4878,2.195,0.375,1.9982,0.5874,0.995,1,0.8586,2.9562,1,1,0.9378,1,1.9606,0.7184,1,0.7488,0.3756,1,1,1.0846,5.365,1,5.5866,1,2.9984,3,2.1694,8.2358,2,4,2,3.6298,4,1.7494,3.1434,1,1.919,2,2.0558,3.8064,0.9856,0.9486,0.962,0.3682,0.7332,1,0.7796,0.9206,1,0.906,0.9966,0.6104,0.2848,0.4348,0.9512,0.9844,0.8282,0.366,0.3404,0.3154,1,0.3566,0.378,0.316,0.3748,0.4578,0.3212,0.4198,0.2344,0.2344,0.3116,0.2344
39,"2018-01-15","Abyss HC","Essence",19.92833,3.19688,15.59208,2.39146,7.65958,10.66792,7.95333,30,3,30,9.54021,6.52604,10.07667,5.47813,7.71063,2,3.58146,7.85417,9.39021,13.43,14.99125,28.17646,6.88979,15.45458,0.89021,0.24,0.27167,0.39729,0.23917,0.25688,0.23917,0.37271,2.15729,2.84792,0.43979,2,0.69646,0.95917,1,1,2.56021,1,0.99917,1,1,1.86208,0.75646,1,0.73625,0.39688,1,1,1,5.05604,1,5.00833,1,2.98688,3,2.89583,7.9325,2,4.05563,2,3.99979,3.92104,1.27479,3.05458,1,1.96646,2,2.0225,3.81917,0.94625,0.92438,0.94146,0.44583,0.74458,1,0.57542,1,0.93917,0.91813,1,0.73146,0.35646,0.42896,0.98813,0.94167,0.99396,0.37271,0.37271,0.39875,0.98875,0.41521,0.51146,0.43708,0.37646,0.80625,0.37167,0.36833,0.23917,0.23917,0.69583,0.23917
40,"2018-01-16","Abyss HC","Essence",19.97058,2.91635,15.11558,2,6.95442,10.52385,7.44731,29.91865,3,0,8.70577,6.54538,10,5.06308,8.10788,2,3.64173,7.72885,9.41788,13.48077,15.05923,33.04481,6.99981,16,0.25654,0.24173,0.30538,0.29769,0.23615,0.26058,0.24173,0.35,2.84231,3,0.52115,1.98462,0.575,0.92577,1,1,2.72058,0.96577,1,1,1,1.10923,0.73712,1,0.65577,0.39577,1,1,1,6.65731,1,5,1,2.8075,3,2.39462,7.60308,2,5,2,3.9875,3.19788,1.05962,5.02058,1,1.28558,2,2.44096,3.97385,0.96712,1,0.71481,0.37,0.73173,1,0.49673,0.99885,0.83077,0.6025,1,0.74212,0.47885,0.40327,0.77404,0.78673,0.77173,0.37,0.34365,0.45115,0.98827,0.37,0.57712,0.34365,0.4175,0.37346,0.37038,0.33923,0.24173,0.24173,0.43942,0.24173
41,"2018-01-17","Abyss HC","Essence",19.46373,3.21765,14.75039,2,6.2202,10.48,7.82588,28.39686,3.14882,12,8,6.4351,10,5,9.16863,2.01059,3.00549,6.09804,9.52902,13.38333,15.84784,32.85804,7,15.3302,0.25667,0.21608,0.27569,0.26627,0.24922,0.25863,0.24843,0.24137,2.89137,2.99314,0.52902,2,0.71863,0.7998,1,1,2.88941,0.97824,1,1,1,1.60608,0.78412,1,0.39235,0.39667,1,1,1.16176,6.2449,1,5,1,2.96961,2.99353,2,7.39275,2,4.84745,2,4,3.10706,1.54941,4.99941,1,1,2,2.79961,3.99706,1,1,0.95902,0.36961,0.73922,1,0.46686,0.90431,0.6498,0.56353,0.99098,0.76373,0.54137,0.38549,0.75549,0.99902,0.56667,0.29569,0.27902,0.36882,0.94373,0.27118,0.48686,0.27471,0.42706,0.35412,0.34686,0.26235,0.24725,0.2498,0.27275,0.2498
42,"2018-01-18","Abyss HC","Essence",19.17261,3.83196,14,2,5.89304,10.47435,7.43652,27.03935,3.71174,0,7.85304,6.66283,9.59957,5.43391,9,2.03261,3.82413,5.4463,9.42196,12.50565,16.58978,32.98717,6.69065,14.9063,0.2513,0.25239,0.27978,0.35957,0.2513,0.35109,0.2513,0.2887,2.95891,3,0.50761,2,0.73891,0.9913,1,1,3,0.9087,0.95152,1,1,1.98217,0.8837,1,0.36152,0.49609,0.99522,1,1.87543,6.08304,1,4.98391,1,2.96783,3,2,8.01043,2,5,2,3.77652,3.58761,1.97717,4.29696,1,1,2,2.66739,3.97174,1,0.84261,0.97174,0.37,0.7113,1,0.38239,0.99848,0.59565,0.37,0.96978,0.74652,0.39326,0.40804,0.81522,0.995,0.65826,0.29457,0.2513,0.37,0.52348,0.35587,0.3513,0.29043,0.4013,0.37,0.43739,0.29391,0.2513,0.31261,0.2637,0.2513
43,"2018-01-19","Abyss HC","Essence",19.29423,3.94154,13.98365,2,5.73423,8.95577,6.64481,25.60558,3.97827,0,7.62462,6.66269,9.32,6,9,2.00077,4,4.92615,9.24519,13,17.27231,33.05769,6.12923,14.28096,0.25019,0.25558,0.27808,0.37,0.25019,0.37,0.32481,0.34615,2.72038,2.98423,0.45154,2,0.64692,0.94615,1,1,2.98212,0.99942,0.9325,0.54654,1,2,0.83115,1,0.35577,0.40365,0.98288,1,1.30923,6.96788,1,5,1,2.6975,3,2,7.945,2,5,2,3.46288,3.73808,2,4.78673,1,1,2,3,4,0.89712,0.63654,1,0.37,0.375,1,0.40481,0.92769,0.62365,0.32673,0.80038,0.66942,0.39692,0.37,0.72558,0.98615,0.64269,0.31962,0.26846,0.44788,0.42654,0.26962,0.34288,0.33173,0.4075,0.37,0.43788,0.35058,0.25019,0.30423,0.25346,0.25019
44,"2018-01-20","Abyss HC","Essence",18.97245,3.98132,14.50113,2,5.20283,12.14706,7,17.62962,4.06396,0,7.66981,5.65113,9.2766,6.00792,9.03623,2,4,4.99132,9.1483,12.83755,17.97962,34.37717,6,14.99396,0.25,0.25,0.33623,0.3534,0.24396,0.27358,0.28075,0.32491,2.69925,2.99811,0.61623,1.99811,0.51189,0.99509,1,1,2.98453,0.98792,0.91377,0.9434,1,1.93509,0.97113,1,0.38358,0.47226,0.91509,1,1.17623,6.69283,1,5,1,2.01434,3,2,8.85623,2,5,2,3.55057,3.90283,2,4.99453,1,1,2,2.49811,3.75698,0.70377,0.37736,0.99943,0.37981,0.37755,1,0.37755,0.66585,0.73057,0.34453,0.53717,0.57113,0.38472,0.39717,0.82566,1,0.50019,0.27566,0.25491,0.48811,0.4983,0.25,0.3766,0.30283,0.37755,0.32623,0.33358,0.30302,0.25,0.32057,0.22642,0.25
45,"2018-01-21","Abyss HC","Essence",19.31981,4,14.74269,2,5.12231,18.57808,6.98308,26.92269,4.61077,0,8.36635,7.07231,9.265,6.49462,11.74615,2,4,4.41558,8.19673,12.44192,17.99769,37.46423,6,15.23231,0.24827,0.30808,0.43231,0.46212,0.24558,0.31462,0.25058,0.32,2.32635,2.89404,0.54519,1.99635,0.47404,0.99346,1.04654,0.87923,2.93846,0.95731,0.92346,0.76442,0.98846,1.89519,0.92519,1,0.39865,0.49673,0.97038,0.99423,1.61712,6.81962,1,5.58404,1,2.00654,3,2.00885,8.99769,2,5,2,3.50385,3.57942,1.68769,4.98077,1,1.01212,2,2.06308,4,0.95135,0.65558,0.97192,0.63327,0.41692,1,0.44615,0.78712,0.78173,0.32269,0.71942,0.77269,0.50596,0.68615,0.88212,1,0.63865,0.29173,0.24827,0.37481,0.39865,0.50038,0.38923,0.32769,0.46827,0.34231,0.30038,0.28654,0.24827,0.56346,0.36577,0.25423
46,"2018-01-22","Abyss HC","Essence",23,4.21444,15.18,2,8.43667,13.68667,6.93185,22.19222,4.46685,0,8.35,7,10.13926,6.59037,20,2.00259,4,4.9687,7.98963,13.21,17.96074,36.48981,6,16.12926,0.25,0.25148,0.37407,0.33852,0.2437,0.41389,0.27167,0.25185,2.62315,3,0.58278,2,0.46241,0.99944,1.52759,0.99407,2.98722,0.80963,1.00167,0.79204,1,1.96704,0.78741,1.0213,0.43981,0.69944,1,1,1.08407,6.98148,1,5.79222,1,2,3,2,9,2,5,2,3.7937,4,1.27241,4.92889,1,1.4887,2,2,3.99185,1,0.64648,0.90648,0.48556,0.72833,1,0.59352,0.5363,0.78111,0.30463,0.91778,0.56185,0.49778,0.84074,0.78907,0.99889,0.66926,0.26889,0.25,0.34648,0.41907,0.58704,0.25315,0.36852,0.39778,0.31611,0.30759,0.36167,0.25,0.46889,0.345,0.25074
47,"2018-01-23","Abyss HC","Essence",23,5.80528,14.69981,2,9,19.1,7.82547,27.82415,4.16094,0,7.60849,7.15698,10.53,6.01075,19.00245,2,4,5.70811,8,13.23094,18,35.5183,6,16.95755,0.27264,0.25038,0.52547,0.32887,0.24849,0.43887,0.25,0.29491,2.97925,3,0.57208,1.99226,0.58208,1,1.54717,1,2.94943,0.78585,1,0.78,1,1.97943,0.78,1.00925,0.5117,0.71642,1,1,1.10151,7,1,6,1,2.33302,3,1.95698,8.99283,1.71792,5,2,4,4,1.90679,5,1,1.98302,1.97226,2,4,1,0.76377,0.98962,0.64321,0.78585,1,0.77132,0.49906,0.62415,0.26038,0.98811,0.4634,0.49321,1,0.84075,1,0.57623,0.29377,0.25,0.38038,0.42472,0.32019,0.25,0.38,0.42208,0.37434,0.37925,0.38283,0.26,0.38811,0.31849,0.2634
48,"2018-01-24","Abyss HC","Essence",23,5.8766,14.89075,2,8.40887,19.1,7.75849,30,4.7417,8,7.59132,7.30849,10.53,6.45094,9.84717,2.19585,4,5.5866,8,13.36,18.42434,34.98264,5.84434,16.96887,0.36925,0.29226,0.51943,0.40717,0.32925,0.54755,0.40057,0.38547,2.9966,3,0.77396,1.60094,0.69377,1,1,1,2.98377,0.87302,1.72811,0.7966,1,2,0.71566,1,0.56415,0.51113,1,1,1.02755,6.44453,1,5.63094,1,3,3,1.94321,8.27642,1.63925,5,2,4,3.98528,2,5,1,1.1166,1.73038,1.99453,4,1,0.95491,1,0.46717,0.74132,1,0.80566,0.54321,0.8166,0.24434,1,0.53604,0.47377,1,0.96321,0.97962,0.92509,0.38642,0.31962,0.39,0.67528,0.44849,0.38208,0.39,0.47208,0.39,0.41283,0.59226,0.3766,0.39,0.40132,0.36094
49,"2018-01-25","Abyss HC","Essence",22.42,5.15462,13.55712,2,6.59,19.1,6,30,5,8,7.4275,5.70865,9.24158,5.20212,14.30135,2,4,5,8,13.72846,19.88654,35.12596,5.795,16.97538,0.39192,0.25654,0.72981,0.42981,0.355,0.66192,0.41385,0.39192,2.89673,3,0.78385,1.99769,0.63308,0.9975,1.2625,0.99962,2.93173,1,1.55654,0.97692,1,2,0.78481,1.01288,0.49769,0.74442,1,0.98981,1.90692,5.97385,1,4.98423,1,2.98269,2.99615,1.99923,8.11019,2,5,2,4,4,2,4.90327,1,1.44519,1.97654,2.0025,4,0.98115,0.99231,0.95788,0.49173,0.69135,1,0.91346,0.94154,0.91038,0.24173,0.99096,0.56808,0.48635,1,0.99846,0.93615,0.99019,0.39308,0.39192,0.39192,0.97231,0.56,0.39058,0.40115,0.48519,0.3975,0.54654,0.92519,0.37058,0.39192,0.37827,0.36808
50,"2018-01-26","Abyss HC","Essence",18.69481,4.79135,13.16962,2,6.66827,19.1,6,29.20833,5,0,6.52885,5.74,0,6.03365,12.93231,2.54827,3.77788,5.37904,8.10904,13.0975,20,35.35,6,17.49192,0.40096,0.27673,0.45865,0.38,0.36077,0.45712,0.41827,0.4,2.9725,3,0.8,2,0.84269,1,1.98462,1,2.97846,1,1.25038,0.93731,1,2,0.85865,1.02288,0.7075,0.81212,1,0.95808,1.86192,6.20404,1,5.07827,1,3,3,2,9.28827,2,5,2,3.56135,4,2,4.37173,1,1.97,2,2.36731,4,0.97269,0.99769,0.90596,0.69,0.80212,1,0.93269,0.92308,0.92346,0.27615,0.99808,0.61865,0.62481,1,1,1,0.96923,0.41115,0.45635,0.43692,0.92558,0.63,0.29135,0.56135,0.48981,0.4475,0.80673,0.9925,0.27423,0.41558,0.28692,0.37981
51,"2018-01-27","Abyss HC","Essence",18.74115,4.17769,12.75269,2,7.05346,18.91577,6,29.1469,5,15,5.59846,6.32615,0,6.32885,12.47269,3.38846,3.63788,6.66212,8.37135,11.40231,19.71346,31.07615,6.4125,15.88462,0.38481,0.41173,0.77212,0.59096,0.39,0.39115,0.63827,0.37385,2.94231,2.86788,0.66096,2,0.64712,0.97173,1.78308,1,2.64077,0.92788,1,0.79769,1,2,0.69212,1,0.72654,0.67269,0.89481,0.99615,1.94808,5.39058,1,4.03635,1,2.96462,3,2,8.88423,2,5,2,3.15404,3.99135,2,4,1,1.38327,2,2.01923,4,0.96635,0.99673,0.93077,0.87673,0.91731,0.99442,0.87038,0.92231,0.87654,0.39058,0.98942,0.63288,0.68327,1,1,1,1,0.78404,0.64154,0.665,0.90788,0.69327,0.30173,0.79519,0.54173,0.60827,0.84885,0.98269,0.47019,0.44654,0.325,0.36519
