"Day","Date","League","Type","Andvarius","Araku.Tiki","Ascent.From.Flesh","Astramentis","Atziri.s.Foible","Auxium","Bated.Breath","Belt.of.the.Deceiver","Berek.s.Grip","Berek.s.Pass","Berek.s.Respite","Bisco.s.Collar","Bisco.s.Leash","Blackheart","Blood.of.Corruption","Bloodboil","Bloodgrip","Brinerot.Mark","Call.of.the.Brotherhood","Carnage.Heart","Choir.of.the.Storm","Cyclopean.Coil","Daresso.s.Salute","Darkness.Enthroned","Death.Rush","Doedre.s.Damning","Doryani.s.Invitation","Dream.Fragments","Dyadian.Dawn","Emberwake","Essence.Worm","Extractor.Mentis","Eye.of.Chayula","Eye.of.Innocence","Faminebind","Feastbind","Gifts.from.Above","Gloomfang","Headhunter","Heartbound.Loop","Hinekora.s.Sight","Immortal.Flesh","Impresence","Kaom.s.Sign","Kaom.s.Way","Karui.Charge","Karui.Ward","Kikazaru","Le.Heup.of.All","Lori.s.Lantern","Malachai.s.Artifice","Maligaro.s.Cruelty","Maligaro.s.Restraint","Marylene.s.Fallacy","Meginord.s.Girdle","Ming.s.Heart","Miracle.Gorget","Mokou.s.Embrace","Mutewind.Seal","Ngamahu.s.Sign","Ngamahu.Tiki","Night.s.Hold","Perandus.Blazon","Perandus.Signet","Perseverance","Praxis","Presence.of.Chayula","Prismweave","Pyre","Rashkaldor.s.Patience","Redblade.Band","Rigwald.s.Crest","Rigwald.s.Curse","Romira.s.Banquet","Ryslatha.s.Coil","Shaper.s.Seed","Shavronne.s.Revelation","Sibyl.s.Lament","Sidhebreath","Snakepit","Soul.Tether","Soulthirst","Star.of.Wraeclast","Stone.of.Lazhwar","Sunblast","Tasalio.s.Sign","Tear.of.Purity","The.Anvil","The.Ascetic","The.Aylardex","The.Halcyon","The.Hungry.Loop","The.Ignomon","The.Magnate","The.Pandemonius","The.Pariah","The.Retch","The.Taming","The.Warden.s.Brand","Thief.s.Torment","Timeclasp","Umbilicus.Immortalis","Ungil.s.Harmony","Valako.s.Sign","Valyrium","Ventor.s.Gamble","Victario.s.Acuity","Voice.of.the.Storm","Voideye","Voidheart","Voll.s.Devotion","Warped.Timepiece","Winterheart","Wurm.s.Molt","Xoph.s.Blood","Xoph.s.Heart","Yoke.of.Suffering","First.Piece.of.Time","Gluttony","Mark.of.the.Elder","Stormfire","The.Effigon","The.Nomad","The.Tactician","Timetwist","Winterweave","Blightwell","Mark.of.the.Shaper","Natural.Hierarchy","Second.Piece.of.Time","The.Flow.Untethered","Ahkeli.s.Meadow","Ahkeli.s.Mountain","Ahkeli.s.Valley","Aul.s.Uprising","Coward.s.Chains","Coward.s.Legacy","Eyes.of.the.Greatwolf","Hyperboreus","Mark.of.Submission","Perquil.s.Toe","Precursor.s.Emblem","Putembo.s.Meadow","Putembo.s.Mountain","Putembo.s.Valley","Sacrificial.Heart","Solstice.Vigil","String.of.Servitude","The.Primordial.Chain","Uzaza.s.Meadow","Uzaza.s.Mountain","Uzaza.s.Valley","Vivinsect","Zerphi.s.Heart","Badge.of.the.Brotherhood","Circle.of.Anguish","Circle.of.Fear","Circle.of.Guilt","Circle.of.Nostalgia","Circle.of.Regret","Hyrri.s.Truth","Icefang.Orbit","Siegebreaker","Tavukai","The.Jinxed.Juju","Venopuncture","Demigod.s.Bounty","Demigod.s.Eye","Astral.Projector","Fury.Valve","Leash.of.Oblation","Mother.s.Embrace","Warrior.s.Legacy","Willowgift"
16,"2018-03-17","Bestiary HC","UniqueAccessory",2,0.31961,4.32863,33.03235,0.9998,1.88333,0.32686,0.99961,23.42588,2,23.26471,157.02804,1.06216,1.59039,9.43863,1.0249,0.99863,2,1.99647,5.8651,42.65333,1.28569,2.01275,2.9749,2,1.90941,0.46431,1.87529,0.79882,1.45078,6.97294,0.31961,0.99549,36.76824,7.91392,2.11765,2.05922,1,1188.75392,1.12118,14.5002,0.32059,103.02431,1.51627,167.80196,4.9898,0.99824,3.06,4.51706,1.16608,1.01882,0.43216,0.31961,0.31961,1,1.62137,NA,1.03078,2,1.64824,4.31118,0,0.3198,21.4049,1.9902,1.40941,478.16157,0.83216,1.83706,0.46275,2,5.4902,30.43961,1.82333,1,1.61039,68.19569,0.99961,0.32235,11.20843,0.31961,0.32922,78.93471,0.60353,0.31961,2,0.31961,0.64392,2.95451,0.31961,57.32804,2,0.31961,0.44451,95.55451,18.41431,17.51059,45.96643,1.57098,11.88412,1.0049,19.52059,0.30196,23.03216,1.39804,3.54431,1,7.39118,2.20549,2.99843,124.42176,0.31961,2,0.32059,299.29412,302.04314,15.16922,0,0,108.97706,3,3,6.19647,4.42961,2,2,0,465.04275,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,"2018-03-18","Bestiary HC","UniqueAccessory",1.97725,0.32078,4.0402,34.18706,0.99863,1.81608,0.3202,0.99706,22.18039,2,29.80176,180.67784,1.41784,1.88549,7.53255,1.15471,0.9998,1.91588,2,6.57569,34.04961,1.52333,1.97667,2.98686,2,1.93706,0.64608,1.71275,0.56275,1.89059,6.84922,0.32,0.93706,41.20235,7.72255,2.86843,2.08882,0.99569,1272.42098,1.20196,14.17686,0.32196,115.2073,1.48196,179.14098,4.81549,1,3.74745,4.76098,1.22255,1.25608,0.32137,0.32,0.32,0.9998,1.4149,NA,1.13098,2,1.72137,4.6851,0,0.32,18.73961,1.91804,1.56314,421.62745,0.99039,1.66922,0.44333,2,4.41176,30,1.92765,1,1.93235,75.20549,1.09843,0.40706,7.86706,0.32,0.45412,65.05137,0.81255,0.32,2,0.32,0.72745,2.89118,0.32,58.48431,2,0.32,0.77961,98.42608,19.43824,19.20333,45,1.85588,10.58549,1.1398,18.89176,0.32,19.2951,1.5002,3.63627,1,8.5249,2.99529,2.98392,95.52745,0.32,2,0.32078,301.71059,287.22216,15.08961,0,0,101.71667,2.86039,3,6.99922,4.61294,2,2,0,420,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,"2018-03-19","Bestiary HC","UniqueAccessory",1.93353,0.3198,4,33.16314,0.9998,1.58765,0.3198,0.99706,21.5298,2,29.14824,181.12843,1,1.85039,6.5951,1.18843,1.12196,1.94667,2,5.50314,35.7902,1.43294,2.05451,2.92961,2,1.97275,0.77922,1.76941,0.81745,1.69745,6.34157,0.3198,0.9951,36.77275,7.06294,2.98765,2.40588,0.99824,1407.54373,1.16216,21.21275,0.3198,208.20872,1.79882,191.09059,4.24961,1,3.78255,5.31745,1.27804,1.11098,0.3198,0.33039,0.3198,0.99882,1.49255,NA,1.24,1.96843,1.84373,4.48333,0,0.32,22.03725,2,1.21824,350.73469,0.99176,1.67941,0.39196,1.99098,2.16,30,1.91745,1,1.90176,77.10784,1.11667,0.40765,5,0.3198,0.40686,49.21098,0.59392,0.3198,2.46039,0.3198,0.54039,2.83647,0.3198,58.58804,2,0.3198,0.44255,105.15922,17.25255,19.40902,52.78471,1.97647,10.50333,1.18588,18.42922,0.3198,19.42,1.42118,3.3702,1,9.84118,2.84373,2.9451,80.26255,0.3198,1.99843,0.32,305.59216,277.38216,15.42235,0,0,95.83608,2.07196,3,7.01294,4.57176,2,2,0,364.89941,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,"2018-03-20","Bestiary HC","UniqueAccessory",1.89667,0.31392,4,31.66824,0.99961,1.86824,0.34039,0.99,21.58,2,25.89235,186.14922,1,1.48137,6.75608,0.9998,1.9049,1.99059,2,5.09745,34.7349,1.34059,2.98725,2.98961,2,1.28843,0.89431,1.58667,0.91627,1.38882,7.12804,0.31392,0.95686,36.02333,6.70314,3.26137,3,0.99863,1630.1949,1.05922,20.83392,0.31431,202.72922,1.08824,192.79275,4.74255,0.99471,4.4849,5.10608,1.09157,0.99941,0.31392,0.31392,0.31392,0.9998,1.85725,NA,1.01,1.99196,1.97843,3.98431,0,0.31804,23.26627,1.99392,1.17961,344.89804,0.92725,1.64686,0.47373,1.95745,0,27.23137,1.86118,1,1.88275,71.85353,1.01941,0.31392,4.76078,0.31392,0.31392,50.41961,0.60902,0.31392,3,0.31392,0.57824,2.56804,0.31392,61.92255,1.93314,0.31392,0.53804,77.75,19.19725,18.91451,81.33039,1.74608,10.14588,1.00882,19.82824,0.31392,19.3749,1.24039,3.58922,1,9.94627,3,2.93902,78.15902,0.31392,1.99784,0.31392,284.76784,262.88824,19.57275,0,0,91.15431,2,3,7.27235,4,2,2,0,234.15176,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,"2018-03-21","Bestiary HC","UniqueAccessory",1.981,0.31,3.9908,35.0872,1,2,0.31,0.9906,23.8722,2,22.6844,183.9194,1,1.1574,6.3016,1.0488,1.5668,1.9788,2,5.5284,29.9544,1.333,3.1914,2.9912,2,1.5398,0.9282,1.313,0.5308,1.0356,7.0658,0.31,0.9254,34.2452,5,2.2668,2.922,1,1631.3756,1.0496,14.7194,0.31,184.3658,1.03,227.0924,4.8424,0.9866,4.6136,4.9136,1.1624,1,0.3126,0.31,0.31,0.9998,1.188,NA,1.0228,1.7748,1.8256,4,0,0.3112,19.2006,1.977,0.9986,345.05979,0.9418,1.2798,0.4328,1.9808,0,22.4446,1.7224,1,1.9162,71.2642,0.9894,0.4944,4,0.31,0.3142,50,0.545,0.31,2.5688,0.31,0.4654,2,0.31,64.935,1.986,0.31,0.5322,70.529,18.8886,18.5994,72.4716,1.3428,11.3742,0.999,23.1476,0.31,19.4516,1.2996,3.8618,1,10.0096,2.2918,3,75.264,0.3126,2,0.3106,283.6912,264.223,17.9252,0,0,87.9852,2,2.9364,7.7366,4,2,2,0,200,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,"2018-03-22","Bestiary HC","UniqueAccessory",2,0.3002,3.96824,37.33294,1,2,0.30235,0.99549,24.51431,2,21.37706,181.79882,1.59902,1,5.12569,1,1.13686,1.73078,1.56608,5.05314,28.34353,2,3.74745,2.92176,2,1.01471,0.84804,1.19686,0.3198,1,6.44059,0.3,0.98,46.07353,5,3.03569,2.71098,0.96882,1583.50686,0.99922,13.59353,0.3,155.59725,1,228.51039,4.90863,1,4.73176,4.71902,1,1,0.30961,0.3,0.3,1,1,NA,1,1.05039,1.53922,3.84804,0,0.37961,28.00196,1.98745,1,343.20255,0.99373,1.30843,0.44588,1.85118,120,21.98,1.01686,0.95275,1.98941,71.99118,1,0.30255,4,0.3,0.36706,52.30412,0.5502,0.3,2.05471,0.3,0.70294,2,0.3,62.63471,1.92314,0.3,0.55275,76.57608,19.14176,16.73667,72.85765,1,12.28373,0.99784,20.44706,0.3,19.51431,1,4.06549,1.22569,9.84373,2,2.99667,73.00627,0.30255,1.98824,0.3,278.20627,249.84294,15.12216,0,0,85.90941,2,2.85,6.69686,4,2,2,0,199.4902,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,"2018-03-23","Bestiary HC","UniqueAccessory",2.2188,0.2896,4,36.9906,1,2,0.2896,0.998,24.6128,2.0104,24.8262,179.6244,1.9674,1,4.8584,1,1.1264,1.437,1.5102,4.8828,28.5054,2.0782,3.966,2.7962,2,1.001,0.7838,1.0004,0.3258,1.023,5.748,0.2896,1,44.284,5.244,3.1372,3,0.9854,1640.9248,1,12.6146,0.2896,120.5322,1,230.7854,4.9722,0.9128,4.2056,4.9728,1,1,0.2968,0.2896,0.29,1.0068,1.0004,NA,1,1.1984,1.385,3.1356,25,0.3134,28.4526,1.4578,1,340.70689,0.912,1.1848,0.3332,1.9682,120,22.028,1.0774,0.9038,1.6652,68.868,1,0.4162,4,0.2896,0.5204,55.1562,0.7412,0.2896,2.0334,0.29,0.5092,2,0.3068,63.9422,1.9918,0.2896,0.4634,96.332,17.5386,18.7056,75.6262,1,12.0684,1,18.0784,0.2896,19.53,1,3.9776,1.9708,9.9366,2,2.1396,75.6374,0.309,1.9988,0.2896,283.4112,244.7184,13.9268,0,0,84.9582,2,2.9744,6.1828,4,2.2762,2,0,165.5154,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,"2018-03-24","Bestiary HC","UniqueAccessory",2.986,0.277,4.005,39.9674,1,2,0.2784,0.9792,22.9534,2.0996,31.3588,169.5702,1.9206,1,5,1,1.215,1.63,1.7472,4.7478,32.852,2.3128,3.9996,2.9122,2,1.2446,0.8384,1.2074,0.3746,1,5.0324,0.276,0.9994,39.202,5.0228,2.893,2.991,1,1770.332,0.9986,19.5474,0.3196,118.847,1,219.0662,4.7408,0.9938,4.062,5.239,1,1,0.276,0.276,0.2918,1,1,NA,0.9994,1.0498,1.0542,3.1272,27.7,0.2816,28.2154,0.9996,1,336.31938,0.844,1,0.3646,2,120.0708,21.9852,1.3434,0.9704,1.0114,65.955,1,0.3,3.8378,0.276,0.4068,55.2616,0.4514,0.276,2.0486,0.2802,0.6556,1.7896,0.276,61.3832,2,0.2772,0.632,74.1172,18.2896,16.9838,61.499,1,12.224,1,14.952,0.2762,16.7808,1,4.1776,1.784,9.8128,2,3.0644,70.6004,0.2898,1.9984,0.2872,251.5782,252.6654,11.3332,0,0,76.85,2,2.9104,6.2794,4,2.509,1.7866,0,120.5756,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"2018-03-25","Bestiary HC","UniqueAccessory",2.6542,0.2618,4,40.7978,1,2,0.261,0.9942,20.7434,2.6006,30.7238,176.4244,1.3582,1,5,0.999,1.0152,1.3662,1.7254,5.033,30.3668,2.714,4.1268,2.9606,2,1,0.6826,1.1058,0.3688,1,4.9646,0.2608,0.9962,33.0626,5.72,3.2644,3,1,2072.351,1,22.8452,0.2608,109.0566,1,209.9058,4.8462,0.9856,3.9708,5.5356,1,1,0.2608,0.2608,0.2608,1,1,NA,1,1.0184,1.1728,3.4942,40,0.2632,26.451,1.2944,0.999,366.7154,0.8218,1,0.3008,2,120,21.8248,1,1,1.1718,69.6102,0.998,0.2778,3,0.2608,0.5466,57.9042,0.318,0.2608,2.469,0.2608,0.4308,1.4056,0.3522,67.3374,2,0.2608,0.4034,72.1618,21.3788,16.4784,58.2044,1,12.0582,0.9988,10.0234,0.2608,13.8326,1,3.7442,1.9932,8.8028,2,3.9746,81.2442,0.2608,1.9792,0.2608,293.6626,278.5862,9.9786,0,0,64.69,1.9984,2.977,6.6322,4,2.9066,1.2984,100,116.5078,2342.93333,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"2018-03-26","Bestiary HC","UniqueAccessory",2.39653,0.28306,3.54367,41.41163,1,1.82429,0.28265,0.99816,23.55041,2,30.65833,169.60939,1.74755,1,5,1,1,1.91265,1.63837,4.46918,26.92796,2.01327,3.81551,2.97388,2,1,0.52245,1.01816,0.32327,1,4.96286,0.25959,0.84898,26.78469,5.99959,3.85592,2.98939,0.99673,2240.30163,1,22.44939,0.25959,90.56837,1,219.89694,5.06878,0.86816,3.71143,4.66898,1,1,0.25959,0.25959,0.25959,0.99959,1,NA,1,1,1,3.37959,40,0.26,25.21286,1.46102,1,385.12356,0.72857,1,0.42163,2,96.72878,27.22755,1,1,1.39939,71.04265,0.99939,0.26041,3,0.25959,0.60612,52.50694,0.3551,0.25959,2.81959,0.2751,0.44878,1.85959,0.33959,72.29714,1.9698,0.25959,0.47347,78.52612,23.26082,18.49592,61.34143,1,10.99673,0.9998,8.83306,0.26469,12.34531,1,4.37816,2,9.92204,1.6698,3.81939,92.26265,0.26367,2,0.27857,284.34714,280.03612,9.35755,0,0,52.12449,1.77347,3,6.41347,3.99531,3,1.29673,100,104.9251,2381.46939,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,"2018-03-27","Bestiary HC","UniqueAccessory",2,0.2528,3,39.3996,1,1.5588,0.2598,0.9722,21.0974,2,31.0222,173.2168,1.8902,1,5,1,1.107,1.846,1.5812,4.4516,27.2026,1.928,3.9508,3,2,1,0.4754,1.0878,0.469,1,4.9548,0.2528,0.7702,24.6972,6.2842,3.6432,2.9482,0.9842,2470.5584,1,22.2014,0.2528,107.6038,1,247.6346,5.0108,0.9394,3.8576,5.0062,0.975,1,0.2528,0.253,0.2528,0.9978,1,NA,1,1,1,3.219,40,0.287,25.309,1,1,421.74227,0.898,1,0.2828,2,60.7716,28.202,1,1,1.4466,69.0518,0.9966,0.274,3,0.2528,0.3176,40.6976,0.457,0.2528,2.529,0.2542,0.4998,1.7442,0.3918,73.8772,1.5234,0.2528,0.7444,86.77083,24.858,18.5722,59.7654,1,12.2806,1,8.5954,0.2528,6.323,1,3.9866,2,10.3488,2,3.656,94.5688,0.3132,2,0.2528,289.6394,257.592,6.6178,0,0,56.2238,1.4206,2.731,5.5972,4,2.5242,1.5968,100,94.424,2438.048,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,"2018-03-28","Bestiary HC","UniqueAccessory",2.15686,0.2549,3,39.11804,1,1.15392,0.26725,0.99549,19.41333,2,33.18157,177.44961,1.79333,1,5,0.98961,1.31098,1.71745,1.00765,4.99608,24.34216,1.97275,4.7351,2.96059,2,1,0.50235,1,0.53941,1,5,0.25,0.90314,17.3002,7.54686,3.81843,2.34275,0.99922,2487.89647,1,21.05667,0.25059,104.04431,1,243.83941,5.03588,0.96569,3.92275,4.86627,1,1,0.25,0.25,0.25,0.95059,1,NA,1,1,1,3,40.69412,0.29353,24.66294,1,1,450.35765,0.88294,1,0.26784,2,49.66235,25.72647,1,1,1.36902,67.47255,1,0.31412,2.99176,0.25,0.3098,41.78765,0.40314,0.25,2.05373,0.25,0.68392,1.73137,0.38137,66.80039,1.91039,0.25,0.63314,90.94098,45.75373,19.51941,60.02216,1,11.31098,1,9.38686,0.25,6.04725,1,6.39039,2,12.39294,2,3.97824,89.5649,0.4298,2,0.25,286.09314,261.38235,6.37118,0,0,50.62039,1.98039,2.43451,7.24471,4,2.17314,1.81843,100,88.00529,2441.53725,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"2018-03-29","Bestiary HC","UniqueAccessory",2.63854,0.24583,2.98896,45.18458,1,1.09729,0.24667,0.99333,17.37688,2,26.75792,181.80896,1.72354,1,5,0.98521,1.27021,1.1375,1.45625,4.99063,21.71688,1.93146,5.87167,3,2,1,0.49167,1.03375,0.4875,1,5,0.24583,0.83396,15,7.41083,3.47146,2,1,2463.37396,0.9975,19.86354,0.26396,87.35042,1,274.11604,4.86396,0.99271,3.30729,4.97146,1,1,0.24583,0.24729,0.26167,0.99375,1,NA,1,1,1,3.04438,38.3175,0.33958,22.71292,1.00292,1,448.03333,0.91354,1,0.24854,2,40.63375,25,1,1,0.98021,64.26646,1,0.41021,2.98292,0.24583,0.2475,43.055,0.48438,0.24583,1.26646,0.24583,0.33688,1.2425,0.26021,61.19875,1.90854,0.24583,0.66333,87.61625,46.37021,20.20938,61.42667,1,12.26917,0.99542,7.53917,0.24583,7.18708,1,5.04792,2,11.50875,2,3.97854,88.77521,0.61,2,0.24729,286.44208,262.34563,5.02875,0,0,49.875,1.99771,2.52063,8.05375,3.93833,2.26188,1.73438,96.7,80,2485,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,"2018-03-30","Bestiary HC","UniqueAccessory",2.11065,0.24283,3.05978,43.41348,0.9987,1,0.28065,0.99935,18.09217,2,26.67696,185.57457,1.94674,0.99978,4.7387,0.99935,1.305,1.33348,1.61283,5,22.11522,1.87174,5.4437,3,2,1,0.48674,1.14826,0.39652,1,4.85978,0.24196,0.95739,14.23609,7.81739,3.99696,2.63717,1,2613.92304,0.99957,23.45565,0.24196,82.17304,1,281.125,4.1,1,3.12783,4.84478,0.9987,0.99457,0.24,0.24,0.28978,0.99478,1,NA,1,1,1,3.07435,22.23913,0.31065,19.27239,1.11326,1,433.31217,1,1,0.32848,2,34.12783,24.45391,1,1,0.99978,65.16152,1,0.31043,2.58457,0.24,0.26826,43.24283,0.39261,0.24,1.95935,0.24,0.47543,1.72457,0.38152,60.15283,1.29826,0.24,0.84457,84.7,58.20239,21.57674,98.26848,1,17.97891,1,6.94978,0.24,6.71174,1,5.54087,1.82304,10.41522,2,3.86565,91.26739,0.63761,1.98391,0.29848,287.76957,267.03848,4.81674,0,0,42.18457,1.9987,2.60391,6.33543,4,1.99326,1.77109,87.91609,77.3913,2621.86087,0,162.85714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,"2018-03-31","Bestiary HC","UniqueAccessory",2.1707,0.24,3.54698,44.81535,0.99977,1,0.24,0.93907,19.95977,2,26.10698,183.96047,2,1,4.02023,1,0.99837,1.49884,1.60698,5.16535,29.8307,1.6886,5.28605,3.15372,1.97419,1,0.52791,1,0.24953,1,4.95884,0.24,0.93209,14,7.10605,3.99628,3,1,2760.35349,1,24.57186,0.24884,80.67186,0.99977,284.23581,5.47372,0.99744,2.84814,4.46791,1,0.98628,0.24,0.24,0.25326,1,1,NA,1,1,1,3.50674,20.27907,0.30047,19.63,1.45535,0.98535,479.6714,0.97233,1,0.42884,2,32.05023,24.2007,1,1,0.99837,64.66814,0.9986,0.2407,2.01302,0.23953,0.25093,44.71256,0.45744,0.24,2.15163,0.24,0.38209,1.76674,0.42721,58.96977,1,0.24,0.84605,73.24395,97.73535,19.19674,158.48837,1,25.50233,0.99977,7,0.24326,6.89395,1,4.56535,2,12.76279,2,2.97581,92.05302,0.50558,1.9407,0.31674,286.95581,277.59395,3.99837,0,0,32.05884,1.99791,2.85023,11.07372,4.00465,2,1.94953,54.54186,64.78767,2760.35349,69.27632,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,"2018-04-01","Bestiary HC","UniqueAccessory",2,0.24,3.32705,44.32295,1,1,0.24,0.99773,30.98477,2,26.40591,187.67886,2.59091,1,4,0.99955,1,1.76023,1.77886,5.9975,40.76045,2,6.27091,3.12136,1.99386,1,0.46068,1,0.24909,1,4.97205,0.24,0.99909,14,6.95955,3.89591,3,0.99568,2877.845,1,26.76795,0.24,88.01295,1,305.87341,5.25568,0.99545,2.93705,4.86955,1,1,0.24,0.24,0.32182,0.99841,1,NA,1,1,1,3.56273,18.98182,0.28,20,1.02,1,462.13023,0.74932,1,0.37795,2,27.21,20.55409,1,1,1,75.22023,1,0.2825,2,0.24,0.24,40.90455,0.63545,0.24795,2.64386,0.24,0.63068,2.19045,0.48205,59.48364,1,0.24,0.69636,77.55591,113.57523,19.52023,168.64477,1,24.62636,1,6.84545,0.24,6.20636,1,6.5475,2.43045,13.72159,2,2.73295,89.67932,0.32818,1.63864,0.26364,288.32955,264.44091,3.11091,0,0,28.53477,1.96545,3.07364,11.38455,4,2,2,43.54386,56.00795,2871.92941,38.83136,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,"2018-04-02","Bestiary HC","UniqueAccessory",2.55,0.24844,3.16578,48.19156,0.96911,1,0.24067,0.98489,51.21489,2,26.152,186.43511,2.67511,1,4,0.96467,1,1.89489,2,5.42044,45.74333,1.64489,6.128,3.18067,1.88222,1,0.50733,1,0.24,1,4.97089,0.24,0.99422,13.16644,6.35822,4,3,0.90956,3192.19489,1,28.51333,0.24,109.16133,1,312.80333,5,0.98578,2.934,4.91156,1,1,0.24,0.24,0.25356,0.99733,1,NA,0.98311,1,1,3.96311,18.29222,0.27267,20.716,1,1,516.94311,0.97111,1,0.37956,2,21.08911,17.34222,1,1,0.99933,81.61956,1,0.30556,2,0.24,0.30267,35.43378,0.33111,0.25311,2.65178,0.27111,0.42356,2.38067,0.48,54.63933,1,0.24,0.694,99,122.28267,18.56622,163.49667,1,22.91644,0.99511,6.81356,0.24,6.38822,1,4.87422,2.176,15.68311,2,2.62911,89.82133,0.24,2,0.24067,292.21222,259.31156,3.00844,77.80182,0,26.044,2,2.88044,9.45267,4.72311,1.99844,2,35.61889,44.08111,1333.1565,20.97133,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
