"Day","Date","League","Type","Abberath.s.Horn","Advancing.Fortress","Agnerod.East","Agnerod.North","Agnerod.South","Agnerod.West","Ahn.s.Might","Al.Dhih","Allure","Amplification.Rod","Apep.s.Rage","Arakaali.s.Fang","Arborix","Ashcaller","Atziri.s.Disfavour","Augyre","Aurumvorax","Axiom.Perpetuum","Balefire","Beltimber.Blade","Bino.s.Kitchen.Knife","Bitterdream","Bloodplay","Bloodseeker","Brain.Rattler","Breath.of.the.Council","Brightbeak","Brutus..Lead.Sprinkler","Callinellus.Malleus","Cameria.s.Maul","Cane.of.Unravelling","Chin.Sol","Chitus..Needle","Chober.Chaber","Clayshaper","Cospri.s.Malice","Cybil.s.Paw","Daresso.s.Passion","Darkscorn","Death.s.Hand","Death.s.Harp","Death.s.Opus","Debeon.s.Dirge","Divinarius","Doomfletch","Doomfletch.s.Prism","Doomsower","Doon.Cuebiyari","Doryani.s.Catalyst","Dreadarc","Dreamfeather","Duskdawn","Dyadus","Dying.Breath","Eclipse.Solaris","Edge.of.Madness","Ephemeral.Edge","Essentia.Sanguis","Ewar.s.Mirage","Femurs.of.the.Saints","Fencoil","Fidelitas..Spike","Flesh.Eater","Frostbreath","Geofri.s.Baptism","Gorebreaker","Goredrill","Grelwood.Shank","Hand.of.Thought.and.Motion","Hand.of.Wisdom.and.Action","Heartbreaker","Hegemony.s.Era","Hezmana.s.Bloodlust","Hiltless","Hopeshredder","Hrimnor.s.Dirge","Hrimnor.s.Hymn","Hyaon.s.Fury","Ichimonji","Infractem","Innsbury.Edge","Iron.Commander","Izaro.s.Dilemma","Jack..the.Axe","Jorrhast.s.Blacksteel","Kaom.s.Primacy","Kingmaker","Kitava.s.Feast","Kondo.s.Pride","Kongor.s.Undying.Rage","Lakishu.s.Blade","Last.Resort","Lavianga.s.Wisdom","Lifesprig","Limbsplit","Lioneye.s.Glare","Mark.of.the.Doubting.Knight","Marohi.Erqi","Martyr.of.Innocence","Midnight.Bargain","Mightflay","Mj√.lner","Mon.tregul.s.Grasp","Moonbender.s.Wing","Moonsorrow","Mortem.Morsu","Nebuloch","Ngamahu.s.Flame","Null.s.Inclination","Nuro.s.Harp","Nycta.s.Lantern","Obliteration","Oni.Goroshi","Ornament.of.the.East","Oro.s.Sacrifice","Pillar.of.the.Caged.God","Piscator.s.Vigil","Pledge.of.Hands","Prismatic.Eclipse","Quecholli","Queen.s.Decree","Queen.s.Escape","Quill.Rain","Razor.of.the.Seventh.Sun","Reach.of.the.Council","Realm.Ender","Realmshaper","Reaper.s.Pursuit","Rebuke.of.the.Vaal","Redbeak","Relentless.Fury","Reverberation.Rod","Rigwald.s.Charge","Rigwald.s.Command","Rigwald.s.Savagery","Rive","Roth.s.Reach","Scaeva","Severed.in.Sleep","Shade.of.Solaris","Shimmeron","Shiversting","Silverbough","Silverbranch","Singularity","Sire.of.Shards","Slivertongue","Soul.Taker","Spine.of.the.First.Claimant","Starforge","Storm.Cloud","Storm.Prison","Taproot","Taryn.s.Shiver","Terminus.Est","The.Blood.Reaper","The.Blood.Thorn","The.Cauteriser","The.Consuming.Dark","The.Dancing.Dervish","The.Dark.Seer","The.Goddess.Bound","The.Goddess.Scorned","The.Gryphon","The.Harvest","The.Poet.s.Pen","The.Princess","The.Scourge","The.Screaming.Eagle","The.Searing.Touch","The.Stormheart","The.Supreme.Truth","The.Tempest","The.Tempestuous.Steel","The.Wasp.Nest","The.Whispering.Ice","Tidebreaker","Touch.of.Anguish","Tremor.Rod","Trypanon","Tulborn","Tulfall","Twyzel","Ungil.s.Gauche","United.in.Dream","Uul.Netol.s.Embrace","Uul.Netol.s.Kiss","Varunastra","Void.Battery","Voidhome","Voltaxic.Rift","Vulconus","White.Wind","Wideswing","Widowmaker","Wildslash","Windripper","Wings.of.Entropy","Xirgil.s.Crank","Xoph.s.Inception","Xoph.s.Nurture","Corona.Solaris","Dreadbeak","Geofri.s.Devotion","Mirebough","Panquetzaliztli","Sanguine.Gambol","The.Dancing.Duo","The.Stormwall","Cameria.s.Avarice","Disintegrator","Dreadsurge","The.Enmity.Divine","The.Rippling.Thoughts","Voidforge","Cerberus.Limb","Chaber.Cairn","Earendel.s.Embrace","Fate.of.the.Vaal","Paradoxica","Sinvicta.s.Mettle","Soulwrest","Story.of.the.Vaal","The.Crimson.Storm","The.Grey.Spire","Cold.Iron.Point","Nebulis","Sign.of.the.Sin.Eater","The.Goddess.Unleashed","The.Black.Cane","The.Saviour"
6,"2018-12-12","Betrayal HC","UniqueWeapon",0.35,1,1.93122,2,1,2,8,0.35,0.61,2,1,23.03,0,0.34,255,14,0.7801,2,2,27.86,0.35,0.35,0.31,1,24.73375,19.28643,8,5,0.60031,0.35,0.35,1.13,1,0.85031,0.7,70.70038,0.35,0.35,0.34,1,0.35,6,0.3,1,0.3002,4,1.97659,4,65.00182,0.35,1,0,0.7,0.96,0.35,1,0.8701,0.52436,0.35,0.3501,0.35,0.34,0.35,0.99,0.3501,0.35,0.28,192.5,2,0,1,19.98,1,1,30.5,3.65,0.2901,0.90765,12,0.35,1,0.3202,2,0.62051,1,0.36,0,45,0.6502,1,0.99,0.34,0.35,2,0.7,2,0.35,0.68,14.78,0.63,0.36,40,0.72,0.4502,0.35,0.9801,90.15,4,0.95,0.41915,1,0.35,51.12667,0.72,0.7002,0.35,1,1,0.6801,0.35,0.34,7.48,1.11051,40,28.1,4,0.35,1,0.35,0.95,0.36,0.35,0.38,0,165,1,0.35,1,21.34357,24.72,87.484,0.35,3.27929,0.35,3,0.91,40.585,28.76,11.11,700,0.94,0.28,0.35,1,1,0.7,0.35,7.23,0.68,0.7,1.58714,1,3.24,6.82,3.62,112.12167,1,128,1,1,0.35,1,15.15429,1,1,1,76.47,2,0.35,11,3,0,0.35,0.35,0,0,9.79,170,763.6,0.32,1,5,0.36,0.35,0.35,0.34,61.67,0.36,1.36,0.8,0,0,17.4,7,10,5,8.7,65,0,30,0,30,15,0,100,62.93,9.29,0.3501,10,156.48,0.6601,155.50571,3,36.41,126.46167,NA,NA,NA,NA,NA,NA
7,"2018-12-13","Betrayal HC","UniqueWeapon",0.38,1,2,2,1.59143,2,5,0.4051,0.69103,2.15,1,28.09,0,0.29,250,5,0.58,2,1.77286,32.5475,0.63061,0.3851,0.29,1,20,18.10667,8,6,0.57,0.41,0.41,1,1,1,0.8451,62.38,0.3,0.41,0.29,1,0.4051,4.15,0.32,1,0.4,4,1,3,60,0.3851,1,0,0.67531,0.96,0.41,1,0.51041,0.45,0.4,0.42,0.4,0.41,0.3851,0.9251,0.5351,0.39,0.29,300,2,65,1,12.76389,1,1,32.66,3.21,0.29,0.97,10,0.39,1,0.3851,2,0.3951,1,0.4,0,50,0.63531,1,1,0.3151,0.4,2,0.5751,1.4902,0.41,0.42,14.44,0.52,0.55531,44,0.56,0.41,0.38,1,66.10375,4,0.42,0.41,0.95,0.41,90.11,1,0.8151,0.39,1,1,0.7702,0.36,0.29,4.11,1.1402,40,12,4,0.41,1,0.32,0.95,0.4,0.38,0.41,0,165,0.97,0.29,1,15,17.73,50,0.29,4,0.42,2,0.89,30,30.66769,11.35467,619.8,0.84,0.29,0.29,1,1,0.84,0.3202,8.44833,0.79,0.42,2,1,5.94,5.44235,4.48,108.04588,1,125,1,1,0.29,1,11.98214,1,0.85531,1,50.96,2,0.41,9.38,3,0,0.29,0.41,0,0,7.57091,108.36,146.42,0.39,1,2.68,0.7302,0.41,0.3,0.29,58.02,0.41,2,0.93318,0,0,20.99,7,8,4.66,8,52.97,0,30,0,30,15,0,129.315,68.438,6,0.4,7,70.90333,0.78,162.96429,3,37.28,95.3,NA,NA,NA,NA,NA,NA
8,"2018-12-14","Betrayal HC","UniqueWeapon",0.31,0.72041,1.36,1.9102,1,2,3.76551,0.43,0.35,3,1,30.335,0,0.3,350,2,0.54531,2,1,35,0.6302,0.3,0.3,1,12.79125,12,8,5,0.65,0.43,0.43,1,1,1,0.62,69.49,0.3,0.43,0.3,1,0.4251,4.54,0.44,1,0.31,5,1,3,54.54,0.31,0.9,0,0.44,1,0.4351,1,0.97,0.44,0.3151,0.45,0.31,0.43,0.36,0.88,0.44,0.3151,0.31,151.49571,2,65.125,1,10,0.86,0.98,20,4.97,0.3,0.97,9.25375,0.3,1,0.31,2,0.4,1,0.5302,0,39.81,0.8502,0.9851,0.8902,0.31,0.3,2,0.44,1.8451,0.3,0.42,14.57,0.5502,0.71,36.5025,0.44,0.44,0.39,1,60,3.78571,0.44,0.44,0.6,0.3951,70,0.95,0.89,0.4051,1,1,0.88,0.31,0.32,3.9875,2,65,4.72,3.11,0.33,1,0.38,0.44,0.3,0.3,0.44,0,155.9,0.44,0.3,1,11.7,22.34,27.71328,0.3,5,0.43,2,0.88,20,30.011,13.51684,400,0.6,0.31,0.31,1,0.62,0.44,0.3,8.37,0.79,0.44,1,1,5,5.76848,2.66,108,0.9902,74.9,1,0.9451,0.3,0.87,12.87023,1.28,0.86,1,52.14,2,0.4151,15.51,3,0,0.31,0.31,0,0,4.42462,141,139.609,0.3,1,2,0.43,0.3,0.31,0.3051,50,0.44,2,0.98806,0,8,9.98571,7,7,3.57,3.84,34.8,10,29,0,8,15,39.86333,134.76,50,4.97,0.44,7,75.42909,0.43,155.29133,3,23.153,61.64,NA,NA,NA,NA,NA,NA
9,"2018-12-15","Betrayal HC","UniqueWeapon",0.31,0.88,2,2,1,2,3,0.31,0.55,2.762,0.8701,37.07833,0,0.31,380,2,0.44,1.9901,1,30,0.78,0.31,0.31,1,8.33,9.87,8,5,0.6202,0.4301,0.3202,1,1,1,0.93,60,0.31,0.32,0.31,0.88,0.39,4,0.44,1,0.31,5.42,1,3,48.96,0.35,0.94,0,0.36,0.9801,0.3701,1,0.88,0.7,0.44,0.44,0.31,0.4201,0.44,0.5401,0.44,0.31,0.31,144.12583,1.97,26.4,1,10,0.88,0.87,12.48,5,0.31,0.44,10,0.32,1,0.3101,1.94,0.31,1,0.44,0,50,0.7501,1,1,0.31,0.37,2,0.31,1,0.32,0.44,15.68,0.52,0.44,30,0.88,0.44,0.44,1,50,2,0.88,0.44,0.62,0.31,69.36536,0.9801,0.80031,0.31,1,1,0.88,0.31,0.31,4.34,1.00347,41.98,3.85,2,0.31,1,0.31,0.44,0.31,0.31,0.44,0,155.9,0.44,0.31,1,10,21.775,20,0.31,5,0.44,1,0.44,9.69,25,17,380,0.4102,0.31,0.31,1,0.6602,0.44,0.31,7.22043,0.8601,0.44,2,0.8402,4.1,5.13,3.38,131.95,1,88.59,1,0.88071,0.3502,0.87,12.22538,2,0.84,0.88,62.60917,1.9901,0.3101,14.4,2.30714,0,0.31,0.31,0,0,3,79.90333,141.7,0.31,0.73,2,0.44,0.31,0.3201,0.31,40.76032,0.44,2,0.88,0,7.2,13.02,6.61,6,3.99,5.94,19.175,3,26.18,757.5,8,16.18,23.08,132.682,41.08167,4,0.31,10,50.5,0.31,108.85158,3,20,30,NA,NA,NA,NA,NA,NA
10,"2018-12-16","Betrayal HC","UniqueWeapon",0.32,0.88,1.9902,2,1.49041,2,3,0.32,0.53,3,0.83,33.22,0,0.32,336.11,2,0.44,1,1,15.81348,0.45,0.32,0.32,2,5,10.12875,6.68898,5,0.41,0.44,0.32,1,1,0.87,0.8651,60,0.32,0.32,0.32,0.88,0.4302,4.44,0.44,1,0.32,4.91,1,3,48.06,0.32,0.8902,0,0.44,1,0.44,1,0.62,0.8402,0.42531,0.44,0.32,0.36,0.44,0.44,0.44,0.32,0.32,194.93667,2,43.57875,1,7.55362,1,0.5,7.03333,4.15,0.32,0.8151,8.24182,0.4051,1,0.32,1.795,0.44,1,0.44,0,42.90875,0.8751,1,0.88,0.32,0.39,1.94041,0.44,1,0.36,0.44,10.49179,0.44,0.44,28.59935,0.76,0.3751,0.32,1,100,2,0.44,0.44,0.45,0.32,65,0.9051,0.44,0.32,0.96,1,0.6302,0.35,0.32,5.368,1,36.94,3,2,0.32,0.8902,0.32,0.4451,0.32,0.38,0.44,0,109.9,0.44,0.32,0.8951,8.77,18.52,15,0.32,5.26833,0.32,1,0.44,5,20.02823,16.65208,380,0.4451,0.32,0.32,1,0.45,0.32,0.32,8,0.45,0.44,2,0.75,4.1,6.93864,3.16,167.29167,0.68531,70.73889,0.9751,0.99,0.32,0.88,12,1,0.44,0.88,70,1,0.32,12.16,2,0,0.32,0.32,0,0,3,0,148.59,0.32,0.8,1.60461,0.44,0.32,0.32,0.32,30,0.32,1,0.94,20,4.62,11.02,6,3.33,3.99727,6.95,20,15,16.05,757.5,8,11.06,13,94.06167,30,3.07,0.32,6,50.5,0.32,110,2.7,15.16,24.65,NA,NA,NA,NA,NA,NA
11,"2018-12-17","Betrayal HC","UniqueWeapon",0.33,0.8901,2,2,2,2,3,0.33,0.45,2.88,0.67,31.88,0,0.33,235.97,2,0.46,2,1,17.63,0.6,0.33,0.33,1,4,15,7,6.29545,0.36031,0.33,0.4,1,1,0.6202,0.88,54,0.33,0.33,0.33,0.58,0.44,5,0.33,1,0.39,4.68,0.98,3,65,0.33,1,0,0.45,1,0.33,1,0.45,0.45,0.33,0.45,0.33,0.42,0.45,0.45,0.4001,0.33,0.33,151.72875,2,39.492,1,9.83596,1,0.76051,6,4,0.33,0.86,8.11848,0.4201,1,0.33,2,0.45,1,0.45,0,42.52,1,1,1,0.33,0.3901,2,0.45,1,0.33,0.45,10,0.45,0.39,25,0.45,0.33,0.33,0.92071,89.2975,2,0.38,0.33,0.45,0.35,70,0.99,0.45,0.32,1,1,0.45,0.44,0.33,5.71,1,33.815,2,2.07,0.33,1,0.33,0.45,0.45,0.33,0.41,0,61.5,0.45,0.33,1,7,19.33833,12.91794,0.33,6.00333,0.33,2,0.9,4.21231,20,17,330.87,0.45,0.33,0.33,1,0.7501,0.44,0.33,8,0.45,0.45,1,0.8701,5,6.81,3,149.7952,0.45,45,1,1,0.33,0.58,12.852,1,0.6302,0.8501,91.19,1,0.33,9.56,2,0,0.33,0.33,0,0,3,198,131.43,0.33,0.64,1.3,0.43,0.33,0.33,0.33,30,0.41,1,1,18.05,5,11.33,5.72,5,2,3.99909,21.20833,10,9,663.1,8.83,10,30,91.11,31.1392,3,0.37,6,45.45,0.33,118.1,2.72,12.84,20.64,NA,NA,NA,NA,NA,NA
12,"2018-12-18","Betrayal HC","UniqueWeapon",0.35,0.9251,2,1.3551,2,2,2.74102,0.3451,0.86943,3,0.87,31.34,0,0.34,208.88,2,0.66531,2,1,22.77,0.47,0.34,0.33,1,3,15.16855,7.57633,7,0.47,0.34,0.4251,1,1,0.47,0.47,52.26,0.34,0.35,0.34,0.54,0.47,5,0.43,1,0.34,4,1,2,67.02,0.35,1,0,0.34,0.9851,0.34,1,0.68,0.47,0.35,0.46,0.34,0.34,0.4502,0.35,0.40041,0.34,0.34,132.24,2,39.67692,1,5.58286,0.92,0.47,5,4.18,0.34,0.69,15,0.4351,1,0.34,2,0.3851,0.99,0.35,0,34.74,0.94,1,1,0.34,0.34,2,0.4202,1,0.34,0.34,10,0.47,0.47,22,0.47,0.34,0.35,1,79.64176,2,0.38,0.34,0.3851,0.3451,70,1,0.47,0.3,1,1,0.8351,0.34,0.34,6.68,1.8851,20,2,2.16542,0.34,1,0.34,0.47,0.34,0.36,0.47,101.6,61.5,0.47,0.34,1,7.15,20,9,0.34,4,0.35,1.63265,0.8502,3.41,19.28129,17.09529,320.62,0.47,0.33,0.34,1,0.99,0.46,0.34,7.13286,0.47,0.47,1,0.91,5,7,3,143.49,0.92,39.81,1,1,0.34,0.7651,12.67222,1,0.69,1,90,1,0.34,8.78,2,15,0.34,0.34,0,0,2,186.5,111.92,0.34,0.47,1,0.34,0.46,0.34,0.34,30,0.36,2,1,7.41,5,11,4.97,4.79618,1.83,3.47,15.4,9.35,11.67,544.5,12.3,9.5425,19.11,200,32.9325,3,0.46,0,26.99,0.43,150.52,3,8.8,20.62,NA,NA,NA,NA,NA,NA
13,"2018-12-19","Betrayal HC","UniqueWeapon",0.36,0.94,1.82,1.34041,2,2,2,0.36,0.85,2.989,0.48,61.86,0,0.36,226.07,2,0.46,2,1,25.36,0.47,0.36,0.35,1,3,15,7.07,7,0.47,0.3651,0.46,1.73408,1,0.48,0.77041,50,0.36,0.36,0.36,0.94,0.36,7,0.4,1,0.36,5,0.96,3,49.4556,0.36,1,0,0.36,1,0.37,1,0.4951,0.68,0.36,0.47,0.36,0.36,0.43041,0.36,0.3802,0.36,0.36,156.35111,2,28.29,0.97,5,0.6951,0.48,5,4,0.36,0.93,8.89567,0.36,1,0.36,2,0.45,1,0.38,0,28.84,0.59551,1,1,0.36,0.36,2,0.3802,1,0.36,0.36,9,0.47,0.47,22.12519,0.63,0.3851,0.36,1,69,2,0.47,0.36,0.47,0.4651,65,1,0.47,0.36,1,1,0.48,0.36,0.36,7.42063,2,20,2,2.19,0.36,1,0.36,0.47,0.36,0.4002,0.37,101.48,67,0.47,0.36,0.9651,8,29.15,5.46,0.36,4,0.47,1,0.94,3.88,18.74,14,292.87,0.47,0.36,0.36,1,1,0.47,0.36,7.87,0.48,0.47,1,0.91,5,7.67,3.41,150,0.99,41.636,1,0.82531,0.36,0.9851,14,1,0.48,1,81.72,1,0.36,10,2,15,0.36,0.36,0,0,1.71,175,107.69778,0.36,0.5502,1,0.38531,0.3951,0.36,0.36,30,0.42,1.31125,1,18.2,5.79,10,4.89,4.62459,3.87,3.34,19.39,9,9,400,12,5.2,23.19,164.47,20,2.11,0.36,0,25.39,0.46,138.63667,2,5,20.87,NA,NA,NA,NA,NA,NA
14,"2018-12-20","Betrayal HC","UniqueWeapon",0.44,1,1,1,2,1,2,0.38,0.86,2,0.48,61.86,0,0.38,233.54,3,0.48,1.9951,1,24.433,0.48,0.38,0.37,1,2,13,6,7,0.45,0.38,0.4751,2,1,0.46,0.89,44.21,0.46,0.39,0.38,0.92,0.43531,6,0.46,1,0.39,3.93182,1,2,49.93,0.39,1,5401.26,0.41,1,0.38,1,0.75531,0.74,0.4,0.38,0.38,0.39,0.4751,0.38,0.46,0.38,0.37,196.0325,2,20.82577,0.97,4,0.69,0.61,5,3,0.38,0.76,9,0.38,1,0.38,2,0.46,0.96,0.41,0,24.31,0.66041,1,1,0.38,0.38,2,0.46,1,0.38,0.4302,8.41,0.4751,0.39,20,0.56531,0.4,0.39,1,55,2,0.4751,0.38,0.4751,0.39,63.71,1,0.79082,0.38,1,1,0.5002,0.39,0.38,7,1.33612,29.59,2,1.95,0.38,0.96,0.38,0.48,0.39,0.39,0.39,100.3,64.29,0.46543,0.38,1,8,28.84,5.46,0.38,4.73,0.4,1,0.9502,3,18.80818,14.74987,305.3025,0.46,0.3851,0.38,1,1,0.46,0.38,8,0.8,0.47,1,0.48,5,7,3,150.791,0.96,38.94,1,0.9502,0.38,0.97,13.55,1.09531,0.94041,0.96,80.75111,0.9951,0.38,10,2,15,0.38,0.38,0,0,2,131.87,99.64,0.38,0.76,1,0.42,0.4051,0.39,0.38,35,0.38,1,1,15,4.48,12,4,4.54,4,3.06,14.36,9.35,8.2,296.79,12,5.2,22.4,154.57,19.14,2,0.38,48.5,20,0.46,180.16,2.44,5,23.58,NA,NA,NA,NA,NA,NA
15,"2018-12-21","Betrayal HC","UniqueWeapon",0.3901,0.94,1,1,1.22,1.73,1.98,0.39,0.92,2,0.91,71.4,0,0.3501,253.47,2,0.92,1.58041,1,20,0.46,0.39,0.37,1,2.12,11.402,6.87133,5,0.44,0.39,0.39,1,1,0.3901,0.97,44.33,0.39,0.42,0.39,0.92,0.4,6,0.39,1,0.39,3.9922,0.97,2,52.71353,0.39,0.99,392,0.39,1,0.39,1,0.8201,0.65,0.4001,0.39,0.39,0.39,0.45,0.39,0.46,0.39,0.39,194,2,16.28,1,3,0.72,0.67,3,4,0.2101,0.78,8,0.39,1,0.39,2,0.43,1,0.39,0,29.56,0.46,1,1,0.39,0.39,2,0.46,1,0.39,0.59031,9,0.46,0.39,23.00909,0.46,0.39,0.39,1,75,2,0.45,0.39,0.46,0.39,76.88,1,0.46,0.39,1,1,0.46,0.4402,0.39,6.8,1.56051,42.04857,2,2.16,0.39,1,0.39,0.46,0.3901,0.44,0.39,99.12,61.8,0.46,0.38,1,9.976,24.68,4,0.39,4,0.4002,1,0.9,3,17.641,13.09,298.55875,0.4402,0.39,0.39,1,0.88,0.46,0.3001,8,0.78,0.46,1,0.49,5,6,3,174.44938,0.92,25,1,0.94,0.3801,1,13,1,0.46,0.7102,85,1,0.39,10,2,10,0.39,0.3,0,0,2,98.43,99.45,0.39,0.76,1,0.39,0.39,0.39,0.39,26.12057,0.39,1.82,1,12.3,5.97,10,2.98,4,3.18,3.06,14.38933,8.43,8.35,295.47,11.2,4.3,16.59429,137.66,18,2,0.4,48.5,20,0.39,169.16375,2,4.54,20,NA,NA,NA,NA,NA,NA
16,"2018-12-22","Betrayal HC","UniqueWeapon",0.38,0.72041,1,1,2,2,1.90041,0.38,0.6,2,0.8701,100.70667,0,0.38,277.63,2,0.78,1.9201,1,20,0.42,0.38,0.27,1,2,8,6,5.94,0.38,0.38,0.38,1,1,0.4,0.8801,45,0.38,0.38,0.38,0.92,0.4,6,0.38,1,0.38,4,0.9001,2,56.75167,0.38,0.84,400,0.38,1,0.38,1,0.42,0.42,0.42,0.38,0.38,0.38,0.42,0.38,0.4,0.38,0.38,151.5,2,23.92,1,2.7275,0.42,0.43,3,3.68,0.38,0.7602,7,0.38,1,0.38,1.62,0.42,1,0.38,0,35.88,0.43,0.9901,1,0.38,0.38,2,0.39,1,0.38,0.38,14.35077,0.42,0.39,22.42618,0.43,0.39,0.38,1,70.08211,2,0.42,0.38,0.84,0.38,95,1,0.43,0.38,1,1,0.43,0.3902,0.38,5,2,39.59,2.62,2,0.38,0.9501,0.38,0.82,0.39,0.3801,0.38,90.9,63.02,0.46,0.38,1,8.98,23.03,3,0.38,4.51,0.4,1,0.43,3,15,15.71273,321.76,0.44,0.38,0.38,1,0.8401,0.39,0.38,8,0.42,0.43,1,0.4,5,6.09,3.13,180,0.86,15,1,0.89,0.38,1,13.17333,1,0.41,0.80031,85,1,0.38,3.88,1.72,15.5,0.38,0.38,0,0,2,93.96833,107.52,0.38,0.76,1,0.38,0.38,0.38,0.38,27.83347,0.3801,2,1,10,6.07,10,2.82,3.61,2.93,3.14,14.12962,8.69,8.37,303,11.2,2.32,13.48,319.19,18.87396,2,0.38,30,31.92438,0.38,162.78,2.69,4.86,20,NA,NA,NA,NA,NA,NA
17,"2018-12-23","Betrayal HC","UniqueWeapon",0.38,0.84,1.55031,2,2,2,1,0.38,0.84,2.61,0.42,100.27,0,0.38,236.14,2,0.82,2,1,17.8441,0.42,0.38,0.36,1,2,8,6.06204,7,0.39,0.38,0.38,1,1,0.93031,1,50,0.38,0.38,0.38,0.99,0.38,6.64117,0.38,0.97,0.38,4,1,2,59.65,0.38,0.84,400,0.38,1,0.38,1,0.9102,0.42,0.38,0.38,0.37,0.38,0.38,0.38,0.42,0.38,0.38,156.36474,2,10,0.88071,2.83585,0.42,0.46,3,3,0.38,0.73,6,0.38,1,0.38,1.92,0.38,1,0.38,22,38.01,0.73041,1,1,0.36,0.38,2,0.41,1,0.37,0.38,17.46429,0.41,0.38,28.29,0.38,0.51041,0.38,1,94.56182,2,0.42,0.38,0.65051,0.38,95,1,0.42,0.38,0.87041,1,0.41,0.38,0.38,5,2,36.37227,2.74597,1.84,0.38,1,0.38,0.42,0.38,0.38,0.38,89.1,103.96,0.84,0.38,1,9.72,20,3,0.38,4.26,0.38,1,0.42,3,14,12.97,341.08,0.3801,0.38,0.38,1,0.8101,0.38,0.3602,8,0.42,0.42,1,0.38,5,7,4.01091,179.47111,0.9102,15,1,1,0.38,1,13,1,0.4,0.7501,83.74,1,0.38,3,1.89,12,0.3401,0.34,292.88,58,2,136.69,96.91,0.38,0.81833,1.12,0.38,0.38,0.38,0.38,26.165,0.38,2.99441,1,10,6.11,8,3,3,2,3,15,9.28,8,308.715,11.2,2.45,15.71,296.36571,15,2.01,0.38,22.5,31.42712,0.41,180,2.01913,5,20,NA,NA,NA,NA,NA,NA
18,"2018-12-24","Betrayal HC","UniqueWeapon",0.39,0.8,2,1.43673,1.6,2,1.1202,0.39,1,2.178,0.4,94.26167,430.57,0.39,228.25,2,0.53,1.19143,1,18,0.72,0.39,0.3,1,1.94,5,6,7,0.39,0.39,0.39,1,1,0.5551,0.8,59.45,0.39,0.39,0.39,1,0.39,7,0.39,1,0.39,4,1,2,63.49059,0.39,0.86,400,0.39,1,0.39,1,0.8,0.39,0.39,0.39,0.38,0.39,0.39,0.4,0.39,0.39,0.39,112.6,2.50093,25,0.8,2.86269,0.60061,0.4,3,3,0.38,0.73,8,0.39,1,0.39,1,0.39,0.94,0.39,22,50,0.78,0.8,0.88,0.39,0.39,2,0.4,1,0.39,0.39,17.06,0.39,0.39,22.24,0.39,0.4,0.39,1,139.72,2,0.4,0.39,0.7702,0.39,95.88,1,0.43531,0.39,1,1,0.41,0.39,0.39,4,2,39.49,2,1.66,0.39,0.9551,0.39,0.7951,0.39,0.39,0.39,89.1,100,0.8,0.3651,0.98,8.16154,19.23,3.04,0.39,4,0.39,0.99,0.4,3.85,13.61,9.65222,300,0.4,0.39,0.39,1,0.78,0.39,0.39,8,0.4,0.4,1.89389,0.39,5,6.796,4.01,172.24154,1,16.8,1,1,0.39,1,14,1,0.8,0.8,80,1,0.23,3.32,1.88,8.5,0.38,0.39,300.68,58,2,320.7,84.11,0.39,0.8,1.60091,0.39,0.39,0.39,0.39,29,0.39,2,1,5,6.15,12.04,3,3.66,3.87227,2.55,14.18,8,8,284.93333,11,2.75,17.33,117.766,14.12378,2.95833,0.39,11,27.69485,0.39,201.03,3,5,17.84,NA,NA,NA,NA,NA,NA
19,"2018-12-25","Betrayal HC","UniqueWeapon",0.38,1,2,1.5251,1.91041,1.27,1.09,0.38,0.78,2.81,0.39,100,0,0.38,272.68,2,0.39,1.6651,1,15,0.4851,0.38,0.3,1,1.83,5,6,7,0.39,0.38,0.38,1,1,0.39,1,99.14688,0.38,0.38,0.39,1,0.39,6,0.39,1,0.39,4,1,3,60.715,0.38,1,400,0.39,1,0.38,1,0.78,0.39,0.38,0.38,0.38,0.3851,0.39,0.38,0.38,0.38,0.37,118.67273,2,24.94,0.78,2.94,0.78,0.38,2,3,0.28,0.6,8,0.38,1,0.38,1,0.38,0.9,0.39,22,47.17,0.66204,0.96,1,0.38,0.38,1.97,0.38,1,0.37,0.5,18,0.39,0.39,28.76619,0.39,0.39,0.38,0.78,158.54321,1.4251,0.38,0.38,0.6802,0.36,120,1,0.39,0.3,1,1,0.39,0.38,0.38,3.93,2,47.224,2,2.52,0.38,1,0.38,0.78,0.39,0.39,0.39,89.1,91.98,0.78,0.3751,0.8051,7.33,16.42,3.7502,0.38,2.91,0.39,1.25,0.41,4,12,10,261.30781,0.39,0.38,0.38,1,0.78,0.39,0.38,8,0.38,0.4,2,0.39,5,7,4,174.71921,0.52,16.675,1,1,0.38,1,14.28,1,0.4102,0.83,72.45,1,0.36,8.11,1.9298,8.5,0.3251,0.38,308.2,58,2,237,79.03978,0.34,0.77,1.97,0.39,0.38,0.38,0.38,30,0.38,2,1,5,6,12.55,3,3.68143,3.52,1.74,14.14,7.87,8.53,200,11,2.75,12.72,130.01556,15,2.77,0.39,11,30,0.39,198.54295,3.3,5,15.48,NA,NA,NA,NA,NA,NA
