"Day","Date","League","Type","Gilded.Ambush.Scarab","Gilded.Bestiary.Scarab","Gilded.Breach.Scarab","Gilded.Cartography.Scarab","Gilded.Divination.Scarab","Gilded.Elder.Scarab","Gilded.Harbinger.Scarab","Gilded.Perandus.Scarab","Gilded.Reliquary.Scarab","Gilded.Shaper.Scarab","Gilded.Sulphite.Scarab","Gilded.Torment.Scarab","Polished.Ambush.Scarab","Polished.Bestiary.Scarab","Polished.Breach.Scarab","Polished.Cartography.Scarab","Polished.Divination.Scarab","Polished.Elder.Scarab","Polished.Harbinger.Scarab","Polished.Perandus.Scarab","Polished.Reliquary.Scarab","Polished.Shaper.Scarab","Polished.Sulphite.Scarab","Polished.Torment.Scarab","Rusted.Ambush.Scarab","Rusted.Bestiary.Scarab","Rusted.Breach.Scarab","Rusted.Cartography.Scarab","Rusted.Divination.Scarab","Rusted.Elder.Scarab","Rusted.Harbinger.Scarab","Rusted.Perandus.Scarab","Rusted.Reliquary.Scarab","Rusted.Shaper.Scarab","Rusted.Sulphite.Scarab","Rusted.Torment.Scarab","Gilded.Legion.Scarab","Polished.Legion.Scarab","Rusted.Legion.Scarab"
68,"2019-05-14","Synthesis","Scarab",25,20,15,28,40,7.3,20.31453,7,9,10,90,2,16,13,8,10,24.86,3,12,4,2,2,74,1,8,8.26,2,5,8,1,6,3,1,1,65,1,NA,NA,NA
69,"2019-05-15","Synthesis","Scarab",25.02,24.57,15,28,40,7,20,7,9,10,90,2,16,14.00131,7,10,24.8,3,12,4,2,2,74.02,1,7.98,8,2,5,8,1,6,3,1,1,65,0.99,NA,NA,NA
70,"2019-05-16","Synthesis","Scarab",25,21.04,15,25.34091,39,7,20.40094,7,9.1,10,91.89,2,17,14,7,10,24.1701,2.17,12,4,2,2,75,1,8,8,2,5,8,1,6,3,1,1,70,0.88505,NA,NA,NA
71,"2019-05-17","Synthesis","Scarab",25.59,22.54,15,25,39,7,20.88,7,9.55,10,99.64,2,17.04,14,7,10,24,2.30681,12,4,2,2,78.15,1,8,8,2,5,7,1,6,3,1,1,74.72,0.95,NA,NA,NA
72,"2019-05-18","Synthesis","Scarab",25,24.37,15.07505,25,39,7.83,21.85,6.19,9.83,9,100,2,18,14,7,10.16515,24,2.77,12,4,2,2,78.48,1,8,8,2,5,6.77505,1,6,2,1,1,70,1,NA,NA,NA
73,"2019-05-19","Synthesis","Scarab",25.81005,25,15,25,38,7.25,22,7,9.71,8,100.00051,2,18,15,7,10.99,24,2,12,4,2,2,80,1,7.8,8,2,6,7,1,6,2,1,1,74.78,1,NA,NA,NA
74,"2019-05-20","Synthesis","Scarab",26,23.4802,15,25,35,7.63357,22,7,9.7075,8,100,2,20,15,6,10,23,2,12,4,2,1,85,1,7.66,8.96,2,5.25379,7,1,6,2,1,1,75,1,NA,NA,NA
75,"2019-05-21","Synthesis","Scarab",25,24.22091,15,25,30,7,22.82,6.7402,9.93,8.28,100.6,2,20,15,6,10,20,2,10,4,2,1,80,1,7.11,9,2,5,7,1,5.57,1.82,1,1,75,1,NA,NA,NA
76,"2019-05-22","Synthesis","Scarab",26,25,15,25,30,7,24,7,10,8.88,100,2,20,15,6,10.36,20,2,10,4,2,1,80,1,7.36106,9,2,5.12695,7,1,5,1.78,1,1,70,1,NA,NA,NA
77,"2019-05-23","Synthesis","Scarab",25,29,15,25,30,7,23.75016,7,10,8.34,107.66146,2,20,15,5,10,20,2,10,3,2,1,80,1,7,9,2,5,7,1,5,1.74005,1,1,70,1,NA,NA,NA
78,"2019-05-24","Synthesis","Scarab",25,28.05433,14.92,25,31.64,7,22.15,6.95,8.71,8,110,2,20,15,5,9.71141,20,2,10,3,2.36,1,80,1,8.24855,8,2,5.86,6.12427,1,5,1,1,1,70,1,NA,NA,NA
79,"2019-05-25","Synthesis","Scarab",25,25,15,25,35,7,22.71,6.38076,8,8,113.13439,2,20,15,5.93,9.10183,20,2,10,3,3.63,1,80,1,10,8.00163,2,6.12,7,1,5,1,1,1,70,1,NA,NA,NA
80,"2019-05-26","Synthesis","Scarab",25,27,15,25,35,7,22,7,8,7.05556,120,2,20,15,6,9,19.74,2.22,10,4,3,1,80.27556,1,10,8,2,7,7,1,5.63,1.4301,1,1,70,1,NA,NA,NA
81,"2019-05-27","Synthesis","Scarab",25,29.9,15,25,35,7.68,22.59,7,7.6,7,125,2,19.21,15,5.3,10,20,2,10.008,4,3,1,84.34,1,9,9,2,5.81,7,1,6,2,1,1,75,1,NA,NA,NA
82,"2019-05-28","Synthesis","Scarab",28.03453,30,15,25,34.25,7,22.88,7,9.16,8,122.9001,2,20,15,6,10,19.82,2,10,4,3,2,83.84182,1,9.5,9.8,2,5,7,1,6,2,1,1,80,1,NA,NA,NA
83,"2019-05-29","Synthesis","Scarab",28.99,30,13.63,25,30,7.31,21.87897,7,9.72,8,120,2,20,15,5.57,10,18.93,2,10,3.12,3.81,2,80,1,9,10,2,5,7,1,6,1.99,1,1,72.70103,1,NA,NA,NA
84,"2019-05-30","Synthesis","Scarab",25.33,31.53,13,25,30,7.5,21.04,7,9.87,7.51,113.45,2,20,15,5.17,10,19,2.56381,10,4,3.94,2,80,1,9,10,2,5,7,1,6,1,1,1,70,1,NA,NA,NA
85,"2019-05-31","Synthesis","Scarab",28.72,32.69,14.47,25,30,7.42,20,7,9.06985,7,101.50919,2,20,16.69,5.18,10,18.5496,2.46,10,3.75,3.98,1.44,88.82394,1,9.64185,10,2,5,7,1,6,1,1,1,70,1,NA,NA,NA
86,"2019-06-01","Synthesis","Scarab",30,30.96017,14.63444,25,29,7,20,7,8.24,7,100,2,20,15,5.43,10,20,2.46,10,3.44,2.79455,1.48,89.9101,1,10,10,2,5,7,1,6,1,1,1,70,1,NA,NA,NA
87,"2019-06-02","Synthesis","Scarab",30,35,15,25,30,7.25,20.45,5,9,6.61576,113.04,2,20,17.6,5.7,10,20,2.68229,10,4,2.77,1,90,1,10,10,2,5,7,1,5,1.02,1,1,70,1,NA,NA,NA
88,"2019-06-03","Synthesis","Scarab",29.945,30,14.24,25,27.67,8,20.18,5,9.02,5.55,110,2,15,18,5.67984,10,20,2.69,10,4,2.69,1,90,1,10,10,2,5,7,1,5,1.28,1,1,70,1,NA,NA,NA
89,"2019-06-04","Synthesis","Scarab",29.21,39.26,15,27.08,26.58231,11.44,25.27,5.85,5.3,6.21,113.232,2,27,15.73,5,15.98,18.97438,0,11.52,4.69,0,1.18,110.38,1.21,10,4.82333,3.4125,6.4,7,1,8.2,1.6685,1,1,70,1,NA,NA,NA
