"Day","Date","League","Type","Atziri.s.Promise","Blood.of.the.Karui","Coralito.s.Signature","Coruscating.Elixir","Divination.Distillate","Doedre.s.Elixir","Dying.Sun","Forbidden.Taste","Kiara.s.Determination","Lavianga.s.Spirit","Lion.s.Roar","Rotgut","Rumi.s.Concoction","Sin.s.Rebirth","Taste.of.Hate","The.Overflowing.Chalice","The.Sorrow.of.the.Divine","The.Wise.Oak","The.Writhing.Jar","Vessel.of.Vinktar","Witchfire.Brew","Zerphi.s.Last.Breath","Cinderswallow.Urn","Soul.Catcher","Soul.Ripper","Bottled.Faith"
22,"2018-05-25","Bestiary Flashback","UniqueFlask",1,21.54,0.3,2,1,0.2,403.22776,0.2,1,10,3,0.2,1.07653,99.19138,99.25102,0.2,0.2,4,1,63.8102,1,41.9,NA,NA,NA,NA
23,"2018-05-26","Bestiary Flashback","UniqueFlask",1,18.26184,0.44,2,1,0.19,394.82286,0.19,1,9.73,3,0.1901,1,101.52394,97.24429,0.19,0.19,4,1,63.67827,1,44.57041,NA,NA,NA,NA
24,"2018-05-27","Bestiary Flashback","UniqueFlask",1.73143,19.33122,0.47551,2,1,0.2,352.70898,0.21,1,10,3,0.21,1,104.32481,100.17857,0.21,0.21,4,1,59.93,1,68.27755,NA,NA,NA,NA
25,"2018-05-28","Bestiary Flashback","UniqueFlask",1,20,0.95,2,1,0.21,351.86082,0.21,1,10,3,0.21,1.21031,110.8281,109.97031,0.21,0.21,4.76245,1,59.56051,1,102.88459,NA,NA,NA,NA
1,"2018-03-02","Bestiary","UniqueFlask",0,0,2.044,0,3,0.61143,0,0,0,0,33,1.19,0,15,0,1.375,1,2.92375,0,0,0,0,NA,NA,NA,NA
2,"2018-03-03","Bestiary","UniqueFlask",4.33023,12.3864,0.6487,0,1.00481,0.18852,0,0.23451,1.83151,10.15568,11.10907,0.32759,5.67293,42.2883,83.18,0.23556,0.26481,3.06611,2.63367,40.3325,5.9352,0,NA,NA,NA,NA
3,"2018-03-04","Bestiary","UniqueFlask",3.38925,1,0.24038,21.62043,0.89075,0.2266,414.43649,0.22774,0.99906,2.6134,13.54,0.22774,3.07698,41.81132,81.47943,0.22774,0.22774,4.63868,0.99736,8.75151,4.54057,497.26667,NA,NA,NA,NA
4,"2018-03-05","Bestiary","UniqueFlask",2.08889,1,0.31611,15.55944,0.9013,0.31611,329.16184,0.31574,1,1.92778,17.7437,0.31611,3.1887,65.21148,108.62667,0.31611,0.31593,5.80148,0.99889,6.55963,3.71722,63.33333,NA,NA,NA,NA
5,"2018-03-06","Bestiary","UniqueFlask",1.53019,1,0.37698,14.79566,0.89981,0.36717,280.74226,0.37434,1,1.90264,19.44717,0.37585,2.41585,63.02226,103.98226,0.37604,0.37585,6.42208,0.99226,5.56226,2.97094,426.94906,NA,NA,NA,NA
6,"2018-03-07","Bestiary","UniqueFlask",1.07132,1,0.41849,11.18453,0.93717,0.41811,250.72057,0.41717,0.9983,1.72245,21.1,0.41868,2.39925,55.5283,98.16623,0.41943,0.41811,6.85962,1,5.06189,2.68547,406.75676,NA,NA,NA,NA
7,"2018-03-08","Bestiary","UniqueFlask",0.99981,1,0.46528,11.1334,0.90283,0.4017,285.1434,0.44453,1,1.74453,20.49547,0.43981,2,51.63358,98.04717,0.45226,0.44283,7.12208,0.99264,4.99302,2.44585,490.25737,NA,NA,NA,NA
8,"2018-03-09","Bestiary","UniqueFlask",0.99942,1,0.47269,11.22962,0.97712,0.31269,323.98135,0.42308,1,1.17962,21.97904,0.435,2.075,64.20231,106.17,0.44577,0.43173,7.72673,0.99442,4.83481,2.23442,506.8049,NA,NA,NA,NA
9,"2018-03-10","Bestiary","UniqueFlask",0.99923,1,0.47923,9.87654,0.95962,0.36,333.79558,0.48231,1,1.12942,23.42865,0.45288,2.11365,68.39654,122.995,0.46731,0.4675,7.86154,1,4.78788,2.60923,438.60519,NA,NA,NA,NA
10,"2018-03-11","Bestiary","UniqueFlask",0.99212,1,0.50577,8.83192,0.95788,0.39808,343.71135,0.47692,0.99673,1,24.94346,0.44269,1.96538,72.55654,121.21712,0.47058,0.46692,7.43654,0.98981,4.76346,2.45808,424.1025,NA,NA,NA,NA
11,"2018-03-12","Bestiary","UniqueFlask",0.98173,1.03346,0.50673,7.02596,0.99769,0.46212,327.77,0.46385,1,1,24.9475,0.47596,1.90404,75.52769,120.91788,0.48538,0.45654,7.76077,1,4.33019,2.83423,441.27885,NA,NA,NA,NA
12,"2018-03-13","Bestiary","UniqueFlask",0.96098,1.58471,0.51196,5.6002,1,0.29863,329.07392,0.49569,1,1,24.95235,0.46882,1.94863,87.39255,120.94824,0.50353,0.49137,7.88569,0.98824,4.18588,2.83353,410.79451,NA,NA,NA,NA
13,"2018-03-14","Bestiary","UniqueFlask",0.94,2.21122,0.51429,4.99571,0.97633,0.34306,376.2849,0.48265,1,1,24.49082,0.50327,1.97816,86.69082,121.8798,0.51306,0.46122,8.2649,0.99939,4.25102,2.73653,402.59306,NA,NA,NA,NA
14,"2018-03-15","Bestiary","UniqueFlask",0.90423,4.46154,0.52942,4.91308,0.99923,0.37558,414.71058,0.48635,1,1,23.34712,0.46038,1.96154,82.71038,132.93404,0.50558,0.43404,8.205,1,3.98673,2.84692,447.80692,NA,NA,NA,NA
15,"2018-03-16","Bestiary","UniqueFlask",0.86365,3.98288,0.52692,4.26596,1,0.35231,401.39577,0.52308,1,1,21.79769,0.48019,1.84731,78.805,134.01885,0.50865,0.49327,8.73019,0.99942,4.27885,2.85404,510.86231,NA,NA,NA,NA
16,"2018-03-17","Bestiary","UniqueFlask",0.92078,3.66196,0.49745,3.12686,0.98529,0.37569,364.42431,0.48157,0.99902,1,20.54569,0.40471,1.80804,76.56765,119.52725,0.49765,0.48314,9.07216,0.98627,4.32745,2.42294,938.87,NA,NA,NA,NA
17,"2018-03-18","Bestiary","UniqueFlask",0.76176,3.80784,0.48275,2.94039,0.98353,0.2602,323.55922,0.49039,1,1,19.31627,0.47294,1.84118,84.41157,115.06451,0.47373,0.47216,8.46549,0.9951,4.08588,2.05745,618.34314,NA,NA,NA,NA
18,"2018-03-19","Bestiary","UniqueFlask",0.87255,3.8151,0.47294,2.93882,0.98961,0.24941,304.60824,0.41627,0.99961,1.44745,19.48647,0.45863,1.92235,82.69706,116.02059,0.46471,0.42059,8.05706,0.97157,3.97824,2.28725,838.94784,NA,NA,NA,NA
19,"2018-03-20","Bestiary","UniqueFlask",0.7751,4.35392,0.48784,2.83373,0.95059,0.38549,300.35843,0.46412,1,1.73353,17.59078,0.47843,1.9549,82.56922,112.4551,0.46039,0.46216,7.29529,0.9849,3.66333,2.7802,1082.75431,NA,NA,NA,NA
20,"2018-03-21","Bestiary","UniqueFlask",0.74804,4.07725,0.47706,2.43157,0.96608,0.22,297.01804,0.44902,1,2,15.66588,0.45608,1.79353,88.10588,103.42745,0.43902,0.43608,7.2549,1,3.59843,2.67922,860.25549,NA,NA,NA,NA
21,"2018-03-22","Bestiary","UniqueFlask",0.6964,3.781,0.4656,2.3468,0.963,0.274,293.7068,0.435,1,1.9564,14.6286,0.4396,1.8502,83.1528,100.146,0.4494,0.4492,6.5144,0.9826,3.8814,2.74,715.6326,NA,NA,NA,NA
22,"2018-03-23","Bestiary","UniqueFlask",0.63706,3.8002,0.45725,1.92529,0.93804,0.20196,269.18275,0.45176,1,1.91824,11.66902,0.43549,1.55137,79.29667,97.31647,0.44059,0.45059,5.55,0.98647,3.96843,2.3902,908.48196,NA,NA,NA,NA
23,"2018-03-24","Bestiary","UniqueFlask",0.5598,3.7098,0.44367,1.82898,0.86449,0.17204,255.27878,0.47408,1,1.65735,10.02837,0.45735,1.0402,73.95122,92.05061,0.44918,0.41122,4.99612,0.92388,3.66551,2.13102,1148.80857,NA,NA,NA,NA
24,"2018-03-25","Bestiary","UniqueFlask",0.535,3.6266,0.4112,1.9354,0.7448,0.275,268.3394,0.4538,0.956,1.9122,9.4528,0.414,1.0034,69.8352,89.3554,0.4406,0.4432,4.7928,0.9892,3.1914,2.0304,1126.4652,NA,NA,NA,NA
25,"2018-03-26","Bestiary","UniqueFlask",0.5598,3.1988,0.4248,1.575,0.7296,0.228,278.33,0.468,0.9968,1.9806,8.4618,0.3706,1,72.214,92.2346,0.446,0.4206,4.2586,0.9948,3.1282,2,1227.0724,NA,NA,NA,NA
26,"2018-03-27","Bestiary","UniqueFlask",0.4902,3.2974,0.404,1.8854,0.9192,0.2414,262.5766,0.4406,1,1.9882,7.9994,0.3872,1,75.846,89.4934,0.4306,0.374,4.0822,0.9594,2.996,1.983,1828.4982,NA,NA,NA,NA
27,"2018-03-28","Bestiary","UniqueFlask",0.4462,2.9758,0.4026,1.9274,0.9272,0.2442,248.813,0.4456,1,1.954,7.1774,0.369,1,76.9666,91.9772,0.404,0.3926,4.1206,0.9334,2.977,1.9852,1768.534,NA,NA,NA,NA
28,"2018-03-29","Bestiary","UniqueFlask",0.4788,3.5866,0.4172,1.8996,0.9214,0.331,259.6408,0.4244,1,1.9506,7.0248,0.3578,1,75.0684,91.2322,0.4,0.3994,4.2584,0.9504,3.299,1.9004,1343.0218,NA,NA,NA,NA
29,"2018-03-30","Bestiary","UniqueFlask",0.47933,3.674,0.41822,1.694,1,0.13822,255.04,0.41178,0.98444,1.99956,6.60289,0.39333,1,65.09022,94.27911,0.40556,0.35444,4.16667,0.79311,2.99911,1.81244,1411.678,NA,NA,NA,NA
30,"2018-03-31","Bestiary","UniqueFlask",0.44091,4.0825,0.50364,1.70114,0.94205,0.27909,266.39341,0.42818,0.99909,1.94318,6.20977,0.38591,1,59.42386,95.77591,0.40068,0.38,4.02977,0.92568,3,1.59523,1455.38023,NA,NA,NA,NA
31,"2018-04-01","Bestiary","UniqueFlask",0.40773,4.23136,0.50136,1.88841,0.96341,0.22318,275.29523,0.43068,0.99773,1.95455,5.83955,0.39023,1,60.33159,94.35955,0.39432,0.35727,3.99023,0.93386,3.14023,1.79409,1453.80909,NA,NA,NA,NA
32,"2018-04-02","Bestiary","UniqueFlask",0.48289,4.35911,0.942,1.88333,0.96267,0.19178,310.61222,0.40822,1,2,5.68089,0.34711,1,65.90156,95.18533,0.39778,0.35333,3.95089,0.92889,3.41089,1.62178,1458.076,NA,NA,NA,NA
33,"2018-04-03","Bestiary","UniqueFlask",0.43023,4.85841,0.97682,1.34432,0.9775,0.22591,277.61068,0.42295,0.99841,1.91795,5.03523,0.37955,0.99818,67.17614,95.5425,0.40364,0.36545,4.00523,0.965,3.99614,1.1525,1511.85386,NA,NA,NA,NA
34,"2018-04-04","Bestiary","UniqueFlask",0.46273,4.92886,0.96023,1,0.97818,0.27318,285.96364,0.41818,1.03682,1.98591,4.93341,0.39273,1,73.33705,93.09977,0.39205,0.38477,4.045,0.95614,3.99341,1.30068,1652.52023,NA,NA,NA,NA
35,"2018-04-05","Bestiary","UniqueFlask",0.42205,4.66795,0.95545,0.99909,0.96409,0.23114,294.76386,0.4,1,1.91386,4.7975,0.36977,1,72.40273,94.72318,0.4,0.39523,3.93341,0.88091,3.96773,1.25727,1771.9675,NA,NA,NA,NA
36,"2018-04-06","Bestiary","UniqueFlask",0.44568,5.04886,0.92273,1,0.92682,0.27705,292.65727,0.40227,1.33909,1.995,4.37205,0.39455,1,70.93818,91.82841,0.38773,0.37114,3.97227,0.77318,3.63545,1.61705,1984.96636,NA,NA,NA,NA
37,"2018-04-07","Bestiary","UniqueFlask",0.42674,5.36256,0.70047,1,0.94512,0.27698,306.85233,0.40977,1.04349,1.98884,4.00186,0.38163,0.99047,67.11977,91.77535,0.39349,0.34442,3.9,0.95419,3.90837,1.16721,2368.97186,NA,NA,NA,NA
38,"2018-04-08","Bestiary","UniqueFlask",0.41,6.25091,0.69341,1,0.97864,0.21091,303.65205,0.40841,1,1.95386,3.70705,0.40841,1,61.34591,92.15,0.40159,0.34841,3.69864,0.98682,3.59114,1.0675,2374.33727,NA,NA,NA,NA
39,"2018-04-09","Bestiary","UniqueFlask",0.48682,5.16955,0.62659,1,0.97795,0.26932,303.5425,0.40909,1,1.99455,4.00227,0.40705,1,61.9625,93.26386,0.41,0.34795,3.90114,1,3.48409,1.09591,2406.00364,NA,NA,NA,NA
40,"2018-04-10","Bestiary","UniqueFlask",0.82,4.86,0.41,1,1,0.4,294.54,0.41,1,2,4,0.4,1,60,85,0.41,0.24,4,1,3.67,1,2454.5,NA,NA,NA,NA
41,"2018-04-11","Bestiary","UniqueFlask",0.56089,6.25578,0.70756,0.99156,1,0.30778,287.67289,0.42533,1.51733,2,3.90044,0.42111,1.00022,62.14956,90.31422,0.42711,0.34244,3.85933,1,3.88867,1.01489,2468.24422,NA,NA,NA,NA
42,"2018-04-12","Bestiary","UniqueFlask",0.46136,7.86909,0.53591,0.99568,0.98977,0.18932,304.01,0.44682,1.87,1.99364,3.92523,0.44091,1,68.52841,95.73795,0.44364,0.39591,3.83614,1,3.50614,1.04409,2200.42136,NA,NA,NA,NA
43,"2018-04-13","Bestiary","UniqueFlask",0.49023,8.35727,0.61727,0.99864,1,0.33932,284.07045,0.45682,1.4125,1.94818,3.66886,0.45341,1,67.96909,85.37727,0.45455,0.44227,3.73045,1,3.37182,1,1884.12818,NA,NA,NA,NA
44,"2018-04-14","Bestiary","UniqueFlask",0.50674,9.09233,0.58093,0.99907,0.99628,0.2707,273.4593,0.45674,1.47767,1.95977,3.76488,0.45581,1,64.98744,89.83163,0.45977,0.36674,3.90581,1.04116,3.05047,1.05814,1751.50163,NA,NA,NA,NA
45,"2018-04-15","Bestiary","UniqueFlask",0.48068,8.76727,0.595,0.99977,0.99614,0.28023,290.15886,0.45295,1,2,3.35455,0.44977,1,63.36,90.3075,0.45364,0.42705,3.91455,1.39568,3.71023,0.99795,1800.65955,NA,NA,NA,NA
46,"2018-04-16","Bestiary","UniqueFlask",0.50159,9.27523,0.47205,0.99386,0.98864,0.25227,313.15977,0.45091,1,2,3.41705,0.46,1,65.31705,86.44864,0.45864,0.42568,3.72909,1.97227,3.13955,1.02273,1917.45341,NA,NA,NA,NA
47,"2018-04-17","Bestiary","UniqueFlask",0.47432,10.66136,0.53068,1,1,0.29568,319.57205,0.46023,1,2,3.12977,0.45318,1,65.80795,88.60773,0.45432,0.42545,3.86386,2.14932,3.21182,1,1947.99568,NA,NA,NA,NA
48,"2018-04-18","Bestiary","UniqueFlask",0.47744,9.68907,0.55326,0.99605,1,0.2293,316.5714,0.45907,1,2,3.32512,0.44488,0.98884,60.98674,94.38349,0.46744,0.45186,3.90721,1.80651,3.01116,1.00163,1856.54372,NA,NA,NA,NA
49,"2018-04-19","Bestiary","UniqueFlask",0.48773,9.97068,0.53909,0.99795,1,0.23795,324.82682,0.46977,1,2.01705,3.42023,0.45409,1,60.03091,98.81341,0.47,0.45364,3.73886,2.62182,3.31341,1.02909,1785.38705,NA,NA,NA,NA
50,"2018-04-20","Bestiary","UniqueFlask",0.47289,9.99467,0.86444,0.99978,0.99956,0.28778,322.92511,0.47022,1,1.98489,3.49778,0.46533,1,61.15044,95.00489,0.46556,0.41089,3.80689,2.84644,3.02067,1.00511,1957.21467,NA,NA,NA,NA
51,"2018-04-21","Bestiary","UniqueFlask",0.47977,9.49455,0.70318,0.99364,0.99886,0.18568,304.38636,0.46636,1.22386,1.99909,3.40682,0.45318,1,65.92318,86.76932,0.45455,0.46227,3.84864,2.37386,3.16727,1,1983.35023,NA,NA,NA,NA
52,"2018-04-22","Bestiary","UniqueFlask",0.52273,9.21545,0.74295,0.99955,0.99864,0.25659,308.34795,0.46364,1.00364,1.995,3.41727,0.47227,0.99977,83.09636,84.83568,0.475,0.42568,3.89818,2.3675,2.75386,1.00227,2063.02386,NA,NA,NA,NA
53,"2018-04-23","Bestiary","UniqueFlask",0.47705,10.35023,0.48114,1,0.99841,0.36727,301.56295,0.46386,1.33273,2.30818,3.79773,0.45841,0.99864,94.10068,86.36682,0.46932,0.43159,3.67636,1.80909,2.84182,1.00909,2094.78636,NA,NA,NA,NA
54,"2018-04-24","Bestiary","UniqueFlask",0.49364,10.42205,0.59955,1,1,0.24545,289.82273,0.46523,1.75091,2.32659,3.72364,0.46432,1,80.60932,84.68773,0.46909,0.42705,3.67182,1.93636,2.66,1.00795,2052.73455,NA,NA,NA,NA
55,"2018-04-25","Bestiary","UniqueFlask",0.50711,11.98244,0.46956,1,1,0.30733,292.24156,0.41133,1.27756,2.14911,3.78867,0.43311,1,75.964,80.44578,0.47,0.46667,3.38933,2.39578,2.63467,1.02578,2052.24178,NA,NA,NA,NA
56,"2018-04-26","Bestiary","UniqueFlask",0.47978,11.79489,0.50578,1,1,0.29178,302.09867,0.45578,1.07422,2.00178,3.172,0.46622,1.00244,88.06444,75.37311,0.46978,0.44333,3.62311,1.81444,2.812,1,2039.65111,NA,NA,NA,NA
57,"2018-04-27","Bestiary","UniqueFlask",0.466,11.99422,0.48489,0.99867,0.99378,0.18333,319.04356,0.46733,1.43267,2.38933,3.66756,0.47356,1,99.79289,76.59267,0.474,0.45911,3.64578,1.38533,2,1,1867.54489,NA,NA,NA,NA
58,"2018-04-28","Bestiary","UniqueFlask",0.47,12,0.47,1,1,0.1902,322.09469,0.47,1,3,3.06,0.47,1,100,78.28633,0.47,0.3351,3.71061,1,2.60918,1,1762.02,NA,NA,NA,NA
59,"2018-04-29","Bestiary","UniqueFlask",0.47,13.23,0.47,1,1,0.1302,306.20133,0.47,1,3,3,0.47,1,75,73.6851,0.47,0.3802,4,1,3,1,1710.14643,NA,NA,NA,NA
60,"2018-04-30","Bestiary","UniqueFlask",0.48,13.24898,0.48,1,0.99,0.1051,310.17755,0.48,1,3,3,0.47,1,74.49796,69.22531,0.48,0.43,3,1,2.9202,1,1677.86667,NA,NA,NA,NA
61,"2018-05-01","Bestiary","UniqueFlask",0.48,13.58133,0.48,1,1,0.42,302.64265,0.47,1,3.0001,3.42051,0.47,1,90.12,70,0.48,0.40041,3.63133,1,3,1,1730.3,NA,NA,NA,NA
62,"2018-05-02","Bestiary","UniqueFlask",0.47,13,0.48,1,0.98,0.41,281.05082,0.47,1,3,3,0.46,1,90,65,0.47,0.3851,3,1,3,1,1652.60081,NA,NA,NA,NA
63,"2018-05-03","Bestiary","UniqueFlask",0.4651,14,0.47,1,1,0.4551,278.36265,0.4651,1,3.01531,3.02041,0.45,1,75.86204,65,0.45,0.45,4,2,3,1,1645.35667,NA,NA,NA,NA
64,"2018-05-04","Bestiary","UniqueFlask",0.45,11.90041,0.45,1,1,0.3701,278.01224,0.4401,1.55133,3,3,0.45,1,85,64.4052,0.44,0.44,4,1.80173,3,1,1620.13263,NA,NA,NA,NA
65,"2018-05-05","Bestiary","UniqueFlask",0.44,9.24,0.44,1,0.8451,0.37,278.23,0.41,1.4,2.87592,3.01531,0.4,1,85,64.70122,0.41,0.2,3.84571,1,3,1,1412.01266,NA,NA,NA,NA
66,"2018-05-06","Bestiary","UniqueFlask",0.44,6.29041,0.4001,1,0.9701,0.44,261.38102,0.38,1,2,3.60061,0.38,1,88.8,60,0.37,0.38,4,1,3,1,1323.23714,NA,NA,NA,NA
67,"2018-05-07","Bestiary","UniqueFlask",0.43,12.32,0.43,1,0.87041,0.37,271.70367,0.43,1,2,3.34143,0.37,1,89.02531,59.01041,0.38,0.39,3,1,3,1,1222.66653,NA,NA,NA,NA
68,"2018-05-08","Bestiary","UniqueFlask",0.43,10,0.43,1,1,0.39,283.5651,0.37,1,2,4,0.38,1,85.46093,59,0.36,0.36,4,1,3,1,1083.30735,NA,NA,NA,NA
69,"2018-05-09","Bestiary","UniqueFlask",0.41,12.4,0.41,1,1,0.37,281.08082,0.36,1,2,3.85,0.35,1,85.30694,57.29673,0.36,0.36,4,1,3,1,1117.91184,NA,NA,NA,NA
70,"2018-05-10","Bestiary","UniqueFlask",0.4,13.87816,0.4,1,1,0.34,285.95061,0.38,1,2,4,0.33,1,90,61.57327,0.3351,0.33,3.63571,1,3,1,1000.76929,NA,NA,NA,NA
71,"2018-05-11","Bestiary","UniqueFlask",0.39,19.15643,0.39,1,1,0.32,289.68245,0.33,1,2,4,0.32,1,89.87333,60,0.29,0.3002,3.46092,1,3,1,1013.78395,NA,NA,NA,NA
72,"2018-05-12","Bestiary","UniqueFlask",0.38,25,0.38,1,1,0.33,287.32245,0.33,1,2.32152,4,0.32,1,98.76,60.24204,0.3751,0.38,4,1.90592,4,1,1031.82049,NA,NA,NA,NA
73,"2018-05-13","Bestiary","UniqueFlask",0.39,29.00184,0.39,1,0.95,0.3601,340.00041,0.38,1,4.99233,4,0.33,1,92.52,65,0.35,0.32,5,1.92041,4,1,995.61,NA,NA,NA,NA
74,"2018-05-14","Bestiary","UniqueFlask",0.39,26.85052,0.39,1,1,0.39,334.43173,0.39,1.15833,6.49932,4,0.39,1,99.87,70,0.39,0.31,5,1,3.8621,1,953.8725,NA,NA,NA,NA
75,"2018-05-15","Bestiary","UniqueFlask",0.49031,20.0249,0.39,1,1,0.36,360.08,0.39,2,7.21708,4.62153,0.39,1,144.03,64.22,0.37,0.39,4,1.00092,4,1,951.54,NA,NA,NA,NA
76,"2018-05-16","Bestiary","UniqueFlask",0.4,20,0.87551,1,1,0.3951,355.83082,0.3351,1.49,8.12755,4,0.4,1,211.04543,64.8202,0.4,0.4,4,1.87184,4,1,931.0325,NA,NA,NA,NA
77,"2018-05-17","Bestiary","UniqueFlask",0.8451,19.67,0.90041,1,1,0.22,316.43898,0.42,1.19,9.05735,4,0.42,1,239.39875,64.61204,0.42,0.39,4,1,4,1,889.10667,NA,NA,NA,NA
78,"2018-05-18","Bestiary","UniqueFlask",0.74061,18,0.46,1,1,0.32,285.82633,0.43,1.16,5,5,0.3601,1,268.53611,65,0.4101,0.32,4,1,4,1,851.589,NA,NA,NA,NA
79,"2018-05-19","Bestiary","UniqueFlask",0.54041,20,0.44,1,1,0.35,310.61102,0.44,1,10,4.63653,0.3751,1,209.18429,58.89061,0.44,0.32,3.75224,1,4,1,835.07,NA,NA,NA,NA
80,"2018-05-20","Bestiary","UniqueFlask",0.5002,24.93071,0.46,1,1,0.35,269.96286,0.46,1,8.18735,5,0.46,1.9502,227.45564,65.0099,0.35,0.35,4,1,4,1,805.70156,NA,NA,NA,NA
81,"2018-05-21","Bestiary","UniqueFlask",0.91,30,0.46,1,1,0.45,263.04,0.35,1.07333,9.73796,5,0.45,1.6951,222.98531,65.82122,0.4151,0.3851,4,1,4,1,701.38,NA,NA,NA,NA
82,"2018-05-22","Bestiary","UniqueFlask",0.5001,28.3,0.4501,1,1,0.45,283.62939,0.45,1,9.56,4,0.45,2,197.2284,70,0.45,0.45,4.16051,1,4,1,726.624,NA,NA,NA,NA
83,"2018-05-23","Bestiary","UniqueFlask",1,20,0.45,1,1,0.45,263.4798,0.45,1,9,4,0.45,2,195.03,72.97041,0.45,0.45,4,2,4,1,671.44,NA,NA,NA,NA
84,"2018-05-24","Bestiary","UniqueFlask",0.72061,19.58102,0.43,1,1,0.43,258.57959,0.4051,1.3,9.65531,4,0.39,1.05041,195.03,70.98184,0.43,0.38,4,2,4.64315,1,650.1,NA,NA,NA,NA
85,"2018-05-25","Bestiary","UniqueFlask",0.9502,35,0.42,1,1,0.41,256.82653,0.42,1.48,9,4,0.4,2,182.3525,75,0.42,0.39,4,2,4.11778,1,645.1,NA,NA,NA,NA
86,"2018-05-26","Bestiary","UniqueFlask",0.5201,39.37133,0.41,1,1,0.4,203.95663,0.41,2,9,4,0.41,2.04214,196.3175,78.65112,0.41,0.41,4,1,4.34,1,645.1,NA,NA,NA,NA
87,"2018-05-27","Bestiary","UniqueFlask",0.63041,38.71,0.4,1,1,0.4,238.59122,0.4,2.96219,9,4.53571,0.4,2.02,165.11755,72.84082,0.4,0.4,5,1,5,1,516.08,NA,NA,NA,NA
88,"2018-05-28","Bestiary","UniqueFlask",0.77,35,0.38,1,0.9549,0.38,202.19265,0.38,2,5.98,5,0.38,2,161.23087,75.71786,0.38,0.38,3.04592,1,5,1,506,NA,NA,NA,NA
1,"2018-12-07","Betrayal","UniqueFlask",0,15.2,1,0,3.62583,0.28,0,0.56,1,0,8.268,1,0,16.725,45.6,0.44,1,2,0,0,26.765,0,0,0,0,NA
2,"2018-12-08","Betrayal","UniqueFlask",2.99786,1,1,34.90778,1,0.2251,238.15,0.24143,0.24,14,2.5151,0.24,2,10,40.155,0.24,0.24,2,2,23.03333,3,95.03,316.96,1,0,NA
3,"2018-12-09","Betrayal","UniqueFlask",3,1,0.34,13.60643,0.34,0.2802,188,0.32,0.32,12,3,0.32,2,20,53.52459,0.32,0.32,5,2,11.88,2,113.79,7.94612,0.3301,0,NA
4,"2018-12-10","Betrayal","UniqueFlask",2,1,0.43,10.19286,0.44,0.39,214.5656,0.43,0.43,12,3,0.43,2,28.30102,72.40694,0.43,0.43,8,1,8.81286,2,100,4,0.43,1450,NA
5,"2018-12-11","Betrayal","UniqueFlask",2,2,0.46,8.51105,0.7902,0.45,221.17897,0.46,0.46,9,3,0.46,2,37.89592,76.56673,0.46,0.46,9.23714,1,7,2,59.5648,4,0.46,482.7,NA
6,"2018-12-12","Betrayal","UniqueFlask",2,2,0.48,6,0.86102,0.35,218.8,0.44031,0.48,7,4,0.37,2,40,83.31388,0.36,0.36,10,1,5,2,40,4,0.48,897.17333,NA
7,"2018-12-13","Betrayal","UniqueFlask",2,2,0.52,5,0.7651,0.4202,216.67408,0.4202,0.52,8,4,0.4,2,58.66898,65,0.4051,0.4,12,1,5.33551,2,30,4,0.4951,1697.05875,NA
8,"2018-12-14","Betrayal","UniqueFlask",2,2,0.55,4,1,0.4402,216.59796,0.42,0.54,6,4,0.43,2,45,60,0.43,0.4251,12.83347,1,5,1,29,5,0.53,1060.95571,NA
9,"2018-12-15","Betrayal","UniqueFlask",1,2,0.56,3,1,0.4102,205.5398,0.3551,0.56,5,3,0.42,2,44.01531,64.78061,0.43,0.4251,11,1,5,1,24.33,4,0.54,995,NA
10,"2018-12-16","Betrayal","UniqueFlask",1,2,0.57,3,1,0.37051,199.58347,0.4001,0.57,4,2.45163,0.43,1,40,59.31092,0.3802,0.43,9.89112,1,5,1,21.1602,3,0.57,903.89267,NA
11,"2018-12-17","Betrayal","UniqueFlask",1,2,0.59,2,1,0.33,220.55673,0.4502,0.5351,4,3,0.44,1.07143,45.06122,61.81,0.42,0.3951,13,1,5,1,18,4,0.53,743.97944,NA
12,"2018-12-18","Betrayal","UniqueFlask",1,2,0.6,2,1,0.43,228.76388,0.48,0.6,4,3,0.36,1.56071,50,64.71,0.3902,0.41,11.0102,1,4.55082,1,16.05071,4,0.4601,713.38833,NA
13,"2018-12-19","Betrayal","UniqueFlask",1,2,0.6,2,0.99,0.4051,254.9749,0.5151,0.61,3,3,0.4702,2,65,60,0.41,0.46,12,1,4.5102,1,14.89592,4,0.56571,718.44238,NA
14,"2018-12-20","Betrayal","UniqueFlask",1,2,0.6,2,1,0.4451,260.02041,0.47,0.6,3,3,0.42,2,68.22449,59.8802,0.42,0.4851,13,1,4,1,14.90204,4,0.5551,766.2575,NA
15,"2018-12-21","Betrayal","UniqueFlask",1,2,0.6,2,0.93,0.4401,264.34224,0.4502,0.59,3,2.28357,0.43,2,68.01816,60,0.42,0.49,12.88051,1,4,1,14,4,0.49,840.13083,NA
16,"2018-12-22","Betrayal","UniqueFlask",1,2,0.58,2,0.9802,0.4402,269.07388,0.5101,0.58,3,3,0.43,2,65.70082,55,0.42,0.49,13.64367,1,4,1,13.46061,4,0.4302,813.1925,NA
17,"2018-12-23","Betrayal","UniqueFlask",1,2,0.5351,1,0.79,0.21531,242.20796,0.48,0.53,2.34612,3,0.4651,2,67.45735,54.00122,0.43,0.4851,13.07143,1,4,1,13,5,0.5,1027.56071,NA
