"Day","Date","League","Type","A.Call.into.the.Void","A.Firm.Foothold","A.Forest.of.False.Idols","A.Gracious.Master","A.Master.Seeks.Help","A.Prodigious.Hand","A.Regal.Death","A.Valuable.Combination","A.Whispered.Prayer","Abnormal.Effulgence","Against.the.Tide","An.Unseen.Peril","Anarchy.s.End.I","Anarchy.s.End.II","Ancient.Doom","Baptism.by.Death","Beyond.Sight.I","Beyond.Sight.IV","Blood.in.the.Eyes","Blood.of.the.Betrayed","Bountiful.Traps","Cleanser.of.Sins","Crushing.Squall","Custodians.of.Silence","Day.of.Sacrifice.I","Day.of.Sacrifice.II","Day.of.Sacrifice.III","Day.of.Sacrifice.IV","Deadly.Rivalry.I","Deadly.Rivalry.II","Deadly.Rivalry.III","Deadly.Rivalry.IV","Deadly.Rivalry.V","Deadly.Twins","Defiled.in.the.Sceptre","Dying.Cry","Echoes.of.Witchcraft","Ending.the.Torment","Erased.from.Memory","Erasmus..Gift","Fated.Connections","Fear.s.Wide.Reach","Fire.and.Brimstone","Fire.and.Ice","Fire.from.the.Sky","Fire..Wood.and.Stone","Flesh.of.the.Beast","Forceful.Exorcism","From.Death.Springs.Life","From.The.Void","Gilded.Within","Golden.Touch","Graceful.Flames","Heart.of.the.Fire","Heavy.Blows","Hidden.Reinforcements","Hidden.Vaal.Pathways","Holding.the.Bridge","Hunter.s.Lesson","Ice.from.Above","In.the.Grasp.of.Corruption","Kalandra.s.Craft","Lasting.Impressions","Lightning.Falls","Living.Fires","Lost.in.the.Pages","Monstrous.Treasure","Mouth.of.Horrors","Mysterious.Invaders","Nature.s.Resilience","Nemesis.of.Greed","Notched.Flesh","Overflowing.Riches","Plague.of.Frogs","Plague.of.Rats","Pleasure.and.Pain","Pools.of.Wealth","Possessed.Foe","Power.Magnified","Rebirth","Reforged.Bonds","Resistant.to.Change","Risen.Blood","Roth.s.Legacy","Severed.Limbs","Smothering.Tendrils","Soil..Worms.and.Blood","Storm.on.the.Horizon","Storm.on.the.Reef","Strong.as.a.Bull","Thaumaturgical.History.I","Thaumaturgical.History.II","Thaumaturgical.History.III","The.Alchemist","The.Ambitious.Bandit.I","The.Apex.Predator","The.Beautiful.Guide","The.Beginning.and.the.End","The.Bloody.Flowers.Redux","The.Bowstring.s.Music","The.Brothers.of.Necromancy","The.Brutal.Enforcer","The.Corrupt","The.Cursed.Choir","The.Dream.Trial","The.Dreamer.s.Dream","The.Eagle.s.Cry","The.Feral.Lord.I","The.Feral.Lord.II","The.Feral.Lord.III","The.Feral.Lord.V","The.Flayed.Man","The.Flow.of.Energy","The.Fortune.Teller.s.Collection","The.Four.Feral.Exiles","The.God.of.Misfortune","The.Hardened.Armour","The.Hollow.Pledge","The.Hungering.Swarm","The.Invader","The.Jeweller.s.Touch","The.Karui.Rebellion","The.King.s.Path","The.King.and.the.Brambles","The.Lady.in.Black","The.Last.Watch","The.Lost.Maps","The.Lost.Undying","The.Misunderstood.Queen","The.Mysterious.Gift","The.Nest","The.Petrified","The.Plaguemaw.I","The.Plaguemaw.II","The.Plaguemaw.IV","The.Plaguemaw.V","The.Prison.Guard","The.Prison.Key","The.Queen.s.Vaults","The.Scout","The.Servant.s.Heart","The.Sharpened.Blade","The.Silverwood","The.Singular.Spirit","The.Sinner.s.Stone","The.Snuffed.Flame","The.Soulless.Beast","The.Stockkeeper","The.Sword.King.s.Passion","The.Trembling.Earth","The.Twins","The.Unbreathing.Queen.I","The.Unbreathing.Queen.II","The.Unbreathing.Queen.V","The.Undead.Brutes","The.Undead.Storm","The.Vanguard","The.Walking.Mountain","The.Ward.s.Ward","The.Warmongers.I","The.Warmongers.II","The.Warmongers.III","The.Watcher.s.Watcher","The.Wealthy.Exile","Touched.by.the.Wind","Trash.to.Treasure","Twice.Enchanted","Unbearable.Whispers.I","Unbearable.Whispers.II","Unbearable.Whispers.III","Unbearable.Whispers.V","Undead.Uprising","Vaal.Winds","Visions.of.the.Drowned","Vital.Transformation","Waiting.in.Ambush","Weeping.Death","Wind.and.Thunder","Winter.s.Mournful.Melodies","A.Dishonourable.Death","A.Rift.in.Time","A.Vision.of.Ice.and.Fire","Agony.at.Dusk","Beyond.Sight.II","Black.Devotion","Blind.Faith","Blinding.Light","Burning.Dread","Cold.Blooded.Fury","Cold.Greed","Crimson.Hues","Dance.of.Steel","Dark.Instincts","Darktongue.s.Shriek","End.of.the.Light","Greed.s.Folly","Last.of.the.Wildmen","Song.of.the.Sekhema","Sun.s.Punishment","The.Dreaded.Rhoa","The.Fall.of.an.Empire","The.Great.Leader.of.the.North","The.Great.Mind.of.the.North","The.Malevolent.Witch","The.Nightmare.Awakens","The.Storm.Spire","Trapped.in.the.Tower","Anarchy.s.End.III","Anarchy.s.End.IV","Beyond.Sight.III","Fallow.At.Last","Path.of.Betrayal","Thaumaturgical.History.IV","The.Ambitious.Bandit.II","The.Child.of.Lunaris","The.Feral.Lord.IV","The.Queen.s.Sacrifice","The.Unbreathing.Queen.III","The.Unbreathing.Queen.IV","The.Warmongers.IV","Unbearable.Whispers.IV","Unnatural.Energy","Vaal.Invasion","Battle.Hardened","Faith.Exhumed","The.Ambitious.Bandit.III","The.Bishop.s.Legacy","The.Forgotten.Garrison","The.Forgotten.Soldiers","The.Mentor","The.Plaguemaw.III","Ancient.Rivalries.I","Ancient.Rivalries.II","Ancient.Rivalries.III","Ancient.Rivalries.IV","Brothers.in.Arms","Echoes.of.Lost.Love","Echoes.of.Mutation","Storm.on.the.Shore","The.Aesthete.s.Spirit","The.Blacksmith"
40,"2018-04-10","Bestiary HC","Prophecy",0.73,0.80756,0.87,2,1,0.66133,1,0.58,0.38822,0.85667,0.64911,1,0.63,0,3,0.44022,0.61644,0,0.59,0.72044,2,7,1.164,0.76467,0.77422,0.95667,1,9,0.77244,0.74267,NA,1,0,1,0,1,0,0.57911,1,1.19956,460,0.57422,2,1,1.30022,1.12,30,0.3,0.53622,0.34756,0.81244,0.29,2,0.66,0.29,0.80911,1,0,0.92,1.35,2,0.88,1,0.99467,0,46,19.63,0.38178,0.29,2,0.83,0.56,1,2,1,0.39022,NA,0.91644,0.86533,0.98911,2,0,0.50422,0.86044,3,0.956,1,0.7,0.96089,0.52044,0.7,2,5,0.75889,0.61444,4.98778,1.74,0.54378,0.65911,4.48778,0.74667,0.844,0.45,1,1.99,1.74,0.64356,0.69622,3,15.59,7.53556,0.82,0.81711,3,1,0.80133,1,1,1,0.92911,23,1.46,254.69867,5,0.67844,1,0.84089,1,0.846,1,0.69044,0.72422,0.29,0.87267,0,10,0.29,0.35422,2,0.55422,16.7,0.64,1,0.91,0.73467,0.42044,1,0.92,0.61444,0.71267,1,0.64511,1,25,0.53,0.93089,0.84733,0.58,0.78822,2.61489,1,21,0.58,1,1,0,5,0.68533,0.95,2,2,0,10,2,0.37,0.91089,0.92978,218.33,0.90311,15.84911,0.88711,0.30689,0.64378,2,0.53733,1,7.58,0.42044,0.30222,0.88,0.434,0.87489,0.794,3,0.71689,0.728,0.32089,1,0.53756,2,0.62022,2.40622,1,0.58,0.396,0.97356,0.42044,0,0,2,0,0,0,1.45,0,0,0,0,0,0,0,0.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,"2018-04-11","Bestiary HC","Prophecy",0.76289,0.77667,0.89533,2.02,0.93733,0.61089,1,0.66378,0.32778,0.86667,0.61178,0.87067,0.63422,0,3,0.41956,0.96644,0,0.70956,0.71667,1.89378,7,1.66044,0.85267,0.78089,0.97889,1,9,0.73578,0.70956,NA,1,0,0.99556,1,1,0,0.57356,0.96889,1.20222,460.13333,0.59933,1.47889,1,1.23911,1.144,26.77644,0.32933,0.46467,0.44111,0.76978,0.47533,1.988,0.55711,0.29844,0.75911,0.99022,0,0.88644,1.18644,1.52289,0.87867,1,1.032,0,30.37333,20.25222,0.50911,0.29844,2.45444,0.84533,0.53533,1,1.99933,1,0.35644,NA,0.952,0.848,0.94933,1.45333,0,0.51,0.71644,2.38422,0.94978,1,0.67222,0.91267,0.53822,0.73867,0,5,0.55533,0.60222,3.72067,1.90667,0.56667,0.64133,4.85489,0.76111,0.87111,0.50067,1.04978,1.69867,1.73111,0.63444,0.88133,1.74867,15.20978,7.60622,0.86267,0.74489,2.92333,1,0.67222,1,1,1,0.716,23.50933,1.59467,274.284,5,0.67911,1,0.67511,0.93622,0.93578,1,0.70444,0.59756,0.38133,0.93578,0,20,0.29844,0.39044,1.57756,0.56467,18.024,0.71644,1,0.91,0.76578,0.44778,0.74,0.91667,0.918,0.83178,0.99622,0.84311,1,25,0.54178,1.15778,0.85156,0.56133,0.80711,4.1,1,21,0.66644,1,1,0,4.77044,0.68778,0.952,1,1.54244,29.23077,10,2,0.61231,0.90222,0.90711,215.32556,0.96689,18.09467,0.9,0.29844,0.87489,1.13511,0.48133,1,5.67956,0.43844,0.30667,0.91533,0.46222,0.88089,0.92244,2.99822,0.76289,0.726,0.37756,1,0.39244,1.98333,0.75044,2.37378,1,0.62378,0.45133,0.98444,0.51022,2,0,2,0,0,0,1.79333,0,0,0,0.60452,0,15,0,0.69156,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,"2018-04-12","Bestiary HC","Prophecy",0.80659,0.71091,0.93773,1.98864,0.93545,0.47068,1,0.4725,0.37455,0.77364,0.62545,0.77977,0.67295,0,3,0.45409,1,0,0.60318,0.7,1.97045,7,1.57409,0.87318,0.76909,1.22273,1.07727,9,0.74,0.7,NA,1,0,1,1,1,0,0.57409,0.94886,1,575.04353,0.54,1.01227,1,1.01409,1.28636,24.815,0.35909,0.43432,0.57977,0.75614,0.59977,1.94795,0.43864,0.31523,0.74818,0.97818,0,0.80068,1.52136,0.72682,0.87773,0.99659,1.07614,0,36.36364,24.57295,0.59182,0.31523,2.28614,0.86295,0.45977,1,1.99614,1,0.37818,NA,0.92295,0.66659,0.92727,1.16,0,0.51909,0.54273,2.59068,0.98068,1,0.66432,0.83341,0.59091,0.90818,0,5,0.5025,0.625,4.61,1.83318,0.62864,0.71273,5.37205,0.795,0.9075,0.54,1,1,1.42636,0.67227,1,3.3075,14.76136,7.6,0.88,0.86523,2.55,1,0.60273,1,0.99795,1,0.54455,23.90341,1.72409,286.18409,4.74614,0.68227,1,0.63045,0.91364,0.98727,0.98864,0.72955,0.61318,0.44136,0.93864,0,20,0.31523,0.3625,1.455,0.57659,18.66523,0.77227,1,0.91,0.78614,0.62159,0.63864,0.91205,0.86273,0.89364,0.865,0.8475,1,0,0.55682,1.37318,0.80364,0.6025,0.84023,4.19,0,21,0.75727,1,1,0,4.50045,0.86977,0.97523,1,1.27159,19.75,9.90909,0,0,0.91227,0.91659,212.49614,1,18.69864,0.86705,0.31523,0.89364,0.77045,0.55477,1,4.01386,0.46068,0.35136,0.93659,0.46205,0.98273,0.79568,2.96727,0.78864,0.82,0.44136,1,0.38659,2,0.85932,2.91318,1,0.53818,0.43091,0.93455,0.37136,2,0,2,0,0,0,2,0,0,0,0.71045,0,15,0,0.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,"2018-04-13","Bestiary HC","Prophecy",0.80773,0.50568,0.94591,2,0.89545,0.47386,1,0.35932,0.42364,0.80568,0.81591,0.71614,0.7,1,3,0.43886,1,0,0.44045,0.67932,1.96977,7,1.85955,0.83727,0.58182,1.41045,1.02222,9,0.74,0.7,NA,0,0,1,1,1,0,0.57,0.93136,1,536.19477,0.405,1.00409,1,1,1.58182,23.32409,0.42023,0.44045,0.63523,0.71205,0.80727,1.92318,0.44091,0.3175,0.68977,0.98545,0,0.69591,2,0.59659,0.90136,0.98614,1.09068,0,34.59091,26.58364,0.67182,0.3175,2.91136,0.745,0.43045,1,2,1.12114,0.34114,NA,0.95068,0.57,0.91977,1.16,0,0.50636,0.50205,2.96023,1,1,0.5825,0.66773,0.57727,0.94773,0,0,0.44341,0.63477,4.82341,2,0.635,0.6725,5.23364,0.78818,0.90659,0.56091,1,0.99614,1,0.64068,0.99227,3.17182,12.9,7.6,0.90886,0.87364,2.52136,1,0.83932,1,1,1,0.53227,24.12068,1.84795,289.59773,4.35182,0.79636,1,0.62114,0.87932,1,1,0.70318,0.59091,0.45182,0.95114,0,20,0.3175,0.40273,1.32386,0.58886,18.25841,0.82432,1,0.95614,0.72477,0.63432,0.66386,0.89932,0.75318,0.91409,0.82773,0.89659,1,5,0.66159,1.37091,0.76864,0.53386,0.8075,3.31159,0,21,0.75636,0.99841,0,0,4.995,0.93295,0.97727,1,1.2,14.04545,9.35409,0,0,0.89205,0.9275,202.605,0.99273,17.94727,0.87568,0.3175,0.8825,0.77477,0.59773,0.99977,4,0.43045,0.3175,0.93773,0.55795,1,0.75977,2.96386,0.71205,0.64295,0.58955,0.89455,0.34932,2,0.83523,3,1,0.41068,0.42364,0.88136,0.3175,2,0,2,0,0,0,2,0,0,0,0.795,0,15,0,0.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,"2018-04-14","Bestiary HC","Prophecy",0.8225,0.45386,0.96773,2,0.89773,0.49545,1,0.44432,0.51614,0.88182,0.62227,0.70705,0.69613,1,3,0.41795,0.99364,0,0.5275,0.60409,1.77318,6.85455,1.84091,0.85364,0.53045,1.07636,0,9,0.77477,0.69613,NA,0,0,1,1,0.99818,0,0.61864,0.92,1,504.51432,0.39341,1.09273,0.99727,1,2.33409,22.58,0.74977,0.43682,0.80341,0.71045,0.86136,1.92568,0.43909,0.33727,0.7375,0.98205,0,0.67614,1.77523,0.66841,0.94886,0.92295,1.115,0,35.48273,25.98477,0.47773,0.35864,3.0525,0.75205,0.52114,1,1.48045,1.28045,0.32909,NA,0.95091,0.49364,0.90273,1.15568,0,0.56227,0.83318,2.92909,1,1,0.50295,0.57864,0.61977,0.76909,0,0,0.44227,0.76864,5,2,0.71591,0.74909,5,0.88591,0.895,0.43227,1.02295,1.01795,1,0.54886,0.96364,3.58,12.78795,7.6,0.99,0.70364,2,1,0.89864,1,1,1,0.55818,24.975,1.99909,289.09795,4.34909,0.67386,0.98841,0.47977,0.87727,0.96909,0.99977,0.58864,0.57295,0.43818,0.90136,0,20,0.32,0.39682,1.66159,0.63341,18.15045,0.93227,1,0.96,0.65273,0.6875,0.66273,0.89273,0.69295,0.92114,0.99364,0.53023,0.96545,5,0.75023,1,0.5925,0.52841,0.81932,2.87818,0,20.59091,0.79136,0.89273,0,0,4.99091,0.69955,0.98,1,1.3075,6.72727,9.22977,0,0,0.93727,0.90955,192.97636,0.95909,17.07773,0.77705,0.32,0.87886,0.64636,0.82318,1,2.80386,0.37568,0.33636,0.99773,0.57273,0.99273,0.84409,3,0.78159,0.48727,0.64864,0.7975,0.37,2,0.72864,2.78705,1.14705,0.44091,0.42682,0.85545,0.32864,2,0,2,0,0,0,2,0,0,0,0.8,0,15,0,0.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,"2018-04-15","Bestiary HC","Prophecy",0.88674,0.36605,0.96488,1.95395,0.88186,0.44349,0.95395,0.50628,0.44419,0.87884,0.43395,0.51488,0,1,3,0.4214,0.9614,0,0.65395,0.57698,2,7.4093,1.00837,0.86093,0.64814,1,0,0,0.87419,0,NA,0,0,1,1,1,0,0.97953,0.87581,1,519.13465,0.37744,1.2593,0.98605,1,2.05581,20.75837,0.9393,0.42419,0.66884,0.7714,0.86651,1.80442,0.41,0.55465,0.67767,0.99,0,0.53047,1.09651,0.65442,0.99209,0.91116,1.01977,0,36.96209,25.7793,0.38419,0.33349,3.40349,0.8093,0.42884,0.99814,1.90535,1.03395,0.31767,NA,0.88465,0.51233,0.88465,1.02093,0,0.97233,0.68837,2.15023,0.89186,1,0.55233,0.60605,0.59302,0.6807,0.93,0,0.44186,0.9693,4.50907,1.99651,0.85791,0.7014,4.99279,0.97581,0.75163,0.31907,1,1.0086,1,0.51535,0.98256,3.44,21.08651,7.3907,0.97837,0.67233,2,1,0.87674,1,0.98512,1,0.78023,26.61047,1.7114,290.86047,4.54326,0.60535,0.96256,0.41419,0.79535,0.99233,0.97349,0.46512,0.59047,0.39744,1.11651,0,20,0.33209,0.38186,1.80767,0.80372,17.8114,1,1,0.94674,0.60744,0.69116,0.64884,1.97628,0.7293,0.90837,0.93907,0.46488,0.89186,5,0.90674,0.98767,0.42,0.50419,0.9407,2.25907,0,20.21953,0.67744,0.71349,0,0,4.99977,0.68372,0.97837,1.03907,1.27977,6,8.68023,0,0,0.97814,0.85581,192.44349,0.9386,16.98256,0.55488,0.31767,0.86419,0.5707,0.56581,0.99488,2.11791,0.31767,0.31767,0.96,0.51698,1.1186,0.90721,2.68186,0.95302,0.5586,0.47814,0.5807,0.38907,2,0.74442,3,1.47349,0.43721,0.45535,0.79116,0.43651,2,0,2,0,0,0,2,0,0,0,1.35512,15,15,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"2018-04-16","Bestiary HC","Prophecy",0.93818,0.32932,0.95227,1.99227,1,0.42318,0.70273,0.50091,0.42273,0.82386,0.41409,0.50841,0,1,3,0.45227,0.92932,0,0.57386,0.62091,2,9,0.97523,0.87295,0.68341,0.99568,0,0,0.91,0,NA,0,0,0.97227,1,1,0,1,0.90205,1,496.24818,0.40977,1,1,1.04091,1.33182,22.91341,0.99909,0.43636,0.45136,0.46273,0.88455,1.75023,0.37909,0.35773,0.66545,1,0,0.40205,1.06545,0.49614,1,0.78818,1.04205,0,36.75023,29.59432,0.41295,0.38773,2.79591,0.80136,0.42932,1,1.72455,1.02273,0.31273,NA,0.92,0.51136,0.90568,1,0,0.98136,0.60295,2.02205,0.53545,1,0.61932,0.57545,0.56023,0.79068,0.93818,0,0.51705,0.97068,3.86182,2,0.66818,0.66523,5,0.90114,0.49864,0.31591,1,1.00932,1.14068,0.49659,0.9675,1.23077,15,6.24545,0.95909,0.85068,2.00591,0.99727,0.67795,1,0.96591,1,0.82636,27.28136,1.03977,303.32568,3.7125,0.56568,0.99909,0.53227,0.76386,1,0.97432,0.55818,0.61273,0.43023,0.74545,0,20,0.53,0.32705,1.82432,0.895,15.59318,0.86614,1,0.94523,0.52636,0.47795,0.62545,2,0.80818,0.945,0.88727,0.48432,0.89773,0,0.98773,0.99705,0.41,0.57909,0.81273,2.21568,0,22.59455,0.48182,0.69227,0,450,5,0.88841,1,1.24,1.12818,6,9.06364,0,0,1,0.86,188.52409,0.99545,16.98068,0.55636,0.31273,0.54727,0.51545,0.36705,1,1.87705,0.32886,0.31273,1,0.32432,1,0.83409,2.76273,0.93818,0.59682,0.45136,0.81227,0.33432,1.88205,0.74205,3,1,0.43182,0.49545,0.87386,0.39795,2,0,0,0,2,0,2,0,0,0,2.47,15,15,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,"2018-04-17","Bestiary HC","Prophecy",0.93273,0.32477,0.96682,2,0.81409,0.48,0.59841,0.4775,0.395,0.67477,0.32,0.75545,0,1,3,0.44477,0.7375,0,0.50182,0.63659,2,8.10294,1,0.8875,0.60341,0.80205,0,0,0.99805,0,NA,0,0,0.93545,1,1,0,1,0.95136,1,585.10977,0.42818,1,1,1.41409,1.4,23.92432,0.91136,0.71068,0.31727,0.46091,0.87045,1.84068,0.38818,0.67432,0.65955,0.99795,0,0.435,1.015,0.49705,0.99955,0.695,1,0,35.20455,29.31841,0.40909,0.42568,2.30091,0.80455,0.45091,0.93318,1.37136,1.41614,0.31091,NA,0.94409,0.31909,0.83682,1,0,0.96886,0.67136,2.79727,0.55614,1,0.62227,0.58727,0.60364,0.81932,0.93273,0,0.5975,0.96455,3.16727,1.98136,0.68614,0.63818,4.99205,0.78795,0.59773,0.3175,0.96341,1.105,1,0.47068,0.97682,0.90364,15,5,0.95773,0.93318,2,0.99659,0.62114,1,0.97,0.97364,0.82909,27.08114,1.0225,307.47659,3.72864,0.69136,0.99318,0.45341,0.43568,1,0.97841,0.62068,0.51273,0.38295,0.82409,0,20,0.64045,0.31091,1.74068,0.90455,12.35136,0.80227,1,0.93614,0.49591,0.42023,0.59682,2,0.68,1,0.89659,0.40318,0.88045,0,0.97159,1,0.4225,0.59909,0.84818,3.2,0,25,0.35364,0.92909,0,439.49841,4.96273,0.65795,0.83,1.24,1.12,1.5,8.74386,0,5,0.99773,0.87477,161.56727,0.9975,17.97273,0.49182,0.31091,0.53182,0.48091,0.42432,0.97432,1.99705,0.31864,0.31091,1,0.31227,1.10091,0.83114,3,0.89841,0.49682,0.45091,1.37023,0.34614,1.82159,0.82045,2.74659,0.99182,0.40659,0.62841,0.80909,0.72205,2,0,0,0,2.47,0,2,0,0,0,2.47,15,15,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,"2018-04-18","Bestiary HC","Prophecy",0.93614,0.34591,0.99159,2,0.92114,0.65932,0.55136,0.47591,0.41295,0.60455,0.31318,0.91114,0,1,2.99295,0.44886,0.38591,0,0.65659,0.65432,2,7.95295,0.95659,0.78318,0.45159,0.66455,0,0,0.78455,0,NA,0,0,0.91455,1,1,0,1,0.90455,1,619.34182,0.44,1,1,1.03636,1.4,23.07091,0.79114,0.88455,0.31,0.4375,0.91409,1.80273,0.50023,0.81523,0.64886,1,0,0.52682,1.00659,0.48136,0.97432,0.62,1,0,45.70455,29.76182,0.37227,0.43159,1.97795,0.72455,0.39977,1.15045,1.6025,1.66886,0.31,NA,0.76045,0.32341,0.64295,1,0,0.92318,0.69818,2.70432,0.54568,0.99636,0.63136,0.55614,0.62114,0.70159,0.93,0,0.58182,0.95477,3.06886,1.96682,0.88045,0.62727,5,0.80591,0.67773,0.32864,0.92114,0.99636,1,0.47545,0.93,0.69636,20.60227,0,0.94591,0.94114,2,0.90773,0.63477,0.99659,0.94886,0.93,0.80727,27.68841,1.05432,318.925,4,0.6875,0.97545,0.49727,0.39955,1,0.92886,0.64545,0.56705,0.39159,0.88591,0,20,0.52273,0.40409,1.49932,0.88205,16.18955,0.72,1,0.85977,0.51295,0.52864,0.54477,1.73409,0.64705,0.99409,0.82205,0.33159,0.78023,0,0.89477,1,0.42591,0.75,0.90568,3.2,0,25,0.36364,0.94091,0,459.255,4.98409,0.61841,0.57932,2.36,1.8575,1.5,7.79364,0,11.64227,0.84386,0.82955,196.39614,0.93318,19.62159,0.42182,0.31,0.45432,0.49091,0.46409,0.97795,1.45068,0.31,0.31,1,0.31,1.38727,0.88886,3,0.84591,0.42114,0.49227,1,0.41159,1.29227,0.78409,2.69795,0.91409,0.31,0.74682,0.62,0.90023,2,0,0,0,3.55727,0,2,0,10,0,2.47,15,15,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,"2018-04-19","Bestiary HC","Prophecy",0.93159,0.36273,0.99568,2,0.98977,0.7325,0.56318,0.47227,0.43682,0.59455,0.30977,0.97795,0,1,2.90932,0.3625,0.36614,0,0.99977,0.69568,2,3.61795,0.95909,0.72,0.36932,0.65955,0,0,0.66,0,NA,0,0,0.92045,0,1,0,1,0.90341,1,657.73909,0.49432,1.00409,1,1.16227,1.4,23.19409,0.89318,0.8925,0.30977,0.46,0.94955,1.86,0.73795,0.77773,0.50545,1.06159,0,0.48159,1,0.46727,0.96727,0.62682,1,0,49.45318,30,0.37795,0.43477,1.99727,0.77159,0.41,1.17114,1.99864,1.42364,0.30977,NA,0.65818,0.52227,0.69,1,0,0.90318,0.695,2.86386,0.55273,1,0.62727,0.61773,0.58364,0.59227,0.93568,0,0.51295,0.97591,3.25,1.33682,0.92682,0.71136,4.88159,0.60273,0.6425,0.41273,0.9575,0.9825,1.05727,0.47909,0.92932,0.77977,22.34091,0,0.9425,0.98614,2,0.9,0.71886,0.98977,0.92932,0.92932,0.75886,28.185,1.00045,338.53114,4,0.71932,0.99068,0.49295,0.58591,1,0.92932,0.63045,0.64045,0.43,0.87205,0,0,0.5375,0.57432,1.14886,0.9275,19.88409,0.65591,1,0.86182,0.5375,0.7375,0.48455,1.1,0.62977,0.99182,0.83341,0.38636,0.725,0,0.95409,1,0.4375,0.78636,0.93705,3.11818,0,25,0.34773,0.91955,0,0,4.99364,0.61955,0.53659,3,2.71,1.5,8,0,17.34591,0.82977,0.8275,191.73886,0.96318,19.80705,0.51114,0.30977,0.435,0.5,0.38977,1,1.13955,0.31705,0.35068,1,0.30977,1.9975,0.88682,3,0.82386,0.42091,0.47614,1.09318,0.455,1.14977,0.67,3,0.96568,0.3475,0.77636,0.61955,0.94386,0,0,0,0,3.34568,0,2,0,9.20455,0,4.31523,15,0,0,0,1.24318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"2018-04-20","Bestiary HC","Prophecy",0.93182,0.37386,1,2,0.96682,0.50886,0.61045,0.43818,0.43364,0.61273,0.29341,0.96523,0,1,2.99545,0.35045,0.3625,0,1.20091,0.55591,2,2.57,0.94477,0.77455,0.33114,0.64341,0,0,0.69818,0,NA,0,0,0.93068,0,1,0,1,0.91,1,707.25,0.56955,1,1,1,1.4,24.53,0.94636,0.89182,0.30523,0.59545,0.95182,1.97773,0.70523,0.72182,0.46545,1.13682,0,0.30523,1,0.4684,0.78955,0.69432,0.98705,0,45.99,30,0.36068,0.42455,2,0.80955,0.38182,0.89909,2,1.05136,0.30523,NA,0.70023,0.56545,0.68841,1,0,0.89114,0.70955,2.80591,0.66455,0.94136,0.6375,0.80523,0.57023,0.66295,1,0,0.43705,0.96568,3.20023,1.74977,0.92136,0.72455,5.27477,0.54,0.51977,0.30523,0.97886,0.79818,0.97773,0.51091,0.91795,0.775,15,0,0.95136,1,2,0.9,0.72932,0.98955,0.91227,0.93045,0.72659,28.36318,1.04386,352.80159,4,0.79909,0.96795,0.52955,0.79932,1,0.91568,0.60205,0.56455,0.38409,0.97659,0,0,0.64636,0.54545,1.12114,0.83659,19.03545,0.61864,1,0.80023,0.62318,0.86386,0.32409,1.1,0.73386,1,0.83591,0.38023,0.74523,0,0.96568,1,0.43341,0.71,0.93,2.97955,3,25,0.56523,0.91068,0,0,4.99318,0.62432,0.5275,3,2.83591,2.21591,8.02023,0,18.31977,0.83545,0.81773,217.22795,0.96977,19.30977,0.54909,0.30523,0.42477,0.51591,0.40205,1,1,0.32455,0.40682,0.9925,0.30545,1.76591,0.85386,3,0.89136,0.42523,0.47136,1.19,0.58705,1.22159,0.80818,3,0.9575,0.75705,0.77432,0.61045,0.93932,0,0,0,0,2,0,2,0,9,0,6,15,0,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
