"Day","Date","League","Type","Atziri.s.Promise","Blood.of.the.Karui","Coralito.s.Signature","Coruscating.Elixir","Divination.Distillate","Doedre.s.Elixir","Dying.Sun","Forbidden.Taste","Kiara.s.Determination","Lavianga.s.Spirit","Lion.s.Roar","Rotgut","Rumi.s.Concoction","Sin.s.Rebirth","Taste.of.Hate","The.Overflowing.Chalice","The.Sorrow.of.the.Divine","The.Wise.Oak","The.Writhing.Jar","Vessel.of.Vinktar","Witchfire.Brew","Zerphi.s.Last.Breath","Cinderswallow.Urn","Soul.Catcher","Soul.Ripper","Bottled.Faith"
24,"2018-05-27","Bestiary Flashback HC","UniqueFlask",10,5.86,0.79,5.42,1,0.44,0,0.99,0.95786,13.21,4,0.65,3.6,61.87,84.3,0.74536,0.88056,6,1.09,62.95,3,9.12,NA,NA,NA,NA
25,"2018-05-28","Bestiary Flashback HC","UniqueFlask",10,5.86,0.48,5.42,1.85,0.46,0,0.923,0.95,13.49,4,0.84,4,43.88,79,0.822,0.97,5.98,1,62.95,3,10,NA,NA,NA,NA
1,"2018-03-02","Bestiary HC","UniqueFlask",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.1,5.32,0,0,0,0,NA,NA,NA,NA
2,"2018-03-03","Bestiary HC","UniqueFlask",9.4165,11.27871,1.37756,0,3.0613,0.25333,0,0.34577,5.14558,20.89278,15.54154,0.401,23.69667,100,139.56382,0.6534,0.70556,3.35852,2.52135,30,22.14909,0,NA,NA,NA,NA
3,"2018-03-04","Bestiary HC","UniqueFlask",5.22,1.64094,0.52547,0,1.33717,0.20925,0,0.20943,1.14566,1.82057,20.15962,0.20925,9.62981,48.85774,86.9166,0.51755,0.21094,2.12396,1.04528,34.16667,9.28642,0,NA,NA,NA,NA
4,"2018-03-05","Bestiary HC","UniqueFlask",4.07759,1,0.44852,10.47111,1,0.25093,0,0.25481,1,0.98815,19.82667,0.25352,5.01463,40.97741,120.06204,0.25352,0.25667,1.99741,1,40.32685,9.95556,0,NA,NA,NA,NA
5,"2018-03-06","Bestiary HC","UniqueFlask",3.49208,1,0.27906,9.24887,1,0.27245,0,0.28094,1,0.99962,20.73,0.27736,4.80415,23.09755,86.38302,0.27811,0.2766,2,0.98113,17.89774,10.04245,533.33333,NA,NA,NA,NA
6,"2018-03-07","Bestiary HC","UniqueFlask",2.55566,1,0.35566,10.46245,0.99755,0.29943,256.5,0.30094,1,0.95302,23.80151,0.29981,5.12283,20.0066,76.85962,0.30038,0.29302,2,0.8983,16.01038,10.34302,580.47736,NA,NA,NA,NA
7,"2018-03-08","Bestiary HC","UniqueFlask",2.02302,0.99849,0.33792,19.12811,1,0.31113,449.08163,0.30943,1,0.99566,22.07226,0.31,3.81774,21.49208,83.31642,0.30434,0.31264,2,0.79585,21.77811,11.24623,255.9,NA,NA,NA,NA
8,"2018-03-09","Bestiary HC","UniqueFlask",1.99,0.68558,0.32942,22.42596,0.99981,0.29288,448.61192,0.29712,0.99846,0.99673,20.17865,0.2975,3.54846,22.75404,77.96346,0.30192,0.30327,2.17423,0.93,16.17692,13.10865,280.56538,NA,NA,NA,NA
9,"2018-03-10","Bestiary HC","UniqueFlask",1.78154,0.68096,0.29673,15.21115,0.99115,0.28462,375.99308,0.29,0.99731,0.92923,19.34885,0.29,2.95346,28.86077,80.06135,0.29,0.29038,2.52365,0.67865,13.22904,13.99673,323.6,NA,NA,NA,NA
10,"2018-03-11","Bestiary HC","UniqueFlask",1.99712,0.42577,0.29885,14.48288,1,0.28173,209.60558,0.29885,1,0.97327,19.13981,0.29885,2.30865,34.19769,88.22481,0.29885,0.29962,2.94442,0.84558,12.44865,19.62635,311.8,NA,NA,NA,NA
11,"2018-03-12","Bestiary HC","UniqueFlask",1.75154,0.83519,0.31269,12.56635,1,0.31231,155.52404,0.31327,1,0.68942,19.50519,0.31269,2.09769,38.18692,89.78481,0.31269,0.31404,2.89,0.99154,14.49538,21.22192,300.10212,NA,NA,NA,NA
12,"2018-03-13","Bestiary HC","UniqueFlask",1.01784,1,0.32824,11.32294,1,0.32314,143.78098,0.32451,1,0.99,21.42294,0.32255,2.0651,39.43647,86.03392,0.32451,0.32686,2.92255,0.99882,17.73608,21.37431,335.48627,NA,NA,NA,NA
13,"2018-03-14","Bestiary HC","UniqueFlask",1.00735,0.99796,0.33,7.9202,0.9998,0.32673,129.52551,0.32327,1,1,21.31245,0.3298,2.35755,41.93041,81.31306,0.32143,0.33,2.7802,0.99857,25.11592,23.57449,472.59184,NA,NA,NA,NA
14,"2018-03-15","Bestiary HC","UniqueFlask",0.99327,1,0.33,7.03288,1.08635,0.31538,131.21115,0.31654,0.99981,1,20.16692,0.32788,2.49596,36.35077,87.21365,0.315,0.31712,2.96596,0.99327,29.32519,26.92577,450,NA,NA,NA,NA
15,"2018-03-16","Bestiary HC","UniqueFlask",0.99231,0.99404,0.33,5.85577,1.09981,0.31365,153.54538,0.31635,0.99885,0.98115,19.63327,0.31385,2.02058,34.72808,86.72423,0.31385,0.31365,3,0.99038,29.69308,27.09096,450,NA,NA,NA,NA
16,"2018-03-17","Bestiary HC","UniqueFlask",1,0.99824,0.32902,4.89549,1,0.31961,208.13941,0.32118,0.99922,0.99922,19.9251,0.31961,2.20471,37.33588,84.11373,0.31961,0.32,2.99941,0.91804,31.60333,26.14216,0,NA,NA,NA,NA
17,"2018-03-18","Bestiary HC","UniqueFlask",0.99451,1,0.32686,3.90353,1,0.32,188.69196,0.32,0.95824,0.99882,20.0798,0.32,2.29608,38.21373,88.79647,0.32,0.32,3.3,1,31.50294,28.50961,0,NA,NA,NA,NA
18,"2018-03-19","Bestiary HC","UniqueFlask",0.99627,1,0.32,3.70667,0.99941,0.3198,189.31706,0.3198,0.96882,0.96588,20.62529,0.31902,2.99843,35.7502,100.69765,0.3198,0.3198,3.66549,0.99412,19.90549,27.55451,0,NA,NA,NA,NA
19,"2018-03-20","Bestiary HC","UniqueFlask",1.00039,0.96216,0.51275,2.9998,0.99941,0.31392,183.68608,0.3149,0.98569,0.99667,20.70039,0.31392,3,34.26882,100.9598,0.31392,0.31392,3.98608,0.99961,20.28412,26.05039,0,NA,NA,NA,NA
20,"2018-03-21","Bestiary HC","UniqueFlask",0.9851,0.95922,0.35216,2.99863,0.99176,0.31,204.87667,0.33941,0.9998,0.99922,22.71804,0.31,2.82608,32.50588,99.68137,0.31,0.31,4.21765,0.99667,16.34824,28.78588,1124.48333,NA,NA,NA,NA
21,"2018-03-22","Bestiary HC","UniqueFlask",1,0.987,0.565,2.798,0.9954,0.2998,205.1124,0.3528,1,0.995,20.6134,0.2998,2.4728,28.7628,102.8676,0.2998,0.2998,3.9822,0.898,15.6344,25.5606,855.60805,NA,NA,NA,NA
22,"2018-03-23","Bestiary HC","UniqueFlask",0.9954,1,0.3628,2.5558,0.9932,0.2896,186.6342,0.2968,0.9926,1,19.0256,0.2896,2.1744,27.1746,103.2934,0.2896,0.2896,3.9064,0.7618,15.1934,24.3476,900,NA,NA,NA,NA
23,"2018-03-24","Bestiary HC","UniqueFlask",1,1,0.3944,2,0.9262,0.276,194.6964,0.3882,1,1,19.192,0.276,2.0078,28.1016,99.9472,0.2764,0.276,4.038,0.7654,15.52,23.863,2550,NA,NA,NA,NA
24,"2018-03-25","Bestiary HC","UniqueFlask",0.9902,1,0.298,2,0.9992,0.2608,194.252,0.4894,1,1,17.5184,0.2608,2.1248,28.7212,98.9208,0.2608,0.2608,3.4346,0.7354,19.0492,22.9322,1228.3,NA,NA,NA,NA
25,"2018-03-26","Bestiary HC","UniqueFlask",0.999,1,0.506,1.7872,1,0.2596,188.1556,0.4664,1,1,17.4014,0.2646,2.0738,30.7448,98.91,0.2596,0.2596,3.4396,0.6214,20,21.9158,815.5096,NA,NA,NA,NA
26,"2018-03-27","Bestiary HC","UniqueFlask",0.9992,1,0.548,1.998,0.864,0.2526,180.0052,0.5138,1,1,17.0262,0.2526,2,30.5676,97.4046,0.2526,0.2526,3.8566,0.6636,17.6468,19.5526,1037.1392,NA,NA,NA,NA
27,"2018-03-28","Bestiary HC","UniqueFlask",1.0026,1,0.3456,1.9024,0.9756,0.25,170.9564,0.8396,1,1,14.8994,0.25,1.9006,29.9624,97.4468,0.2508,0.25,3.932,0.876,17.1648,18.6944,1574.8884,NA,NA,NA,NA
28,"2018-03-29","Bestiary HC","UniqueFlask",0.9866,0.9966,0.3422,1.916,0.9956,0.2458,163.9882,0.8314,1,1,14.7356,0.249,2.161,30.293,99.0542,0.2458,0.2466,3.8668,0.7824,11.702,17.7878,1296.9326,NA,NA,NA,NA
29,"2018-03-30","Bestiary HC","UniqueFlask",0.95844,1,0.44533,1.99267,1,0.24,166.146,0.53,0.97622,1,15.48333,0.24378,2,29.51756,100.73378,0.24,0.24,4.12244,0.95067,13.31889,17.48556,1335.12822,NA,NA,NA,NA
30,"2018-03-31","Bestiary HC","UniqueFlask",0.98581,1,0.64465,1.99628,1,0.24,189.62907,0.74512,0.72488,0.99977,15.41837,0.24,1.54535,29.47372,106.37419,0.27744,0.24,4.10349,0.93093,25.61116,16.20535,1246.72721,NA,NA,NA,NA
31,"2018-04-01","Bestiary HC","UniqueFlask",1,1.00089,0.92978,1.88822,1,0.23044,200.57756,0.38822,0.72556,1,14.84911,0.24,1.04889,28.86956,107.136,0.24133,0.24,4,0.91956,30.98556,15.64933,1077.92956,NA,NA,NA,NA
32,"2018-04-02","Bestiary HC","UniqueFlask",0.99956,1,0.98578,1.012,1,0.17689,219.194,0.558,0.94622,1,14.62422,0.24,1.88244,29.16222,109.12667,0.24311,0.24,4.00467,0.97311,29.88667,15.54,1086.22067,NA,NA,NA,NA
33,"2018-04-03","Bestiary HC","UniqueFlask",1.0575,1.42977,0.79909,1,0.99659,0.24068,223.69068,0.59318,1,1,14.03455,0.24432,1.99023,28.71886,114.90977,0.24068,0.24068,4.34773,0.98682,28.41568,14.85977,1037.13045,NA,NA,NA,NA
34,"2018-04-04","Bestiary HC","UniqueFlask",0.97795,1.99568,0.70136,0.99886,1,0.24,238.93023,0.54659,1,1.00068,12.80614,0.24,1.94523,25.40682,119.86614,0.24,0.24,5.30295,0.9775,26.12455,13.22705,826.24409,NA,NA,NA,NA
35,"2018-04-05","Bestiary HC","UniqueFlask",0.99227,2.52818,0.81364,1,1.06727,0.24636,261.67568,0.68682,1,1.15136,11.56591,0.25,1.99727,28.65341,125.28114,0.25,0.25,4.94182,0.80955,36.39455,12.83568,858.77636,NA,NA,NA,NA
36,"2018-04-06","Bestiary HC","UniqueFlask",1.00432,3,0.7425,1,1.00341,0.25773,293.52864,0.58045,1,1.76932,12.03682,0.26705,1.61455,30.615,138.38614,0.26705,0.26705,4.99091,0.99205,36.96977,11.85364,893.43841,NA,NA,NA,NA
37,"2018-04-07","Bestiary HC","UniqueFlask",1.00116,3.01163,0.68186,1,1,0.27581,305.33674,0.50209,1,1.54767,11.93023,0.27581,1.64512,31.15628,138.29419,0.27581,0.27581,5.07279,0.98628,43.8086,10.14884,952.53093,NA,NA,NA,NA
38,"2018-04-08","Bestiary HC","UniqueFlask",1,3.29136,0.7075,1,1,0.28159,281.74977,0.70295,1,1.44295,10.41955,0.28159,2,30.50636,132.52455,0.28159,0.28159,5.67273,1,38.71545,10.04591,911.6225,NA,NA,NA,NA
39,"2018-04-09","Bestiary HC","UniqueFlask",0.99909,3.59568,0.89614,1,1,0.29,280.02886,0.81068,1,2.01068,11.96068,0.29,1.94886,29.30023,132.21068,0.29227,0.29023,7.04023,1,48.78182,9.10864,885.72932,NA,NA,NA,NA
40,"2018-04-10","Bestiary HC","UniqueFlask",1,4.63,0.85089,1,1,0.29,276,1,1,2.04489,12.09,0.29,2,28.126,128.32,0.29,0.29,7,1,45.43,8,787.27,NA,NA,NA,NA
41,"2018-04-11","Bestiary HC","UniqueFlask",1,4.97933,0.95,1,1,0.29511,244.21222,0.846,1,2.48778,12.14444,0.29844,1.78156,28.78956,139.11911,0.3,0.29844,6.736,0.98644,53.57533,8.58489,1236.55111,NA,NA,NA,NA
42,"2018-04-12","Bestiary HC","UniqueFlask",0.98886,4.84636,0.96977,1,1,0.30841,226.21364,0.46,0.98114,2.39864,11.97,0.31523,1.74705,29.93068,143.06182,0.31523,0.31523,6.14545,1,60,8.27,953.39864,NA,NA,NA,NA
43,"2018-04-13","Bestiary HC","UniqueFlask",1,4.87545,1,1,1,0.3175,248.01273,0.99205,0.98977,2,10.97182,0.3175,1.19545,30.03955,141.35432,0.3175,0.3175,5.89977,1,56.62318,7.89591,825.56159,NA,NA,NA,NA
44,"2018-04-14","Bestiary HC","UniqueFlask",1,4.75628,1,1.06,1,0.32,240.25558,0.65907,0.99512,2,11.84791,0.32,1.5086,34.17674,135.84465,0.32,0.32,5.77279,1,53.85512,7.59512,754.85349,NA,NA,NA,NA
45,"2018-04-15","Bestiary HC","UniqueFlask",1,4.19545,0.98636,1.8875,1.01705,0.31773,247.68841,0.57386,0.99636,2,11.34523,0.31773,2.06318,39.70455,134.83364,0.31773,0.31773,5.90977,1.24841,54.33318,7.06432,704.18864,NA,NA,NA,NA
46,"2018-04-16","Bestiary HC","UniqueFlask",1,5.25682,0.91159,2,1.00318,0.31273,266.45818,0.89159,1,1.79318,10.74932,0.31273,1.99659,41.64432,134.56136,0.31273,0.31273,5.23205,2.03432,46.95841,6.99295,572.48068,NA,NA,NA,NA
47,"2018-04-17","Bestiary HC","UniqueFlask",0.99977,4.84302,0.95884,1.59326,1.29,0.31093,287.35884,0.44581,1,1.28907,10.00558,0.31093,1.95558,41.24093,129.93419,0.31093,0.31093,4.42256,2.88907,48.61698,6.58791,528.73674,NA,NA,NA,NA
48,"2018-04-18","Bestiary HC","UniqueFlask",1.03045,5.125,0.95705,0.94773,1,0.29,307.72455,0.45727,1,1.74977,9.52659,0.31,2,27.76159,122.52795,0.31,0.31,4.03273,3.62932,44.69977,5.17795,488.46705,NA,NA,NA,NA
49,"2018-04-19","Bestiary HC","UniqueFlask",0.99636,6.46023,0.99091,0.89659,1,0.30977,322.85273,0.865,1,1.90477,8.92523,0.30977,2,27.05705,120.89591,0.30977,0.30977,4.03591,2.66432,40,6.51545,548.6525,NA,NA,NA,NA
50,"2018-04-20","Bestiary HC","UniqueFlask",1.00178,6.99378,0.97267,0.99889,0.99067,0.30533,353.186,0.55089,0.992,1.98756,9.64067,0.30644,1.49978,30.50044,129.976,0.30533,0.30533,4.20867,4.62733,40.27178,6.814,546.24289,NA,NA,NA,NA
51,"2018-04-21","Bestiary HC","UniqueFlask",1.00591,7.55023,0.87773,1,0.97682,0.3,395.50227,0.81023,0.97682,2,9.60955,0.3,1.25114,32.67409,144.875,0.3,0.3,3.47841,3,33.54136,7.25864,604.29273,NA,NA,NA,NA
52,"2018-04-22","Bestiary HC","UniqueFlask",0.97864,7.91523,0.84477,0.99818,1,0.29864,422.27364,0.6575,1,2,9.53523,0.29864,1.81045,30.86886,179.80136,0.29864,0.29955,3.61386,3,29.36205,6.03705,615.52136,NA,NA,NA,NA
53,"2018-04-23","Bestiary HC","UniqueFlask",0.93182,7.84409,0.80682,0.98295,1,0.29545,454.66091,0.42182,1,2,9.84023,0.29545,2,28.94273,145.52273,0.29545,0.29545,3.56591,2.95886,28.225,7.15159,605.55364,NA,NA,NA,NA
54,"2018-04-24","Bestiary HC","UniqueFlask",0.98886,6.98205,0.67682,0.99182,1.19477,0.28955,462.77773,0.40182,1,2.00727,9.2,0.28955,1.98886,37.09977,147.16795,0.28955,0.28955,3.81568,2.94318,25.9425,7.74841,635.28705,NA,NA,NA,NA
55,"2018-04-25","Bestiary HC","UniqueFlask",0.97467,7.99578,0.82244,1,1.006,0.29,441.09444,0.342,0.87222,2.16956,8.81044,0.29,2,58.31511,166.85711,0.29,0.29,3.84067,3,25,6.93533,795.18133,NA,NA,NA,NA
56,"2018-04-26","Bestiary HC","UniqueFlask",0.99622,10.70333,0.82244,1,0.93156,0.282,460.55644,0.32222,1,2.528,9.76711,0.282,1.98356,82.84756,163.38889,0.282,0.282,4,2.88622,24.93244,7.25356,789.52533,NA,NA,NA,NA
57,"2018-04-27","Bestiary HC","UniqueFlask",0.96044,11.02467,0.92822,1.04622,0.87178,0.28,459.42067,0.28044,1,2.50133,9.44378,0.28,2,130.53156,156.61978,0.28,0.28,4.24978,3,22.69511,6.53822,787.8,NA,NA,NA,NA
58,"2018-04-28","Bestiary HC","UniqueFlask",1,12.12679,0.95,1,0.9151,0.28,476.31,0.37,1,2.72,9.68653,0.28,2,129.4,153.45839,0.28,0.28,5,3,20,7,0,NA,NA,NA,NA
59,"2018-04-29","Bestiary HC","UniqueFlask",1,13.62,0.54,1,0.97,0.27,454.93,0.47,1,3,10.41112,0.27,2,116.41,144.02808,0.27,0.27,5.14728,2,19.71,7,0,NA,NA,NA,NA
60,"2018-04-30","Bestiary HC","UniqueFlask",1,10,0.5702,1,0.97,0.2851,457.71,0.62,1,3,10,0.2851,2,115.3675,157.42,0.2851,0.2851,5,2,18.01,7,0,NA,NA,NA,NA
61,"2018-05-01","Bestiary HC","UniqueFlask",0.98,11.71462,0.54,1,1,0.27,438.15188,0.82,1,3,10,0.27,2,104.45192,151.71,0.27,0.27,5.12,3,17.68,7,0,NA,NA,NA,NA
62,"2018-05-02","Bestiary HC","UniqueFlask",1,10.06,0.5,1,1,0.25,410.612,0.9502,1.66885,3,10,0.25,2,120.72,166.42778,0.25,0.25,6.76592,3,15,6.74041,0,NA,NA,NA,NA
63,"2018-05-03","Bestiary HC","UniqueFlask",0.94,9.57,0.5,1,1,0.25,325.69,0.87,1.94,2.75,10,0.25,2,105.31958,163.43455,0.25,0.25,7.30867,2.46,15,5.98041,0,NA,NA,NA,NA
64,"2018-05-04","Bestiary HC","UniqueFlask",1,9.49,0.48,1,0.95,0.24,300.86333,0.66,1,2,10.93,0.24,2,106.95,161.49,0.24,0.24,5.32698,2.43,15,5.74531,0,NA,NA,NA,NA
65,"2018-05-05","Bestiary HC","UniqueFlask",1,9.55,0.48,1,0.94,0.23,255.07909,0.8602,2.5,2,10.89,0.23,1.38,109.72,164.40056,0.23,0.23,5,3,14.4255,6,0,NA,NA,NA,NA
66,"2018-05-06","Bestiary HC","UniqueFlask",1,9.33,0.74,1,0.93,0.23,241.98,0.78,2.4,1.98,10,0.23,2,109.08214,164.35,0.31,0.23,5,1,16.888,5.21,0,NA,NA,NA,NA
67,"2018-05-07","Bestiary HC","UniqueFlask",1,9.95,0.9335,1.23,0.76147,0.24,440.4,0.92,2.8,1.99,10,0.24,1.88371,110.13857,163.05,0.46,0.2446,5,1,20.9,5.19,0,NA,NA,NA,NA
68,"2018-05-08","Bestiary HC","UniqueFlask",1,9.78,0.5,1.23,0.65,0.24,457.23,0.92,2.8,1.99,10,0.24,2,127.625,159.781,0.36935,0.39,5,1,20.9,5.16267,0,NA,NA,NA,NA
69,"2018-05-09","Bestiary HC","UniqueFlask",1,13.92,0.53,2.2,0.5,0.24,451.74,0.94,2.8,1.94,8,0.24,2,121.33,160.24,0.66,0.245,5,1,65,5,0,NA,NA,NA,NA
70,"2018-05-10","Bestiary HC","UniqueFlask",1,12.23,0.65,2,0.45,0.21,459.41833,0.85619,7.66,2.36,8,0.21,1.97,148.065,154.37333,0.67,0.21,5,1,28,5,0,NA,NA,NA,NA
71,"2018-05-11","Bestiary HC","UniqueFlask",1,12.23,0.64,2,0.67,0.22,467.67333,1,6.8,4.42,8,0.25,2.41889,393.85,171.18,0.51,0.28,5,1,28,5,0,NA,NA,NA,NA
72,"2018-05-12","Bestiary HC","UniqueFlask",1,13.54,0.58,0,0.9155,0.22,412.18,0.82,6.8,4.42,8,0.6,3,0,171.65,1,0.22,5.63,1,89,5,0,NA,NA,NA,NA
73,"2018-05-13","Bestiary HC","UniqueFlask",1,40,0.75,0,0.47375,0.21,410.72625,0.85556,6.8,4.06,6.29,0.596,3.78,0,161.064,1,0.32,5.8,1,35.9,2.66,0,NA,NA,NA,NA
74,"2018-05-14","Bestiary HC","UniqueFlask",1,44.79,0.75,0,0.47,0.21,411.06,0.92,6.8,12,5.72,0.69,4.79,0,161.2,1,0.29,9.78,1.66,30,2.66,0,NA,NA,NA,NA
75,"2018-05-15","Bestiary HC","UniqueFlask",1,20.54,1,0,0.34,0.23,403.615,0.97909,6.8,12.94,6.77,0.76,3.63,0,157.988,0.935,0.24,36.5,1.47,31.89,2.66,0,NA,NA,NA,NA
76,"2018-05-16","Bestiary HC","UniqueFlask",1,18.85,1,0,0.35,0.24,411.33,1.02,5.3,12,8.07,0.73,3.58,0,157.78,0.48,0.29,22.61,1.31,50,8.79,0,NA,NA,NA,NA
77,"2018-05-17","Bestiary HC","UniqueFlask",1,18.85,1,0,2.44,0.28,472.5,1.372,5.3,10.2,7.42,0.81,3.61,0,161.6,0.31,0.28,22.61,1.31,50,6.8,0,NA,NA,NA,NA
78,"2018-05-18","Bestiary HC","UniqueFlask",1,21.02,1.4,2,3.38,0.27,470.19,1,30,12,6.01,0.94,3.61,0,161.14,0.29,0.28,23.28,1.31,50,8.94,0,NA,NA,NA,NA
79,"2018-05-19","Bestiary HC","UniqueFlask",1,21.02,1.4,2,3.38,0.21,433.2,1,30,12,7.98,0.96,3.55,0,150.51,0.27,0.27,24.9,1.31,50,9.65,0,NA,NA,NA,NA
80,"2018-05-20","Bestiary HC","UniqueFlask",1.335,21.02,1,2.12,3.38,0.19,513.48,0.752,30,12,14.59,0.61,3.72,0,154.23,0.33,0.25,23.08,1.24,50,10,0,NA,NA,NA,NA
81,"2018-05-21","Bestiary HC","UniqueFlask",0.98,19.3,0,2.12,3.38,0.25,492.72,0.61,30,5,14.59,0.5,3.62,155.6,214.11,0.32,0.27,17.61,1.36,46,9.81,0,NA,NA,NA,NA
82,"2018-05-22","Bestiary HC","UniqueFlask",0.98,19.3,2,2,2.52,0.26,527.6,0.38,30,5.1475,12.32,0.445,4.59,149.42,227.18,0.3,0.26,17.61,1.36,44,7.03,0,NA,NA,NA,NA
83,"2018-05-23","Bestiary HC","UniqueFlask",1.07,74.36,2,2,2.52,0.26,525.095,0.31,3.2,5.59,11.7,0.42,5.42,148.72,226.245,0.5,0.26,18.71,3.16,44,6.84,0,NA,NA,NA,NA
84,"2018-05-24","Bestiary HC","UniqueFlask",1.32,73.495,1.19,2,2.43,0.29,521.03,0.29,3.2,5.59,11.7,0.45,5.33,146.8,223.72,0.48,0.22,13.5,3.16,44,7.24,0,NA,NA,NA,NA
85,"2018-05-25","Bestiary HC","UniqueFlask",0.86,70,1,2.1,2,0.34,1102.8,0.27,1.4,5.59,11.7,0.45,3.21,147.04,250,0.48,0.22,13.5,3.16,44,7.16,0,NA,NA,NA,NA
86,"2018-05-26","Bestiary HC","UniqueFlask",0.84,70,1,2.1,2,0.32,1103.1,0.31,1,5.59,11.7,0.5,5.23,147.1,250,0.48,0.22,13.64,3.16,20,6.97,0,NA,NA,NA,NA
87,"2018-05-27","Bestiary HC","UniqueFlask",0.89,65,1,2.1,2,0.38,0,0.39,1,5.59,11.67,1,6,150.12,250,1,0.90444,13.64,2.5,10,6.97,0,NA,NA,NA,NA
88,"2018-05-28","Bestiary HC","UniqueFlask",1.40667,65,0.96,2,2,0.37,0,0.47,1.67,3.7,12.29,1,49.2225,149.52,224.28,1,0.84,5,1.83,10,6.24,0,NA,NA,NA,NA
1,"2018-12-07","Betrayal HC","UniqueFlask",0,0,1,0,1.12,0.93676,0,0,0.54667,0,10,1,0,1,0,1,1.2,2.36286,0,0,0,0,0,0,0,NA
2,"2018-12-08","Betrayal HC","UniqueFlask",5,1,1,0,1,0.28,0,1,0.36773,19.93,6.77536,0.26931,6.43167,46.295,56.98,1,1,2.99813,3.29,0,7.79,0,0,3,0,NA
3,"2018-12-09","Betrayal HC","UniqueFlask",5,1,1,0,1,0.2401,0,0.6701,0.28,11.022,6,0.26,5,40.3,86.39,0.28,0.28,3,2.1408,20,6,0,0,1,0,NA
4,"2018-12-10","Betrayal HC","UniqueFlask",4,1,0.84,20.5,1,0.3,0,0.3251,0.44,4,5,0.31,4,19.66609,101.29467,0.31,0.31,3,2.87633,20,5.60041,99,34.46429,1,0,NA
5,"2018-12-11","Betrayal HC","UniqueFlask",4.69878,1,0.5802,17,1,0.3251,330.57,0.33,0.4802,5,6.51745,0.33,4,14.66455,121.305,0.33,0.33,3,2,7,5,120,25,1,0,NA
6,"2018-12-12","Betrayal HC","UniqueFlask",4.27245,1,0.6001,10,0.7501,0.28,300,0.35,0.35,3.51304,6,0.35,4.61459,15,127.70028,0.35,0.35,3,2,6.21,4.9901,180,15,0.7,0,NA
7,"2018-12-13","Betrayal HC","UniqueFlask",4,1,0.41,7.9095,0.84,0.3,432.1,0.41,0.41,4.05426,7,0.39,5,20,120,0.33,0.29,2,2,6.21,4,174.1,15,0.8651,0,NA
8,"2018-12-14","Betrayal HC","UniqueFlask",3.62898,1,0.44,5,0.44,0.33,376.295,0.3851,0.44,4.5202,5.16061,0.44,4.94571,20,98.94191,0.3,0.3,3,2,6.21,4.0051,51.18,14.78,0.86,0,NA
9,"2018-12-15","Betrayal HC","UniqueFlask",4,1,0.44,5,0.44,0.31,252.5,0.3951,0.44,4,5.04592,0.43,4,23.75,98.62,0.32,0.31,3,1,5,4,41,13,0.49041,0,NA
10,"2018-12-16","Betrayal HC","UniqueFlask",3.00051,1,0.32,3.94,0.3701,0.3,220.78955,0.44,0.4301,3,4.9802,0.36,4,20.52,89,0.4101,0.32,3,1,5,3,50,15.11806,0.87,0,NA
11,"2018-12-17","Betrayal HC","UniqueFlask",4,1,0.33,2.83,0.45,0.33,222.29357,0.44,0.45,2,5,0.41,4,21.62,89.30167,0.33,0.3651,3,1,5,3,49.55,14,0.9151,0,NA
12,"2018-12-18","Betrayal HC","UniqueFlask",4,1,0.47,2.91,0.88,0.34,222.5,0.34,0.47,2,4.0701,0.34,4,28.54269,95,0.38,0.4001,3,1.27255,3,3,49.7,15,0.97,0,NA
13,"2018-12-19","Betrayal HC","UniqueFlask",3.83653,1,0.63082,2,0.6,0.3402,219.762,0.36,0.47,2,5,0.36,4,30,95,0.47,0.4651,3,1,5,3,49.82,16.82,1,0,NA
14,"2018-12-20","Betrayal HC","UniqueFlask",3,1,0.48,2,0.92,0.36,200,0.4751,0.4751,2,4.34551,0.3851,3,29.38,98.73,0.39,0.4651,5,1,5,3,67.02,15,0.96,0,NA
15,"2018-12-21","Betrayal HC","UniqueFlask",4,1,0.8401,2,0.59,0.29,190,0.46,0.45,2,4,0.39,3,24.06909,97,0.43,0.39,5,2,3.93,3,106.7,15,0.6502,0,NA
16,"2018-12-22","Betrayal HC","UniqueFlask",3,1,0.84,1.95,0.74,0.38,193.53632,0.42,0.42,2,4.52071,0.38,3,23.99173,90.1775,0.4,0.39,5.11633,2,3.59,2,93.74,15,0.72153,0,NA
17,"2018-12-23","Betrayal HC","UniqueFlask",3,1,0.39,2,0.76,0.38,158.12087,0.41,0.42,2,5,0.38,3,22.67,95,0.38,0.38,6,1.40082,4.67,2,51.9125,14.45,0.72051,0,NA
18,"2018-12-24","Betrayal HC","UniqueFlask",3,1,0.8502,2,1,0.39,178.20125,0.4,0.4,2,5,0.39,3,19.67571,90,0.39,0.39,6,1.14,4.71,3,56.94333,10,0.75551,0,NA
19,"2018-12-25","Betrayal HC","UniqueFlask",3,1,0.7351,2,1,0.3,186.68705,0.39,0.39,2,5,0.38,3,19.526,94.94612,0.38,0.39,5.46673,1,4.58,3,65.01,14.01793,0.78,0,NA
20,"2018-12-26","Betrayal HC","UniqueFlask",4,1,0.72,2,0.90031,0.22,209.97,0.77,0.41,2,5,0.37,3,18.89676,92.6051,0.3601,0.36,6.07133,1.9802,4.75,3,67.09222,15,0.6102,0,NA
