"Day","Date","League","Type","A.Mother.s.Parting.Gift","Abandoned.Wealth","Anarchy.s.Price","Assassin.s.Favour","Atziri.s.Arsenal","Audacity","Birth.of.the.Three","Blind.Venture","Boundless.Realms","Bowyer.s.Dream","Call.to.the.First.Ones","Cartographer.s.Delight","Chaotic.Disposition","Coveted.Possession","Death","Destined.to.Crumble","Dialla.s.Subjugation","Doedre.s.Madness","Dying.Anguish","Earth.Drinker","Emperor.s.Luck","Emperor.of.Purity","Gemcutter.s.Promise","Gift.of.the.Gemling.Queen","Glimmer.of.Hope","Grave.Knowledge","Her.Mask","Heterochromia","Hope","House.of.Mirrors","Hubris","Humility","Hunter.s.Resolve","Hunter.s.Reward","Jack.in.the.Box","Lantador.s.Lost.Love","Last.Hope","Left.to.Fate","Light.and.Truth","Lingering.Remnants","Lost.Worlds","Loyalty","Lucky.Connections","Lucky.Deck","Lysah.s.Respite","Mawr.Blaidd","Merciless.Armament","Might.is.Right","Mitts","No.Traces","Pride.Before.the.Fall","Prosperity","Rain.of.Chaos","Rain.Tempter","Rats","Rebirth","Scholar.of.the.Seas","Shard.of.Fate","Struck.by.Lightning","The.Aesthete","The.Arena.Champion","The.Artist","The.Avenger","The.Battle.Born","The.Betrayal","The.Blazing.Fire","The.Body","The.Brittle.Emperor","The.Calling","The.Carrion.Crow","The.Cartographer","The.Cataclysm","The.Catalyst","The.Celestial.Justicar","The.Chains.that.Bind","The.Coming.Storm","The.Conduit","The.Cursed.King","The.Dapper.Prodigy","The.Dark.Mage","The.Demoness","The.Doctor","The.Doppelganger","The.Dragon","The.Dragon.s.Heart","The.Drunken.Aristocrat","The.Encroaching.Darkness","The.Endurance","The.Enlightened","The.Ethereal","The.Explorer","The.Eye.of.the.Dragon","The.Feast","The.Fiend","The.Fletcher","The.Flora.s.Gift","The.Formless.Sea","The.Forsaken","The.Fox","The.Gambler","The.Garish.Power","The.Gemcutter","The.Gentleman","The.Gladiator","The.Harvester","The.Hermit","The.Hoarder","The.Hunger","The.Immortal","The.Incantation","The.Inoculated","The.Inventor","The.Jester","The.King.s.Blade","The.King.s.Heart","The.Last.One.Standing","The.Lich","The.Lion","The.Lord.in.Black","The.Lover","The.Lunaris.Priestess","The.Mercenary","The.Metalsmith.s.Gift","The.Oath","The.Offering","The.One.With.All","The.Opulent","The.Pack.Leader","The.Pact","The.Penitent","The.Poet","The.Polymath","The.Porcupine","The.Queen","The.Rabid.Rhoa","The.Realm","The.Risk","The.Road.to.Power","The.Ruthless.Ceinture","The.Saint.s.Treasure","The.Scarred.Meadow","The.Scavenger","The.Scholar","The.Sephirot","The.Sigil","The.Siren","The.Soul","The.Spark.and.the.Flame","The.Spoiled.Prince","The.Standoff","The.Stormcaller","The.Summoner","The.Sun","The.Surgeon","The.Surveyor","The.Survivalist","The.Thaumaturgist","The.Throne","The.Tower","The.Traitor","The.Trial","The.Twins","The.Tyrant","The.Union","The.Valkyrie","The.Valley.of.Steel.Boxes","The.Vast","The.Visionary","The.Void","The.Warden","The.Warlord","The.Watcher","The.Web","The.Wind","The.Wolf","The.Wolf.s.Shadow","The.Wolven.King.s.Bite","The.Wolverine","The.Wrath","The.Wretched","Three.Faces.in.the.Dark","Thunderous.Skies","Time.Lost.Relic","Tranquillity","Treasure.Hunter","Turn.the.Other.Cheek","Vinia.s.Token","Volatile.Power","Wealth.and.Power","Blessing.of.God","Forbidden.Power","The.Breach","The.Deceiver","The.Dreamer","The.Insatiable","The.Iron.Bard","The.Obscured","The.Puzzle","The.World.Eater","A.Dab.of.Ink","Beauty.Through.Death","Boon.of.the.First.Ones","Harmony.of.Souls","Immortal.Resolve","Perfection","The.Admirer","The.Army.of.Blood","The.Beast","The.Cacophony","The.Celestial.Stone","The.Darkest.Dream","The.Dreamland","The.Endless.Darkness","The.Fathomless.Depths","The.Hale.Heart","The.Innocent","The.Jeweller.s.Boon","The.Master","The.Master.Artisan","The.Mayor","The.Nurse","The.Price.of.Protection","The.Professor","The.Rite.of.Elements","The.Sacrifice","The.Samurai.s.Eye","The.Sword.King.s.Salute","The.Twilight.Moon","The.Undaunted","The.Undisputed","The.Wilted.Rose","The.Witch","Three.Voices","Akil.s.Prophecy","Alluring.Bounty","Alone.in.the.Darkness","Arrogance.of.the.Vaal","Azyran.s.Reward","Boon.of.Justice","Buried.Treasure","Burning.Blood","Dark.Dreams","Dark.Temptation","Demigod.s.Wager","Echoes.of.Love","Imperial.Legacy","Monochrome","More.is.Never.Enough","Nook.s.Crown","Pride.of.the.First.Ones","Remembrance","Sambodhi.s.Vow","Seven.Years.Bad.Luck","The.Archmage.s.Right.Hand","The.Bargain","The.Damned","The.Deal","The.Deep.Ones","The.Demon","The.Eye.of.Terror","The.Fool","The.Golden.Era","The.Heroic.Shot","The.Journey","The.Landing","The.Life.Thief","The.Lord.of.Celebration","The.Mad.King","The.Messenger","The.Mountain","The.Old.Man","The.Price.of.Loyalty","The.Primordial","The.Seeker","The.Side.Quest","The.Skeleton","The.Wolf.s.Legacy","Thirst.for.Knowledge","Vanity","Vile.Power","Void.of.the.Elements","Baited.Expectations","Cameria.s.Cut","Deathly.Designs","Divine.Justice","Etched.in.Blood","Friendship","Squandered.Prosperity","Succor.of.the.Sinless","The.Bones","The.Chosen","The.Craving","The.Escape","The.Fishmonger","Underground.Forest"
67,"2018-05-07","Bestiary HC","DivinationCard",0.32,37.02,0.38,0.42,1,1.67,0.685,0.75,0.41313,4,0.44889,0.35,0,1,0.24,0.24,1.2,0.42,0.32,1,0.98,3.46,0.67,1,73.435,0.75,0.24,4,1,0,0.49,1,0.37,0,0.59,0.34,2.59,0,1,1.2725,1.29,0.46,1,108.0775,1.17,25,4,0.8,0.47,1.59,32,0.41,0.42,1,0.48,1.11,1,0.32,1,1,6.175,0,4,0.4385,0.25,0.59,0.34,10,0.24,0.24,4,0.78,0.24,6.35,1.06,0.24,1,2,3.67,2.48,4,475,0.5,0.98,7.8,46.8325,1,0.54,10,4,1,0.99,0.68,228.05,1.63,0.8,16,1.23,1,0.54,0.71,0.24,0.24,1,44.1975,0.36,4.38,12,0,0.24,1,1,4,0.267,26,27.87545,0.81,1.34,2.45,0.24,0.43722,2.05,0.36,0.55,15,1.67,0.5,0.35,0.8,1.3,2.1,12.76,1,5,0.57,0.65,1.68,1.35,0.67,12.41,0.48,0.57,0.26,2.66,0.66,1,2.7,28.57,0.77,1,2,1,1,1,1.55667,0.73,0,0.4,0.64,0.57,0.57,1,1.3,1,2.03,1.05,5,1,2.2,0.41,1.72,1.42,0.93,30.53,9.42,0.42,37.75,1,1,1,0.35,0.24,9.5425,0.62,1,0.61923,0.38,0.24,0,0.8,1.55667,3,0.39,6,9.485,64.2,2,0.9,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"2018-05-08","Bestiary HC","DivinationCard",0.29,36.83,0.32,0.38429,1,9.805,0.63,0.71,0.39,0,0.4,0.35,0,1,0.24,0.2925,1.1,0.6,0.24,1,0.96,3.46,0.59,1,75.995,0.65,0.24,4,1,0,0.41,1.09,0.35,60,0.52,0.33,3,0,1,1.12,1.1,0.44,1,111.3225,3.02,0,4,0.69,0.42,1.08,32,0.37,0.5,1,0.47,1.42,0.97,0.29,1,0.94,10.685,0,0,0.38,0.43,0.5,0.25,10,0.4,0.24,4.1,0.64,0.2415,6.35,1,0.24,1,2,3.1,2.48,0,520.15,0.74857,0.82,15,379.975,1,0.45,11.06,4,1,0.93,44.79,231.345,1.36,0.73,16,1.12,1,0.93,0.65,0.24,0.24,1,45.505,0.35,4.16,12.31,0,0.24,1,1,4,0.39,24.79,27.44,0.76,2,376.05,0.24,0.41,19.15,0.44,0.47,15,6.465,0.44,0.37,0.8,1,2.1,12.75,1,5,0.49,0.57,1.51,4,0.62,12.32,0.47,0.57,0.24,4,0.59,1.22,5,25.29,0.62,1,2,1,1,1,45.505,0.66,0,0.39,0.49,0.49,0.49,1,1,1,1.85,1,5,1,1.4,0.408,379.975,1.32,0.81,32.84,20,0.41,33.97,1,1,0.9,0.35,0.24,9.97,0.45,1,0.47,0.24,0.24,0,0.63,9.805,5,0.82,0,9.805,64.2,2,0.83,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,"2018-05-09","Bestiary HC","DivinationCard",0.29,36.83,0.32,0.37,0.72,9.77,0.47,0.71,0.39,0,0.4,0.35,0,0.68,0.24,0.32,1.1,0.64,0.24,1.23,0.45,3.36,0.35,9.77,75.3,0.47,0.24,4,1,0,0.41,1.66,0.35,60,0.4,0.3,3,0,1,0.62,0,0.44,0.89,110.8375,3.02,0,4,0.69,0.48,1.08,31.13,0.4,0.47,0.52,0.475,1.95,0.99,0.29,1,0.7,10.65,0,0,0.37,0.46,0.46,0.2475,10,0.39,0.24,4,0.47,0.27727,6.94,1,0.24,8.43,2,3,2.48,0,527.03,0.68,0.82,15,376.5,0.79,0.44,11.06,4.2,1,0.41,28.44,230.31,0.93,0.39,16,0.62,0.73,0.47,0.47,0.24,0.25,0.63,38.27,0.35,3.89,13.22,0,0.24,0.68,0.43,4,0.39,20,26.88,0.47,2.54,376.5,0.28,0.42,23.52,0.42,0.29,15,75.24,0.44,0.37,9.3,0.47,2.1,12.3,0.74,5,0.32,0.34,0.77,4,0.47,10.72,0.47,0.34,0.4,4,0.59,1.22,5,25.29,0.62,0.62,2,0.78,0.52,1,45.3025,0.37,0,0.52,0.32,0.32,0.35,0.52,0.47,0.73,2.65,1.34,0,0.63,0,0.42,376.5,1.22,0.44,32.4,20,0.39,22.91,1,0.68,0.4,0.38,0.24,75.3,0.45,1,0.41,0.76,0.35,0,0.57,9.77,5,0.4,0,7.99,64.2,2,0.42,52.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"2018-05-10","Bestiary HC","DivinationCard",9.5625,36.697,0.27,0.36,0.68,10.0325,0.47,0.71,0.36,0,0.39,0.33,0,0.68,0.21,0.3,1,0.59,0.21,1.23,0.36,21.525,0.33,10.0325,77.565,0.47,0.21,4,1,0,0.36,1,0.34,60,0.44,0.44,3.60833,0,1,0.62,0,0.43,0.89,114.1575,5.71,0,0,0.69,1.03,1.2,30.01,0.39,0.47,0.52,0.59,2,2,0.27,1,0.7,10.9125,0,0,0.33,0.44,0.44,0.33125,9.75,0.38,0.21,4,0.44,0.44,7.78,0.88,0.21,8.6525,2,2.99,12.66,3,581.68875,0.67,0.8,0,387.825,0.74,0.44,11.06,4.2,1,0.4,28.44,271.475,8.18,0.36,18,0.58,0.73,0.47,0.47,0.68,0.6,0.63,39.1975,0.33,2.32,13.93,0,0.21,0.68,0.36,4,0.36,20,26.3,0.47,2.35,387.825,0.27,0.39,24.0825,0.39,0.27,12.6025,77.565,0.38,0.33,9.5625,0.47,2,12.3,0.74,5,0.3,0.3,0.96,0,0.47,10.56222,0.47,0.3,0.39,4.35,0.57,10.0325,5,25.29,0.21,0.62,2,0.78,0.52,1,46.6375,0.36,0,0.4725,0.3,0.3,0.33,0.52,0.47,0.68,6.21,1.2,0,0.58,0,0.39,387.825,9.9775,0.44,28.3,20,0.36,22.91,1,0.63,0.3325,0.37,0.33,77.565,0.42,1,0.4,0.75,0.33,0,0.54,77.565,3.4,0.39,0,8.18,64.2,2,0.39,52.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,"2018-05-11","Bestiary HC","DivinationCard",78.77,36.35,4,16.64,0.63,78.77,0.62,1,1.86,0,0.63,0.74,0,0.63,0.27,83.64,1,0.98813,0.32,2,0.32,115.95,16.29,78.77,78.865,16.64,0.22,4,1.42,0,0.58,1,116.11,60,0.68,0.68,3,0,1,0.47,0,1.46,0.89,117.28,23.38,0,0,8.78,8.78,19.91,29.71,0.68,0.74,0.47,40.39,2,147.49,0.47,14.77,1.11,78.77,0,0,0.57,0.63,0.63,0.92,9.49,0.73,0.22,0,0.45,0.63,10.3,0.76,8.78,8.78,0,3,78.865,3,592.35,1,2,0,394.9,24.13,0.78,11.06,4,394.9,24.2275,147.38,276.03,8.3,0.57,18,0.58,0.63,24.2275,16.64,1.67,89.72,0.57,39.86,0.57,1.83,13.66,0,0.3,0.62,3.33167,4,0.58,20.63385,26.18,16.29,116.11,394.9,0.47,0.78,24.46,0.68,0.47,11.63,78.865,0.46,0.62,78.77,0.47,2,12.3,0.92,5,39.81,8.3,0.96,0,0.53,10,8.3,8.3,0.63,4.35,8.78,78.77,5,21.93,0,0.62,2,0.68,0.47,47.36,394.9,24.46,0,2,0.57,39.81,16.29,0.47,0.47,0.63,0,1.1,0,8.3,0,0.94,394.9,78.77,0.73,27.76,0,0.57,21.54,1,16.29,0.77,28.79,8.3,78.865,2,41.29,28.66125,9.68,0.63,0,3,78.865,42.19,0.73,0,8.3,64.1,2,0.62,53.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"2018-05-12","Bestiary HC","DivinationCard",1.2,36.35,1.1,40.74,0.49,2,0.37,1,0.72,0,0.57,0.53,0,40.74,0.24,13.8,0,0.94,0.27,1,0.27214,1.4,0.72,2,0,40.74,0.31,4,1.44,0,0.72,1,404.1,60,0.6125,40.74,3,0,0,0.37,1,2,0.585,404.1,41.51,0,0,2,1,404.1,28.11,0.56,0.6475,0.53,41.31,2,147.6,0,1.14,0.75,0,0,0,0.56,0.72,0.5,0.72,9.4,0.72,0.22,0,0.43,0.585,6.4,0.77,1.12,0,0,3,0,3,594,13.8,2,0,404.1,0.87,0.87,20,0,404.1,0.87,25.36,0,0.37,0.5,18,0.44,0.72,0.65,40.74,1.29,147.6,0.43,40.74,0.37,1.4,16.91,0,0.53,0.55125,0.72,4,0.58125,20.76,35,0.72,404.1,404.1,0.53,0.87,24.05,0.585,0.37,11.69,0,0.4,0.48,0,0.37,2,15,0.93,5,0.58125,0.37,0.73,0,0.49,10,0.37,0.56,0.72,4.72,0,0,5,15,0,0.53,0,0.585,0.37,42.21,404.1,8.41,0,2,0.55,0.72,12.33,0.37,0.37,0.72,0,1,0,0.44,0,0.87,404.1,1,0.56,26.4,0,0.43,24.5,2,0.72,0.67,1.29,0.53,0,2,42.21,41.51,2,0.44,0,0,1,43.11,0.56,0,0.37,64.1,2,0.55,56.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,"2018-05-13","Bestiary HC","DivinationCard",1.2,34.2,1.1,40.655,0.49,2,0.36,1,0.71,0,0.51,0.51,0,40.655,0.24,1.1,0,0.98,0.26,1,0.28,1.4,0.71,2,0,40.655,0.3,0,1,0,0.71,1,403.5,60,0.62,40.655,3,0,0,0.36,1,1.29,0.57,403.5,11.49,0,0,2,1,403.5,25.6,0.56,0.62,0.51,41.235,2,41.235,0,0.54,0.74,0,0,0,0.56,0.41,0.66,0.71,9.21,0.71,0.21,0,0.42,0.57,6,0.92,1.23,0,0,3.23,0,3,564.9,1.1,2,0,403.5,0.57,0.57,20,0,403.5,0.57,1.2,0,0.36,0.5,18,0.44,0.71,0.57,40.655,1.29,41.235,0.37,40.655,0.36,0.9,16.77,0,0.51,0.57,0.71,0,0.57,25.04,0,0.71,403.5,403.5,0.51,0.87,0.5,0.57,0.36,11.94,0,0.39,0.48833,0,0.36,2,15,0.92,5,0.57,0.36,2.35,0,0.5,9.68,0.36,0.55,0.71,4.72,0,0,5,15,0,0.37,0,0.57,0.36,42.135,403.5,0.57,0,2,0.555,0.71,0.44,0.36,0.36,0.71,0,0,0,0.44,0,0.57,403.5,1,0.56,25,0,0.42,20,2,0.71,0.66,1.29,0.51,0,2,42.135,41.21,2,0.44,0,0,1,43.035,0.56,0,0.36,64.1,2,0.555,66.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,"2018-05-14","Bestiary HC","DivinationCard",1.22,34.1,1.47,0.35,0.42,5,0.35,1,0.9,0,0.9,0.51,0,0.35,0.35,1.47,0,0.93,0.25,1,0.26,1.28,0.9,5,1,0.35,0.58,0,1.22,0,0.9,1.48,0,60,0.51,0.35,3,0,0,0.35,1,1.47,0.51,0,6.78,0,0,5,1,0,25.4,0.43,0.51,0.51,1,2,1,0,0.54,0.74,0,0,0,0.43,0.39,0.66,0.72,10,0.9,0.21,0,0.42,0.51,6,0.79,2.35,0,0,3.23,0,3,583.53,1.47,2,0,0,0.51,0.51,20,0,0,0.51,1.47,0,0.35,0.49,18,0.43,0.9,0.51,0.35,1.47,1,0.35,0.35,0.35,1.09,16.77,0,0.51,0.56,0.9,0,0.51,25.04,0,0.9,0,0,0.51,0.9,0.43,0.51,0.35,12,0,0.51,0.41,0,0.35,5,10.1,0.66,30,0.51,0.35,5,0,0.49,8.86,0.35,0.9,0.9,7.35,0,0,5,30,0,0.35,0,0.51,0.35,5,0,0.5,0,2,0.49,0.9,0.43,0.35,0.35,0.9,0,3,0,0.43,0,0.5,0,1,0.43,25,0,0.35,15.5,2.35,0.9,0.66,1.47,0.51,0,5,2,1,2.35,0.43,0,0,1,3,0.43,0,0.35,0,2,0.49,66.79333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,"2018-05-15","Bestiary HC","DivinationCard",1.22,34.1,1.47,0.41,0.47,5,0.41,0,0.95,0,0.95,0.55,0,0.41,0.41,1.47,0,0.93,0.95,1,0.3,1.52,0.95,5,1,0.41,0.62,0,1.22,0,0.95,1.61,0,60,0.55,0,3,0,3,0.41,1,1.47,0.55,0,6.78,0,0,5,1,0,25.835,0.48,0.55,0.55,0,2,1,0,0.57125,0.78,0,0,0,0.48,0.49,0.72,0.95,10,0.95,0.28125,0,0.41,0.55,6,2,2.35,0,0,4,0,3,571.27,1.47,2,0,0,0.55,0.55,20,0,0,0.55,1.47,0,0.41,0.53,18,0.48,0.95,0.53,0.41,0.53,1,0.4925,0.41,0.41,0.97,30,0,0.55,0.59125,0.95,0,0.55,28.49,0,0.95,0,0,1.47,0.95,0.48,0.55,0.41,10.07,0,0.55,0.47,0,0.41,5,6.77,0.72,30,0.55,0.41,5,0,0.53,8.01,0.41,0.95,0.9575,7.35,0,0,5,30,0,0.41,0,0.55,0.41,5,0,0.55,0,2,0.53,0.95,0.48,0.41,0.41,0.95,0,3,0,0.48,0,0.55,0,1,0.48,25,0,0.41,15.5,2.35,0.95,0.69,1.47,0.62,0,5,2,1,5,0.48,0,0,1,3,0.48,0,0.41,0,5,0.53,66.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"2018-05-16","Bestiary HC","DivinationCard",1.22,34.1,1.47,0.4,0.4,5,0.4,0,5,0,5,1.47,0,0.4,3,1.47,0,1.09,5,1,1.47,1.52,5,5,0.47,0.4,1.22,0,1.22,0,5,1.61,0,0,1.47,0,3,0,3,0.4,1,1.47,1.47,0,6.78,0,0,5,1,0,27.13,1,1.47,1.47,0,2,1,0,0.59,2,0,0,0,1,0.73,3,3.2,0,5,0.29,0,0.4,1.47,6,2,2.35,0,0,4,0,3,591.3975,1.47,2,0,0,1.47,1.47,20,0,0,1.47,1.47,0,0.4,1.42667,18,1,5,0.52,0.4,0.52,1,3,0.4,0.4,2.7,30,0,1.47,0.96333,5,0,1.47,27.53,0,5,0,0,1.47,5,1,1.47,0.4,10,0,1.47,0.93,0,0.4,5,6.77,3,30,1.47,0.4,5,0,0.94,14.23,0.4,5,3.2,7.35,0,0,0,0,0,0.4,0,1.47,0.4,5,0,8.72,0,2,1.41,5,1,0.4,0.4,5,0,3,0,1,0,1.1,0,1,1,25,0,0.4,20.31,2.35,5,1.33,1.47,1.94,0,5,2,1,5,1,0,0,1,3,1,0,0.4,50,5.35,1.41,66.40333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,"2018-05-17","Bestiary HC","DivinationCard",1.22,34.1,1.47,0,0,5,0,0,5,0,5,1.47,0,0,3,1.47,0,0.95,5,1.24,1.47,1.62,5,5,0.31,0,1.22,0,1.22,0,5,2,0,0,1.47,0,3,0,3,0,1,1,1.47,0,1,0,0,5,1,0,28.35,1,1.47,1.47,3,2,1.24,0,0.59,2,0,0,0,1,0.78,3,3.2,8,5,0.29,0,0,1.47,6,2,2.35,0,3,4,0,3,591.13,1.47,2,0,0,1.47,1.47,20,0,0,1.47,1.47,0,0,1.41,18,1,5,0.54,0,0.59,1,3,0,0,6,0,0,1.47,0.95,5,0,1.47,30.35,0,5,0,0,1.47,5,1,1.47,0,10,0,1.47,0.93,0,0,5,6.77,3,30,1.47,0,5,0,0.94,14.23,0,5,3.2,7.35,0,0,0,0,0,0,0,1,0,5,0,8.78,0,2,1.41,5,1,0,0,5,0,3,0,1,0,1.1,0,1,1,26.77,0,0,15,2.35,5,1.33,1.47,1.94,0,5,2,1,5,1,25,0,1,5,1,0,0,50,5.35,1.41,66.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
