"Day","Date","League","Type","Acton.s.Nightmare","Caer.Blaidd..Wolfpack.s.Den","Death.and.Taxes","Hall.of.Grandmasters","Hallowed.Ground","Maelstr√.m.of.Chaos","Mao.Kun","Oba.s.Cursed.Trove","Olmec.s.Sanctum","Pillars.of.Arun","Poorjoy.s.Asylum","The.Coward.s.Trial","The.Putrid.Cloister","The.Twilight.Temple","The.Vinktar.Square","Vaults.of.Atziri","Whakawairua.Tuahu","The.Beachhead_T10","The.Beachhead_T15","The.Beachhead_T5","The.Perandus.Manor","Doryani.s.Machinarium","Altered.Distant.Memory","Augmented.Distant.Memory","Cortex","Rewritten.Distant.Memory","The.Beachhead","Twisted.Distant.Memory"
20,"2018-05-23","Bestiary Flashback","UniqueMap",3,2,2.82,6,4,1,11.08163,5,1.6702,1.5,29,10,50,25,21.371,4,1.47,294.4,185.20735,0,132.14265,NA,NA,NA,NA,NA,NA,NA
21,"2018-05-24","Bestiary Flashback","UniqueMap",3,2,2.16051,6.84092,4,1,10.95051,5,1.61031,2,29.00204,10.59,53.7602,25,24.29,4,1.9001,186.484,186.55051,0,128.45418,NA,NA,NA,NA,NA,NA,NA
22,"2018-05-25","Bestiary Flashback","UniqueMap",4,2,2.42582,7,4,1,10,5,1.46082,2,30,10,54.26673,26.74,25,4,1,174.73,196.26786,0,116.72031,NA,NA,NA,NA,NA,NA,NA
23,"2018-05-26","Bestiary Flashback","UniqueMap",3.62061,2,3,7.8002,4,1,9,5,1.56,1.89,33.14286,11,55,26.26129,25,5,1,172.365,197.90204,0,127.81776,NA,NA,NA,NA,NA,NA,NA
24,"2018-05-27","Bestiary Flashback","UniqueMap",3.8402,2,3,7.45347,4,1.32,10,5.90061,1.3201,2,32.00286,12.36143,62.71302,30,26.32,4.68327,1,170.09,204.89204,0,135.04418,NA,NA,NA,NA,NA,NA,NA
25,"2018-05-28","Bestiary Flashback","UniqueMap",3.16,2.85041,3,8,3.82,1.82,13,5.99,1.54082,2,29.88735,15,75,31.8696,26.83,4.25041,1,171.92333,220.45184,0,145.73102,NA,NA,NA,NA,NA,NA,NA
1,"2018-03-02","Bestiary","UniqueMap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA
2,"2018-03-03","Bestiary","UniqueMap",6.14077,5.56419,6.30111,6.68742,6.74028,5.47879,8.69061,19.13952,5.50429,4.24742,15.12097,4.12436,37.31391,12.72394,0,11.60132,4.02897,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA
3,"2018-03-04","Bestiary","UniqueMap",4.35944,6.06741,3.04296,5.3787,3.13148,2.91889,11.96926,9.2637,3.29907,2.42463,10.92704,3.45389,34.95556,16.40944,18.46909,7.38963,2.78722,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA
4,"2018-03-05","Bestiary","UniqueMap",5.86811,6.19226,3.07038,10.31132,5.33887,2.89189,13.63302,12.94642,3.99679,2.90302,15.29491,4.27717,34.69585,18.00623,13.93113,6.1217,2.53434,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA
5,"2018-03-06","Bestiary","UniqueMap",7.02038,5.63434,3.94453,13.51396,5.99132,2.45849,13.82453,15.43679,3.48887,2.41208,16.80321,5.18132,41.33943,23.70377,14.82547,6.3583,2.3383,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA
6,"2018-03-07","Bestiary","UniqueMap",6.95245,4.8783,3.98019,14.56509,6.71925,2,15.21226,13.99358,3.01755,2.04943,18.60019,5.29509,39.75792,23.41962,14.93906,5.48094,2.02075,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA
7,"2018-03-08","Bestiary","UniqueMap",7.69906,4.91698,3.85415,14.56547,7.35623,2,16.09226,14.23189,3.05755,2.0217,19.69472,6.14358,39.77698,22.49038,15.04925,4.99321,2.08094,0,5686.81818,NA,542.018,NA,NA,NA,NA,NA,NA,NA
8,"2018-03-09","Bestiary","UniqueMap",7.26596,4.82865,3.96981,15.65077,6.45769,2,16.10577,14.13212,2.98692,1.99904,20.73404,5.94423,40.3075,23.16231,15.77981,4.90135,1.99827,0,0,NA,397.02981,NA,NA,NA,NA,NA,NA,NA
9,"2018-03-10","Bestiary","UniqueMap",6.90192,4.97731,4.17212,16.54365,5.94904,1.99654,16.92327,13.06269,2.99692,2,22.73731,6.45808,52.84654,23.015,15.56077,5.11981,1.96654,0,543.4104,NA,275.41827,NA,NA,NA,NA,NA,NA,NA
10,"2018-03-11","Bestiary","UniqueMap",7.27827,4.72712,4.44269,13.6225,6.16635,1.99923,15.97327,12.13058,2.71654,1.9925,19.85673,6.78692,53.16981,23.09962,15.96404,4.85615,1.85673,0,0,NA,132.25135,NA,NA,NA,NA,NA,NA,NA
11,"2018-03-12","Bestiary","UniqueMap",7.64385,4.5175,4.65865,13.70404,5.60942,2,16.25731,12.42808,2.60096,1.98135,18.4,6.185,55.20077,23.85288,15.70577,4.8825,1.64192,0,1088.87286,NA,144.66308,NA,NA,NA,NA,NA,NA,NA
12,"2018-03-13","Bestiary","UniqueMap",7.64882,4.77333,4.5749,14.30098,5.59863,1.99529,16.55569,12.15235,2.69353,1.98059,20.62882,6.01725,58.71098,27.25745,16.00882,5.17412,1.56431,0,862.62412,NA,138.41569,NA,NA,NA,NA,NA,NA,NA
13,"2018-03-14","Bestiary","UniqueMap",7.48137,4.41647,4.79647,14.15235,5.92216,1.99431,16.64157,11.86451,2.87725,1.98333,20.35353,5.82333,60.10882,29.88941,17.23608,5.09667,1.53882,0,581.93627,NA,196.09902,NA,NA,NA,NA,NA,NA,NA
14,"2018-03-15","Bestiary","UniqueMap",7.76673,4.81385,4.9525,15.14346,5.77288,1.99404,17.22096,11.72327,2.88827,1.99635,21.55288,6.22904,60.34462,35.03827,19.29385,4.98846,1.76154,0,310.59596,NA,223.58865,NA,NA,NA,NA,NA,NA,NA
15,"2018-03-16","Bestiary","UniqueMap",7.03038,4.67769,4.99942,14.46942,5.80827,1.97423,15.8575,13.52577,2.77192,1.93288,21.19558,6.50673,61.90192,31.91538,18.73019,5.13596,1.77019,0,257.84269,NA,241.79865,NA,NA,NA,NA,NA,NA,NA
16,"2018-03-17","Bestiary","UniqueMap",6.90569,4.46137,4.97078,14.03667,5.95353,1.95863,15.87196,13.83569,2.53647,1.9398,18.9598,5.97843,59.90157,31.36059,18.80549,4.97686,1.80647,0,333.5149,NA,280.27353,NA,NA,NA,NA,NA,NA,NA
17,"2018-03-18","Bestiary","UniqueMap",6.99431,4.07216,4.95333,13.07412,5.88412,1.98941,15.21451,14.30608,2.27608,1.93569,20.1351,5.57,60.11784,30.76686,18.82961,4.99529,1.73137,0,362.59769,NA,281.94784,NA,NA,NA,NA,NA,NA,NA
18,"2018-03-19","Bestiary","UniqueMap",6.94137,3.97863,4.82588,14.02922,5.87255,1.99431,15.72451,13.02843,2.28863,1.98902,18.71765,6.18275,60.62275,31.93157,18.99118,4.94784,1.61137,0,321.3094,NA,254.51412,NA,NA,NA,NA,NA,NA,NA
19,"2018-03-20","Bestiary","UniqueMap",6.24784,3.98098,4.10275,14.34569,5.91824,1.97765,15.22961,11.64549,2.00471,1.97216,18.66255,5.60373,60.08647,32.12157,18.97314,4.91863,1.59529,0,302.53686,NA,261.05059,NA,NA,NA,NA,NA,NA,NA
20,"2018-03-21","Bestiary","UniqueMap",5.99157,3.97039,3.99843,13.74922,5.93706,1.97039,15.35078,10.75412,2.10392,1.9002,17.48392,5.15333,59.94196,31.96922,18.99569,4.94627,1.61784,0,348.4251,NA,290.39529,NA,NA,NA,NA,NA,NA,NA
21,"2018-03-22","Bestiary","UniqueMap",5.9922,3.2392,3.9786,13.4234,5.2876,1.9616,16.183,10.3042,2.2548,1.795,17.8714,4.9732,61.0744,31.77,18.8202,4.998,1.6292,0,355.1608,NA,300.3838,NA,NA,NA,NA,NA,NA,NA
22,"2018-03-23","Bestiary","UniqueMap",5.87333,3.08843,3.79608,12.81608,5.05627,1.69235,15.10961,10.00059,1.99667,1.63471,16.76078,4.62059,62.53549,31.52078,18.47686,4.80588,1.00804,0,170.49353,NA,296.50451,NA,NA,NA,NA,NA,NA,NA
23,"2018-03-24","Bestiary","UniqueMap",5.0872,3.052,3.4942,11.3496,4.962,1.7762,13.8102,9.5222,1.999,1.3544,15.6462,4.3708,64.3844,31.4194,18.4652,4.4006,1.0716,0,154.435,NA,258.1756,NA,NA,NA,NA,NA,NA,NA
24,"2018-03-25","Bestiary","UniqueMap",5.12633,2.96571,3.08898,10.14143,4.90612,1.55959,14.91653,9.59347,1.96449,1.07673,16.17959,4.19633,67.08408,30.5798,17.2749,4.08388,1.17571,0,146.10918,NA,268.57306,NA,NA,NA,NA,NA,NA,NA
25,"2018-03-26","Bestiary","UniqueMap",5.14843,2.94824,2.97941,10.50137,4.77098,1.34333,14.9551,9.27824,1.9749,1.01647,15.94706,4.16196,67.76882,29.09392,16.99078,4.15,1.04706,0,135.26745,NA,290.96784,NA,NA,NA,NA,NA,NA,NA
26,"2018-03-27","Bestiary","UniqueMap",5.01471,3.59627,2.98235,10.32706,4.67784,1.11118,15.18902,8.76471,1.90961,1.00294,15.6149,4.16373,66.62824,29.05843,16.95882,4.12275,1.04039,0,132.5449,NA,300.4551,NA,NA,NA,NA,NA,NA,NA
27,"2018-03-28","Bestiary","UniqueMap",4.72039,4.75588,2.98667,10.90647,4.41412,0.98569,14.84902,8.52059,1.87118,0.9749,15.87,4.03431,64.31059,28.02725,16.94529,4.2049,0.99725,0,140.56549,NA,319.09451,NA,NA,NA,NA,NA,NA,NA
28,"2018-03-29","Bestiary","UniqueMap",4.97122,4.52551,2.98796,10.7749,3.98592,1,15.17306,7.77898,1.91469,0.9898,17.75429,4.11061,61.29939,28.42367,17.00102,4.35347,0.98571,0,134.82531,NA,288.63265,NA,NA,NA,NA,NA,NA,NA
29,"2018-03-30","Bestiary","UniqueMap",4.73848,4.33435,2.99609,10.53261,4.05609,1.00348,15.94152,7.37174,1.96391,0.99565,16.38152,4.08043,59.94783,27.87217,17.70413,4.30174,0.99217,0,131.51435,NA,269.23196,NA,NA,NA,NA,NA,NA,NA
30,"2018-03-31","Bestiary","UniqueMap",4.56568,4.11318,2.99818,10.76705,4.26432,1.03091,16.37909,7.17909,1.60818,0.99932,16.71727,4.13727,62.5525,27.71295,18.12364,4.65727,0.99955,0,117.00795,NA,271.85909,NA,NA,NA,NA,NA,NA,NA
31,"2018-04-01","Bestiary","UniqueMap",4.71333,3.86089,2.98756,10.55844,4.38822,1.01133,16.52467,7.77378,1.26178,0.99978,17.02511,4.12533,61.86511,27.20467,17.95889,4.46711,1.00622,0,133.97711,NA,262.84756,NA,NA,NA,NA,NA,NA,NA
32,"2018-04-02","Bestiary","UniqueMap",4.82591,3.94886,3,11.33,4.49909,1.02341,17.13705,8.7975,1.50591,1.07364,17.805,4.61523,62.94,28.73727,17.86023,4.73727,1.00523,0,130.2925,NA,256.63614,NA,NA,NA,NA,NA,NA,NA
33,"2018-04-03","Bestiary","UniqueMap",4.29711,3.93844,2.98089,10.81178,4.27533,1.00489,16.45178,8.61422,1.42556,1.00156,16.87822,4.42622,61.88911,29.47489,17.664,4.84756,0.99511,135,129.97311,NA,247.78756,NA,NA,NA,NA,NA,NA,NA
34,"2018-04-04","Bestiary","UniqueMap",4.24114,3.5175,2.99455,10.00705,3.99932,1.01091,16.12273,7.515,1.25841,0.99227,15.72364,4.17636,60.70886,29.01614,17.59705,4.62477,0.95864,0,134.87432,NA,246.465,NA,NA,NA,NA,NA,NA,NA
35,"2018-04-05","Bestiary","UniqueMap",3.89477,3.09614,2.96795,10.43205,3.9725,0.99977,16.10818,6.55182,1.12727,0.9775,13.65909,3.94205,61.42659,27.96545,16.90523,4.50023,0.96591,0,129.61795,NA,289.47545,NA,NA,NA,NA,NA,NA,NA
36,"2018-04-06","Bestiary","UniqueMap",3.98159,2.99205,2.87705,9.56364,3.60795,0.95795,16.19682,6.59295,1.00841,0.965,13.20795,3.87273,62.52909,27.10045,17.00477,4.35205,0.95568,0,126.40364,NA,360.73932,NA,NA,NA,NA,NA,NA,NA
37,"2018-04-07","Bestiary","UniqueMap",3.98341,2.97795,2.93932,9.2775,3.95614,0.98568,14.95682,6.42341,1,0.98432,13.98659,3.94886,62.81136,27.42795,17,4.49727,0.98364,0,126.14,NA,375.96545,NA,NA,NA,NA,NA,NA,NA
38,"2018-04-08","Bestiary","UniqueMap",3.87568,2.98114,2.73795,8.85114,3.94477,0.98955,15.4475,6.36455,1.0675,0.99409,14.85114,3.81159,63.19114,28.70682,17.19136,4.87705,0.97341,0,133.48909,NA,377.07932,NA,NA,NA,NA,NA,NA,NA
39,"2018-04-09","Bestiary","UniqueMap",3.94136,3,2.71341,8.32545,3.65818,0.9925,14.83727,6.22068,1.05159,0.97068,15.1775,3.70136,63.60545,29.67341,17.87591,4.85182,0.93227,0,141.86818,NA,384.08545,NA,NA,NA,NA,NA,NA,NA
40,"2018-04-10","Bestiary","UniqueMap",3.84,3,2.58,8.6,3,1,13.76,6.45,1,1,15.64,4,62.68,29.4,17.93267,5,0.82,0,145,NA,392.72,NA,NA,NA,NA,NA,NA,NA
41,"2018-04-11","Bestiary","UniqueMap",3.75311,2.924,2.36178,8.74422,2.99689,0.998,14.17,6.25067,1.21578,0.99378,14.68933,3.49444,63.99267,29.04,17.11378,5.114,0.93978,0,144.18289,NA,386.56689,NA,NA,NA,NA,NA,NA,NA
42,"2018-04-12","Bestiary","UniqueMap",3.90432,2.59205,2.50659,8.98159,2.99182,0.99432,14.65205,6.17205,1.21636,0.985,14.86545,3.05955,64.04455,28.1825,17,5.085,0.9925,0,153.77795,NA,396.44455,NA,NA,NA,NA,NA,NA,NA
43,"2018-04-13","Bestiary","UniqueMap",3.75,2.415,1.98182,8.55023,2.99273,0.97159,15.04977,6.00114,1.23227,0.94659,14.82659,3.07364,62.92341,29.2275,17.33455,5.22205,0.95909,155,154.83795,NA,360.67977,NA,NA,NA,NA,NA,NA,NA
44,"2018-04-14","Bestiary","UniqueMap",3.75535,2.13721,1.99,7.95814,2.95698,0.95744,15.01651,6.12116,1.10488,0.96256,15.3,3.32767,64.20674,28.55744,17.86093,5.24372,0.98651,155,153.19535,NA,406.80581,NA,NA,NA,NA,NA,NA,NA
45,"2018-04-15","Bestiary","UniqueMap",3.78932,2.21159,2,8.86614,2.99182,0.98136,15.46,6.27295,1.02614,0.95886,15.02273,3.37636,64.44409,28.91568,18,5.54886,0.99545,0,163.0525,NA,409.1525,NA,NA,NA,NA,NA,NA,NA
46,"2018-04-16","Bestiary","UniqueMap",3.88409,2.09455,1.98727,8.83386,3,0.97477,15.59977,6.44114,1,0.97705,15.84364,3.93295,66.91864,29.14841,17.57091,5.79864,0.97909,0,162.01841,NA,415.73568,NA,NA,NA,NA,NA,NA,NA
47,"2018-04-17","Bestiary","UniqueMap",3.90136,2.28045,1.98818,9.32295,2.97909,0.94977,16.4175,6.41682,1.01932,0.95841,14.81568,3.89432,68.01295,28.53273,17.31295,5.86205,0.97318,0,148.8675,NA,426.40955,NA,NA,NA,NA,NA,NA,NA
48,"2018-04-18","Bestiary","UniqueMap",3.95568,2.07636,1.99591,9.39159,2.56977,0.98136,16.33,6.43614,0.99455,0.92977,16.20818,3.90568,69.25455,28.44909,17.59023,5.98705,0.91227,0,149.52318,NA,360.23818,NA,NA,NA,NA,NA,NA,NA
49,"2018-04-19","Bestiary","UniqueMap",3.45545,2.10932,1.95591,9.24773,2.95523,0.94977,15.86091,6.41545,0.98864,0.94341,17.38886,3.91386,67.62432,28.29932,17.17727,5.75636,0.90886,0,152.00045,NA,297.85068,NA,NA,NA,NA,NA,NA,NA
50,"2018-04-20","Bestiary","UniqueMap",3.34818,2.07091,1.9925,9.17795,2.9625,0.94795,15.55886,6.50705,0.99773,0.96977,17.88136,3.89636,67.88023,27.10977,17.87295,5.47409,0.93636,0,160.3525,NA,350.4525,NA,NA,NA,NA,NA,NA,NA
51,"2018-04-21","Bestiary","UniqueMap",3.02409,2.0625,1.99818,8.87409,2.95795,0.96045,15.15523,6.42477,0.99977,0.98136,18.34932,3.82205,68.27682,28.85,17.79364,5.28409,0.97,0,176.24273,NA,363.82114,NA,NA,NA,NA,NA,NA,NA
52,"2018-04-22","Bestiary","UniqueMap",3.18932,1.99455,1.9975,8.95227,2.98182,0.98455,16.33295,6.50864,0.99932,0.965,19.01409,3.71636,67.40227,28.97705,17.67568,5.49977,0.95705,0,173.59273,NA,412.02114,NA,NA,NA,NA,NA,NA,NA
53,"2018-04-23","Bestiary","UniqueMap",3.37273,2.02409,2,8.64886,2.98409,0.99727,18.18273,6.42159,1,0.98818,19.41409,3.78659,68.5675,28.94659,17,5.80273,0.97932,0,175.40023,NA,421.14886,NA,NA,NA,NA,NA,NA,NA
54,"2018-04-24","Bestiary","UniqueMap",3.29545,1.98318,1.99864,9.01364,2.97886,0.96659,18.65477,6.41864,1,0.98864,19.50136,3.89114,70.87318,29.19386,17.08705,5.75068,0.99864,0,170.40727,NA,437.00591,NA,NA,NA,NA,NA,NA,NA
55,"2018-04-25","Bestiary","UniqueMap",3.525,1.92478,1.99739,8.48,2.95043,0.99913,18.68587,6.15,1,0.97326,19.50413,3.89217,71.5637,29.735,17.45652,5.45804,0.98935,0,178.51587,NA,443.12391,NA,NA,NA,NA,NA,NA,NA
56,"2018-04-26","Bestiary","UniqueMap",3.59178,1.99578,1.99578,10.052,2.63244,0.97822,17.88422,6.376,1,0.89311,19.05978,3.69822,73.246,29.026,17.74822,5.46022,0.99022,0,180.88333,NA,452.72222,NA,NA,NA,NA,NA,NA,NA
57,"2018-04-27","Bestiary","UniqueMap",3.13022,1.96311,1.97711,9.986,2.97511,0.99733,18.34133,6.58867,1,0.96867,19.72844,3.754,84.60133,29.47956,17.80178,5.31689,0.95156,0,195.83933,NA,490.01489,NA,NA,NA,NA,NA,NA,NA
58,"2018-04-28","Bestiary","UniqueMap",4,2,2,10,3,1,17,6.91071,1,1,20.71327,4,100,29,18,5,1,0,195.03306,NA,481.88,NA,NA,NA,NA,NA,NA,NA
59,"2018-04-29","Bestiary","UniqueMap",3.28,2,2,9.89112,3,1,16.4,7.75133,1,1,22.38224,4,88.88378,29.25082,18.00952,5,1,0,189.93061,NA,505.16,NA,NA,NA,NA,NA,NA,NA
60,"2018-04-30","Bestiary","UniqueMap",4,2,2,10,3,1,17.65102,8,1,1,23.62102,4,90,32.64735,20,5.88122,1,0,215.72388,NA,534.4765,NA,NA,NA,NA,NA,NA,NA
61,"2018-05-01","Bestiary","UniqueMap",4,2,2,10,3,1,17.5702,8,1,1,24,4,96.49469,35,19.69,5.00122,1,0,239.00112,NA,770.54808,NA,NA,NA,NA,NA,NA,NA
62,"2018-05-02","Bestiary","UniqueMap",4,2,2,10,3,1,17,8,1,1,24,4,100,36.45531,19.49,6,1,0,251.54122,NA,786.68,NA,NA,NA,NA,NA,NA,NA
63,"2018-05-03","Bestiary","UniqueMap",4,1.95,2,10.74112,3,1,15.67255,7.34051,1,1,23,4,93.91408,37.44143,19.43,6,1,0,252.94,NA,652.85,NA,NA,NA,NA,NA,NA,NA
64,"2018-05-04","Bestiary","UniqueMap",3.81531,1.95,1.97,9.8402,2.7702,0.93,18,7.0302,1,1,21,4,99.91184,39,20,6,1,0,325.30959,NA,743.74714,NA,NA,NA,NA,NA,NA,NA
65,"2018-05-05","Bestiary","UniqueMap",3.72041,1.99,1.92,8.79143,3,1,15.69265,6.31,1,1,16.82949,3.66092,79.10918,39,23.08,5,1,0,321.72184,NA,752.54286,NA,NA,NA,NA,NA,NA,NA
66,"2018-05-06","Bestiary","UniqueMap",3.86031,1.85,2,9,3,1,17,5.7,1,1,14.98031,3.5,65,37.16,23.78,5,1,0,314.06,NA,772.855,NA,NA,NA,NA,NA,NA,NA
67,"2018-05-07","Bestiary","UniqueMap",3.87,1.85,2,9.18,3,1,17,5.55,1,1,17.08031,4,94.24102,35.00112,22.29,5.08051,1,0,304.37429,NA,753.29,NA,NA,NA,NA,NA,NA,NA
68,"2018-05-08","Bestiary","UniqueMap",3.20031,1.8,2.0201,7.0602,3,1,17.23112,5.4,1,1,19,3.67031,93.51541,33.40469,21.42,5.52031,1,0,346.51909,NA,692.38382,NA,NA,NA,NA,NA,NA,NA
69,"2018-05-09","Bestiary","UniqueMap",4,1.75,2.0902,7,3,1,16.18653,5.32653,1,1,19,3.89571,94.53143,39.58,22.32,5,1,0,352.51224,NA,702.03158,NA,NA,NA,NA,NA,NA,NA
70,"2018-05-10","Bestiary","UniqueMap",4,1.7,2.0101,8.62449,3,1,16.89041,5.24082,1,1,24.50194,4,109.68082,42.64304,21.8715,5,1,0,428.08653,NA,714.875,NA,NA,NA,NA,NA,NA,NA
71,"2018-05-11","Bestiary","UniqueMap",3.5402,1.96,2,10,3,1,16.98531,5.77531,0.91531,1,20.51327,3.0251,114.05429,48,21.85,5.87265,1,0,434.46,NA,723.76667,NA,NA,NA,NA,NA,NA,NA
72,"2018-05-12","Bestiary","UniqueMap",4,2,2.62,10,3,1,19.1601,7.75,1,1,19.40092,3.35041,120.09364,53.053,26.35,6.06031,1,0,429.69,NA,696.4525,NA,NA,NA,NA,NA,NA,NA
73,"2018-05-13","Bestiary","UniqueMap",4.01,2,3,10,3,1,19,8,1,1,22.06551,4,130,74.09,22.49,6.62286,1,0,427.13388,NA,744.45667,NA,NA,NA,NA,NA,NA,NA
74,"2018-05-14","Bestiary","UniqueMap",4.32802,2.0201,3,9.2002,3,1,19.00051,9,1.1402,1,27.55255,4,125.4491,80,33.06,5.05153,1,0,433.65184,NA,727.82,NA,NA,NA,NA,NA,NA,NA
75,"2018-05-15","Bestiary","UniqueMap",4.62061,2,2.66061,9.3151,4,1,19,10,1,1,29.2,4,130.455,80,35,5.84,1,0,432.09,NA,690.98071,NA,NA,NA,NA,NA,NA,NA
76,"2018-05-16","Bestiary","UniqueMap",4,2,3,10.50755,4,1,19,9,1,1,28.96082,4,141.71667,80,33.0675,6,1,430.95,430.93531,NA,652.77714,NA,NA,NA,NA,NA,NA,NA
77,"2018-05-17","Bestiary","UniqueMap",4,2,3,10.00806,4,1,18.61041,9.2401,1,1,25.14704,5,142.93,80,30.56,6,1,0,421.36816,NA,646.98571,NA,NA,NA,NA,NA,NA,NA
78,"2018-05-18","Bestiary","UniqueMap",5,2,3,9.55082,4,1,18,9.5,1,1,25,4.64,123.86583,80,30,6,1,0,399.84163,NA,671.71857,NA,NA,NA,NA,NA,NA,NA
79,"2018-05-19","Bestiary","UniqueMap",4.4301,2.8601,3.00031,9.63041,4,1,18,10,1,1,25,4.71031,122.26,80,30.25,6,0.99,0,342.45622,NA,631.35833,NA,NA,NA,NA,NA,NA,NA
80,"2018-05-20","Bestiary","UniqueMap",4.97,2.49,3,10,4,1,18,9.61,1,1,25,4,126.70097,75,30.71,6,1,0,325.66184,NA,545.20136,NA,NA,NA,NA,NA,NA,NA
81,"2018-05-21","Bestiary","UniqueMap",4.42102,3,3,10.17612,4,1,18.9451,9.68,1,1,25,4,131.58,77.18,30.81,6.06,1,0,317.1302,NA,574.74,NA,NA,NA,NA,NA,NA,NA
82,"2018-05-22","Bestiary","UniqueMap",4.3901,3,3.15071,10.0001,4.55051,1,19,9.00051,1.0002,1,24,4.32,128.85634,75.50439,31.66,5.0701,1,0,258.04,NA,545.995,NA,NA,NA,NA,NA,NA,NA
83,"2018-05-23","Bestiary","UniqueMap",5,3,3.94,10,4.98,1,17.77571,10,1,1,23,5,129.05049,74.90694,36.25,5.1251,1,260.04,260.04,NA,546.08,NA,NA,NA,NA,NA,NA,NA
84,"2018-05-24","Bestiary","UniqueMap",5,2.6002,3.85051,10,4.79061,1,17.11102,9.00408,1,1,22,4.96031,120,70,38.38,6.0001,1,0,260.04,NA,539.68,NA,NA,NA,NA,NA,NA,NA
85,"2018-05-25","Bestiary","UniqueMap",5,2.09,4,11,4,1,17.00051,9,1.03,1,20,4.44082,128.32282,66.08582,39.01,6,1,0,257.18102,NA,533.76625,NA,NA,NA,NA,NA,NA,NA
86,"2018-05-26","Bestiary","UniqueMap",5.39041,2.21,4,11,3.76551,1,15.0102,8.63347,1.32041,1,20,4,129.02,53.66816,39.14,7,0.9651,0,258.04,NA,543.17,NA,NA,NA,NA,NA,NA,NA
87,"2018-05-27","Bestiary","UniqueMap",5.16071,2.78051,3,11.06122,3.95,1,17,9.76,1.53,1,19.68092,5,129.23235,59.90102,38.89333,7,0.97031,0,258.04,NA,691.931,NA,NA,NA,NA,NA,NA,NA
88,"2018-05-28","Bestiary","UniqueMap",5.29714,2,3.82,12,4,1,18.07878,8.09,1,1,19.85878,5,145.79605,64,35,7,1,0,253.47082,NA,686.448,NA,NA,NA,NA,NA,NA,NA
1,"2018-12-07","Betrayal","UniqueMap",0,0,4,0,0,0,0,0,0,0,10.59,4,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2,"2018-12-08","Betrayal","UniqueMap",3.98714,5,2,3,4.58225,2,6,4,2,2,5.44929,2,20.33467,15.65,12.18,5.21643,2,30,41.5,13.21,93.64769,101.2,NA,NA,NA,NA,NA,NA
3,"2018-12-09","Betrayal","UniqueMap",4,4,2,4,4,2,8.28102,5,2,2,6,2,23,8,9.054,5,1,13.35333,22.78477,9.57571,48.77038,25.42667,NA,NA,NA,NA,NA,NA
4,"2018-12-10","Betrayal","UniqueMap",4.00306,4,3,3.00082,4,1.6,11,5.01082,2,2,6.02,2.4001,28.42956,10,8.66,5,1,19.53,26.56837,9.58708,72.08594,30,NA,NA,NA,NA,NA,NA
5,"2018-12-11","Betrayal","UniqueMap",4,3.30061,3,3,4,1,12,4.6,1.84,1.84,6.44,3,31,11.67041,8.82214,4.60306,1,20,30,15.64667,83.86882,39.22068,NA,NA,NA,NA,NA,NA
6,"2018-12-12","Betrayal","UniqueMap",4,2.9851,3,3,4,1,13,5,1.92,1.68,6.72,2.8751,32,12,11.10353,4.8,1,21.1,32.38592,20,103.79,44.89939,NA,NA,NA,NA,NA,NA
7,"2018-12-13","Betrayal","UniqueMap",4,3,3,3,4,1,12,4.74061,2,1.45,7.28,2.75571,31.74122,13,12.1125,5,1,23.93,32.82367,15.40125,119.78,44,NA,NA,NA,NA,NA,NA
8,"2018-12-14","Betrayal","UniqueMap",4,3,3,3,4,1,13,4.16,2,1.53041,6.54061,2.0051,35,13,12.36952,5,1,27.59357,37,15.35,135.07,43.74653,NA,NA,NA,NA,NA,NA
9,"2018-12-15","Betrayal","UniqueMap",3.73714,2.64,3,3,4,1,11.59082,3.8551,1.57551,1.30531,6.22041,2,36.93143,13.94571,13.90556,6,1,29,36.37653,18.33,140,53.10286,NA,NA,NA,NA,NA,NA
10,"2018-12-16","Betrayal","UniqueMap",3,2,2.91531,2.64,4,1,10.16327,3.7,1,1,6,2,38,14.01531,14,5,0.99,27.78375,36.38592,26.695,140.35204,58.9902,NA,NA,NA,NA,NA,NA
11,"2018-12-17","Betrayal","UniqueMap",3.4,2,2.98531,2.72,4,1,12.14082,3.5,1.36,1.36,6.8,2,40,15.82694,14,6,1,25,40,26.74,148.58755,70,NA,NA,NA,NA,NA,NA
12,"2018-12-18","Betrayal","UniqueMap",3.55041,2,2.88,2.88,3.6,1,10.8,3.6,1.28061,1,7.2,2,43,16,15,6,1,25.35711,42,30.83,190,75,NA,NA,NA,NA,NA,NA
13,"2018-12-19","Betrayal","UniqueMap",3.6951,2.22,2.87,3.0402,3.83571,1,12,3.9,1,1,7.84531,2,44,16,15,5.88571,1,30.28182,40,31.74375,228.04,70,NA,NA,NA,NA,NA,NA
