"Date","League","Type","Atziri.s.Promise","Blood.of.the.Karui","Coruscating.Elixir","Divination.Distillate","Doedre.s.Elixir","Dying.Sun","Forbidden.Taste","Kiara.s.Determination","Lavianga.s.Spirit","Lion.s.Roar","Rotgut","Rumi.s.Concoction","Taste.of.Hate","The.Overflowing.Chalice","The.Sorrow.of.the.Divine","The.Writhing.Jar","Vessel.of.Vinktar","Witchfire.Brew","Zerphi.s.Last.Breath","Coralito.s.Signature","Sin.s.Rebirth","Soul.Catcher","Soul.Ripper","The.Wise.Oak","Cinderswallow.Urn","Bottled.Faith","NA."
2017-02-12,"Standard","UniqueFlask",0.88509,9.99474,1,3.62719,1.00421,372.11825,0.29404,61.78439,35.28561,14.22368,0.38491,5.46947,105.11263,0.99947,0.38702,2.24561,82.53912,17.00667,17.88579,0,1055.77561,0,0,0,0,0,0
2017-02-13,"Standard","UniqueFlask",0.9169,10,1,4.03603,1,381.33793,0.28948,61.69293,35,16.36103,0.3869,5.41897,108.96586,0.99517,0.38,1.68724,95.58155,18.50397,20.66121,0,1031.87517,0,0,0,0,0,0
2017-02-14,"Standard","UniqueFlask",0.72684,9.95526,1,4.17175,1,386.18895,0.27632,61.8,36.45702,16.44281,0.38912,5.06596,95.58333,0.9707,0.38386,2.06105,108.25702,17.8593,17.06579,0,1032.23351,0,0,0,0,0,0
2017-02-15,"Standard","UniqueFlask",0.81614,9.86228,1,3.92526,0.98088,369.95772,0.32491,61.35281,37.32351,17.59,0.38474,5.12035,103.48772,0.97544,0.37912,1.74649,89.57228,17.82877,15.07579,0,1053.29158,0,0,0,0,0,0
2017-02-16,"Standard","UniqueFlask",0.93404,9.90509,1,3.86158,0.96632,368.45632,0.24509,60.49807,43.3907,18.32579,0.38842,5.07526,101.86982,0.85456,0.37737,0.99053,81.32105,17.42158,11.81474,0,1028.41351,0,0,0,0,0,0
2017-02-17,"Standard","UniqueFlask",0.81421,9.90281,0.99947,3.73579,0.9986,365.45965,0.29667,58.85912,43.81,17.21421,0.38982,5.60947,99.80754,0.91456,0.3807,1.95088,81.05105,18.1893,16.53193,0,1047.06807,0,0,0,0,0,0
2017-02-18,"Standard","UniqueFlask",0.78603,9.76172,1,3.93414,1.01207,365.23103,0.32397,56.27828,44.55172,15.94155,0.38345,5.62345,101.51586,0.95845,0.38379,2.05138,78.94586,19.58172,13.40724,0,1015.345,0,0,0,0,0,0
2017-02-19,"Standard","UniqueFlask",0.77281,9.61702,1.00526,3.52526,1.01,365.14667,0.2914,51.57035,41.45228,16.27947,0.38228,7.83298,105.86825,0.96035,0.38737,1.98035,79.10158,17.83035,11.32895,0,973.23807,0,0,0,0,0,0
2017-02-20,"Standard","UniqueFlask",0.82649,10,1,4.32333,1,369.31158,0.24982,51.32456,42.67877,15.22754,0.37684,6.70035,101.93982,0.98281,0.37877,2.01579,79.20509,19.24175,12.27333,0,933.7,0,0,0,0,0,0
2017-02-21,"Standard","UniqueFlask",0.76965,10,1,3.51772,1,387.62246,0.33246,54.16298,47.03123,14.86053,0.29912,6.2207,100.31105,0.95298,0.36842,2.59439,74.21807,19.51281,10,0,889.0807,0,0,0,0,0,0
2017-02-22,"Standard","UniqueFlask",0.63517,10,1,1.89845,0.85655,401.72586,0.37121,58.31707,44.57845,14.17672,0.32776,4.74603,95.3931,0.76517,0.37983,1.93,69.2431,18.43655,9.71155,0,857.61172,0,0,0,0,0,0
2017-02-23,"Standard","UniqueFlask",0.44103,10,1.11483,2.99259,0.9631,401.64224,0.28,55.54069,42.01259,13.51448,0.3769,2.86603,101.63362,0.60534,0.37948,1.87103,70.55948,18.0869,9.80362,0,797.77793,0,0,0,0,0,0
2017-02-24,"Standard","UniqueFlask",0.55825,10,1.00351,3.59333,1,401.22281,0.09649,57.69649,40.57491,13.00404,0.37965,4.49193,104.25456,0.49035,0.38281,1.81456,78.82491,19.21123,9.99947,0,722.53719,0,0,0,0,0,0
2017-02-25,"Standard","UniqueFlask",0.62542,10,1.11898,2.3839,1,400.36356,0.11593,58.56712,41.67458,13.13797,0.37881,4.50254,92.09695,0.64797,0.38034,1.09119,74.23746,18.85898,10,0,735.07169,0,0,0,0,0,0
2017-02-26,"Standard","UniqueFlask",0.59379,10,1.065,2.21707,0.99983,393.93103,0.24776,58.27672,41.09879,13.17259,0.38121,4.42638,100.41534,0.84707,0.38241,1,69.85328,18.33793,10,0,985.65,0,0,0,0,0,0
2017-02-27,"Standard","UniqueFlask",0.65322,9.99661,0.99864,2.28983,0.99627,402.44678,0.32881,56.71593,43.28102,13.11288,0.37644,6.62068,84.59,0.76407,0.37797,1.08712,70.69627,14.86932,9.92763,0,1098.54831,0,0,0,0,0,0
2017-02-28,"Standard","UniqueFlask",0.69069,6.87552,0.92759,1.40517,1,353.44793,0.28621,51.54724,37.97828,9.9619,0.35241,3.46069,91.91741,0.36569,0.34879,0.98759,73.82138,10.49552,8.77207,0,878.53517,0,0,0,0,0,0
2017-03-03,"Standard","UniqueFlask",0.5961,12.93,1,1.7961,0.9978,334.22983,0.18763,41.37949,29.29475,10,0.30288,3.8139,91.08508,0.30288,0.30288,0.99644,55.34203,10.65814,9.27305,0,709.32203,0,0,0,0,0,0
2017-03-04,"Standard","UniqueFlask",0.3919,11.12655,1,1.86586,1,339.45862,0.27086,41.09862,29.87724,10.00621,0.28603,3.18224,87.91069,0.28707,0.28603,0.98466,59.92017,10.35017,8.93379,0,770.63586,0,0,5647.865,0,0,0
2017-03-05,"Standard","UniqueFlask",0.70825,14.03193,1,2.28333,1,326.07053,0.2786,40.81684,29.9007,9.97632,0.28912,2.15719,90.85368,0.49281,0.28912,0.99123,64.3993,10.06158,8.06491,0,779.67263,0,0,265.69088,0,0,0
2017-03-06,"Standard","UniqueFlask",0.46491,14.05193,1,1.63228,1,338.82667,0.21509,41.19035,30.12895,10.50982,0.29088,2.42614,103.99596,0.66982,0.29088,1,65.60982,13.00158,8.88614,0,791.4007,0,0,218.09246,0,0,0
2017-03-07,"Standard","UniqueFlask",0.70368,14.96088,1,1.04649,1,339.11719,0.19316,42.59404,30.1014,10.56702,0.2793,2.82614,100.27579,0.29614,0.2793,1,64.93175,11.4586,9.03018,0,824.99228,0,0,125.47263,0,0,0
2017-03-08,"Standard","UniqueFlask",0.45448,13.43672,1,1,1,335.36483,0.20362,39.99448,31.26707,11.26155,0.27121,3.79621,89.75862,0.33552,0.27121,1,60.39362,9.91241,9.16086,0,736.34362,0,0,240.16828,0,0,0
2017-03-09,"Standard","UniqueFlask",0.53679,53.62679,0.99536,1.16429,1,340.11286,0.20804,40,39.23696,10.20929,0.26857,4.53464,103.12518,0.26857,0.26857,0.99964,60.57196,10.99571,7.4525,0,726.17429,0,0,176.92089,0,0,0
2017-03-10,"Standard","UniqueFlask",0.5914,235.19298,0.99035,1.63491,1,335.55667,0.10123,39.96035,36.32228,10.48491,0.26912,4.0307,105.13053,0.31825,0.26912,1,59.5214,10.67947,5.69316,0,786.81719,0,0,188.71772,0,0,0
2017-03-11,"Standard","UniqueFlask",0.69121,439.3431,0.88707,1.69707,1,342.93172,0.10552,39.96655,32.74828,10.59862,0.28241,5.14362,115.63224,0.28241,0.28241,1,58.84034,11.72086,6.55241,0,793.26603,0,0,173.26017,0,0,0
2017-03-12,"Standard","UniqueFlask",0.65772,69.39596,0.90526,1.14105,1,353.82211,0.19421,39.82053,28.96789,11.52579,0.27877,4.72491,132.34684,0.27877,0.27877,1.16579,63.68895,13.79404,10.89404,0,813.11561,0,0,152.11702,0,0,0
2017-03-13,"Standard","UniqueFlask",0.84982,45.33912,0.85561,1,1,348.57737,0.28719,40.68123,31.12789,11.58246,0.28719,4.09298,131.60509,0.32404,0.28684,1.28228,67.94982,11.88368,11.63684,0,784.82386,0,0,84.71439,0,0,0
2017-03-14,"Standard","UniqueFlask",0.28793,28.63483,0.94172,1.28672,0.95069,343.64138,0.25983,42.76259,31.27155,10.10103,0.27897,5.00897,129.56862,0.27897,0.25276,1,64.18017,11.62293,11.97586,0,805.56483,0,0,67.56862,0,0,0
2017-03-15,"Standard","UniqueFlask",0.41439,9.39,1,1.20825,0.84965,333.64491,0.20035,42.85579,29.37632,10.90351,0.25649,4.09754,114.58702,0.25649,0.25649,1,59.89228,10.16544,9.95912,0,833.18807,0,0,54.61877,0,0,0
2017-03-16,"Standard","UniqueFlask",0.27052,8.61534,1,1,0.93379,331.86914,0.23431,45.99483,35,9.9469,0.26586,4.19103,103.06138,0.2731,0.26586,1,57.79414,11.46483,6.16345,0,821.04155,0,0,43.03172,0,0,0
2017-03-17,"Standard","UniqueFlask",0.64375,6.99929,1,1,1,323.92411,0.24429,47.30196,34.57268,9.99732,0.27,4.12268,127.50696,0.27,0.27,1,63.19107,12.73786,4.29125,0,816.33857,0,0,38.55339,0,0,0
2017-03-18,"Standard","UniqueFlask",0.94328,6.48293,1,1,0.99879,344.37914,0.29914,46.52741,29.45259,10.23259,0.29914,4.01914,119.60379,0.31345,0.29914,1,61.02741,11.97483,4.46655,0,818.63207,0,0,39.07034,0,0,0
2017-03-19,"Standard","UniqueFlask",0.82625,7.45964,1,1.10518,0.87179,319.98786,0.26696,48.10143,29.83357,9.95339,0.26696,3.57286,124.80143,0.55536,0.26696,1,62.31089,10.8575,4.31232,0,819.82857,0,0,37.83321,0,0,0
2017-03-20,"Standard","UniqueFlask",0.66474,8.12789,1,1.00088,0.81737,320.07877,0.26877,45.51351,30,9.64684,0.26877,3.78368,114.23246,0.62035,0.26877,1,58.17544,11.3907,5.93982,0,836.04912,0,0,38.46877,0,0,0
2017-03-21,"Standard","UniqueFlask",0.32034,7.5381,1,1,0.75948,320.39638,0.24724,46.54276,30,9.9081,0.26948,3.94328,117.22431,0.33017,0.26948,1.12,60.17448,10.62879,5.99552,0,851.72931,0,0,37.40672,0,0,0
2017-03-22,"Standard","UniqueFlask",0.43845,7.08,1,1,0.89534,322.34086,0.14552,47.30069,30.28328,9.98931,0.26293,5.80276,114.21638,0.27966,0.26293,1,59.26828,11.58517,6.63448,0,846.65655,0,0,135.16759,0,0,0
2017-03-23,"Standard","UniqueFlask",0.59228,6.77053,1,1,0.91649,293.74982,0.07053,45.91228,29.99,9.92105,0.27561,4.91193,118.03228,0.27561,0.27561,1,59.60702,10.61456,12.04561,0,873.75491,0,0,26.72526,0,0,0
2017-03-24,"Standard","UniqueFlask",0.42712,6.86847,1,1.24949,1,309.58136,0.13729,46.55017,30.07949,9.99678,0.28695,5.35475,123.5139,0.28695,0.28695,1,60,12.99102,14.97254,0,874.7878,0,0,35.63017,0,0,0
2017-03-25,"Standard","UniqueFlask",0.57276,7.57103,1,3.12379,1,324.66069,0.25931,43.32017,39.685,10.24983,0.26621,4.66724,127.94155,0.2881,0.26621,1,59.80776,15.38914,14.63276,0,868.96534,0,0,38.76241,0,0,0
2017-03-26,"Standard","UniqueFlask",0.5869,9.05948,1,1.33862,1,292.10483,0.26724,47.14379,35.77103,10.1531,0.26724,4.06276,126.0231,0.60586,0.26724,1,59.57241,14.59345,7.95983,0,869.84121,0,0,40.66362,0,0,0
2017-03-27,"Standard","UniqueFlask",0.66862,42.59,1,2.38155,1,292.54931,0.27293,45.40983,37.28103,11.24431,0.33672,4.25345,123.64552,0.43724,0.27293,1,59.89707,15.07069,12.25517,0,873.64707,0,0,52.38483,0,0,0
2017-03-28,"Standard","UniqueFlask",0.33586,59.23966,1,2.45138,1,293.00241,0.26776,42.17793,44.24845,12.62155,0.27672,2.96034,100.51931,0.32759,0.27672,1,59.93138,14.45207,11.46931,0,878.35034,0,0,54.18086,0,0,0
2017-03-29,"Standard","UniqueFlask",0.74103,24.60828,1,1.90466,1,296.56466,0.23724,47.30931,42.71603,14.05414,0.28155,3.04086,115.28483,0.28155,0.26241,1,59.46414,12.95776,14.27828,0,882.22345,0,0,79.1,0,0,0
2017-03-30,"Standard","UniqueFlask",0.95155,18.51121,1,1.97603,1,315.47966,0.28241,42.80517,41.33362,13.935,0.28414,3.33034,116.72138,0.28466,0.28414,1,59.94672,12.80621,13.99052,0,888.84741,0,0,62.73966,0,0,0
2017-03-31,"Standard","UniqueFlask",0.7469,21.6969,1,3.00379,1,319.34828,0.30086,43.2481,43.81483,14.71672,0.30172,3.38776,131.01276,0.3531,0.28966,1,61.56172,12.12086,13.47534,0,891.71069,0,0,57.27897,0,0,0
2017-04-01,"Standard","UniqueFlask",0.68914,22.5331,1,2.80621,0.83638,342.82086,0.26879,42.75983,42.89431,14.29552,0.28017,4.1169,129.77655,0.52086,0.28017,1,67.9031,12.39707,10.5619,0,927.45052,0,0,65.39569,0,0,0
2017-04-02,"Standard","UniqueFlask",0.81603,24.84448,1.00414,2.96,0.9531,372.14724,0.27207,42.75224,40.62328,14.11948,0.2769,4.35276,135.61397,0.59362,0.2769,1,65.37466,14.58517,10.46397,0,920.61086,0,0,75.50897,0,0,0
2017-04-03,"Standard","UniqueFlask",0.49105,24.57439,1.09982,2.41772,1,370.79632,0.28211,40.75158,38.50719,12.80351,0.28211,3.17281,149.83684,0.37439,0.28211,1,65.26579,16.77632,11.09491,0,949.21281,0,0,73.61772,0,0,0
2017-04-04,"Standard","UniqueFlask",0.33328,24.29,0.99862,2.70707,1,360.55328,0.2769,41.24983,36.44069,13.03155,0.2769,2.05414,113.82052,0.24569,0.2769,1.01586,64.52448,15.4531,10.93207,0,1004.00103,0,0,70.19621,0,0,0
2017-04-05,"Standard","UniqueFlask",0.90224,25.8119,2.15776,2.82603,1,366.31534,0.28466,42.13448,34.48638,13.05828,0.28586,2.96793,112.02569,0.28431,0.28586,1.54431,63.13017,14.44897,12.33414,0,986.11414,0,0,63.85931,0,0,0
2017-04-06,"Standard","UniqueFlask",0.79517,26.51638,1.86862,2.08828,0.99966,353.22879,0.2769,40.37552,36.35621,11.95517,0.2831,4.71672,110.44034,0.49569,0.2831,2,64.08328,15.60224,12.69914,0,954.59621,0,0,61.63345,0,0,0
2017-04-07,"Standard","UniqueFlask",0.5681,22.92552,1.01207,2.03741,0.94724,329.00966,0.28879,41.42621,35.32034,10.76879,0.29966,4.48534,109.6919,0.4431,0.29948,2,60.36672,16.02603,14.13345,0,881.12724,0,0,57.59897,0,0,0
2017-04-08,"Standard","UniqueFlask",0.66276,23.33241,1.05086,2.84828,0.98069,338.57741,0.28345,41.39328,34.20069,9.98931,0.28345,4.71862,112.05741,0.42448,0.28345,1.56724,59.95328,14.26672,19.85483,0,896.45931,0,0,51.39672,0,0,0
2017-04-09,"Standard","UniqueFlask",0.95845,22.73276,1,3.33224,1,376.12362,0.28552,40.54448,34.27862,8.95224,0.28552,4.94966,112.56121,0.28586,0.28552,1.04276,60.99414,13.63397,21.25759,0,897.69241,0,0,50.21707,0,0,0
2017-04-10,"Standard","UniqueFlask",0.79241,21.40983,1.03362,4,0.97155,352.24552,0.30672,42.77586,34.32103,9.09293,0.33017,6.44621,115.8431,0.32,0.29655,1.78207,61.56397,12.86483,18.07828,0,909.32655,0,0,49.56103,0,0,0
2017-04-11,"Standard","UniqueFlask",0.84052,27.5569,1.10483,3.29155,0.99897,341.66534,0.30552,47.15966,33.56724,7.68552,0.54241,4.93328,118.50397,0.73724,0.29793,1.23603,64.91121,13.95966,14.61638,0,911.09103,0,0,48.99259,0,0,0
2017-04-12,"Standard","UniqueFlask",0.36534,18.88172,1.38,2.87448,1,367.83207,0.30207,46.62121,32.90138,9.00448,0.7969,4.79879,115.93034,0.76276,0.30414,1.8819,64.38931,16.34017,13.23293,0,916.73621,0,0,43.59121,0,0,0
2017-04-13,"Standard","UniqueFlask",0.66175,21.51877,1,2.82175,1,351.58772,0.30632,41.17105,34.21456,9.64368,0.60579,5.72158,118.3507,0.8207,0.30632,2,61.5586,12.96895,10.31649,0,912.12404,0,0,41.77684,0,0,0
2017-04-14,"Standard","UniqueFlask",0.39052,29.83,1,2.82345,1,369.02069,0.30362,40.75966,33.13138,9.58121,0.32034,5.55569,121.8969,0.58931,0.30914,2,65.81983,10.61017,10.22259,0,940.74707,0,0,39.6269,0,0,0
2017-04-15,"Standard","UniqueFlask",0.67638,31.96052,1,3.13448,1,406.12759,0.30448,41.76052,32.51707,9.97483,0.52034,3.57776,161.96776,0.30466,0.30466,2,70.27586,10.87655,8.50052,0,908.44466,0,0,43.80345,0,0,0
2017-04-16,"Standard","UniqueFlask",0.57259,39.5881,1.48672,3.55638,1,382.49828,0.31,47.92586,38.24638,9.99948,0.31,3.40776,139.65586,0.31052,0.31,1.99207,69.27397,13.06741,7.44345,0,866.48069,0,0,47.39414,0,0,0
2017-04-17,"Standard","UniqueFlask",0.48814,35.69881,1,3.5761,1,371.62186,0.31153,47.14966,39.49898,10,0.31153,4.35881,119.04915,0.56017,0.31153,2,65.62169,14.47746,6.86407,0,850.62729,0,0,46.18915,0,0,0
2017-04-18,"Standard","UniqueFlask",0.32596,28.82333,1,4.02,1,377.11228,0.28807,49.36105,35.93228,9.77912,0.31982,4.73018,119.23614,0.91263,0.31982,2,69.15947,14.28912,7.3986,0,799.51298,0,0,47.95175,0,0,0
2017-04-19,"Standard","UniqueFlask",0.41333,26.32596,1.14175,3.73053,1,378.47912,0.30228,48.89807,30.78456,9.97123,0.31684,4.1107,131.47035,0.8793,0.31684,1.81421,69.96105,13.29561,7.74684,0,804.94719,0,0,45.85614,0,0,0
2017-04-20,"Standard","UniqueFlask",0.40483,31.16724,1.79466,4.00017,1,348.26017,0.29362,50.76707,30.66017,9.91345,0.33138,4.01552,127.74828,0.64121,0.32121,1.84638,69.98828,12.07397,8.56172,0,807.99914,0,0,49.61603,0,0,0
2017-04-21,"Standard","UniqueFlask",0.63172,21.48155,2,3.42483,1,361.39,0.32724,57.39603,33.67103,9.69276,0.62,3.58793,128.82397,0.66052,0.33259,2,70.42379,13.86879,8.53931,0,808.39724,0,0,47.85224,0,0,0
2017-04-22,"Standard","UniqueFlask",0.59448,21.27931,2.08655,3.21328,1,391.0519,0.34379,56.83328,34.88621,9.08172,0.9019,4.00431,119.02483,0.4919,0.36534,1.81207,74.98207,14.0581,8.44293,0,813.32431,0,0,46.02224,0,0,0
2017-04-23,"Standard","UniqueFlask",0.60305,26.42814,2.24508,3.00186,1,410.38,0.36051,49.76966,31.48847,9.79475,0.59169,4.19881,125.46864,0.38949,0.36746,1.29271,76.00034,14.72525,8.31797,0,827.37712,0,0,45.96407,0,0,0
2017-04-24,"Standard","UniqueFlask",0.75414,27.87121,1.99828,3.98379,0.98224,410.7631,0.37345,49.00741,33.13879,9.43052,0.38517,5.15328,123.92707,0.37552,0.37345,1.95448,77.11448,14,5.795,0,811.9219,0,0,44.34397,0,0,0
2017-04-25,"Standard","UniqueFlask",0.87491,29.73088,2.52544,3.71737,1,408.38175,0.36789,48.99754,34.12298,9.28246,0.45,4.97193,116.82596,0.38158,0.36825,2,104.55456,12.42158,5.71614,0,752.83474,0,0,40.49228,0,0,0
2017-04-26,"Standard","UniqueFlask",0.85898,23.91458,2.46847,3.56356,1,408.79661,0.38119,49.03763,25.99847,9.86831,0.49136,3.52831,117.16407,0.45356,0.38271,2,94.53746,10.15797,8.1778,0,712.85051,0,0,40.66559,0,0,0
2017-04-27,"Standard","UniqueFlask",0.6781,37.04,2.95741,2.89362,1,408.65259,0.39759,45.07448,24.95086,10,0.66931,4.65345,118.13,0.78069,0.39276,1.98948,78.58828,11.59845,12.09086,0,768.90931,0,0,40.61259,0,0,0
2017-04-28,"Standard","UniqueFlask",0.48224,44.61828,2.94586,2.95931,1,372.18897,0.43776,44.07466,27.06448,10,0.70621,4.38793,117.94345,0.52086,0.38276,1.87397,73.88586,13.30948,12.16655,0,717.41707,0,0,42.52776,0,0,0
2017-04-29,"Standard","UniqueFlask",0.42845,50.46431,2.58069,2.5269,1,357.53862,0.39759,46.66414,23.08431,10,0.40724,3.21879,118.58293,0.78345,0.39793,1.18948,71.00397,14.0169,12.93655,0,697.01517,0,0,37.94897,0,0,0
2017-04-30,"Standard","UniqueFlask",0.66842,13.88877,2.92439,2.27211,1,406.12737,0.42298,47.27509,20,9.92509,0.54544,3.66842,120.74737,0.49772,0.43,1.44789,66.85211,14.21877,13.45895,0,714.57281,0,0,37.50807,0,0,0
2017-05-01,"Standard","UniqueFlask",0.56441,18.30237,3.77153,2.77339,1,383.53441,0.36508,42.18153,19.97644,9.6539,0.44,4.21576,119.94559,0.67881,0.42898,1.87017,58.15322,11.57305,20.15119,0,719.56966,0,0,34.30593,0,0,0
2017-05-02,"Standard","UniqueFlask",0.5469,15.745,5.16276,1.95741,1,380.79293,0.28828,46.21483,20,9.3919,0.44138,3.93948,120.07034,0.9731,0.43103,1.99345,64.54879,11.00569,21.09276,0,720.06017,0,0,36.27517,0,0,0
2017-05-03,"Standard","UniqueFlask",0.56328,14.82345,5.47345,2.07603,1,394.27897,0.36138,42.25397,25.99,10,0.4669,4.49017,121.51845,0.98069,0.41983,1.81,64.45121,13.01103,20.14034,0,730.01586,0,0,35.02552,0,0,0
2017-05-04,"Standard","UniqueFlask",0.53931,12.49966,2.62017,2.16103,1,392.27207,0.39983,45.31569,27.1481,9.4419,0.47224,5.13845,122.47121,0.99845,0.47224,1.19052,60.62466,13.21241,13.58172,0,730.0631,0,0,33.41414,0,0,0
2017-05-05,"Standard","UniqueFlask",0.59828,14.08379,2.92224,2.09741,1,394.18517,0.40414,41.19914,20.13017,8.87259,0.50207,4.90879,123.19069,0.98569,0.49155,2,63.94586,11.73362,10.24086,0,724.515,0,0,29.20414,0,0,0
2017-05-06,"Standard","UniqueFlask",0.4569,12.74069,3.66828,3.41638,1,383.60828,0.37293,42.20983,21.03707,9.39155,0.52276,4.65328,120.88466,0.93845,0.46897,2,66.90621,11.17983,9.43603,0,681.8981,0,0,28.60086,0,0,0
2017-05-07,"Standard","UniqueFlask",0.55724,14.93793,4.63293,4.94276,1,408.42431,0.41828,44.17448,22.64862,9.01586,0.47086,4.49103,109.68052,0.81517,0.58517,1.9969,69.57534,12.35914,8.82293,0,667.51517,0,0,31.53138,0,0,0
2017-05-08,"Standard","UniqueFlask",0.72136,18.6478,3.32712,4.97644,1,429.49898,0.48153,44.81492,22.2422,8.54373,0.45203,3.34559,114.33983,0.85864,0.65186,1.76034,70.13746,13.45153,8.02678,0,698.29627,0,0,34.83729,0,0,0
2017-05-09,"Standard","UniqueFlask",0.83379,22.84,3.31638,3.69914,1,423.45862,0.44483,49.73638,34.16017,9.91724,0.4631,3.50431,115.69828,0.7481,0.49069,1.29517,69.11328,13.20466,8.35362,0,736.51328,0,0,35.35948,0,0,0
2017-05-10,"Standard","UniqueFlask",0.78593,23.42102,4.62288,3.72153,1,428.21186,0.36746,50.02373,33.63339,9.94441,0.50746,3.87898,118.75797,0.88407,0.5061,1,70.01068,12.50983,10.65102,0,714.78729,0,0,38.82983,0,0,0
2017-05-11,"Standard","UniqueFlask",0.9578,26.6478,4.98407,4.97441,1,411.8222,0.40644,46.66898,31.74068,9.82864,0.57661,3.69339,123.06,0.75559,0.51932,1,70.30322,13.22593,10.4578,0,738.14763,0,0,37.76102,0,0,0
2017-05-12,"Standard","UniqueFlask",0.95155,31.03517,4.785,3.17759,1,377.13483,0.49466,42.12879,31.92759,10,0.72241,3.37397,120.71707,0.94983,0.56517,1,72.04845,12.59897,7.80879,0,736.13862,0,0,36.30724,0,0,0
2017-05-13,"Standard","UniqueFlask",0.91407,33.03441,4.19746,2.40017,0.99729,394.27915,0.49729,46.69305,25.11559,10,0.56915,2.90932,123.4461,0.90966,0.57119,1,71.62949,10.27,8.39847,0,738.15644,0,0,41.00068,0,0,0
2017-05-14,"Standard","UniqueFlask",0.87068,44.3461,3.52831,2.99186,0.98847,443.13305,0.56102,49.59542,28.87559,9.51797,0.57712,3.26881,119.8839,0.71051,0.57712,1.41814,77.98203,11.75136,12.67051,0,684.09119,0,0,44.67305,0,0,0
2017-05-15,"Standard","UniqueFlask",0.76155,41.56983,3.78328,3.99776,1,446.69,0.47948,47.23138,36.77776,9.35034,0.54724,3.205,121.48466,0.88759,0.54724,1.80569,77.84069,11.72362,11.82862,0,666.95862,0,0,43.36431,0,0,0
2017-05-16,"Standard","UniqueFlask",0.86559,46.35407,2.92085,2.99458,1,476.6661,0.54034,48.52119,39.60932,9.49746,0.54034,2.98068,122.0661,0.99356,0.51271,1.23254,78.40034,12.17881,14.28068,0,657.22814,0,0,40.32864,0,0,0
2017-05-17,"Standard","UniqueFlask",0.70627,46.6222,4.6978,2.73576,1,479.32746,0.55712,49.29424,39.98525,9.97661,0.58203,3.71915,122.81644,0.90186,0.51136,1.07678,73.75661,14.72559,9.40695,0,650.20797,0,0,44.27017,0,0,0
2017-05-18,"Standard","UniqueFlask",0.91814,44.76508,11.40322,2.71085,1,475.79763,0.47,49.42068,42.27136,9.11814,0.56763,3.93814,122.34864,0.97458,0.50085,1.81576,73.81627,13.22288,8.60966,0,632.1261,0,0,46.11034,0,0,0
2017-05-19,"Standard","UniqueFlask",0.80828,44.63241,9.75103,2.72034,1,476.04569,0.42879,49.53397,39.69672,8.94121,0.57621,3.79931,121.09328,0.6019,0.5681,1.95345,71.36828,13.39741,8.89069,0,614.19759,0,0,44.00103,0,0,0
2017-05-20,"Standard","UniqueFlask",0.6869,46.64897,8.57759,2.36207,1,487.66121,0.5,49.94638,38.59103,9.82914,0.62828,4,121.84914,0.65828,0.58862,1.98276,70.10517,14.05534,7.45655,0,659.565,0,0,47.87121,0,0,0
2017-05-21,"Standard","UniqueFlask",0.90492,40.18288,7.17051,1.49017,1,485.28797,0.45237,48.80153,37.27525,9.9839,0.99898,4.55695,123.51186,0.94034,0.52102,1.91678,68.23542,14.06305,4.27508,0,708.46424,0,0,47.48407,0,0,0
2017-05-22,"Standard","UniqueFlask",0.92949,32.39407,3.08085,1.08407,1,484.30949,0.47271,46.76492,31.76017,9.84102,1,4.6422,121.58441,0.83373,0.5539,1.62322,68.05339,9.78864,2.58169,0,704.43424,0,0,47.19,0,0,0
2017-05-23,"Standard","UniqueFlask",0.62828,22.98983,2.90138,1.1569,1,468.34466,0.56966,48.74397,34.99345,9.21828,1,4.41086,126.00293,0.65741,0.56966,1.01948,67.14966,11.25638,2.49862,0,671.18138,0,0,47.49879,0,0,0
2017-05-24,"Standard","UniqueFlask",0.83763,25.53966,2.90712,2.27593,1,454.74559,0.56,49,35.23136,9.96559,0.97136,4.17695,123.12915,0.97356,0.56,1,71.98492,11.38305,6.17746,0,701.72051,0,0,47.71237,0,0,0
2017-05-25,"Standard","UniqueFlask",0.96339,29.79644,1.54661,4.97068,1,445.5261,0.5422,48.55729,35,9.92593,0.88373,3.85475,111.37305,1,0.52966,1,69.87644,10.59017,6.41593,0,608.49017,0,0,47.8339,0,0,0
2017-05-26,"Standard","UniqueFlask",0.93864,36.64407,1,5,1,434.81085,0.48508,48.32102,35.13407,10.34458,0.60254,3.48695,108.75271,1,0.5461,1,68.38492,11.52441,7.14475,0,577.45254,0,0,46.78797,0,0,0
2017-05-27,"Standard","UniqueFlask",0.71458,37.61831,1.47119,4.88746,1,435.09271,0.46898,46.09559,35.04712,11.67136,0.59695,2.95508,109.06763,1,0.51525,1,73.41034,11.5378,7.28373,0,636.45932,0,0,46.19034,0,0,0
2017-05-28,"Standard","UniqueFlask",0.57259,30.43121,2.05862,3.49034,1,435.63103,0.52034,47.85517,35.28155,9.73638,0.53414,1.48155,108.73966,0.78776,0.52966,1,71.34603,11.24966,8.63569,0,652.43793,0,0,45.56052,0,0,0
2017-05-29,"Standard","UniqueFlask",0.85339,43.45797,1.52915,2.38593,0.98559,430.15661,0.47949,48.02169,38.75203,9.52068,0.76169,1.80373,107.53915,0.40932,0.51,1.01085,71.86847,11.52559,9.59661,0,649.14322,0,0,40.18712,0,0,0
